qseqid	sseqid	A_gene	B_gene	A_start	B_start	A_end	B_end
sp|P0AE99|CSGF_ECOL6	sp|P0AE98|CSGF_ECOLI	csgF	csgF		1101951.0		1102368.0
sp|P0A6M9|EFG_ECOL6	sp|P0A6M8|EFG_ECOLI	fusA	fusA		4166901.0		4169016.0
sp|P0AEQ0|GLCD_ECOL6	sp|P0AEP9|GLCD_ECOLI	glcD	glcD		3125177.0		3126677.0
sp|P0ACA8|GSTB_ECOL6	sp|P0ACA7|GSTB_ECOLI	gstB	gstB		880275.0		880902.0
sp|Q8FJK9|GSIC_ECOL6	sp|P75798|GSIC_ECOLI	gsiC	gsiC		871388.0		872309.0
sp|Q8FG47|HIS2_ECOL6	sp|P06989|HIS2_ECOLI	hisI	hisI				
sp|P0ACE4|HHA_ECOL6	sp|P0ACE3|HHA_ECOLI	hha	hha		479313.0		479532.0
sp|Q8FBC0|HSLU_ECOL6	sp|P0A6H5|HSLU_ECOLI	hslU	hslU		3514933.0		3516265.0
sp|P0AEY6|MDAB_ECOL6	sp|P0AEY5|MDAB_ECOLI	mdaB	mdaB		3171185.0		3171767.0
sp|P0A735|MINE_ECOL6	sp|P0A734|MINE_ECOLI	minE	minE		1225855.0		1226122.0
sp|P0A9X5|MREB_ECOL6	sp|P0A9X4|MREB_ECOLI	mreB	mreB		3399898.0		3400942.0
sp|P0A9I2|CITE_ECOL6	sp|P0A9I1|CITE_ECOLI	citE	citE		648804.0		649713.0
sp|P0ABC4|HFLC_ECOL6	sp|P0ABC3|HFLC_ECOLI	hflC	hflC		4407979.0		4408984.0
sp|P67653|KDSC_ECOL6	sp|P0ABZ4|KDSC_ECOLI	kdsC	kdsC		3342127.0		3342694.0
sp|Q8FIM7|LOLD_ECOL6	sp|P75957|LOLD_ECOLI	lolD	lolD	4006984.0	1178195.0	4007686.0	1178897.0
sp|Q8FB37|MALK_ECOL6	sp|P68187|MALK_ECOLI	malK	malK		4250373.0		4251489.0
sp|P69740|MBHS_ECOL6	sp|P69739|MBHS_ECOLI	hyaA	hyaA		1032560.0		1033679.0
sp|P64257|MRAY_ECOL6	sp|P0A6W3|MRAY_ECOLI	mraY	mraY		96001.0		97084.0
sp|Q8FEN4|NORW_ECOL6	sp|P37596|NORW_ECOLI	norW	norW		2832567.0		2833701.0
sp|Q8CXZ9|PHOP_ECOL6	sp|P23836|PHOP_ECOLI	phoP	phoP		1191352.0		1192024.0
sp|P0A787|PYRB_ECOL6	sp|P0A786|PYRB_ECOLI	pyrB	pyrB		4476139.0		4477075.0
sp|Q8FBS4|RBSD_ECOL6	sp|P04982|RBSD_ECOLI	rbsD	rbsD		3702910.0		3703330.0
sp|Q8FBD7|RHAR_ECOL6	sp|P09378|RHAR_ECOLI	rhaR	rhaR		3537186.0		3538125.0
sp|P0A9J1|RNG_ECOL6	sp|P0A9J0|RNG_ECOLI	rng	rng		3396180.0		3397650.0
sp|Q8FJ43|RUTD_ECOL6	sp|P75895|RUTD_ECOLI	rutD	rutD		1071386.0		1072187.0
sp|P67025|SYGA_ECOL6	sp|P00960|SYGA_ECOLI	glyQ	glyQ		3915096.0		3916008.0
sp|P0AEN0|TCYJ_ECOL6	sp|P0AEM9|TCYJ_ECOLI	tcyJ	tcyJ		2001721.0		2002522.0
sp|Q8FIN3|THIK_ECOL6	sp|P75948|THIK_ECOLI	thiK	thiK		1164836.0		1165661.0
sp|Q8FKB7|THII_ECOL6	sp|P77718|THII_ECOLI	thiI	thiI		440772.0		442221.0
sp|Q8FIR3|MTOX_ECOL6	sp|P40874|MTOX_ECOLI	solA	solA		1121044.0		1122163.0
sp|Q8FIN2|NAGZ_ECOL6	sp|P75949|NAGZ_ECOLI	nagZ	nagZ		1165671.0		1166697.0
sp|P0ADY2|PPID_ECOL6	sp|P0ADY1|PPID_ECOLI	ppiD	ppiD		461138.0		463010.0
sp|P0A7B6|PROB_ECOL6	sp|P0A7B5|PROB_ECOLI	proB	proB		259611.0		260715.0
sp|P0A8K2|PSD_ECOL6	sp|P0A8K1|PSD_ECOLI	psd	psd		4394071.0		4395040.0
sp|P0ACA4|SSPA_ECOL6	sp|P0ACA3|SSPA_ECOLI	sspA	sspA	1383904.0	3376636.0	1384543.0	3377275.0
sp|P66833|SPEE_ECOL6	sp|P09158|SPEE_ECOLI	speE	speE		135597.0		136464.0
sp|Q8FE34|SPEA_ECOL6	sp|P21170|SPEA_ECOLI	speA	speA		3082590.0		3084567.0
sp|Q8FE22|TRMB_ECOL6	sp|P0A8I5|TRMB_ECOLI	trmB	trmB		3100788.0		3101508.0
sp|P0A8A5|PSRP_ECOL6	sp|P0A8A4|PSRP_ECOLI	ppsR	ppsR		1789158.0		1789992.0
sp|P0A806|RRF_ECOL6	sp|P0A805|RRF_ECOLI	frr	frr		192871.0		193429.0
sp|P0A8R1|RRAA_ECOL6	sp|P0A8R0|RRAA_ECOLI	rraA	rraA		3517350.0		3517836.0
sp|P0A777|RPPH_ECOL6	sp|P0A776|RPPH_ECOLI	rppH	rppH		2967102.0		2967633.0
sp|P0A7U8|RS20_ECOL6	sp|P0A7U7|RS20_ECOLI	rpsT	rpsT		20814.0		21078.0
sp|Q8FCL1|RSMJ_ECOL6	sp|P68567|RSMJ_ECOLI	rsmJ	rsmJ		3997282.0		3998035.0
sp|Q8FH92|RSXE_ECOL6	sp|P77179|RSXE_ECOLI	rsxE	rsxE		1712541.0		1713237.0
sp|P0AEU8|SKP_ECOL6	sp|P0AEU7|SKP_ECOLI	skp	skp		200481.0		200967.0
sp|P0A8U1|SYDP_ECOL6	sp|P0A8U0|SYDP_ECOLI	syd	syd		2923390.0		2923936.0
sp|Q8FAJ0|ULAC_ECOL6	sp|P69820|ULAC_ECOLI	ulaC	ulaC		4426387.0		4426852.0
sp|Q8CVW4|NAPA_ECOL6	sp|P33937|NAPA_ECOLI	napA	napA		2303600.0		2306087.0
sp|P0AC66|NRDH_ECOL6	sp|P0AC65|NRDH_ECOLI	nrdH	nrdH		2799378.0		2799624.0
sp|Q8FD82|OBG_ECOL6	sp|P42641|OBG_ECOLI	obg	obgE				
sp|P0A918|OMPX_ECOL6	sp|P0A917|OMPX_ECOLI	ompX	ompX	4416603.0	850871.0	4417119.0	851387.0
sp|P0A6G4|PNCC_ECOL6	sp|P0A6G3|PNCC_ECOLI	pncC	pncC		2822504.0		2823002.0
sp|P0AFN0|PSPB_ECOL6	sp|P0AFM9|PSPB_ECOLI	pspB	pspB		1370514.0		1370739.0
sp|P0A7I5|RF3_ECOL6	sp|P0A7I4|RF3_ECOLI	prfC	prfC		4614093.0		4615683.0
sp|P0AGB7|RPOE_ECOL6	sp|P0AGB6|RPOE_ECOLI	rpoE	rpoE		2708092.0		2708668.0
sp|P0A7W8|RS8_ECOL6	sp|P0A7W7|RS8_ECOLI	rpsH	rpsH		4193870.0		4194263.0
sp|Q8FDE0|SSTT_ECOL6	sp|P0AGE4|SSTT_ECOLI	sstT	sstT		3238599.0		3239844.0
sp|Q8FGQ0|SYR_ECOL6	sp|P11875|SYR_ECOLI	argS	argS		1961775.0		1963509.0
sp|Q8FLB7|SYI_ECOL6	sp|P00956|SYI_ECOLI	ileS	ileS		22390.0		25207.0
sp|Q8FBI7|TATB_ECOL6	sp|P69425|TATB_ECOLI	tatB	tatB		3613947.0		3614463.0
sp|Q8FF24|TADA_ECOL6	sp|P68398|TADA_ECOLI	tadA	tadA		2696009.0		2696546.0
sp|Q8FB55|PEPE_ECOL6	sp|P0A7C6|PEPE_ECOLI	pepE	pepE		4233042.0		4233732.0
sp|Q8FL92|RAPA_ECOL6	sp|P60240|RAPA_ECOLI	rapA	rapA		60357.0		63264.0
sp|Q8FKA4|QUEC_ECOL6	sp|P77756|QUEC_ECOLI	queC	queC		464075.0		464771.0
sp|Q8FFN0|RHMA_ECOL6	sp|P76469|RHMA_ECOLI	rhmA	rhmA				
sp|Q8FHV4|RLUB_ECOL6	sp|P37765|RLUB_ECOLI	rluB	rluB		1328565.0		1329441.0
sp|Q8FH96|RSXB_ECOL6	sp|P77223|RSXB_ECOLI	rsxB	rsxB		1708061.0		1708640.0
sp|P0AGE1|SSB_ECOL6	sp|P0AGE0|SSB_ECOLI	ssb	ssb				
sp|Q8FD15|SMG_ECOL6	sp|P0A828|SMG_ECOLI	smg	smg				
sp|Q8FL00|TILS_ECOL6	sp|P52097|TILS_ECOLI	tilS	tilS		212330.0		213629.0
sp|Q8FL65|MURD_ECOL6	sp|P14900|MURD_ECOLI	murD	murD		97086.0		98403.0
sp|Q8FL67|MURE_ECOL6	sp|P22188|MURE_ECOLI	murE	murE		93165.0		94653.0
sp|P0AFF3|NUPC_ECOL6	sp|P0AFF2|NUPC_ECOLI	nupC	nupC		2518487.0		2519690.0
sp|P0AFF7|NUSA_ECOL6	sp|P0AFF6|NUSA_ECOLI	nusA	nusA	1433644.0	3315893.0	1435132.0	3317381.0
sp|P0AB68|PNTB_ECOL6	sp|P0AB67|PNTB_ECOLI	pntB	pntB		1676685.0		1678074.0
sp|Q8FIP7|RLUC_ECOL6	sp|P0AA39|RLUC_ECOLI	rluC	rluC		1146516.0		1147476.0
sp|P0ACU3|RUTR_ECOL6	sp|P0ACU2|RUTR_ECOLI	rutR	rutR		1074663.0		1075302.0
sp|Q8FBI6|TATC_ECOL6	sp|P69423|TATC_ECOLI	tatC	tatC		3613168.0		3613945.0
sp|Q8FJU6|PXPA_ECOL6	sp|P75746|PXPA_ECOLI	pxpA	pxpA		745586.0		746321.0
sp|P0A8A9|RIMP_ECOL6	sp|P0A8A8|RIMP_ECOLI	rimP	rimP		3317408.0		3317861.0
sp|P0ADY8|RL16_ECOL6	sp|P0ADY7|RL16_ECOLI	rplP	rplP		4191246.0		4191657.0
sp|P63178|RLMB_ECOL6	sp|P63177|RLMB_ECOLI	rlmB	rlmB		4413954.0		4414686.0
sp|P0A7U4|RS19_ECOL6	sp|P0A7U3|RS19_ECOLI	rpsS	rpsS		4189889.0		4190168.0
sp|Q8FA64|RSMC_ECOL6	sp|P39406|RSMC_ECOLI	rsmC	rsmC		4611348.0		4612380.0
sp|Q8FCS8|RTCA_ECOL6	sp|P46849|RTCA_ECOLI	rtcA	rtcA		4083566.0		4084583.0
sp|Q8FH54|SUFS_ECOL6	sp|P77444|SUFS_ECOLI	sufS	sufS		1761016.0		1762237.0
sp|Q8FKZ4|SYP_ECOL6	sp|P16659|SYP_ECOLI	proS	proS		217056.0		218775.0
sp|P0AGF7|TDCB_ECOL6	sp|P0AGF6|TDCB_ECOLI	tdcB	tdcB		3264893.0		3265883.0
sp|Q8FKF5|TAUB_ECOL6	sp|Q47538|TAUB_ECOLI	tauB	tauB	4827548.0	385430.0	4828316.0	386198.0
sp|Q8FJX7|NAGB_ECOL6	sp|P0A759|NAGB_ECOLI	nagB	nagB		703232.0		704033.0
sp|Q8CVG5|NANM2_ECOL6	sp|P39371|NANM_ECOLI	nanM2	nanM		4542338.0		4543445.0
sp|Q8FBX9|NEPI_ECOL6	sp|P0ADL1|NEPI_ECOLI	nepI	nepI	887482.0	3798675.0	888673.0	3799866.0
sp|P0ADI1|PINR_ECOL6	sp|P0ADI0|PINR_ECOLI	pinR	pinR				
sp|P64531|RCNR_ECOL6	sp|P64530|RCNR_ECOLI	rcnR	rcnR		2188857.0		2189130.0
sp|Q8FDH9|RIBB_ECOL6	sp|P0A7J0|RIBB_ECOLI	ribB	ribB		3182468.0		3183122.0
sp|Q8FJM4|RLMF_ECOL6	sp|P75782|RLMF_ECOLI	rlmF	rlmF		842753.0		843680.0
sp|P0A833|SSRP_ECOL6	sp|P0A832|SSRP_ECOLI	smpB	smpB		2753551.0		2754034.0
sp|Q8FB93|STHA_ECOL6	sp|P27306|STHA_ECOLI	sthA	sthA		3475890.0		3477291.0
sp|Q8FEJ8|PIMT_ECOL6	sp|P0A7A5|PIMT_ECOLI	pcm	pcm		2867548.0		2868175.0
sp|P0A7F4|PYRI_ECOL6	sp|P0A7F3|PYRI_ECOLI	pyrI	pyrI		4475665.0		4476127.0
sp|P0AG35|RHTB_ECOL6	sp|P0AG34|RHTB_ECOLI	rhtB	rhtB	720548.0	3627621.0	721169.0	3628242.0
sp|P0AG68|RS1_ECOL6	sp|P0AG67|RS1_ECOLI	rpsA	rpsA		962416.0		964090.0
sp|P0C0K4|SRKA_ECOL6	sp|P0C0K3|SRKA_ECOLI	srkA	srkA		3593279.0		3594266.0
sp|Q8FJY9|SYL_ECOL6	sp|P07813|SYL_ECOLI	leuS	leuS		672622.0		675205.0
sp|Q8FDU9|NANT2_ECOL6	sp|P41036|NANT_ECOLI	nanT2	nanT		3370938.0		3372429.0
sp|Q8FDF5|PAT_ECOL6	sp|P42588|PAT_ECOLI	patA	patA				
sp|P0A7A8|PLSB_ECOL6	sp|P0A7A7|PLSB_ECOLI	plsB	plsB		4257632.0		4260056.0
sp|P0AAF2|POTE_ECOL6	sp|P0AAF1|POTE_ECOLI	potE	potE		717367.0		718687.0
sp|P0A7E6|PYRG_ECOL6	sp|P0A7E5|PYRG_ECOLI	pyrG	pyrG	1998530.0	2906684.0	2000168.0	2908322.0
sp|P69412|RCSF_ECOL6	sp|P69411|RCSF_ECOLI	rcsF	rcsF		219590.0		219995.0
sp|Q8FEE5|RLMM_ECOL6	sp|P0ADR6|RLMM_ECOLI	rlmM	rlmM		2938798.0		2939899.0
sp|P59477|DPO4_ECOL6	sp|Q47155|DPO4_ECOLI	dinB	dinB		250897.0		251953.0
sp|P63226|GMHA_ECOL6	sp|P63224|GMHA_ECOLI	gmhA	gmhA				
sp|P0A6V6|GLPE_ECOL6	sp|P0A6V5|GLPE_ECOLI	glpE	glpE		4078591.0		4078918.0
sp|P60596|HIS5_ECOL6	sp|P60595|HIS5_ECOLI	hisH	hisH		2096671.0		2097262.0
sp|P69223|IF1_ECOL6	sp|P69222|IF1_ECOLI	infA	infA		926646.0		926865.0
sp|Q8FE97|KDUI_ECOL6	sp|Q46938|KDUI_ECOLI	kduI	kduI		2981943.0		2982780.0
sp|Q8FL64|MURG_ECOL6	sp|P17443|MURG_ECOLI	murG	murG		99643.0		100711.0
sp|Q8FLC1|NHAA_ECOL6	sp|P13738|NHAA_ECOLI	nhaA	nhaA		17488.0		18655.0
sp|P0ACQ5|OXYR_ECOL6	sp|P0ACQ4|OXYR_ECOLI	oxyR	oxyR		3477273.0		3478191.0
sp|Q8FGN6|OTSA_ECOL6	sp|P31677|OTSA_ECOLI	otsA	otsA		1982324.0		1983749.0
sp|P0A9N5|PFLA_ECOL6	sp|P0A9N4|PFLA_ECOLI	pflA	pflA	4321364.0	950761.0	4322105.0	951502.0
sp|Q8FJ98|PNCB_ECOL6	sp|P18133|PNCB_ECOLI	pncB	pncB		989575.0		990778.0
sp|P60783|PLSY_ECOL6	sp|P60782|PLSY_ECOLI	plsY	plsY		3203349.0		3203967.0
sp|Q8FJB6|AROA_ECOL6	sp|P0A6D3|AROA_ECOLI	aroA	aroA		959233.0		960517.0
sp|P0AE35|ARTQ_ECOL6	sp|P0AE34|ARTQ_ECOLI	artQ	artQ		901955.0		902672.0
sp|P0A987|CSPI_ECOL6	sp|P0A986|CSPI_ECOLI	cspI	cspI		1640168.0		1640381.0
sp|P64273|GREB_ECOL6	sp|P30128|GREB_ECOLI	greB	greB		4103127.0		4103604.0
sp|P0C056|IBPA_ECOL6	sp|P0C054|IBPA_ECOLI	ibpA	ibpA		3772992.0		3773406.0
sp|P0AAC9|ISCA_ECOL6	sp|P0AAC8|ISCA_ECOLI	iscA	iscA		2658218.0		2658542.0
sp|P0AD87|LPT_ECOL6	sp|P0AD86|LPT_ECOLI	thrL	thrL		189.0		255.0
sp|P0A6U4|MNMG_ECOL6	sp|P0A6U3|MNMG_ECOLI	mnmG	mnmG		3711047.0		3712937.0
sp|P0A739|MOAC_ECOL6	sp|P0A738|MOAC_ECOLI	moaC	moaC		818991.0		819477.0
sp|P68740|NFI_ECOL6	sp|P68739|NFI_ECOLI	nfi	nfi		3437219.0		3437891.0
sp|P0ABQ3|GARR_ECOL6	sp|P0ABQ2|GARR_ECOLI	garR	garR		3271721.0		3272612.0
sp|Q8FDB8|GARL_ECOL6	sp|P23522|GARL_ECOLI	garL	garL		3272641.0		3273412.0
sp|P0AEP4|GALU_ECOL6	sp|P0AEP3|GALU_ECOLI	galU	galU		1293033.0		1293942.0
sp|Q8FCI7|GADW_ECOL6	sp|P63201|GADW_ECOLI	gadW	gadW		3975796.0		3976525.0
sp|Q8FCA6|GPMI_ECOL6	sp|P37689|GPMI_ECOLI	gpmI	gpmI				
sp|P69932|HDA_ECOL6	sp|P69931|HDA_ECOLI	hda	hda		2616730.0		2617477.0
sp|Q8FDH5|HLDE_ECOL6	sp|P76658|HLDE_ECOLI	hldE	hldE		3193975.0		3195409.0
sp|P0AF99|LPTF_ECOL6	sp|P0AF98|LPTF_ECOLI	lptF	lptF		4490897.0		4491998.0
sp|Q8FH06|NADE_ECOL6	sp|P18843|NADE_ECOLI	nadE	nadE		1824171.0		1824999.0
sp|Q8FI24|NHAB_ECOL6	sp|P0AFA7|NHAB_ECOLI	nhaB	nhaB		1234752.0		1236294.0
sp|Q8FEY5|PASI_ECOL6	sp|P52119|RATB_ECOLI	pasI	ratB				
sp|Q8FAV1|PHNC_ECOL6	sp|P16677|PHNC_ECOLI	phnC	phnC		4329054.0		4329843.0
sp|P65736|PLSX_ECOL6	sp|P27247|PLSX_ECOLI	plsX	plsX		1149197.0		1150268.0
sp|P0AE57|BFD_ECOL6	sp|P0AE56|BFD_ECOLI	bfd	bfd		4173424.0		4173619.0
sp|P59338|DCUR_ECOL6	sp|P0AD01|DCUR_ECOLI	dcuR	dcuR		4353992.0		4354712.0
sp|Q8FF30|HMP_ECOL6	sp|P24232|HMP_ECOLI	hmp	hmp				
sp|Q8FJD1|LFTR_ECOL6	sp|P0A8P1|LFTR_ECOLI	aat	aat		927149.0		927854.0
sp|Q8FL07|LPXB_ECOL6	sp|P10441|LPXB_ECOLI	lpxB	lpxB		203347.0		204496.0
sp|P0AD90|LPTN_ECOL6	sp|P0AD89|LPTN_ECOLI	tnaL	tnaC		3751905.0		3751980.0
sp|P69777|LPP_ECOL6	sp|P69776|LPP_ECOLI	lpp	lpp		1759134.0		1759371.0
sp|Q8FFQ5|MQO_ECOL6	sp|P33940|MQO_ECOLI	mqo	mqo		2308441.0		2310088.0
sp|Q8FD68|MTGA_ECOL6	sp|P46022|MTGA_ECOLI	mtgA	mtgA		3348935.0		3349664.0
sp|P60585|CAIA_ECOL6	sp|P60584|CAIA_ECOLI	caiA	caiA		39243.0		40386.0
sp|P0AE64|CHAB_ECOL6	sp|P0AE63|CHAB_ECOLI	chaB	chaB	3827002.0	1273695.0	3827233.0	1273926.0
sp|Q8FFV3|CDD_ECOL6	sp|P0ABF6|CDD_ECOLI	cdd	cdd		2235177.0		2236062.0
sp|P0AER6|GLTK_ECOL6	sp|P0AER5|GLTK_ECOLI	gltK	gltK		685676.0		686351.0
sp|Q8FI03|HEM1_ECOL6	sp|P0A6X1|HEM1_ECOLI	hemA	hemA		1265290.0		1266547.0
sp|Q8FJK8|GSID_ECOL6	sp|P75799|GSID_ECOLI	gsiD	gsiD		872311.0		873223.0
sp|Q8FIN9|KTHY_ECOL6	sp|P0A720|KTHY_ECOLI	tmk	tmk				
sp|P0A9M1|LON_ECOL6	sp|P0A9M0|LON_ECOLI	lon	lon		458111.0		460466.0
sp|Q8CXX5|MALT_ECOL6	sp|P06993|MALT_ECOLI	malT	malT		4084625.0		4087331.0
sp|P69742|MBHT_ECOL6	sp|P69741|MBHT_ECOLI	hybO	hybO		3143798.0		3144917.0
sp|P0A8U7|METJ_ECOL6	sp|P0A8U6|METJ_ECOLI	metJ	metJ		3508285.0		3508603.0
sp|P0A791|PAND_ECOL6	sp|P0A790|PAND_ECOLI	panD	panD		146313.0		146694.0
sp|P66900|DPAL_ECOL6	sp|P66899|DPAL_ECOLI	ygeX	ygeX				
sp|P0ADB8|ECNB_ECOL6	sp|P0ADB7|ECNB_ECOLI	ecnB	ecnB		4381232.0		4381379.0
sp|Q8FBE8|FDHE_ECOL6	sp|P13024|FDHE_ECOLI	fdhE	fdhE		3555452.0		3556382.0
sp|P0ABX3|FLGC_ECOL6	sp|P0ABX2|FLGC_ECOLI	flgC	flgC		1133014.0		1133419.0
sp|P0A8T0|FLHD_ECOL6	sp|P0A8S9|FLHD_ECOLI	flhD	flhD		1979560.0		1979911.0
sp|P0A8Q1|FRDC_ECOL6	sp|P0A8Q0|FRDC_ECOLI	frdC	frdC		4384056.0		4384452.0
sp|P0AEQ7|GLNP_ECOL6	sp|P0AEQ6|GLNP_ECOLI	glnP	glnP		846881.0		847541.0
sp|P64294|GUAA_ECOL6	sp|P04079|GUAA_ECOLI	guaA	guaA		2629613.0		2631191.0
sp|Q8FAA2|IRAD_ECOL6	sp|P39375|IRAD_ECOLI	iraD	iraD	2598330.0	4561672.0	2598723.0	4562065.0
sp|P60547|KGUA_ECOL6	sp|P60546|KGUA_ECOLI	gmk	gmk		3818363.0		3818987.0
sp|P0A718|KPRS_ECOL6	sp|P0A717|KPRS_ECOLI	prs	prs		1262504.0		1263452.0
sp|Q8FJA9|KDSB_ECOL6	sp|P04951|KDSB_ECOLI	kdsB	kdsB		971273.0		972020.0
sp|P0A6A7|LEUC_ECOL6	sp|P0A6A6|LEUC_ECOLI	leuC	leuC		79463.0		80864.0
sp|Q8FAX1|MDTN_ECOL6	sp|P32716|MDTN_ECOLI	mdtN	mdtN		4306556.0		4307588.0
sp|Q8CXZ8|MNMA_ECOL6	sp|P25745|MNMA_ECOLI	mnmA	mnmA		1194243.0		1195350.0
sp|Q8FGI7|MSRP_ECOL6	sp|P76342|MSRP_ECOLI	msrP	msrP		2041614.0		2042619.0
sp|P0A9F2|MNTR_ECOL6	sp|P0A9F1|MNTR_ECOLI	mntR	mntR		853604.0		854072.0
sp|Q8FIM5|NAGK_ECOL6	sp|P75959|NAGK_ECOLI	nagK	nagK		1180169.0		1181081.0
sp|P0ACB8|HEMY_ECOL6	sp|P0ACB7|HEMY_ECOLI	hemY	hemY		3648798.0		3649995.0
sp|Q8FFL1|MEND_ECOL6	sp|P17109|MEND_ECOLI	menD	menD		2382258.0		2383929.0
sp|Q8FFB0|MURQ_ECOL6	sp|P76535|MURQ_ECOLI	murQ	murQ		2551218.0		2552115.0
sp|Q8CVG4|NANC_ECOL6	sp|P69856|NANC_ECOLI	nanC	nanC		4543464.0		4544181.0
sp|Q8FFJ9|NUOG_ECOL6	sp|P33602|NUOG_ECOLI	nuoG	nuoG		2402108.0		2404835.0
sp|P0A785|ORN_ECOL6	sp|P0A784|ORN_ECOLI	orn	orn		4396283.0		4396829.0
sp|P0AFH9|OSMY_ECOL6	sp|P0AFH8|OSMY_ECOLI	osmY	osmY		4616075.0		4616681.0
sp|Q8FF18|PDXJ_ECOL6	sp|P0A794|PDXJ_ECOLI	pdxJ	pdxJ		2699653.0		2700385.0
sp|Q8FHU5|RIBA_ECOL6	sp|P0A7I7|RIBA_ECOLI	ribA	ribA		1340283.0		1340874.0
sp|P0A757|KEFG_ECOL6	sp|P0A756|KEFG_ECOLI	kefG	kefG		4159257.0		4159809.0
sp|Q8FC83|LIGB_ECOL6	sp|P25772|LIGB_ECOLI	ligB	ligB		3819244.0		3820927.0
sp|Q8CVI4|LAMB_ECOL6	sp|P02943|LAMB_ECOLI	lamB	lamB	2224052.0	4251560.0	2225393.0	4252901.0
sp|P0AAG6|MDLB_ECOL6	sp|P0AAG5|MDLB_ECOLI	mdlB	mdlB				
sp|P0A747|MSRB_ECOL6	sp|P0A746|MSRB_ECOLI	msrB	msrB		1863729.0		1864143.0
sp|Q8FD60|NANK1_ECOL6	sp|P45425|NANK_ECOLI	nanK1	nanK		3369329.0		3370205.0
sp|P0AAL4|NAPG_ECOL6	sp|P0AAL3|NAPG_ECOLI	napG	napG		2302898.0		2303594.0
sp|P0AFE1|NUOJ_ECOL6	sp|P0AFE0|NUOJ_ECOLI	nuoJ	nuoJ		2400011.0		2400566.0
sp|P0AFD2|NUOE_ECOL6	sp|P0AFD1|NUOE_ECOLI	nuoE	nuoE		2406221.0		2406722.0
sp|P0AFC8|NUOB_ECOL6	sp|P0AFC7|NUOB_ECOLI	nuoB	nuoB		2408620.0		2409283.0
sp|Q8CW34|OPGD_ECOL6	sp|P40120|OPGD_ECOLI	mdoD	mdoD	3645819.0		3647475.0	
sp|Q8CVW1|OMPC_ECOL6	sp|P06996|OMPC_ECOLI	ompC	ompC		2314979.0		2316083.0
sp|P0AFM0|PQIA_ECOL6	sp|P0AFL9|PQIA_ECOLI	pqiA	pqiA		1012422.0		1013676.0
sp|P69817|PTFB2_ECOL6	sp|P69816|PTFB2_ECOLI	frwB	frwB				
sp|P0AA05|PTHP_ECOL6	sp|P0AA04|PTHP_ECOLI	ptsH	ptsH		2539209.0		2539467.0
sp|P69796|PTQB_ECOL6	sp|P69795|PTQB_ECOLI	chbB	chbB		1823012.0		1823333.0
sp|P0A435|PTKB_ECOL6	sp|P37188|PTKB_ECOLI	gatB	gatB		2176416.0		2176701.0
sp|P0AAM4|HYPC_ECOL6	sp|P0AAM3|HYPC_ECOLI	hypC	hypC		2850519.0		2850792.0
sp|P0AAN2|HYBE_ECOL6	sp|P0AAN1|HYBE_ECOLI	hybE	hybE		3138966.0		3139455.0
sp|Q8FEJ5|ISPD_ECOL6	sp|Q46893|ISPD_ECOLI	ispD	ispD		2870435.0		2871146.0
sp|P0ADE7|KBP_ECOL6	sp|P0ADE6|KBP_ECOLI	kbp	kbp		2794992.0		2795442.0
sp|P0AB75|KBAY_ECOL6	sp|P0AB74|KBAY_ECOLI	kbaY	kbaY		3282997.0		3283858.0
sp|P0A755|KEFF_ECOL6	sp|P0A754|KEFF_ECOLI	kefF	kefF		47245.0		47776.0
sp|Q8FK47|LPXH_ECOL6	sp|P43341|LPXH_ECOLI	lpxH	lpxH		552440.0		553163.0
sp|Q8FFB5|PDXK_ECOL6	sp|P40191|PDXK_ECOLI	pdxK	pdxK	358558.0	2541831.0	359410.0	2542683.0
sp|P0AEX0|K1PF_ECOL6	sp|P0AEW9|K1PF_ECOLI	fruK	fruK		2264760.0		2265699.0
sp|Q8FEA7|LPLT_ECOL6	sp|P39196|LPLT_ECOLI	lplT	lplT		2971324.0		2972518.0
sp|P63355|METN_ECOL6	sp|P30750|METN_ECOLI	metN	metN		221613.0		222645.0
sp|Q8FJA2|MUKB_ECOL6	sp|P22523|MUKB_ECOLI	mukB	mukB		976747.0		981208.0
sp|P0AFD7|NUOI_ECOL6	sp|P0AFD6|NUOI_ECOLI	nuoI	nuoI		2400577.0		2401120.0
sp|Q8FA73|OPGB_ECOL6	sp|P39401|OPGB_ECOLI	mdoB	mdoB				
sp|Q8FFH2|PDXB_ECOL6	sp|P05459|PDXB_ECOLI	pdxB	pdxB		2442160.0		2443297.0
sp|P59588|PLDB_ECOL6	sp|P07000|PLDB_ECOLI	pldB	pldB		3626488.0		3627511.0
sp|Q8FGT3|PROQ_ECOL6	sp|P45577|PROQ_ECOLI	proQ	proQ		1916549.0		1917248.0
sp|Q8FB89|MURI_ECOL6	sp|P22634|MURI_ECOLI	murI	murI		3470395.0		3471253.0
sp|Q8FFR9|NDPA_ECOL6	sp|P33920|NDPA_ECOLI	yejK	yejK		2286273.0		2287281.0
sp|P0AEI7|NUDJ_ECOL6	sp|P0AEI6|NUDJ_ECOLI	nudJ	nudJ		1195403.0		1195865.0
sp|Q8FF87|NUDK_ECOL6	sp|P37128|NUDK_ECOLI	nudK	nudK		2581558.0		2582134.0
sp|P0ABF2|PCNB_ECOL6	sp|P0ABF1|PCNB_ECOLI	pcnB	pcnB		157728.0		159147.0
