Locus_tag,gbk_locus_tag,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand,norm_exp
b0379,BW25113_RS01960,394481,394789,394635,,BW25113_0379,1,2.19667421766975
b0380,BW25113_RS24940,394917,395261,395089,,,0,28.9253271161876
b0381,BW25113_RS01970,395285,396379,395832,,BW25113_0381,1,61.9310167912567
b0382,BW25113_RS01980,396842,397102,396972,,BW25113_0382,0,61.7185182499042
b0383,BW25113_RS01985,397203,398618,397910,,BW25113_0383,0,24.1982614151285
b0384,BW25113_RS01990,398737,399057,398897,,BW25113_0384,0,105.646052116529
b0385,BW25113_RS01995,399159,400274,399716,adrA,BW25113_0385,0,1.00512670826461
b0386,BW25113_RS02000,400291,401100,400695,,BW25113_0386,1,67.3330578895722
b0387,BW25113_RS02005,401220,401678,401449,,BW25113_0387,0,40.1046905552614
b0388,BW25113_RS02010,401861,402385,402123,,BW25113_0388,0,92.5465311583976
b0389,BW25113_RS02015,402435,402626,402530,,BW25113_0389,0,214.286202528422
b0390,BW25113_RS02025,402884,403561,403222,,BW25113_0390,0,16.5801770781799
b0391,BW25113_RS02030,403633,403917,403775,,BW25113_0391,0,144.105277727572
b0393,BW25113_RS02040,404564,405475,405019,,BW25113_0393,1,37.2755425944545
b0394,BW25113_RS02045,405600,406508,406054,,BW25113_0394,0,4.98117196278341
b0396,BW25113_RS02050,406753,407937,407345,,BW25113_0396,1,11.8124693943207
b0397,BW25113_RS02055,408063,411209,409636,,BW25113_0397,1,13.1563611694116
b0398,BW25113_RS02060,411206,412408,411807,,BW25113_0398,1,14.3514756108565
b0399,BW25113_RS02065,412598,413287,412942,,BW25113_0399,0,4.83727927564719
b0400,BW25113_RS02070,413345,414640,413992,phoR,BW25113_0400,0,5.52036321430907
b0401,BW25113_RS02075,415047,416366,415706,,BW25113_0401,0,52.074913754931
b0402,BW25113_RS02080,416442,417815,417128,,BW25113_0402,0,16.5934773155575
b0403,BW25113_RS02085,417974,419788,418881,,BW25113_0403,0,16.1525988179988
b0404,BW25113_RS02090,419793,420374,420083,,BW25113_0404,1,18.4940773296017
b0405,BW25113_RS02095,420467,421537,421002,,BW25113_0405,0,11.7264461480804
b0406,BW25113_RS02100,421593,422720,422156,,BW25113_0406,0,51.8691957205366
b0407,BW25113_RS02105,422743,423075,422909,,BW25113_0407,0,208.139197726195
b0408,BW25113_RS02110,423103,424950,424026,,BW25113_0408,0,33.6218753371754
b0409,BW25113_RS02115,424961,425932,425446,,BW25113_0409,0,75.2575017623348
b0410,BW25113_RS02120,426061,426408,426234,,BW25113_0410,0,135.499493972844
b0411,BW25113_RS02130,426585,427469,427027,,BW25113_0411,1,30.6157676401945
b0412,BW25113_RS02135,427768,428307,428037,,BW25113_0412,1,59.4418166005888
b0413,BW25113_RS02140,428458,428907,428682,,BW25113_0413,0,195.516176597312
b0414,BW25113_RS02145,428911,430014,429462,,BW25113_0414,0,110.713581559747
b0415,BW25113_RS02150,430103,430573,430338,,BW25113_0415,0,120.146196864125
b0416,BW25113_RS02155,430593,431012,430802,nusB,BW25113_0416,0,6.69387929740871
b0417,BW25113_RS02160,431090,432067,431578,,BW25113_0417,0,16.9177961330954
b0418,BW25113_RS02165,432045,432563,432304,,BW25113_0418,0,17.5328427039301
b0419,BW25113_RS02170,432617,433591,433104,,BW25113_0419,1,197.881168047741
b0420,BW25113_RS02175,433771,435633,434702,,BW25113_0420,1,95.4975762961912
b0421,BW25113_RS02180,435658,436557,436107,,BW25113_0421,1,157.350064533664
b0422,BW25113_RS02185,436557,436799,436678,,BW25113_0422,1,183.441430089099
b0423,BW25113_RS02190,437005,438453,437729,,BW25113_0423,0,67.455984497622
b0424,BW25113_RS02195,438507,439097,438802,,BW25113_0424,1,27.5146628190041
b0425,BW25113_RS02200,439060,439971,439515,,BW25113_0425,1,100.410458662571
b0426,BW25113_RS02205,440139,440630,440384,,BW25113_0426,0,49.7552669920331
b0427,BW25113_RS02210,440758,442122,441440,,BW25113_0427,1,5.61162330151954
b0428,BW25113_RS02215,442271,443161,442716,,BW25113_0428,1,33.7020551496964
b0429,BW25113_RS02220,443173,443502,443337,,BW25113_0429,1,19.5246216239764
b0430,BW25113_RS02225,443502,444116,443809,,BW25113_0430,1,135.099581708048
b0431,BW25113_RS02230,444106,446097,445101,,BW25113_0431,1,103.654084865351
b0432,BW25113_RS02235,446119,447066,446592,,BW25113_0432,1,333.060551840259
b0433,BW25113_RS02240,447526,449001,448263,,BW25113_0433,1,6.56633851640237
b0434,BW25113_RS02245,449045,449722,449383,,BW25113_0434,1,129.317131010443
b0435,BW25113_RS02250,449928,450245,450086,,BW25113_0435,0,101.663587132395
b0436,BW25113_RS02260,450589,451887,451238,,BW25113_0436,0,272.078256755622
b0437,BW25113_RS02265,452133,452756,452444,,BW25113_0437,0,134.854135810626
b0438,BW25113_RS02270,452882,454156,453519,,BW25113_0438,0,315.868054600292
b0439,BW25113_RS02275,454344,456698,455521,,BW25113_0439,0,226.156757386787
b0440,BW25113_RS02280,456907,457179,457043,,BW25113_0440,0,254.946002140639
b0441,BW25113_RS02285,457371,459242,458306,,BW25113_0441,0,295.44964812796
b0442,BW25113_RS02290,459393,459764,459578,,BW25113_0442,0,5.19912420896272
b0443,BW25113_RS02295,459858,460256,460057,,BW25113_0443,0,33.3693215818149
b0444,BW25113_RS02300,460308,461003,460655,,BW25113_0444,1,9.56084222682216
b0445,BW25113_RS02305,461068,462768,461918,,BW25113_0445,1,11.4436635989502
b0446,BW25113_RS02310,462868,463686,463277,,BW25113_0446,0,79.3955153626081
b0447,BW25113_RS02315,463839,464297,464068,,BW25113_0447,0,11.6080254650461
b0448,BW25113_RS02320,464327,466099,465213,,BW25113_0448,0,7.09681646774074
b0449,BW25113_RS02325,466092,467873,466982,,BW25113_0449,0,2.26981247290115
b0450,BW25113_RS02330,468054,468392,468223,,BW25113_0450,0,6.31780407098806
b0451,BW25113_RS02335,468422,469708,469065,,BW25113_0451,0,1.20685258001869
b0452,BW25113_RS02340,469757,470617,470187,,BW25113_0452,1,37.9532987653946
b0453,BW25113_RS02345,470835,471407,471121,,BW25113_0453,0,375.409031546201
b0454,BW25113_RS02350,471438,471827,471632,,,1,29.0695177812396
b0456,BW25113_RS02355,472128,472481,472304,,BW25113_0456,0,7.13107386307105
b0457,BW25113_RS02360,472523,474073,473298,,BW25113_0457,1,42.891030502598
b0458,BW25113_RS02365,474237,474707,474472,,BW25113_0458,1,48.415618848392
b0459,BW25113_RS02370,474823,475374,475098,,BW25113_0459,1,42.6589743890828
b0460,BW25113_RS02375,475546,475764,475655,,BW25113_0460,1,290.115362860474
b0461,BW25113_RS02380,475790,476164,475977,,BW25113_0461,1,206.659268886686
b0462,BW25113_RS02385,476710,479859,478284,,BW25113_0462,1,40.5104929856414
b0463,BW25113_RS02390,479882,481075,480478,,BW25113_0463,1,100.164750471584
b0464,BW25113_RS02395,481217,481864,481540,,BW25113_0464,0,6.42996778971802
b0465,BW25113_RS02400,481992,485354,483673,,BW25113_0465,0,13.5715794660352
b0466,BW25113_RS02410,485566,485727,485646,,BW25113_0466,1,3.69038198193526
b0467,BW25113_RS02415,485741,486268,486004,,BW25113_0467,1,7.02077052439229
b0468,BW25113_RS02420,486338,486715,486526,,BW25113_0468,0,81.568505443671
b0469,BW25113_RS02425,486868,487419,487143,,BW25113_0469,0,38.6871551601135
b0470,BW25113_RS02430,487548,489479,488513,,BW25113_0470,0,170.717398587235
b0471,BW25113_RS02435,489532,489861,489696,,BW25113_0471,0,275.497727619869
b0472,BW25113_RS02440,489861,490466,490163,,BW25113_0472,0,120.682326902803
b0473,BW25113_RS02445,490576,492450,491513,,BW25113_0473,0,460.43005286256
b0474,BW25113_RS02450,492631,493275,492953,,BW25113_0474,0,92.1079100073618
b0475,BW25113_RS02455,493511,494473,493992,,BW25113_0475,0,15.4389051085904
b0476,BW25113_RS02460,494470,495429,494949,,BW25113_0476,1,2.24404249088351
b0477,BW25113_RS02465,495581,496885,496233,,BW25113_0477,0,37.0494282829426
b0478,BW25113_RS02470,497018,498694,497856,,BW25113_0478,1,26.3410481688636
b0479,BW25113_RS02475,498932,500152,499542,,BW25113_0479,1,8.71411880366526
b0480,BW25113_RS02480,500370,502022,501196,ushA,BW25113_0480,0,35.3924956737033
b0481,BW25113_RS02485,502059,502538,502298,,BW25113_0481,1,5.63855801046883
b0482,BW25113_RS02490,502742,503536,503139,,BW25113_0482,1,30.8253134342016
b0483,BW25113_RS02495,503674,504015,503844,,BW25113_0483,0,64.7425029060509
b0484,BW25113_RS02500,504331,506835,505583,copA,BW25113_0484,1,18.9238053462468
b0485,BW25113_RS02505,507097,508029,507563,,BW25113_0485,0,23.6411740492805
b0486,BW25113_RS02510,508032,509324,508678,,BW25113_0486,0,25.267681291678
b0487,BW25113_RS02515,509449,509856,509652,,BW25113_0487,0,87.5901450743933
b0488,BW25113_RS02520,509857,510315,510086,,BW25113_0488,1,92.5725093542404
b0489,BW25113_RS02525,510312,511229,510770,,BW25113_0489,1,83.5562666352566
b0490,BW25113_RS02530,511375,512052,511713,,BW25113_0490,0,50.8542000566996
b0491,BW25113_RS02535,512039,512818,512428,,BW25113_0491,0,10.7752073924147
b0492,BW25113_RS02540,512881,513735,513308,,BW25113_0492,1,223.923189265634
b0493,BW25113_RS02545,513796,514605,514200,,BW25113_0493,1,111.325125480076
b0494,BW25113_RS02550,514595,515221,514908,,BW25113_0494,1,60.121062661108
b0495,BW25113_RS02555,515189,515875,515532,,BW25113_0495,0,30.8498190081143
b0496,BW25113_RS02560,515872,518286,517079,,BW25113_0496,0,12.5835084783873
b0497,BW25113_RS02565,518717,522997,520857,,BW25113_0497,0,5.54078775555549
b0498,BW25113_RS02570,523037,523405,523221,,BW25113_0498,0,1.074652972228
b0503,BW25113_RS02590,525588,526682,526135,,BW25113_0503,1,7.02315434771889
b0504,BW25113_RS02595,526751,527677,527214,,BW25113_0504,1,7.40415012256158
b0505,BW25113_RS02600,527907,528389,528148,,BW25113_0505,0,1.05096883562112
b0506,BW25113_RS02605,528467,529282,528874,,BW25113_0506,0,26.3941314631414
b0507,BW25113_RS02610,529372,531153,530262,,BW25113_0507,0,2.65895393949202
b0508,BW25113_RS02615,531166,531942,531554,,BW25113_0508,0,2.13791084302629
b0509,BW25113_RS02620,532042,532920,532481,,BW25113_0509,0,0.561457589594613
b0511,BW25113_RS02625,533089,534543,533816,,BW25113_0511,0,0.040849082492843
b0512,BW25113_RS02630,534603,535964,535283,,BW25113_0512,0,4.75304389690191
b0513,BW25113_RS02635,536021,537322,536671,,BW25113_0513,0,6.32949715033358
b0514,BW25113_RS02640,537344,538489,537916,,BW25113_0514,0,0.566333500303402
b0515,BW25113_RS02645,538717,539502,539109,,BW25113_0515,1,19.5041970827299
b0516,BW25113_RS02650,539513,540748,540130,,BW25113_0516,1,31.2404220168918
b0517,BW25113_RS02655,540770,541819,541294,,BW25113_0517,1,0.0236841366068789
b0518,BW25113_RS02660,542136,543803,542969,,BW25113_0518,0,0.0119910572613514
b0520,BW25113_RS02670,545083,545898,545490,,BW25113_0520,0,2.12591978576494
b0521,BW25113_RS02675,545895,546788,546341,,BW25113_0521,0,0.0119910572613514
b0522,BW25113_RS02680,546983,548050,547516,,BW25113_0522,1,15.906637353958
b0523,BW25113_RS02685,548047,548556,548301,,BW25113_0523,1,43.9269741670715
b0524,BW25113_RS02690,548674,549396,549035,,BW25113_0524,1,17.1218694886342
b0525,BW25113_RS02695,549399,549893,549646,,BW25113_0525,1,1617.60443435087
b0526,BW25113_RS02700,550067,551452,550759,,BW25113_0526,0,80.3603816555978
b0527,BW25113_RS02705,551488,552009,551748,,BW25113_0527,1,0.371722775101893
b0528,BW25113_RS02710,552117,552329,552223,,BW25113_0528,1,3.20027478007711
b0529,BW25113_RS02715,552331,553197,552764,,BW25113_0529,1,98.7155847261052
b0530,BW25113_RS02720,553668,554210,553939,,BW25113_0530,0,0.21315722946191
b0531,BW25113_RS02725,554430,555122,554776,,BW25113_0531,0,0.0359731717840542
b0532,BW25113_RS02730,555153,557756,556454,,BW25113_0532,0,0.0710524098206367
b0533,BW25113_RS02735,557735,558775,558255,,BW25113_0533,0,0.0119910572613514
b0534,BW25113_RS02740,558786,559301,559043,,BW25113_0534,0,0
b0535,BW25113_RS02745,559304,559936,559620,,BW25113_0535,1,1.05096883562112
b0537,BW25113_RS02755,560271,561434,560852,,BW25113_0537,1,30.5802189392445
b0540,BW25113_RS02780,562298,563460,562879,,BW25113_0541,0,11.0351727740217
b0543,BW25113_RS02790,563771,564103,563937,,BW25113_0543,0,3.15290650686335
b0544,BW25113_RS02800,564358,565884,565121,,BW25113_0544,0,0.119910572613514
b0545,BW25113_RS02805,566349,566900,566624,,BW25113_0545,0,2.12236221248866
b0546,BW25113_RS02810,566910,567707,567308,,BW25113_0546,0,40.0789205732437
b0547,BW25113_RS02815,567922,568377,568149,,BW25113_0547,0,0.107919515352163
b0548,BW25113_RS02820,568377,568547,568462,,BW25113_0548,0,0.573448646855964
b0549,BW25113_RS02825,568540,568830,568685,,BW25113_0549,0,1.05096883562112
b0550,BW25113_RS02830,568827,569189,569008,,BW25113_0550,0,0.0119910572613514
b0551,BW25113_RS02840,569412,569795,569603,,BW25113_0551,0,0.525484417810559
b0552,BW25113_RS02850,570193,571209,570701,,BW25113_0552,1,98.2655861305745
b0554,BW25113_RS02860,572854,573069,572961,,BW25113_0554,0,1.96451953711368
b0555,BW25113_RS02865,573069,573566,573317,,BW25113_0555,0,1.58844431069303
b0556,BW25113_RS02870,573563,574024,573793,,BW25113_0556,0,4.21586639974582
b0557,BW25113_RS02875,574056,574349,574202,,BW25113_0557,1,122.458293891107
b0558,BW25113_RS02880,574640,575050,574845,,BW25113_0558,1,6.41373252907887
b0559,BW25113_RS02885,575336,575542,575439,,BW25113_0559,0,3.15290650686335
b0560,BW25113_RS02900,576290,576835,576562,,BW25113_0560,0,0.597430761378667
b0564,BW25113_RS02920,579137,579886,579511,,BW25113_0564,0,3.18887967864741
b0565,BW25113_RS02925,580136,581089,580612,,BW25113_0565,1,1560.35657650147
b0566,BW25113_RS02935,581603,582364,581983,,BW25113_0566,1,17.5977837464867
b0567,BW25113_RS02940,582547,583437,582992,,BW25113_0567,1,5.82829282496155
b0568,BW25113_RS02945,583438,586410,584924,,BW25113_0568,1,11.7738144212942
b0569,BW25113_RS02950,586397,588634,587515,nfrB,BW25113_0569,1,9.01493326776518
b0570,BW25113_RS02955,588784,590226,589505,,BW25113_0570,1,19.4788966307747
b0571,BW25113_RS02960,590216,590899,590557,,BW25113_0571,1,13.7105590921199
b0572,BW25113_RS02965,591056,592429,591742,,BW25113_0572,0,54.1861686582268
b0573,BW25113_RS02970,592587,592919,592753,,BW25113_0573,0,100.367523801817
b0574,BW25113_RS02975,592935,594158,593546,,BW25113_0574,0,22.165082094471
b0575,BW25113_RS02980,594170,597313,595741,,BW25113_0575,0,4.85190700777356
b0576,BW25113_RS02985,597415,598791,598103,,BW25113_0576,0,14.2720166817145
b0577,BW25113_RS02990,598872,600119,599495,,BW25113_0577,1,9.16106519074517
b0578,BW25113_RS02995,600227,600880,600553,,BW25113_0578,1,148.366471681498
b0579,BW25113_RS03000,600974,601342,601158,,BW25113_0579,1,93.3896881381789
b0580,BW25113_RS03005,601407,601655,601531,,BW25113_0580,1,18.699848399259
b0581,BW25113_RS03010,601721,602839,602280,,BW25113_0581,1,286.19510120144
b0582,BW25113_RS03025,603521,604633,604077,,BW25113_0582,0,10.0552563482213
b0583,BW25113_RS03030,604915,605535,605225,,BW25113_0583,1,71.465880822236
b0584,BW25113_RS03035,605710,607950,606830,,BW25113_0584,1,222.174852873075
b0585,BW25113_RS03040,608193,609395,608794,,BW25113_0585,0,113.956791772506
b0586,BW25113_RS03050,609613,613494,611553,entF,BW25113_0586,0,197.434848316055
b0587,BW25113_RS03055,613710,614843,614276,,BW25113_0587,0,3.07957961447841
b0588,BW25113_RS03060,614840,615655,615247,,BW25113_0588,1,50.5304415106431
b0589,BW25113_RS03065,615652,616644,616148,,BW25113_0589,1,58.2730504078292
b0590,BW25113_RS03070,616641,617645,617143,,BW25113_0590,1,50.6143789114726
b0591,BW25113_RS03075,617756,619006,618381,,BW25113_0591,0,19.20338261863
b0592,BW25113_RS03080,619010,619966,619488,,BW25113_0592,1,156.89413293908
b0593,BW25113_RS03085,620341,621516,620928,,BW25113_0593,0,171.488526474179
b0594,BW25113_RS03090,621526,623136,622331,entE,BW25113_0594,0,247.19213485285
b0595,BW25113_RS03095,623150,624007,623578,,BW25113_0595,0,142.712419963262
b0596,BW25113_RS03100,624007,624753,624380,,BW25113_0596,0,248.86228782023
b0597,BW25113_RS03105,624756,625169,624962,,BW25113_0597,0,56.1591305655395
b0598,BW25113_RS03110,625350,627455,626402,,BW25113_0598,0,15.4894797701777
b0599,BW25113_RS03120,627845,628933,628389,,BW25113_0599,1,5.18501993622638
b0600,BW25113_RS03125,629042,630202,629622,,BW25113_0600,0,11.7405230507526
b0601,BW25113_RS03130,630203,630832,630517,,BW25113_0601,1,22.6431982390678
b0602,BW25113_RS03135,630805,632025,631415,,BW25113_0602,1,7.9770028135859
b0603,BW25113_RS03140,632172,633074,632623,,BW25113_0603,1,2.14930594445599
b0604,BW25113_RS03145,633283,634029,633656,,BW25113_0604,1,45.7531175213027
b0605,BW25113_RS03150,634401,634964,634682,,BW25113_0605,0,1239.36805151431
b0606,BW25113_RS03155,635209,636774,635991,,BW25113_0606,0,242.711977135202
b0607,BW25113_RS03160,636895,637323,637109,,BW25113_0607,1,343.26942573237
b0608,BW25113_RS03165,637544,638782,638163,,BW25113_0608,0,12.0544126412366
b0610,BW25113_RS03175,639013,639423,639218,,BW25113_0610,1,11.7045498789685
b0611,BW25113_RS03180,639653,640459,640056,,BW25113_0611,1,126.631875736772
b0612,BW25113_RS03185,640573,642036,641304,,BW25113_0612,1,1.05309093731002
b0613,BW25113_RS03190,642087,642965,642526,citG,BW25113_0613,1,0.0119910572613514
b0614,BW25113_RS03195,642940,643491,643215,,BW25113_0614,1,0.040849082492843
b0615,BW25113_RS03200,643495,645027,644261,,BW25113_0615,1,0.0119910572613514
b0616,BW25113_RS03205,645038,645946,645492,,BW25113_0616,1,0
b0617,BW25113_RS03210,645943,646239,646091,,BW25113_0617,1,0
b0618,BW25113_RS03215,646254,647312,646783,,BW25113_0618,1,0.0204245412464215
b0619,BW25113_RS03220,647691,649349,648520,dpiB,BW25113_0619,0,6.4242336967611
b0620,BW25113_RS03225,649318,649998,649658,dpiA,BW25113_0620,0,20.5538475809185
b0621,BW25113_RS03230,650039,651424,650731,,BW25113_0621,1,10.2447294410763
b0622,BW25113_RS03235,652013,652573,652293,pagP,BW25113_0622,0,4.78931504660179
b0623,BW25113_RS03240,652748,652957,652852,,BW25113_0623,0,630.12686936468
b0624,BW25113_RS03245,653011,653394,653202,,BW25113_0624,1,23.8125877577233
b0627,BW25113_RS03255,654403,654606,654504,tatE,BW25113_0627,0,152.437849438276
b0628,BW25113_RS03260,654707,655672,655189,,BW25113_0628,1,63.53989452941
b0629,BW25113_RS03265,655881,656834,656357,,BW25113_0629,1,4.98000790984849
b0630,BW25113_RS03275,657093,657734,657413,,BW25113_0630,1,25.2232520549068
b0631,BW25113_RS03280,657835,658098,657966,,BW25113_0631,1,97.2758909186926
b0632,BW25113_RS03285,658208,659419,658813,,BW25113_0632,1,95.9541757336946
b0633,BW25113_RS03290,659558,660646,660102,,BW25113_0633,1,40.2691620681416
b0634,BW25113_RS03295,660657,661769,661213,,BW25113_0634,1,15.3249178380153
b0635,BW25113_RS03300,661772,663673,662722,,BW25113_0635,1,27.1264979682812
b0636,BW25113_RS03305,663704,664171,663937,,BW25113_0636,1,13.7647175693066
b0637,BW25113_RS03310,664175,664492,664333,,BW25113_0637,1,157.68617442566
b0638,BW25113_RS03315,664752,665363,665057,,BW25113_0638,1,12.601757071881
b0639,BW25113_RS03320,665387,666028,665707,,BW25113_0639,1,188.696274267204
b0640,BW25113_RS03325,666030,667061,666545,,BW25113_0640,1,100.727255519657
b0641,BW25113_RS03330,667061,667642,667351,,BW25113_0641,1,102.209496091452
b0642,BW25113_RS03335,667657,670239,668948,,BW25113_0642,1,93.6075337179028
b0643,BW25113_RS03340,670474,670956,670715,,BW25113_0643,0,255.66546557632
b0644,BW25113_RS03345,671026,672003,671514,,BW25113_0644,1,1.46290898588487
b0645,BW25113_RS03350,672167,672874,672520,,BW25113_0645,0,0
b0646,BW25113_RS03355,672871,674298,673584,,BW25113_0646,0,0.525484417810559
b0647,BW25113_RS03360,674308,674862,674585,,BW25113_0647,1,1.07139337686754
b0648,BW25113_RS03365,674964,675671,675317,,BW25113_0648,0,2.12236221248866
b0649,BW25113_RS03370,675668,677119,676393,,BW25113_0649,0,1.09893306466652
b0650,BW25113_RS03375,677179,678849,678014,,BW25113_0650,1,3.74944333449455
b0651,BW25113_RS03380,678933,679868,679400,,BW25113_0651,1,34.7432451992361
b0652,BW25113_RS03385,679986,680711,680348,artP,BW25113_0652,1,15.8870797817953
b0653,BW25113_RS03390,680711,681385,681048,,BW25113_0653,1,13.9468045023571
b0654,BW25113_RS03395,681385,682125,681755,,BW25113_0654,1,7.95331867697902
b0655,BW25113_RS03400,682295,683203,682749,,BW25113_0655,1,343.872779323237
b0656,BW25113_RS03405,683453,684469,683961,,BW25113_0656,1,98.7233684081947
b0657,BW25113_RS03410,684799,686337,685568,,BW25113_0657,1,63.3579065688008
b0658,BW25113_RS03415,686362,687240,686801,,BW25113_0658,1,76.9027129609507
b0659,BW25113_RS03420,687330,687797,687563,,BW25113_0659,1,182.035569694847
b0660,BW25113_RS03425,687794,688834,688314,,BW25113_0660,1,402.854159029695
b0661,BW25113_RS03430,688987,690411,689699,,BW25113_0661,1,57.7299590667765
b0662,BW25113_RS03435,690557,691732,691144,ubiF,BW25113_0662,0,16.2921390538162
b0674,BW25113_RS03475,692969,694633,693801,asnB,BW25113_0674,1,36.2069579493774
b0675,BW25113_RS03480,695030,695782,695406,,BW25113_0675,1,95.5704619013314
