Locus_tag,gene_id,GSE60522_1,GSE60522_2,GSE60522_3,GSE114917_LP1,GSE114917_LP2,GSE114917_LP3,GSE114917_LP4,GSE54199_RNA,GSE54199_DNA,GSE40313_1,GSE40313_2,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand
b0400,phoR,128,77,122,36,33,36,38,32395,133842,26,21,417889,419184,418536,phoR,,0
b0401,brnQ,333,278,311,441,393,317,567,61385.5,127885,149,180,419591,420910,420250,brnQ,,0
b0402,proY,366,287,280,239,240,159,337,84680,134519,43,72,420986,422359,421672,proY,,0
b0403,malZ,143,113,119,103,106,98,94,39016,157095,40,53,422518,424332,423425,malZ,,0
b0404,acpH,121,116,119,40,32,29,50,15065,54968.5,11,23,424337,424918,424627,acpH,,1
b0405,queA,1093,852,769,301,198,130,484,132856.5,108844.5,43,79,425011,426081,425546,queA,,0
b0406,tgt,1303,1013,949,742,697,520,1249,352920.5,128153,119,216,426137,427264,426700,tgt,,0
b0407,yajC,1268,1339,1255,1052,1031,692,1025,258450,43947,89,119,427287,427619,427453,yajC,,0
b0408,secD,3520,3151,3003,1494,1399,1070,2415,406148.5,180943.5,310,418,427647,429494,428570,secD,,0
b0409,secF,1032,1010,949,735,722,557,1062,106975.5,111605.5,188,301,429505,430476,429990,secF,,0
b0410,yajD,92,67,91,169,166,140,119,71988,49027.5,42,59,430605,430952,430778,yajD,,0
b0411,tsx,6288,6212,5060,2150,2253,1815,1589,784265.5,117588.5,102,140,431129,432013,431571,tsx,,1
b0412,yajI,3,17,15,55,47,33,32,18089.5,79504.5,5,21,432312,432851,432581,yajI,,1
b0413,nrdR,180,198,204,393,363,298,337,53329,42543,92,162,433002,433451,433226,nrdR,,0
b0414,ribD,460,366,388,639,633,493,561,61935,88415.5,327,447,433455,434558,434006,ribD,,0
b0415,ribE,1185,1341,1075,1086,660,515,943,229833.5,40597.5,142,258,434647,435117,434882,ribE,,0
b0416,nusB,466,416,424,765,493,453,839,286973,47674,172,214,435137,435556,435346,nusB,,0
b0417,thiL,770,712,727,196,127,139,244,132245.5,92181.5,61,145,435634,436611,436122,thiL,,0
b0418,pgpA,246,167,235,278,254,205,172,128020,49434,138,219,436589,437107,436848,pgpA,,0
b0419,yajO,201,141,270,1207,1422,1146,820,84855.5,87016.5,314,418,437161,438135,437648,yajO,,1
b0420,dxs,350,285,210,1224,1143,908,1383,108309,172961.5,156,320,438315,440177,439246,dxs,,1
b0421,ispA,671,619,577,892,768,646,863,107658,74163.5,190,285,440202,441101,440651,ispA,,1
b0422,xseB,216,201,163,253,265,204,223,130964,24329,105,132,441101,441343,441222,xseB,,1
b0423,thiI,1194,933,983,504,448,344,865,172387,169475,86,153,441549,442997,442273,thiI,,0
b0424,yajL,131,87,104,276,283,217,217,31725,50430,69,81,443051,443641,443346,yajL,,1
b0425,panE,154,122,129,286,319,257,237,25965.5,84030.5,121,176,443604,444515,444059,panE,,1
b0426,yajQ,588,427,498,1234,1376,1043,1118,253559.5,67098.5,106,189,444683,445174,444928,yajQ,,0
b0427,yajR,126,143,103,101,74,56,148,78982.5,131166.5,42,51,445302,446666,445984,yajR,,1
b0428,cyoE,1312,1324,1128,1182,1316,854,2175,398601,89288.5,208,314,446815,447705,447260,cyoE,,1
b0429,cyoD,697,568,520,325,397,243,823,320527.5,42361.5,97,126,447717,448046,447881,cyoD,,1
b0430,cyoC,3556,3625,2710,677,706,422,1730,470171,57914,101,170,448046,448660,448353,cyoC,,1
b0431,cyoB,8732,8082,6549,2843,3128,2155,7569,956195,189490.5,314,630,448650,450641,449645,cyoB,,1
b0432,cyoA,4666,4714,3568,1519,1548,1064,4387,950746,103547,243,465,450663,451610,451136,cyoA,,1
b0433,ampG,456,354,343,380,252,225,442,120038,131056.5,42,80,452070,453545,452807,ampG,,1
b0434,yajG,1688,1044,1248,571,429,319,695,125600,57868.5,94,116,453589,454167,453878,yajG,,1
b0435,bolA,238,139,372,599,596,595,286,89323,46742.5,275,438,454472,454789,454630,bolA,,0
b0436,tig,8261,8698,6490,8009,8168,5986,12823,1243826,168919,645,1188,455133,456431,455782,tig,,0
b0437,clpP,3440,2931,3178,2504,2592,2013,1848,212061.5,67462,306,519,456677,457300,456988,clpP,,0
b0438,clpX,2851,2254,2914,4273,4315,3223,3435,328742.5,127629,812,1245,457426,458700,458063,clpX,,0
b0439,lon,9261,7797,8015,2008,2179,1623,2253,514998,235762.5,383,611,458888,461242,460065,lon,,0
b0440,hupB,1481,1435,1927,3730,4012,3139,2255,416176,34543.5,573,757,461451,461723,461587,hupB,,0
b0441,ppiD,1111,984,1189,2320,2079,1608,2541,522783.5,202234,470,618,461915,463786,462850,ppiD,,0
b0442,ybaV,6,4,12,46,63,46,31,12707,38155,49,33,463937,464308,464122,ybaV,,0
b0443,fadM,0,1,3,15,18,11,15,14029,55257.5,27,37,464402,464800,464601,fadM,,0
b0444,queC,211,233,259,170,143,115,178,35107.5,81378,70,96,464852,465547,465199,queC,,1
b0445,ybaE,28,21,23,182,186,161,69,27012,168828,37,56,465612,467312,466462,ybaE,,1
b0446,cof,33,27,61,305,287,215,197,24654.5,80668,32,34,467412,468230,467821,cof,,0
b0447,ybaO,29,18,20,52,51,46,69,17859,51071.5,17,17,468383,468841,468612,ybaO,,0
b0448,mdlA,124,84,126,130,111,103,178,51976,161369.5,59,74,468871,470643,469757,mdlA,,0
b0449,mdlB,21,31,38,97,83,58,107,66574.5,157760,51,68,470636,472417,471526,mdlB,,0
b0450,glnK,58,105,68,1,1,0,3,9148.5,41357.5,2,3,472598,472936,472767,glnK,,0
b0451,amtB,232,413,234,38,30,19,29,64078,119273.5,27,36,472966,474252,473609,amtB,,0
b0452,tesB,114,99,89,192,185,156,176,35065.5,88036,41,87,474301,475161,474731,tesB,,1
b0453,ybaY,80,45,89,354,282,260,282,12968,54465.5,167,210,475379,475951,475665,ybaY,,0
b0454,ybaZ,52,36,37,59,61,46,26,10718.5,32893,40,60,475982,476371,476176,ybaZ,,1
b0456,ybaA,6,2,7,12,9,8,12,32404.5,39250.5,7,16,476672,477025,476848,ybaA,,0
b0457,ylaB,60,46,67,122,120,80,114,69945.5,189964.5,56,116,477067,478617,477842,ylaB,,1
b0458,ylaC,331,359,309,215,184,138,312,135112,72563.5,81,161,478781,479251,479016,ylaC,,1
b0459,maa,35,27,28,86,44,27,62,72606,67233,48,72,479367,479918,479642,maa,,1
b0460,hha,176,161,187,124,78,45,136,122168,31696,60,95,480090,480308,480199,hha,,1
b0461,tomB,160,85,135,84,80,43,65,113552,51966,105,162,480334,480708,480521,tomB,,1
b0462,acrB,4484,3502,4186,1340,1469,1129,1977,407411.5,290113,411,570,481254,484403,482828,acrB,,1
b0463,acrA,2143,1669,1953,449,388,313,736,143179,107203.5,231,313,484426,485619,485022,acrA,,1
b0464,acrR,183,160,147,115,95,83,108,100391.5,91583,44,51,485761,486408,486084,acrR,,0
b0465,mscK,867,575,694,419,404,312,545,284646.5,376309.5,144,195,486536,489898,488217,mscK,,0
b0466,ybaM,18,9,21,21,24,17,18,14305,19622.5,10,12,490110,490271,490190,ybaM,,1
b0467,priC,99,70,80,141,85,74,74,21957,47067.5,44,48,490285,490812,490548,priC,,1
b0468,ybaN,69,61,63,38,32,44,40,23017,39640,21,20,490882,491259,491070,ybaN,,0
b0469,apt,797,868,788,423,196,163,495,59144.5,61552.5,48,59,491412,491963,491687,apt,,0
b0470,dnaX,548,396,480,913,667,566,1108,242818.5,183750.5,298,396,492092,494023,493057,dnaX,,0
b0471,ybaB,1409,1238,1048,670,710,514,707,138397.5,36965,83,155,494076,494405,494240,ybaB,,0
b0472,recR,840,637,649,822,738,572,986,90565,56592.5,77,108,494405,495010,494707,recR,,0
b0473,htpG,13740,10194,9551,1152,1276,899,1076,377871.5,212423,134,269,495120,496994,496057,htpG,,0
b0474,adk,573,822,619,1160,1159,819,1855,275007.5,69647,320,574,497175,497819,497497,adk,,0
b0475,hemH,118,69,95,231,228,185,216,41774,100571.5,61,112,498055,499017,498536,hemH,,0
b0476,aes,7,14,14,128,170,127,88,34787,105976.5,15,29,499014,499973,499493,aes,,1
b0477,gsk,375,344,243,403,281,230,454,205657,134517.5,110,169,500125,501429,500777,gsk,,0
b0478,ybaL,707,624,632,690,748,608,959,106288,149042.5,240,350,501562,503238,502400,ybaL,,1
b0479,fsr,275,157,262,91,95,66,91,53544,130646,34,37,503476,504696,504086,fsr,,1
b0480,ushA,588,412,573,1282,1452,1079,735,91188,198774,197,266,504914,506566,505740,ushA,,0
b0481,ybaK,262,247,228,62,61,25,56,22448,52592.5,10,30,506603,507082,506842,ybaK,,1
b0482,ybaP,31,27,24,125,113,85,75,27915.5,74465.5,29,62,507286,508080,507683,ybaP,,1
b0483,ybaQ,176,132,171,53,52,30,23,16646,45548,23,36,508218,508559,508388,ybaQ,,0
b0484,copA,1079,824,501,1678,1611,1475,1035,92625,231217.5,445,630,508875,511379,510127,copA,,1
b0485,glsA,11,9,8,3,5,10,5,19649.5,97718.5,375,648,511641,512573,512107,glsA,,0
b0486,ybaT,20,25,16,19,24,15,16,29846,123442,261,370,512576,513868,513222,ybaT,,0
b0487,cueR,166,118,108,107,99,91,73,16641,38671.5,115,179,513993,514400,514196,cueR,,0
b0488,ybbJ,21,15,20,209,212,211,143,19773.5,40604.5,123,177,514401,514859,514630,ybbJ,,1
b0489,qmcA,201,180,248,432,461,411,283,31779.5,101234.5,242,416,514856,515773,515314,qmcA,,1
b0492,ybbN,1204,694,935,547,589,455,508,77078,80293.5,100,143,517425,518279,517852,ybbN,,1
b0493,ybbO,237,204,260,270,185,148,236,55191,76693,31,85,518340,519149,518744,ybbO,,1
b0494,tesA,238,154,239,268,206,149,192,32166.5,66299,100,121,519139,519765,519452,tesA,,1
b0495,ybbA,45,43,46,79,61,50,65,16722,60375,77,64,519733,520419,520076,ybbA,,0
b0496,ybbP,72,56,75,120,103,93,99,68884,222100.5,73,122,520416,522830,521623,ybbP,,0
b0497,rhsD,69,42,50,55,37,44,39,95617.5,356145.5,38,49,523261,527541,525401,rhsD,,0
b0498,ybbC,16,16,22,0,2,1,5,18383.5,43488.5,4,9,527581,527949,527765,ybbC,,0
b0504,allS,2,2,2,6,11,9,4,11109,95019,16,12,531295,532221,531758,allS,,1
b0505,allA,41,38,39,10,10,9,5,6779,45456,18,22,532451,532933,532692,allA,,0
b0506,allR,789,618,750,322,324,251,244,111482.5,76348.5,332,372,533011,533826,533418,allR,,0
b0507,gcl,29,17,26,15,13,10,11,23480,170609,15,17,533916,535697,534806,gcl,,0
b0508,hyi,8,9,21,0,3,1,2,11554.5,95052,5,12,535710,536486,536098,hyi,,0
b0509,glxR,14,3,8,6,5,8,1,17047.5,92240.5,12,22,536586,537464,537025,glxR,,0
b0511,ybbW,2,0,2,4,3,0,1,36262,191886.5,3,10,537633,539087,538360,ybbW,,0
b0512,allB,9,2,10,22,19,17,10,24654,149381,82,254,539147,540508,539827,allB,,0
b0513,ybbY,0,10,5,7,8,3,13,29915.5,141770,9,4,540565,541866,541215,ybbY,,0
b0514,glxK,27,17,12,9,11,4,11,31987,113717.5,4,9,541888,543033,542460,glxK,,0
b0516,allC,75,48,69,25,24,13,26,25793,145398,15,18,544057,545292,544674,allC,,1
b0517,allD,0,2,2,11,13,9,5,10340.5,104614,8,14,545314,546363,545838,allD,,1
b0518,fdrA,0,0,0,2,0,3,3,19714,149917.5,0,1,546680,548347,547513,fdrA,,0
b0520,ylbF,3,2,6,1,1,2,3,12662.5,70152.5,2,3,549627,550442,550034,ylbF,,0
b0521,ybcF,6,11,5,8,7,3,5,23403,76018,8,6,550439,551332,550885,ybcF,,0
b0522,purK,1785,1851,1547,89,99,88,234,51716,98116.5,28,42,551527,552594,552060,purK,,1
b0523,purE,616,483,478,47,51,33,141,16775.5,47537.5,18,26,552591,553100,552845,purE,,1
b0524,lpxH,237,182,165,211,135,128,246,44213,70115.5,64,98,553218,553940,553579,lpxH,,1
b0525,ppiB,3613,3494,3403,1291,1232,895,1372,1163291.5,73517.5,241,416,553943,554437,554190,ppiB,,1
b0526,cysS,2209,2188,1910,569,529,410,831,108509.5,135696.5,129,187,554611,555996,555303,cysS,,0
b0527,ybcI,8,3,1,7,9,10,8,28496,48274.5,8,9,556032,556553,556292,ybcI,,1
b0528,ybcJ,75,75,94,29,31,29,29,5779,19704.5,31,48,556661,556873,556767,ybcJ,,1
b0529,folD,1441,1559,1370,704,675,585,843,71492,75478,167,248,556875,557741,557308,folD,,1
b0530,sfmA,1,1,4,1,2,2,1,4070,70125,0,0,558212,558754,558483,sfmA,,0
b0531,sfmC,3,0,0,0,1,1,1,14118.5,89603.5,0,2,558974,559666,559320,sfmC,,0
b0532,sfmD,10,3,4,7,6,2,4,49100.5,310981,5,13,559697,562300,560998,sfmD,,0
b0533,sfmH,3,0,3,0,0,0,3,9712.5,119207.5,0,2,562336,563319,562827,sfmH,,0
b0534,sfmF,0,1,1,1,1,0,0,4364.5,42715,3,0,563330,563845,563587,sfmF,,0
b0537,intD,200,138,189,121,110,87,116,179422.5,166366,79,110,564815,565978,565396,intD,,1
b0543,emrE,37,18,30,23,27,16,24,128498,43957,22,16,568315,568647,568481,emrE,,0
b0544,ybcK,8,4,6,0,4,1,5,30195.5,186727,5,7,568902,570428,569665,ybcK,,0
b0545,ybcL,43,46,60,16,7,15,11,12636.5,73869.5,9,12,570893,571444,571168,ybcL,,0
b0546,ybcM,10,4,12,38,27,19,25,67616.5,99589,39,35,571454,572251,571852,ybcM,,0
b0547,ybcN,1,0,0,1,1,3,1,7429.5,61485.5,4,3,572466,572921,572693,ybcN,,0
b0548,ninE,0,0,0,0,0,0,0,2669,19300,0,0,572921,573091,573006,ninE,,0
b0549,ybcO,0,0,0,0,0,0,0,3515,26066.5,1,1,573084,573374,573229,ybcO,,0
b0550,rusA,1,0,0,0,1,1,0,4856.5,34114.5,0,0,573371,573733,573552,rusA,,0
b0551,quuD,0,3,3,0,2,0,3,17079.5,50673,1,0,573956,574339,574147,quuD,,0
b0554,essD,3,0,0,12,3,3,10,8451.5,27487.5,1,4,577398,577613,577505,essD,,0
b0555,rrrD,12,6,7,11,6,3,11,35987,63242.5,14,5,577613,578110,577861,rrrD,,0
b0556,rzpD,0,4,5,3,7,2,6,11914.5,45948,4,4,578107,578568,578337,rzpD,,0
b0557,borD,59,58,45,124,117,97,117,12283,36639,5,12,578600,578893,578746,borD,,1
b0558,ybcV,0,0,0,7,6,0,2,5171,45360.5,1,1,579184,579594,579389,ybcV,,1
b0559,ybcW,31,18,30,25,18,21,11,4711,27320.5,4,5,579880,580086,579983,ybcW,,0
b0560,nohD,0,3,1,4,2,5,3,9008.5,51938,2,1,580834,581379,581106,nohD,,0
b0564,appY,50,17,45,30,27,4,13,79267.5,82450,20,24,583681,584430,584055,appY,,0
b0565,ompT,24076,20571,18325,838,974,625,714,2400386,116234.5,51,96,584680,585633,585156,ompT,,1
b0566,envY,35,26,27,4,4,5,3,18528.5,86058,2,6,586147,586908,586527,envY,,1
b0567,ybcH,42,45,44,12,6,3,9,20102,89742,11,20,587091,587981,587536,ybcH,,1
b0568,nfrA,98,112,111,69,71,48,72,106198,260567,73,128,587982,590954,589468,nfrA,,1
b0569,nfrB,65,29,42,46,35,23,26,106917.5,244491,36,64,590941,593178,592059,nfrB,,1
b0570,cusS,85,74,66,39,41,32,49,45974.5,142562.5,18,38,593328,594770,594049,cusS,,1
b0571,cusR,217,183,159,54,56,43,84,15070.5,61807,26,37,594760,595443,595101,cusR,,1
b0572,cusC,162,40,2,2,6,3,2,20636.5,155089,3,2,595600,596973,596286,cusC,,0
b0573,cusF,47,10,5,2,0,0,2,7361,47334,1,1,597131,597463,597297,cusF,,0
b0574,cusB,73,22,10,7,1,6,11,20041.5,120134.5,3,5,597479,598702,598090,cusB,,0
b0575,cusA,109,54,27,22,20,15,24,46920,253466,13,24,598714,601857,600285,cusA,,0
b0576,pheP,332,283,286,217,144,100,283,103283,136697.5,34,49,601959,603335,602647,pheP,,0
b0577,ybdG,116,103,109,246,283,165,276,82368,155070,41,79,603416,604663,604039,ybdG,,1
b0578,nfsB,272,232,231,749,845,633,703,56301.5,65394,57,65,604771,605424,605097,nfsB,,1
b0579,ybdF,75,47,91,100,103,63,56,36019.5,55924.5,14,18,605518,605886,605702,ybdF,,1
b0580,ybdJ,16,9,26,24,10,17,25,25001,24277,7,16,605951,606199,606075,ybdJ,,1
b0581,ybdK,59,29,65,156,157,123,86,23182,109342.5,93,160,606265,607383,606824,ybdK,,1
b0583,entD,121,62,111,6,2,3,20,10771,80368.5,3,11,609459,610079,609769,entD,,1
b0584,fepA,1715,1320,1906,18,25,14,251,34581,195346,10,16,610254,612494,611374,fepA,,1
b0585,fes,280,245,266,0,1,0,28,16407.5,88688.5,2,1,612737,613939,613338,fes,,0
b0586,entF,1536,875,1831,33,27,24,289,44439.5,334914.5,18,31,614157,618038,616097,entF,,0
b0587,fepE,13,2,5,0,2,0,6,20585.5,156154,0,0,618254,619387,618820,fepE,,0
b0588,fepC,158,143,138,6,5,5,26,16123.5,75302.5,2,5,619384,620199,619791,fepC,,1
b0589,fepG,121,104,116,4,5,4,24,15297.5,88092,7,5,620196,621188,620692,fepG,,1
b0590,fepD,94,133,79,4,3,3,11,14512,84034,11,4,621185,622189,621687,fepD,,1
b0591,entS,341,278,262,6,9,11,56,43515,109217.5,4,6,622300,623550,622925,entS,,0
b0592,fepB,129,117,149,11,13,12,39,17056,94071,10,14,623554,624510,624032,fepB,,1
b0593,entC,1645,1187,1508,4,8,6,176,23716,100908.5,4,5,624885,626060,625472,entC,,0
b0594,entE,880,531,991,8,17,6,267,26813.5,135192.5,8,6,626070,627680,626875,entE,,0
b0595,entB,758,528,794,8,6,6,185,12986.5,77284,6,4,627694,628551,628122,entB,,0
b0596,entA,533,440,715,20,20,14,110,9109,67577.5,5,10,628551,629297,628924,entA,,0
b0597,entH,271,125,239,8,8,7,73,6804,38220.5,4,4,629300,629713,629506,entH,,0
b0598,cstA,1905,1715,1831,4902,5445,4440,2395,86643.5,191284,1412,1536,629894,631999,630946,cstA,,0
b0599,ybdH,2297,1404,2066,81,78,64,39,41421,92671.5,96,131,632389,633477,632933,ybdH,,1
b0600,ybdL,2080,934,1702,18,22,18,20,22837.5,107951,26,36,633586,634746,634166,ybdL,,0
b0601,ybdM,11,9,5,25,14,7,10,20197.5,82889.5,7,11,634747,635376,635061,ybdM,,1
b0602,ybdN,10,18,15,3,2,4,4,26282,158057,3,7,635349,636569,635959,ybdN,,1
b0603,ybdO,11,9,10,4,2,2,9,13533,122680,2,5,636716,637618,637167,ybdO,,1
b0604,dsbG,110,58,100,96,83,49,115,58366,103509,14,37,637827,638573,638200,dsbG,,1
b0605,ahpC,28781,16137,24328,12229,12576,9795,12543,1383493.5,60836,563,884,638945,639508,639226,ahpC,,0
b0606,ahpF,1569,1149,1585,2299,2371,2023,2443,607167.5,131969,246,336,639753,641318,640535,ahpF,,0
b0607,uspG,244,148,293,1680,2089,1777,987,56357,43572,566,958,641439,641867,641653,uspG,,1
b0608,ybdR,54,38,55,47,34,23,18,35486.5,133021.5,9,30,642088,643326,642707,ybdR,,0
b0610,rnk,44,30,47,286,236,162,250,16440,38046.5,9,21,643557,643967,643762,rnk,,1
b0611,rna,143,88,163,307,300,218,278,52729,105349,80,126,644197,645003,644600,rna,,1
b0612,citT,3,9,3,4,4,2,6,26052,165518.5,4,5,645117,646580,645848,citT,,1
b0613,citG,0,0,0,6,3,4,2,9027,75770.5,3,3,646631,647509,647070,citG,,1
b0614,citX,0,0,0,0,3,3,4,7642,47036.5,4,5,647484,648035,647759,citX,,1
b0615,citF,5,14,22,20,15,11,12,16680,126881,2,1,648039,649571,648805,citF,,1
b0616,citE,2,0,1,6,14,9,8,10603.5,70278.5,2,10,649582,650490,650036,citE,,1
b0617,citD,3,0,1,2,4,3,0,3495,22281,1,1,650487,650783,650635,citD,,1
b0618,citC,0,0,0,5,5,3,5,16312.5,110723,3,4,650798,651856,651327,citC,,1
b0621,dcuC,3,17,12,7039,7554,6020,3389,51353.5,154448,71,91,654583,655968,655275,dcuC,,1
b0622,pagP,2,1,5,41,35,16,22,16225,70375,8,20,656557,657117,656837,pagP,,0
b0623,cspE,492,338,363,1694,1502,1349,1577,210521,27992,13911,15853,657292,657501,657396,cspE,,0
b0627,tatE,145,150,170,98,64,59,65,15414.5,26995,54,78,658947,659150,659048,tatE,,0
b0628,lipA,672,642,635,1336,1229,955,1689,135072,91185,225,317,659251,660216,659733,lipA,,1
b0629,ybeF,2,2,1,18,12,13,22,37972,131523,4,11,660425,661378,660901,ybeF,,1
b0630,lipB,166,163,134,179,108,96,166,32351,73927,34,58,661637,662278,661957,lipB,,1
b0631,ybeD,748,489,639,74,80,72,84,34122.5,34997,47,45,662379,662642,662510,ybeD,,1
b0632,dacA,2274,2344,2118,602,501,364,892,163021,142467,88,180,662752,663963,663357,dacA,,1
b0633,rlpA,431,358,337,392,384,318,482,78986,91715,122,220,664102,665190,664646,rlpA,,1
b0634,mrdB,1299,965,979,114,106,97,172,106817,94926,54,84,665201,666313,665757,mrdB,,1
b0635,mrdA,983,846,774,269,181,152,380,191309,186158,55,80,666316,668217,667266,mrdA,,1
b0636,rlmH,178,187,137,210,141,103,300,41563.5,43001,51,65,668248,668715,668481,rlmH,,1
b0637,rsfS,397,343,257,279,236,187,381,89259.5,29773.5,51,79,668719,669036,668877,rsfS,,1
b0638,cobC,115,78,104,36,21,24,36,38773,59213,11,23,669296,669907,669601,cobC,,1
b0639,nadD,53,73,47,113,77,73,136,53076.5,77446,28,39,669931,670572,670251,nadD,,1
b0640,holA,636,483,565,204,166,120,255,115186,101855.5,115,154,670574,671605,671089,holA,,1
b0641,lptE,773,649,691,330,360,294,403,138521.5,60709.5,133,191,671605,672186,671895,lptE,,1
b0642,leuS,6892,6051,6155,2267,2322,1833,3113,677203,254160,618,1086,672201,674783,673492,leuS,,1
b0643,ybeL,274,154,408,1498,1704,1561,638,34249.5,49401,426,766,675018,675500,675259,ybeL,,0
b0644,ybeQ,3,5,5,133,95,90,62,19340.5,130544,41,78,675570,676547,676058,ybeQ,,1
b0645,ybeR,2,1,0,2,1,2,0,7672.5,91554,0,0,676711,677418,677064,ybeR,,0
b0646,djlB,2,2,2,5,3,2,4,24275.5,182189.5,3,6,677415,678842,678128,djlB,,0
b0647,ybeT,3,2,4,0,0,0,1,6927,65061,0,0,678852,679406,679129,ybeT,,1
b0648,ybeU,1,0,5,4,1,0,2,14420.5,91979.5,6,4,679508,680215,679861,ybeU,,0
b0649,djlC,19,23,11,16,12,16,13,39950.5,191924.5,9,18,680212,681663,680937,djlC,,0
b0650,hscC,3,12,6,156,107,83,131,32439.5,176132.5,15,20,681723,683393,682558,hscC,,1
b0651,rihA,124,100,99,2174,2331,1856,1300,122679,98826.5,155,277,683477,684412,683944,rihA,,1
b0652,gltL,293,267,321,156,154,116,151,39189,74623,52,82,684530,685255,684892,gltL,,1
b0653,gltK,148,92,126,69,79,67,88,43176,69301.5,35,50,685255,685929,685592,gltK,,1
b0654,gltJ,375,294,333,98,72,62,97,34865.5,79876,51,81,685929,686669,686299,gltJ,,1
b0655,gltI,3226,2590,2738,655,683,508,514,100154.5,114840,190,339,686839,687747,687293,gltI,,1
b0657,lnt,369,400,356,361,332,257,519,100194,134538,128,197,689343,690881,690112,lnt,,1
b0658,ybeX,1845,1676,1588,744,782,558,865,203413,100341.5,351,619,690906,691784,691345,ybeX,,1
b0659,ybeY,116,118,154,221,282,206,247,106694.5,52565,118,222,691874,692341,692107,ybeY,,1
b0660,ybeZ,1164,914,1110,996,897,734,889,131545,97913.5,250,477,692338,693378,692858,ybeZ,,1
b0661,miaB,1950,1699,1722,571,476,378,945,130941.5,125379.5,148,257,693531,694955,694243,miaB,,1
b0662,ubiF,260,270,305,597,591,525,402,40618,97401,288,461,695101,696276,695688,ubiF,,0
b0674,asnB,1554,1344,1523,235,287,209,202,84816.5,166791,108,148,697513,699177,698345,asnB,,1
b0676,nagC,1317,1100,1201,1196,986,809,763,114790,105302.5,211,314,700374,701594,700984,nagC,,1
b0677,nagA,557,404,481,1523,1373,1079,829,215342,103972.5,102,139,701603,702751,702177,nagA,,1
b0678,nagB,313,236,337,2223,2341,1930,1238,70817,83428,51,52,702811,703611,703211,nagB,,1
b0679,nagE,762,659,810,9569,10118,7891,4935,108793.5,168226,271,326,703944,705890,704917,nagE,,0
b0680,glnS,2220,1878,2026,1841,1941,1466,2345,161258,163917,270,429,706093,707757,706925,glnS,,0
b0681,chiP,1,4,5,109,66,64,54,27473,150364,8,8,708334,709740,709037,chiP,,0
b0682,chiQ,0,0,1,11,5,2,9,12601.5,37029,12,18,709790,710116,709953,chiQ,,0
b0683,fur,345,337,324,1094,946,697,1453,310703,56828,322,511,710200,710646,710423,fur,,1
b0684,fldA,673,654,641,911,822,594,1242,254439,57304,185,264,710935,711465,711200,fldA,,1
b0685,ybfE,91,91,108,107,45,62,101,79668,24644,14,20,711605,711898,711751,ybfE,,1
b0686,ybfF,254,223,161,123,126,98,113,29010,70710,41,83,712038,712802,712420,ybfF,,1
b0687,seqA,581,465,520,867,824,631,838,121982,60302,171,264,712987,713532,713259,seqA,,0
b0688,pgm,1108,778,1010,2529,2739,2170,2282,217196.5,131951.5,385,532,713558,715198,714378,pgm,,0
b0689,ybfP,14,15,9,13,7,6,13,17946,66306,0,2,715412,715906,715659,ybfP,,0
b0692,potE,20,21,30,17,12,11,8,27340.5,134672,19,14,716946,718265,717605,potE,,1
b0693,speF,7,13,5,15,7,7,8,36877,255404,5,15,718262,720460,719361,speF,,1
b0694,kdpE,12,18,6,27,30,17,22,11403,53909,15,17,721056,721733,721394,kdpE,,1
b0695,kdpD,534,415,480,110,102,103,98,54589.5,214194.5,95,159,721730,724414,723072,kdpD,,1
b0696,kdpC,135,89,154,9,7,4,10,10251.5,50412,7,14,724407,724979,724693,kdpC,,1
b0697,kdpB,10,9,11,14,15,5,13,25715,177915,4,9,724988,727036,726012,kdpB,,1
b0698,kdpA,33,10,9,4,1,4,4,32462.5,143312,2,2,727059,728732,727895,kdpA,,1
b0699,ybfA,55,32,37,55,90,55,82,42595,24477,156,159,729134,729340,729237,ybfA,,0
b0700,rhsC,22,17,14,72,57,48,63,75212.5,405202,47,77,729583,733776,731679,rhsC,,0
b0702,ybfB,0,0,6,1,2,0,0,9100.5,36535,0,2,733776,734102,733939,ybfB,,0
b0704,ybfC,4,0,5,0,6,4,1,10730.5,77115,2,4,735650,736219,735934,ybfC,,0
b0706,ybfD,1,3,1,7,2,1,2,14343.5,106925,1,0,738092,738853,738472,ybfD,,0
b0707,ybgA,12,11,12,66,73,49,56,16379,52117,31,39,739001,739510,739255,ybgA,,0
b0708,phr,76,32,37,193,142,118,123,39313.5,120452.5,69,145,739507,740925,740216,phr,,0
b0709,dtpD,201,243,143,34,30,24,43,34649.5,132705.5,16,26,741075,742556,741815,dtpD,,1
b0710,ybgI,1106,672,1049,459,514,426,270,29763.5,64785,144,203,742827,743570,743198,ybgI,,0
b0711,ybgJ,362,271,293,344,386,274,221,33610.5,50694.5,137,223,743593,744249,743921,ybgJ,,0
