Locus_tag,gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand,norm_exp
b0593,entC,624885,626060,625472,entC,,0,70.6960850060407
b0594,entE,626070,627680,626875,entE,,0,82.8887598265634
b0595,entB,627694,628551,628122,entB,,0,52.6761303955559
b0596,entA,628551,629297,628924,entA,,0,46.8063635894793
b0597,entH,629300,629713,629506,entH,,0,26.5689452133735
b0598,cstA,629894,631999,630946,cstA,,0,862.978043174634
b0599,ybdH,632389,633477,632933,ybdH,,1,135.16059108884
b0600,ybdL,633586,634746,634166,ybdL,,0,89.1372847801172
b0601,ybdM,634747,635376,635061,ybdM,,1,6.66602428267253
b0602,ybdN,635349,636569,635959,ybdN,,1,4.27973860697763
b0603,ybdO,636716,637618,637167,ybdO,,1,2.85683081622737
b0604,dsbG,637827,638573,638200,dsbG,,1,25.5123240286388
b0605,ahpC,638945,639508,639226,ahpC,,0,2284.0300908177
b0606,ahpF,639753,641318,640535,ahpF,,0,489.395021541656
b0607,uspG,641439,641867,641653,uspG,,1,299.24346537713
b0608,ybdR,642088,643326,642707,ybdR,,0,15.0172946521702
b0610,rnk,643557,643967,643762,rnk,,1,36.9765061858778
b0611,rna,644197,645003,644600,rna,,1,97.2143688912733
b0612,citT,645117,646580,645848,citT,,1,3.10608186660662
b0613,citG,646631,647509,647070,citG,,1,2.28061438134201
b0614,citX,647484,648035,647759,citX,,1,3.01712283950989
b0615,citF,648039,649571,648805,citF,,1,3.31760370893327
b0616,citE,649582,650490,650036,citE,,1,4.37270483723045
b0617,citD,650487,650783,650635,citD,,1,0.969830896352149
b0618,citC,650798,651856,651327,citC,,1,2.65430934361133
b0621,dcuC,654583,655968,655275,dcuC,,1,157.448816422448
b0622,pagP,656557,657117,656837,pagP,,0,11.3606005846845
b0623,cspE,657292,657501,657396,cspE,,0,331.088926328088
b0627,tatE,658947,659150,659048,tatE,,0,37.5936751965535
b0628,lipA,659251,660216,659733,lipA,,1,263.155900103622
b0629,ybeF,660425,661378,660901,ybeF,,1,6.28596150164332
b0630,lipB,661637,662278,661957,lipB,,1,45.5181729131371
b0631,ybeD,662379,662642,662510,ybeD,,1,61.8845700678568
b0632,dacA,662752,663963,663357,dacA,,1,226.381434733327
b0633,rlpA,664102,665190,664646,rlpA,,1,139.453452376194
b0634,mrdB,665201,666313,665757,mrdB,,1,138.343794516197
b0635,mrdA,666316,668217,667266,mrdA,,1,124.614374185915
b0636,rlmH,668248,668715,668481,rlmH,,1,56.5751353702948
b0637,rsfS,668719,669036,668877,rsfS,,1,71.4986264566711
b0638,cobC,669296,669907,669601,cobC,,1,19.5297888013439
b0639,nadD,669931,670572,670251,nadD,,1,32.7101450790069
b0640,holA,670574,671605,671089,holA,,1,133.266606665182
b0641,lptE,671605,672186,671895,lptE,,1,160.499098148077
b0642,leuS,672201,674783,673492,leuS,,1,905.844495659064
b0643,ybeL,675018,675500,675259,ybeL,,0,255.840701470181
b0644,ybeQ,675570,676547,676058,ybeQ,,1,46.2787125510045
b0645,ybeR,676711,677418,677064,ybeR,,0,0.303581859352726
b0646,djlB,677415,678842,678128,djlB,,0,2.94309618403911
b0647,ybeT,678852,679406,679129,ybeT,,1,0.268224802425611
b0648,ybeU,679508,680215,679861,ybeU,,0,3.24986132747122
b0649,djlC,680212,681663,680937,djlC,,0,9.40893483548258
b0650,hscC,681723,683393,682558,hscC,,1,26.3942938128555
b0651,rihA,683477,684412,683944,rihA,,1,228.616733058562
b0652,gltL,684530,685255,684892,gltL,,1,64.7742676674376
b0653,gltK,685255,685929,685592,gltK,,1,37.219777503789
b0654,gltJ,685929,686669,686299,gltJ,,1,70.3911106820508
b0655,gltI,686839,687747,687293,gltI,,1,255.502338213707
b0657,lnt,689343,690881,690112,lnt,,1,137.19365725283
b0658,ybeX,690906,691784,691345,ybeX,,1,313.257392873491
b0659,ybeY,691874,692341,692107,ybeY,,1,110.649059119463
b0660,ybeZ,692338,693378,692858,ybeZ,,1,238.046372758188
b0661,miaB,693531,694955,694243,miaB,,1,240.146268344256
b0662,ubiF,695101,696276,695688,ubiF,,0,152.314637980194
b0674,asnB,697513,699177,698345,asnB,,1,204.837334053296
b0676,nagC,700374,701594,700984,nagC,,1,248.764231394616
b0677,nagA,701603,702751,702177,nagA,,1,220.318047588896
b0678,nagB,702811,703611,703211,nagB,,1,108.764893008127
b0679,nagE,703944,705890,704917,nagE,,0,314.746070619019
b0680,glnS,706093,707757,706925,glnS,,0,393.684860948285
b0681,chiP,708334,709740,709037,chiP,,0,14.2644723882626
b0682,chiQ,709790,710116,709953,chiQ,,0,9.40285661734967
b0683,fur,710200,710646,710423,fur,,1,303.472432986395
b0684,fldA,710935,711465,711200,fldA,,1,242.161588509304
b0685,ybfE,711605,711898,711751,ybfE,,1,22.0289914177998
b0686,ybfF,712038,712802,712420,ybfF,,1,56.5391985393818
b0687,seqA,712987,713532,713259,seqA,,0,199.695195740382
b0688,pgm,713558,715198,714378,pgm,,0,428.823914351392
b0689,ybfP,715412,715906,715659,ybfP,,0,2.63536332232601
b0692,potE,716946,718265,717605,potE,,1,12.0881548013864
b0693,speF,718262,720460,719361,speF,,1,6.43054793546455
b0694,kdpE,721056,721733,721394,kdpE,,1,12.6791657871841
b0695,kdpD,721730,724414,723072,kdpD,,1,118.314502329774
b0696,kdpC,724407,724979,724693,kdpC,,1,17.8058369062489
b0697,kdpB,724988,727036,726012,kdpB,,1,5.4101898793273
b0698,kdpA,727059,728732,727895,kdpA,,1,2.19311420299852
b0699,ybfA,729134,729340,729237,ybfA,,0,42.4379283485331
b0700,rhsC,729583,733776,731679,rhsC,,0,43.074420969639
b0702,ybfB,733776,734102,733939,ybfB,,0,0.537307023331815
b0704,ybfC,735650,736219,735934,ybfC,,0,2.0428770793804
b0706,ybfD,738092,738853,738472,ybfD,,0,0.625164563754266
b0707,ybgA,739001,739510,739255,ybgA,,0,28.5705375712853
b0708,phr,739507,740925,740216,phr,,0,77.1713968280438
b0709,dtpD,741075,742556,741815,dtpD,,1,29.6739057069007
b0710,ybgI,742827,743570,743198,ybgI,,0,162.693727661066
b0711,ybgJ,743593,744249,743921,ybgJ,,0,89.6051067989745
b0712,ybgK,744243,745175,744709,ybgK,,0,129.22581847551
b0713,ybgL,745165,745899,745532,ybgL,,0,87.4294786883
b0714,nei,745935,746726,746330,nei,,0,39.5323395790091
b0715,abrB,746723,747769,747246,abrB,,1,57.2522593024384
b0716,ybgO,747921,748982,748451,ybgO,,1,8.62876905956379
b0717,ybgP,748979,749707,749343,ybgP,,1,2.46237529409297
b0718,ybgQ,749722,752169,750945,ybgQ,,1,4.87034131382267
b0719,ybgD,752229,752795,752512,ybgD,,1,0.447902120440685
b0720,gltA,753185,754468,753826,gltA,,1,1080.35446211546
b0721,sdhC,755177,755566,755371,sdhC,,0,122.685889999344
b0722,sdhD,755560,755907,755733,sdhD,,0,79.7881535994847
b0723,sdhA,755907,757673,756790,sdhA,,0,632.751047768769
b0724,sdhB,757689,758405,758047,sdhB,,0,407.60497837108
b0726,sucA,758706,761507,760106,sucA,,0,1268.57068306116
b0727,sucB,761522,762739,762130,sucB,,0,1106.28695215798
b0728,sucC,763014,764180,763597,sucC,,0,819.18662050005
b0729,sucD,764180,765049,764614,sucD,,0,927.719194222925
b0730,mngR,765153,765875,765514,mngR,,1,31.4312961473428
b0731,mngA,765984,767960,766972,mngA,,0,1.0876134877251
b0732,mngB,767978,770611,769294,mngB,,0,31.1012259848014
b0733,cydA,771458,773026,772242,cydA,,0,2678.97578329075
b0734,cydB,773042,774181,773611,cydB,,0,1790.78429111812
b0735,ybgE,774309,774602,774455,ybgE,,0,134.184978176421
b0736,ybgC,774752,775156,774954,ybgC,,0,62.4566681407741
b0737,tolQ,775153,775845,775499,tolQ,,0,101.636444656717
b0738,tolR,775849,776277,776063,tolR,,0,66.5930167277174
b0739,tolA,776342,777607,776974,tolA,,0,117.495169038442
b0740,tolB,777740,779032,778386,tolB,,0,437.998528527372
b0741,pal,779067,779588,779327,pal,,0,711.386974473608
b0742,ybgF,779598,780389,779993,ybgF,,0,367.500491371043
b0750,nadA,782085,783128,782606,nadA,,0,110.765374564495
b0751,pnuC,783166,783885,783525,pnuC,,0,94.2584110350132
b0752,zitB,783882,784823,784352,zitB,,1,50.8222542297948
b0753,ybgS,784937,785317,785127,ybgS,,1,32.9153428826838
b0754,aroG,785633,786685,786159,aroG,,0,359.899379686528
b0755,gpmA,786843,787595,787219,gpmA,,1,765.148660037031
b0756,galM,787797,788837,788317,galM,,1,304.657334792609
b0757,galK,788831,789979,789405,galK,,1,213.37114615321
b0758,galT,789983,791029,790506,galT,,1,138.759691953068
b0759,galE,791039,792055,791547,galE,,1,152.753121572574
b0760,modF,792316,793788,793052,modF,,1,130.358302314445
b0761,modE,793856,794644,794250,modE,,1,81.7499830510816
b0762,acrZ,794773,794922,794847,acrZ,,0,38.6936572803499
b0763,modA,795089,795862,795475,modA,,0,91.5153649947982
b0764,modB,795862,796551,796206,modB,,0,57.7982995067461
b0765,modC,796554,797612,797083,modC,,0,76.022376392131
b0766,ybhA,797613,798431,798022,ybhA,,1,39.5304822460525
b0767,pgl,798586,799581,799083,pgl,,0,150.320374310945
b0768,ybhD,799622,800575,800098,ybhD,,1,5.37700897533057
b0769,ybhH,800759,801811,801285,ybhH,,0,0.819388685299485
b0770,ybhI,801887,803320,802603,ybhI,,0,1.09054888778212
b0771,ybhJ,803503,805764,804633,ybhJ,,0,13.7736807140009
b0772,ybhC,805998,807281,806639,ybhC,,1,186.640421643964
b0773,ybhB,807433,807909,807671,ybhB,,1,39.1718817697884
b0774,bioA,807968,809257,808612,bioA,,1,50.4502516215081
b0775,bioB,809344,810384,809864,bioB,,0,70.0514498224291
b0776,bioF,810381,811535,810958,bioF,,0,69.7816109298274
b0777,bioC,811522,812277,811899,bioC,,0,19.0430915037273
b0778,bioD,812270,812947,812608,bioD,,0,27.7029848192631
b0779,uvrB,813526,815547,814536,uvrB,,0,234.988022947619
b0780,ybhK,815739,816647,816193,ybhK,,1,51.1495615571462
b0781,moaA,817044,818033,817538,moaA,,0,184.264352185979
b0782,moaB,818055,818567,818311,moaB,,0,113.678951438601
b0783,moaC,818570,819055,818812,moaC,,0,71.2484199141385
b0784,moaD,819048,819293,819170,moaD,,0,31.0100159597097
b0785,moaE,819295,819747,819521,moaE,,0,44.3381968818724
b0786,ybhL,819884,820588,820236,ybhL,,0,262.618444674443
b0787,ybhM,820793,821506,821149,ybhM,,0,6.86098286019629
b0788,ybhN,821542,822498,822020,ybhN,,1,12.6053696003105
b0789,clsB,822498,823739,823118,clsB,,1,29.9661782182686
b0790,ybhP,823736,824497,824116,ybhP,,1,12.1084683136497
b0791,ybhQ,824630,825040,824835,ybhQ,,0,78.5155039092267
b0792,ybhR,825002,826108,825555,ybhR,,1,59.9885820026991
b0793,ybhS,826119,827252,826685,ybhS,,1,82.2821982492942
b0794,ybhF,827245,828981,828113,ybhF,,1,221.664825926939
b0795,ybhG,828974,829972,829473,ybhG,,1,195.650871650743
b0796,ybiH,829972,830643,830307,ybiH,,1,69.0871863823597
b0797,rhlE,830872,832236,831554,rhlE,,0,145.924659895777
b0798,ybiA,832468,832950,832709,ybiA,,1,58.8556843190757
b0799,dinG,833070,835220,834145,dinG,,0,214.86895634135
b0800,ybiB,835248,836210,835729,ybiB,,0,156.974126304394
b0801,ybiC,836351,837436,836893,ybiC,,0,175.501040303322
b0802,ybiJ,837665,837925,837795,ybiJ,,1,14.0391110426922
b0803,ybiI,838190,838456,838323,ybiI,,1,10.9340137735185
b0804,ybiX,838530,839207,838868,ybiX,,1,33.9971517956497
b0805,fiu,839249,841531,840390,fiu,,1,85.6487884791273
b0806,mcbA,841796,842056,841926,mcbA,,1,3.58413601645547
b0807,rlmF,842332,843258,842795,rlmF,,0,40.1029747419911
b0808,ybiO,843255,845480,844367,ybiO,,1,29.8714510943497
b0809,glnQ,845741,846463,846102,glnQ,,1,120.302442783273
b0810,glnP,846460,847119,846789,glnP,,1,105.216199500349
b0811,glnH,847258,848004,847631,glnH,,1,395.088059090988
b0812,dps,848408,848911,848659,dps,,1,606.82528468059
b0813,rhtA,849210,850097,849653,rhtA,,1,20.8406695207068
b0814,ompX,850450,850965,850707,ompX,,0,977.454248131868
b0817,mntR,853183,853650,853416,mntR,,0,59.6385060657857
b0818,ybiR,853647,854765,854206,ybiR,,0,63.8596596832423
b0820,ybiT,855963,857555,856759,ybiT,,0,173.361800570881
b0821,ybiU,857796,859061,858428,ybiU,,1,18.8271993856951
b0822,ybiV,859213,860028,859620,ybiV,,1,25.1235761318244
b0823,ybiW,860174,862606,861390,ybiW,,1,39.0460595971648
b0824,ybiY,862612,863511,863061,ybiY,,1,4.04271879061914
b0825,fsaA,863642,864304,863973,fsaA,,0,28.4499242893683
b0826,moeB,864380,865129,864754,moeB,,1,69.0167425625713
b0827,moeA,865129,866364,865746,moeA,,1,136.068516853406
b0828,iaaA,866568,867533,867050,iaaA,,0,120.677648838378
b0829,gsiA,867520,869391,868455,gsiA,,0,191.296268239495
b0830,gsiB,869411,870949,870180,gsiB,,0,126.304708003484
b0831,gsiC,870967,871887,871427,gsiC,,0,43.6219252996877
b0832,gsiD,871890,872801,872345,gsiD,,0,29.9873224283797
b0833,yliE,872979,875327,874153,yliE,,0,34.959724904386
b0834,yliF,875335,876663,875999,yliF,,0,12.1924867941589
b0835,rimO,876710,878035,877372,rimO,,1,89.3771150660774
b0836,bssR,878248,878631,878439,bssR,,0,182.840955127827
b0837,yliI,878742,879857,879299,yliI,,0,63.3770476477827
b0838,gstB,879854,880480,880167,gstB,,1,92.7048023990086
b0839,dacC,880727,881929,881328,dacC,,0,178.191673395343
b0840,deoR,881976,882734,882355,deoR,,1,61.8968959165177
b0841,ybjG,882792,883388,883090,ybjG,,1,29.5695817897428
b0842,mdfA,883673,884905,884289,mdfA,,0,43.6308798543828
b0843,ybjH,884946,885230,885088,ybjH,,1,10.5923767212909
b0844,ybjI,885316,886131,885723,ybjI,,1,38.7343980201234
b0845,ybjJ,886131,887339,886735,ybjJ,,1,30.7239574370305
b0847,ybjL,888134,889819,888976,ybjL,,1,158.238654298501
b0848,ybjM,890089,890466,890277,ybjM,,0,17.4653281984512
b0849,grxA,890496,890753,890624,grxA,,1,22.1541797889255
b0850,ybjC,890913,891200,891056,ybjC,,0,20.1712803359788
b0851,nfsA,891184,891906,891545,nfsA,,0,80.9071863182879
b0852,rimK,891967,892869,892418,rimK,,0,91.3019612215577
b0853,ybjN,892957,893433,893195,ybjN,,0,97.9674889251181
b0854,potF,893784,894896,894340,potF,,0,70.5276750672884
b0855,potG,894991,896124,895557,potG,,0,40.6397055060049
b0856,potH,896134,897087,896610,potH,,0,14.1548819444225
b0857,potI,897084,897929,897506,potI,,0,24.1359004561873
b0858,ybjO,897989,898477,898233,ybjO,,0,8.45280507085867
b0859,rlmC,898518,899645,899081,rlmC,,0,20.5387517067478
b0860,artJ,899844,900575,900209,artJ,,1,72.6006601082472
b0861,artM,900866,901534,901200,artM,,1,84.836554378793
b0862,artQ,901534,902250,901892,artQ,,1,95.3274337356368
b0863,artI,902257,902988,902622,artI,,1,155.057373872067
b0864,artP,903006,903734,903370,artP,,1,109.163978924678
b0865,ybjP,903952,904467,904209,ybjP,,1,69.6037638440191
b0866,ybjQ,904593,904916,904754,ybjQ,,0,57.9480670194031
b0867,amiD,904913,905743,905328,amiD,,0,97.3493943404505
b0868,ybjS,905740,906753,906246,ybjS,,1,74.4379685868742
b0869,ybjT,906852,908282,907567,ybjT,,1,79.2721863550422
b0870,ltaE,908293,909294,908793,ltaE,,1,120.277522964529
b0871,poxB,909331,911049,910190,poxB,,1,122.328758359092
b0872,hcr,911182,912150,911666,hcr,,1,42.7387587467838
b0873,hcp,912162,913814,912988,hcp,,1,72.0366728068032
b0874,ybjE,913958,914857,914407,ybjE,,1,26.3756925754622
b0875,aqpZ,915352,916047,915699,aqpZ,,1,13.1630777868953
b0876,ybjD,916473,918131,917302,ybjD,,0,100.634036603923
b0877,ybjX,918128,919120,918624,ybjX,,1,87.7859829746231
b0878,macA,919235,920350,919792,macA,,0,84.97174651275
b0879,macB,920347,922293,921320,macB,,0,93.9165503488715
b0880,cspD,922366,922590,922478,cspD,,1,337.314464171584
b0881,clpS,922913,923233,923073,clpS,,0,102.618637851029
b0882,clpA,923264,925540,924402,clpA,,0,2151.40291759384
b0884,infA,926225,926443,926334,infA,,1,197.544734982826
b0885,aat,926728,927432,927080,aat,,1,31.7396782993193
b0886,cydC,927474,929195,928334,cydC,,1,135.145292542692
b0887,cydD,929196,930962,930079,cydD,,1,143.326887589891
b0888,trxB,931085,932050,931567,trxB,,1,153.994760779951
b0889,lrp,932595,933089,932842,lrp,,0,231.090838547304
b0890,ftsK,933224,937213,935218,ftsK,,0,593.956058118995
b0891,lolA,937372,937983,937677,lolA,,0,144.454418477491
b0892,rarA,937994,939337,938665,rarA,,0,104.605844897126
b0893,serS,939428,940720,940074,serS,,0,1168.02754130096
b0894,dmsA,940959,943403,942181,dmsA,,0,1144.53725219438
b0895,dmsB,943414,944031,943722,dmsB,,0,316.047580443986
b0896,dmsC,944033,944896,944464,dmsC,,0,385.287394347773
b0897,ycaC,944931,945557,945244,ycaC,,1,68.7736124368851
b0898,ycaD,945871,947019,946445,ycaD,,0,40.2541409378694
b0899,ycaM,947229,948659,947944,ycaM,,0,22.6581267486898
b0900,ycaN,948660,949568,949114,ycaN,,1,8.87288127058114
b0901,ycaK,949668,950258,949963,ycaK,,0,8.62417635847837
b0902,pflA,950340,951080,950710,pflA,,1,174.62446688622
b0903,pflB,951272,953554,952413,pflB,,1,3967.04481929351
b0904,focA,953609,954466,954037,focA,,1,335.852717599132
b0905,ycaO,954872,956632,955752,ycaO,,1,184.410998329179
b0906,ycaP,956762,957454,957108,ycaP,,0,18.4294740846814
b0907,serC,957653,958741,958197,serC,,0,220.87058909923
b0908,aroA,958812,960095,959453,aroA,,0,149.96932202258
b0909,ycaL,960264,961028,960646,ycaL,,0,5.42682460352186
b0910,cmk,961201,961884,961542,cmk,,0,176.366621505391
b0911,rpsA,961995,963668,962831,rpsA,,0,4422.09457945429
b0912,ihfB,963828,964112,963970,ihfB,,0,168.193255960203
b0913,ycaI,964320,966584,965452,ycaI,,0,48.3675412918868
b0914,msbA,966621,968369,967495,msbA,,0,281.619347806669
b0915,lpxK,968366,969352,968859,lpxK,,0,92.5501327578758
b0916,ycaQ,969389,970621,970005,ycaQ,,0,24.0085922661834
b0917,ycaR,970673,970855,970764,ycaR,,0,21.7315846247104
b0918,kdsB,970852,971598,971225,kdsB,,0,153.259448344442
b0919,ycbJ,971752,972645,972198,ycbJ,,0,482.642644840931
b0921,smtA,973537,974322,973929,smtA,,0,105.574732727375
b0922,mukF,974319,975641,974980,mukF,,0,154.404463046501
b0923,mukE,975622,976326,975974,mukE,,0,80.693912886116
b0924,mukB,976326,980786,978556,mukB,,0,645.352790901174
b0926,ycbK,983075,983623,983349,ycbK,,0,222.779541049602
b0927,ycbL,983650,984297,983973,ycbL,,0,205.448819756827
b0928,aspC,984519,985709,985114,aspC,,1,433.261894378221
b0929,ompF,985894,986982,986438,ompF,,1,5427.94535415972
b0930,asnS,987585,988985,988285,asnS,,1,665.464428734781
b0931,pncB,989154,990356,989755,pncB,,1,184.912906374051
b0932,pepN,990622,993234,991928,pepN,,0,395.152234782742
b0933,ssuB,993277,994044,993660,ssuB,,1,9.74243460297348
b0934,ssuC,994041,994832,994436,ssuC,,1,2.74807024933607
b0935,ssuD,994843,995988,995415,ssuD,,1,4.03701272463679
b0936,ssuA,995985,996944,996464,ssuA,,1,3.55410394345972
b0937,ssuE,996937,997512,997224,ssuE,,1,3.53311090392767
b0938,elfA,997868,998407,998137,elfA,,0,8.59266731295482
b0939,elfD,998490,999191,998840,elfD,,0,5.29829082564585
b0940,elfC,999216,1001816,1000516,elfC,,0,11.5019682447928
b0941,elfG,1001807,1002877,1002342,elfG,,0,9.62731877545967
b0942,ycbU,1002889,1003431,1003160,ycbU,,0,3.32595582302968
b0943,ycbV,1003439,1003954,1003696,ycbV,,0,4.36203258049854
b0944,ycbF,1003947,1004657,1004302,ycbF,,0,12.9786865316716
b0945,pyrD,1004768,1005778,1005273,pyrD,,0,62.9906450606633
b0946,zapC,1005952,1006494,1006223,zapC,,0,76.8876898865457
b0947,ycbX,1006491,1007600,1007045,ycbX,,1,70.4750407681292
b0948,rlmL,1007844,1009952,1008898,rlmL,,0,219.461083015142
b0949,uup,1009964,1011871,1010917,uup,,0,164.750084388519
b0950,pqiA,1012001,1013254,1012627,pqiA,,0,50.3352921947982
b0951,pqiB,1013259,1014899,1014079,pqiB,,0,81.6538361002115
b0953,rmf,1015715,1015882,1015798,rmf,,0,44.7008466210026
b0954,fabA,1015952,1016470,1016211,fabA,,1,245.96847891876
b0955,ycbZ,1016539,1018299,1017419,ycbZ,,1,297.765097538857
b0956,matP,1018485,1018937,1018711,matP,,0,63.4596226625966
b0957,ompA,1019013,1020053,1019533,ompA,,1,10018.7804857627
b0958,sulA,1020410,1020919,1020664,sulA,,1,91.5388217725836
b0959,sxy,1021138,1021767,1021452,sxy,,0,44.9449753434296
b0960,yccS,1021730,1023883,1022806,yccS,,1,92.7589367137926
b0961,yccF,1023902,1024348,1024125,yccF,,1,38.7372805253528
b0962,helD,1024471,1026525,1025498,helD,,0,186.401419787422
b0963,mgsA,1026557,1027015,1026786,mgsA,,1,274.363647217544
b0964,yccT,1027111,1027773,1027442,yccT,,1,11.6693404564026
b0965,yccU,1027946,1028359,1028152,yccU,,0,79.2690517860688
b0966,hspQ,1028404,1028721,1028562,hspQ,,1,105.010451654027
b0967,rlmI,1028779,1029969,1029374,rlmI,,1,147.373642027286
b0968,yccX,1030064,1030342,1030203,yccX,,0,22.3025925343738
b0969,tusE,1030339,1030668,1030503,tusE,,1,20.7685567588037
b0970,yccA,1030759,1031418,1031088,yccA,,1,428.928182959985
b0972,hyaA,1032139,1033257,1032698,hyaA,,0,59.0936167411276
b0973,hyaB,1033254,1035047,1034150,hyaB,,0,92.6950210161144
b0974,hyaC,1035066,1035773,1035419,hyaC,,0,46.489574802092
b0975,hyaD,1035770,1036357,1036063,hyaD,,0,35.6258324677808
b0976,hyaE,1036354,1036752,1036553,hyaE,,0,22.6068727891944
b0977,hyaF,1036749,1037606,1037177,hyaF,,0,55.802731195899
b0980,appA,1040617,1041915,1041266,appA,,0,46.9723913956118
b0981,etk,1042030,1044210,1043120,etk,,1,34.4711019190975
b0982,etp,1044230,1044676,1044453,etp,,1,3.92236063452617
b0983,gfcE,1044664,1045803,1045233,gfcE,,1,13.0156865045915
b0984,gfcD,1045849,1047945,1046897,gfcD,,1,10.8857212830886
b0985,gfcC,1047945,1048691,1048318,gfcC,,1,4.18789395213461
b0986,gfcB,1048688,1049332,1049010,gfcB,,1,1.12127578674955
b0987,gfcA,1049439,1049744,1049591,gfcA,,1,8.14795404610205
b0989,cspH,1050963,1051175,1051069,cspH,,1,5.04148245118093
b0990,cspG,1051461,1051673,1051567,cspG,,0,432.503742869642
b0991,ymcE,1051847,1052077,1051962,ymcE,,0,6.83663704949843
b0992,yccM,1052289,1053362,1052825,yccM,,1,56.686123430755
b0993,torS,1053434,1056178,1054806,torS,,1,51.2186078357079
b0994,torT,1056261,1057289,1056775,torT,,0,32.6049097488623
b0995,torR,1057262,1057954,1057608,torR,,1,27.1112875668061
b0996,torC,1058084,1059256,1058670,torC,,0,2.51804439832215
b0997,torA,1059256,1061802,1060529,torA,,0,17.364993351368
b0998,torD,1061799,1062398,1062098,torD,,0,20.8711831268318
