Locus_tag,GSE73673_6,GSE73673_7,GSE73673_8,gene_id,GSE85914,gbk_locus_tag,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand
b0340,1,1,1,cynS,6,BW25113_RS01745,355200,355670,355435,,BW25113_0340,0
b0341,10,1,5,cynX,1,BW25113_RS01750,355676,356857,356266,cynX,BW25113_0341,0
b0342,2,1,1,lacA,5,BW25113_RS01755,356960,357571,357265,,BW25113_0342,1
b0343,18,13,29,lacY,1,BW25113_RS01760,357637,358890,358263,lacY,BW25113_0343,1
b0344,37,29,81,lacZ,0,BW25113_RS01765,358942,>360144,359543,lacZ,,1
b0345,20,13,36,lacI,71,BW25113_RS01775,360661,361743,361202,lacI,BW25113_0345,1
b0346,32,12,20,mhpR,13,BW25113_RS01780,361820,362767,362293,,BW25113_0346,1
b0347,5,1,2,mhpA,2,BW25113_RS01785,362844,364508,363676,mhpA,BW25113_0347,0
b0348,1,0,0,mhpB,1,BW25113_RS01790,364510,365454,364982,mhpB,BW25113_0348,0
b0349,0,0,0,mhpC,12,BW25113_RS01795,365472,>366034,365753,,,0
b0349,0,0,0,mhpC,12,BW25113_RS01805,367202,367561,367381,,,0
b0350,6,9,5,mhpD,23,BW25113_RS01810,367571,368380,367975,,BW25113_0350,0
b0351,32,6,11,mhpF,59,BW25113_RS01815,368377,369327,368852,,BW25113_0351,0
b0352,18,12,11,mhpE,75,BW25113_RS01820,369324,370337,369830,,BW25113_0352,0
b0353,17,6,5,mhpT,3,BW25113_RS01825,370915,372126,371520,,BW25113_0353,0
b0354,4,2,4,yaiL,20,BW25113_RS01830,372228,372767,372497,,BW25113_0354,0
b0355,58,22,14,frmB,17,BW25113_RS01835,372991,373824,373407,,BW25113_0355,1
b0356,12,13,13,frmA,116,BW25113_RS01840,373918,375027,374472,,BW25113_0356,1
b0357,8,8,4,frmR,55,BW25113_RS01845,375062,375337,375199,,BW25113_0357,1
b0358,9,9,8,yaiO,26,BW25113_RS01850,375525,376298,375911,,BW25113_0358,1
b0360,0,0,0,insC1,147,BW25113_RS01870,376762,378035,377398,,BW25113_0361,0
b0363,3,1,0,yaiP,6,BW25113_RS01875,378195,379391,378793,,BW25113_0363,1
b0364,3,0,0,yaiS,0,BW25113_RS01880,379515,380072,379793,,BW25113_0364,1
b0365,1,0,1,tauA,0,BW25113_RS01885,380688,381650,381169,,BW25113_0365,0
b0366,2,1,2,tauB,4,BW25113_RS01890,381663,382430,382046,tauB,BW25113_0366,0
b0367,5,2,2,tauC,3,BW25113_RS01895,382427,383254,382840,,BW25113_0367,0
b0368,3,3,3,tauD,19,BW25113_RS01900,383251,384102,383676,,BW25113_0368,0
b0369,14,11,7,hemB,437,BW25113_RS01905,384209,385183,384696,,BW25113_0369,1
b0372,0,0,0,insF1,10,BW25113_RS01920,387195,388357,387776,,BW25113_0372,1
b0375,6,2,2,yaiV,0,BW25113_RS01935,389962,390585,390273,,BW25113_0375,0
b0376,10,4,6,ampH,25,BW25113_RS01940,390586,391743,391164,,BW25113_0376,1
b0377,22,9,16,sbmA,54,BW25113_RS01950,392095,393315,392705,,BW25113_0377,0
b0378,12,6,13,yaiW,24,BW25113_RS01955,393328,394422,393875,,BW25113_0378,0
b0379,4,4,6,yaiY,4,BW25113_RS01960,394481,394789,394635,,BW25113_0379,1
b0380,4,1,1,yaiZ,55,BW25113_RS24940,394917,395261,395089,,,0
b0381,47,16,22,ddlA,117,BW25113_RS01970,395285,396379,395832,,BW25113_0381,1
b0382,21,10,11,iraP,117,BW25113_RS01980,396842,397102,396972,,BW25113_0382,0
b0383,66,20,27,phoA,45,BW25113_RS01985,397203,398618,397910,,BW25113_0383,0
b0384,1,1,2,psiF,201,BW25113_RS01990,398737,399057,398897,,BW25113_0384,0
b0385,40,16,28,yaiC,1,BW25113_RS01995,399159,400274,399716,adrA,BW25113_0385,0
b0386,9,3,2,proC,128,BW25113_RS02000,400291,401100,400695,,BW25113_0386,1
b0387,14,12,5,yaiI,76,BW25113_RS02005,401220,401678,401449,,BW25113_0387,0
b0388,8,1,3,aroL,176,BW25113_RS02010,401861,402385,402123,,BW25113_0388,0
b0389,95,23,46,yaiA,406,BW25113_RS02015,402435,402626,402530,,BW25113_0389,0
b0390,218,101,100,aroM,27,BW25113_RS02025,402884,403561,403222,,BW25113_0390,0
b0391,15,3,6,yaiE,274,BW25113_RS02030,403633,403917,403775,,BW25113_0391,0
b0393,41,26,19,rdgC,70,BW25113_RS02040,404564,405475,405019,,BW25113_0393,1
b0394,21,11,11,mak,9,BW25113_RS02045,405600,406508,406054,,BW25113_0394,0
b0396,21,13,12,araJ,22,BW25113_RS02050,406753,407937,407345,,BW25113_0396,1
b0397,47,23,16,sbcC,24,BW25113_RS02055,408063,411209,409636,,BW25113_0397,1
b0398,13,10,8,sbcD,27,BW25113_RS02060,411206,412408,411807,,BW25113_0398,1
b0399,9,4,10,phoB,9,BW25113_RS02065,412598,413287,412942,,BW25113_0399,0
b0400,19,16,13,phoR,10,BW25113_RS02070,413345,414640,413992,phoR,BW25113_0400,0
b0401,125,34,54,brnQ,97,BW25113_RS02075,415047,416366,415706,,BW25113_0401,0
b0402,103,35,37,proY,30,BW25113_RS02080,416442,417815,417128,,BW25113_0402,0
b0403,42,9,19,malZ,30,BW25113_RS02085,417974,419788,418881,,BW25113_0403,0
b0404,13,4,5,acpH,35,BW25113_RS02090,419793,420374,420083,,BW25113_0404,1
b0405,13,7,11,queA,22,BW25113_RS02095,420467,421537,421002,,BW25113_0405,0
b0406,31,18,16,tgt,98,BW25113_RS02100,421593,422720,422156,,BW25113_0406,0
b0407,4,2,2,yajC,396,BW25113_RS02105,422743,423075,422909,,BW25113_0407,0
b0408,306,151,199,secD,57,BW25113_RS02110,423103,424950,424026,,BW25113_0408,0
b0409,95,54,57,secF,141,BW25113_RS02115,424961,425932,425446,,BW25113_0409,0
b0410,43,19,20,yajD,257,BW25113_RS02120,426061,426408,426234,,BW25113_0410,0
b0411,60,28,32,tsx,57,BW25113_RS02130,426585,427469,427027,,BW25113_0411,1
b0412,49,17,31,yajI,112,BW25113_RS02135,427768,428307,428037,,BW25113_0412,1
b0413,3,0,2,nrdR,372,BW25113_RS02140,428458,428907,428682,,BW25113_0413,0
b0414,74,36,52,ribD,209,BW25113_RS02145,428911,430014,429462,,BW25113_0414,0
b0415,28,19,12,ribE,228,BW25113_RS02150,430103,430573,430338,,BW25113_0415,0
b0416,38,15,19,nusB,12,BW25113_RS02155,430593,431012,430802,nusB,BW25113_0416,0
b0417,140,86,72,thiL,29,BW25113_RS02160,431090,432067,431578,,BW25113_0417,0
b0418,16,10,9,pgpA,33,BW25113_RS02165,432045,432563,432304,,BW25113_0418,0
b0419,124,57,66,yajO,374,BW25113_RS02170,432617,433591,433104,,BW25113_0419,1
b0420,214,105,105,dxs,177,BW25113_RS02175,433771,435633,434702,,BW25113_0420,1
b0421,68,23,37,ispA,298,BW25113_RS02180,435658,436557,436107,,BW25113_0421,1
b0422,3,2,4,xseB,349,BW25113_RS02185,436557,436799,436678,,BW25113_0422,1
b0423,60,23,38,thiI,127,BW25113_RS02190,437005,438453,437729,,BW25113_0423,0
b0424,20,8,5,yajL,52,BW25113_RS02195,438507,439097,438802,,BW25113_0424,1
b0425,46,24,31,panE,190,BW25113_RS02200,439060,439971,439515,,BW25113_0425,1
b0426,30,17,14,yajQ,94,BW25113_RS02205,440139,440630,440384,,BW25113_0426,0
b0427,264,126,139,yajR,5,BW25113_RS02210,440758,442122,441440,,BW25113_0427,1
b0428,9,3,3,cyoE,64,BW25113_RS02215,442271,443161,442716,,BW25113_0428,1
b0429,4,6,4,cyoD,37,BW25113_RS02220,443173,443502,443337,,BW25113_0429,1
b0430,48,26,28,cyoC,256,BW25113_RS02225,443502,444116,443809,,BW25113_0430,1
b0431,80,51,58,cyoB,195,BW25113_RS02230,444106,446097,445101,,BW25113_0431,1
b0432,33,21,21,cyoA,633,BW25113_RS02235,446119,447066,446592,,BW25113_0432,1
b0433,22,11,10,ampG,12,BW25113_RS02240,447526,449001,448263,,BW25113_0433,1
b0434,4,3,2,yajG,246,BW25113_RS02245,449045,449722,449383,,BW25113_0434,1
b0435,10,14,12,bolA,193,BW25113_RS02250,449928,450245,450086,,BW25113_0435,0
b0436,428,230,242,tig,508,BW25113_RS02260,450589,451887,451238,,BW25113_0436,0
b0437,159,94,89,clpP,253,BW25113_RS02265,452133,452756,452444,,BW25113_0437,0
b0438,678,335,385,clpX,586,BW25113_RS02270,452882,454156,453519,,BW25113_0438,0
b0439,632,319,364,lon,416,BW25113_RS02275,454344,456698,455521,,BW25113_0439,0
b0440,51,16,30,hupB,484,BW25113_RS02280,456907,457179,457043,,BW25113_0440,0
b0441,680,316,358,ppiD,548,BW25113_RS02285,457371,459242,458306,,BW25113_0441,0
b0442,49,16,23,ybaV,9,BW25113_RS02290,459393,459764,459578,,BW25113_0442,0
b0443,22,13,9,fadM,63,BW25113_RS02295,459858,460256,460057,,BW25113_0443,0
b0444,10,2,5,queC,18,BW25113_RS02300,460308,461003,460655,,BW25113_0444,1
b0445,32,26,20,ybaE,21,BW25113_RS02305,461068,462768,461918,,BW25113_0445,1
b0446,3,2,3,cof,151,BW25113_RS02310,462868,463686,463277,,BW25113_0446,0
b0447,6,2,1,ybaO,22,BW25113_RS02315,463839,464297,464068,,BW25113_0447,0
b0448,37,6,13,mdlA,13,BW25113_RS02320,464327,466099,465213,,BW25113_0448,0
b0449,14,9,7,mdlB,4,BW25113_RS02325,466092,467873,466982,,BW25113_0449,0
b0450,1,1,0,glnK,12,BW25113_RS02330,468054,468392,468223,,BW25113_0450,0
b0451,13,5,10,amtB,2,BW25113_RS02335,468422,469708,469065,,BW25113_0451,0
b0452,13,5,4,tesB,72,BW25113_RS02340,469757,470617,470187,,BW25113_0452,1
b0453,18,9,10,ybaY,714,BW25113_RS02345,470835,471407,471121,,BW25113_0453,0
b0454,14,9,8,ybaZ,55,BW25113_RS02350,471438,471827,471632,,,1
b0456,25,18,9,ybaA,13,BW25113_RS02355,472128,472481,472304,,BW25113_0456,0
b0457,21,22,16,ylaB,81,BW25113_RS02360,472523,474073,473298,,BW25113_0457,1
b0458,8,3,1,ylaC,92,BW25113_RS02365,474237,474707,474472,,BW25113_0458,1
b0459,12,4,3,maa,81,BW25113_RS02370,474823,475374,475098,,BW25113_0459,1
b0460,4,4,0,hha,552,BW25113_RS02375,475546,475764,475655,,BW25113_0460,1
b0461,12,7,6,tomB,393,BW25113_RS02380,475790,476164,475977,,BW25113_0461,1
b0462,231,105,131,acrB,72,BW25113_RS02385,476710,479859,478284,,BW25113_0462,1
b0463,121,58,56,acrA,188,BW25113_RS02390,479882,481075,480478,,BW25113_0463,1
b0464,98,55,53,acrR,10,BW25113_RS02395,481217,481864,481540,,BW25113_0464,0
b0465,81,35,47,mscK,24,BW25113_RS02400,481992,485354,483673,,BW25113_0465,0
b0466,1,0,3,ybaM,7,BW25113_RS02410,485566,485727,485646,,BW25113_0466,1
b0467,20,8,6,priC,13,BW25113_RS02415,485741,486268,486004,,BW25113_0467,1
b0468,9,5,7,ybaN,155,BW25113_RS02420,486338,486715,486526,,BW25113_0468,0
b0469,20,16,16,apt,73,BW25113_RS02425,486868,487419,487143,,BW25113_0469,0
b0470,125,64,74,dnaX,322,BW25113_RS02430,487548,489479,488513,,BW25113_0470,0
b0471,12,4,10,ybaB,524,BW25113_RS02435,489532,489861,489696,,BW25113_0471,0
b0472,140,59,66,recR,227,BW25113_RS02440,489861,490466,490163,,BW25113_0472,0
b0473,302,204,211,htpG,868,BW25113_RS02445,490576,492450,491513,,BW25113_0473,0
b0474,100,60,44,adk,173,BW25113_RS02450,492631,493275,492953,,BW25113_0474,0
b0475,140,75,99,hemH,26,BW25113_RS02455,493511,494473,493992,,BW25113_0475,0
b0476,14,6,4,aes,4,BW25113_RS02460,494470,495429,494949,,BW25113_0476,1
b0477,26,2,13,gsk,70,BW25113_RS02465,495581,496885,496233,,BW25113_0477,0
b0478,56,24,29,ybaL,49,BW25113_RS02470,497018,498694,497856,,BW25113_0478,1
b0479,39,12,15,fsr,16,BW25113_RS02475,498932,500152,499542,,BW25113_0479,1
b0480,70,30,33,ushA,66,BW25113_RS02480,500370,502022,501196,ushA,BW25113_0480,0
b0481,32,15,19,ybaK,10,BW25113_RS02485,502059,502538,502298,,BW25113_0481,1
b0482,20,16,17,ybaP,58,BW25113_RS02490,502742,503536,503139,,BW25113_0482,1
b0483,9,12,1,ybaQ,123,BW25113_RS02495,503674,504015,503844,,BW25113_0483,0
b0484,132,78,76,copA,33,BW25113_RS02500,504331,506835,505583,copA,BW25113_0484,1
b0485,131,73,76,glsA,42,BW25113_RS02505,507097,508029,507563,,BW25113_0485,0
b0486,340,205,208,ybaT,40,BW25113_RS02510,508032,509324,508678,,BW25113_0486,0
b0487,30,16,14,cueR,166,BW25113_RS02515,509449,509856,509652,,BW25113_0487,0
b0488,51,33,30,ybbJ,175,BW25113_RS02520,509857,510315,510086,,BW25113_0488,1
b0489,88,43,52,qmcA,157,BW25113_RS02525,510312,511229,510770,,BW25113_0489,1
b0490,34,26,17,fetA,96,BW25113_RS02530,511375,512052,511713,,BW25113_0490,0
b0491,30,10,13,fetB,20,BW25113_RS02535,512039,512818,512428,,BW25113_0491,0
b0492,73,15,29,ybbN,425,BW25113_RS02540,512881,513735,513308,,BW25113_0492,1
b0493,125,66,64,ybbO,209,BW25113_RS02545,513796,514605,514200,,BW25113_0493,1
b0494,18,6,17,tesA,114,BW25113_RS02550,514595,515221,514908,,BW25113_0494,1
b0495,31,16,15,ybbA,58,BW25113_RS02555,515189,515875,515532,,BW25113_0495,0
b0496,48,21,23,ybbP,23,BW25113_RS02560,515872,518286,517079,,BW25113_0496,0
b0497,34,8,14,rhsD,10,BW25113_RS02565,518717,522997,520857,,BW25113_0497,0
b0498,2,1,1,ybbC,2,BW25113_RS02570,523037,523405,523221,,BW25113_0498,0
b0503,16,9,2,mnmH,13,BW25113_RS02590,525588,526682,526135,,BW25113_0503,1
b0504,4,2,2,allS,14,BW25113_RS02595,526751,527677,527214,,BW25113_0504,1
b0505,0,0,0,allA,2,BW25113_RS02600,527907,528389,528148,,BW25113_0505,0
b0506,10,4,6,allR,50,BW25113_RS02605,528467,529282,528874,,BW25113_0506,0
b0507,88,57,53,gcl,3,BW25113_RS02610,529372,531153,530262,,BW25113_0507,0
b0508,3,1,4,hyi,4,BW25113_RS02615,531166,531942,531554,,BW25113_0508,0
b0509,3,2,0,glxR,1,BW25113_RS02620,532042,532920,532481,,BW25113_0509,0
b0511,5,1,2,ybbW,0,BW25113_RS02625,533089,534543,533816,,BW25113_0511,0
b0512,4,1,1,allB,9,BW25113_RS02630,534603,535964,535283,,BW25113_0512,0
b0513,5,1,0,ybbY,12,BW25113_RS02635,536021,537322,536671,,BW25113_0513,0
b0514,8,1,2,glxK,1,BW25113_RS02640,537344,538489,537916,,BW25113_0514,0
b0515,10,1,3,allE,37,BW25113_RS02645,538717,539502,539109,,BW25113_0515,1
b0516,23,10,9,allC,59,BW25113_RS02650,539513,540748,540130,,BW25113_0516,1
b0517,3,1,1,allD,0,BW25113_RS02655,540770,541819,541294,,BW25113_0517,1
b0518,1,0,2,fdrA,0,BW25113_RS02660,542136,543803,542969,,BW25113_0518,0
b0520,2,0,2,ylbF,4,BW25113_RS02670,545083,545898,545490,,BW25113_0520,0
b0521,1,1,0,ybcF,0,BW25113_RS02675,545895,546788,546341,,BW25113_0521,0
b0522,17,6,6,purK,30,BW25113_RS02680,546983,548050,547516,,BW25113_0522,1
b0523,26,22,7,purE,83,BW25113_RS02685,548047,548556,548301,,BW25113_0523,1
b0524,19,21,15,lpxH,32,BW25113_RS02690,548674,549396,549035,,BW25113_0524,1
b0525,6,7,8,ppiB,3078,BW25113_RS02695,549399,549893,549646,,BW25113_0525,1
b0526,435,211,263,cysS,143,BW25113_RS02700,550067,551452,550759,,BW25113_0526,0
b0527,31,21,17,ybcI,0,BW25113_RS02705,551488,552009,551748,,BW25113_0527,1
b0528,8,2,2,ybcJ,6,BW25113_RS02710,552117,552329,552223,,BW25113_0528,1
b0529,42,19,19,folD,187,BW25113_RS02715,552331,553197,552764,,BW25113_0529,1
b0530,14,9,13,sfmA,0,BW25113_RS02720,553668,554210,553939,,BW25113_0530,0
b0531,3,2,0,sfmC,0,BW25113_RS02725,554430,555122,554776,,BW25113_0531,0
b0532,7,3,0,sfmD,0,BW25113_RS02730,555153,557756,556454,,BW25113_0532,0
b0533,1,2,0,sfmH,0,BW25113_RS02735,557735,558775,558255,,BW25113_0533,0
b0534,1,0,0,sfmF,0,BW25113_RS02740,558786,559301,559043,,BW25113_0534,0
b0535,2,0,0,sfmZ,2,BW25113_RS02745,559304,559936,559620,,BW25113_0535,1
b0537,7,11,5,intD,58,BW25113_RS02755,560271,561434,560852,,BW25113_0537,1
b0540,0,0,0,insE1,21,BW25113_RS02780,562298,563460,562879,,BW25113_0541,0
b0543,0,0,0,emrE,6,BW25113_RS02790,563771,564103,563937,,BW25113_0543,0
b0544,10,7,5,ybcK,0,BW25113_RS02800,564358,565884,565121,,BW25113_0544,0
b0545,4,0,1,ybcL,4,BW25113_RS02805,566349,566900,566624,,BW25113_0545,0
b0546,12,6,6,ybcM,76,BW25113_RS02810,566910,567707,567308,,BW25113_0546,0
b0547,9,6,2,ybcN,0,BW25113_RS02815,567922,568377,568149,,BW25113_0547,0
b0548,4,0,3,ninE,1,BW25113_RS02820,568377,568547,568462,,BW25113_0548,0
b0549,1,0,0,ybcO,2,BW25113_RS02825,568540,568830,568685,,BW25113_0549,0
b0550,1,1,0,rusA,0,BW25113_RS02830,568827,569189,569008,,BW25113_0550,0
b0551,2,0,0,quuD,1,BW25113_RS02840,569412,569795,569603,,BW25113_0551,0
b0552,0,0,0,insH1,187,BW25113_RS02850,570193,571209,570701,,BW25113_0552,1
b0554,28,24,19,essD,3,BW25113_RS02860,572854,573069,572961,,BW25113_0554,0
b0555,1,2,0,rrrD,3,BW25113_RS02865,573069,573566,573317,,BW25113_0555,0
b0556,1,0,3,rzpD,8,BW25113_RS02870,573563,574024,573793,,BW25113_0556,0
b0557,6,0,1,borD,233,BW25113_RS02875,574056,574349,574202,,BW25113_0557,1
b0558,9,4,8,ybcV,12,BW25113_RS02880,574640,575050,574845,,BW25113_0558,1
b0559,1,0,0,ybcW,6,BW25113_RS02885,575336,575542,575439,,BW25113_0559,0
b0560,6,2,4,nohD,1,BW25113_RS02900,576290,576835,576562,,BW25113_0560,0
b0564,3,4,1,appY,6,BW25113_RS02920,579137,579886,579511,,BW25113_0564,0
b0565,542,275,278,ompT,2957,BW25113_RS02925,580136,581089,580612,,BW25113_0565,1
b0566,372,197,217,envY,25,BW25113_RS02935,581603,582364,581983,,BW25113_0566,1
b0567,4,2,3,ybcH,11,BW25113_RS02940,582547,583437,582992,,BW25113_0567,1
b0568,21,9,5,nfrA,22,BW25113_RS02945,583438,586410,584924,,BW25113_0568,1
b0569,6,7,4,nfrB,17,BW25113_RS02950,586397,588634,587515,nfrB,BW25113_0569,1
b0570,3,8,0,cusS,37,BW25113_RS02955,588784,590226,589505,,BW25113_0570,1
b0571,4,1,4,cusR,26,BW25113_RS02960,590216,590899,590557,,BW25113_0571,1
b0572,15,2,3,cusC,103,BW25113_RS02965,591056,592429,591742,,BW25113_0572,0
b0573,0,0,0,cusF,191,BW25113_RS02970,592587,592919,592753,,BW25113_0573,0
b0574,4,4,7,cusB,42,BW25113_RS02975,592935,594158,593546,,BW25113_0574,0
b0575,9,6,6,cusA,9,BW25113_RS02980,594170,597313,595741,,BW25113_0575,0
b0576,7,4,4,pheP,27,BW25113_RS02985,597415,598791,598103,,BW25113_0576,0
b0577,19,11,2,ybdG,17,BW25113_RS02990,598872,600119,599495,,BW25113_0577,1
b0578,15,16,7,nfsB,282,BW25113_RS02995,600227,600880,600553,,BW25113_0578,1
b0579,28,16,21,ybdF,177,BW25113_RS03000,600974,601342,601158,,BW25113_0579,1
b0580,42,13,11,ybdJ,35,BW25113_RS03005,601407,601655,601531,,BW25113_0580,1
b0581,27,14,17,ybdK,544,BW25113_RS03010,601721,602839,602280,,BW25113_0581,1
b0582,7,3,1,insL1,19,BW25113_RS03025,603521,604633,604077,,BW25113_0582,0
b0583,0,0,0,entD,136,BW25113_RS03030,604915,605535,605225,,BW25113_0583,1
b0584,298,176,158,fepA,416,BW25113_RS03035,605710,607950,606830,,BW25113_0584,1
b0585,213,128,122,fes,212,BW25113_RS03040,608193,609395,608794,,BW25113_0585,0
b0586,908,458,535,entF,355,BW25113_RS03050,609613,613494,611553,entF,BW25113_0586,0
b0587,213,111,105,fepE,1,BW25113_RS03055,613710,614843,614276,,BW25113_0587,0
b0588,7,4,4,fepC,96,BW25113_RS03060,614840,615655,615247,,BW25113_0588,1
b0589,38,22,23,fepG,110,BW25113_RS03065,615652,616644,616148,,BW25113_0589,1
b0590,14,10,8,fepD,96,BW25113_RS03070,616641,617645,617143,,BW25113_0590,1
b0591,20,15,14,entS,36,BW25113_RS03075,617756,619006,618381,,BW25113_0591,0
b0592,25,19,10,fepB,298,BW25113_RS03080,619010,619966,619488,,BW25113_0592,1
b0593,99,52,65,entC,324,BW25113_RS03085,620341,621516,620928,,BW25113_0593,0
b0594,237,136,112,entE,465,BW25113_RS03090,621526,623136,622331,entE,BW25113_0594,0
b0595,157,104,71,entB,268,BW25113_RS03095,623150,624007,623578,,BW25113_0595,0
b0596,195,124,118,entA,469,BW25113_RS03100,624007,624753,624380,,BW25113_0596,0
b0597,82,42,44,entH,105,BW25113_RS03105,624756,625169,624962,,BW25113_0597,0
b0598,240,135,139,cstA,24,BW25113_RS03110,625350,627455,626402,,BW25113_0598,0
b0599,38,22,19,ybdH,9,BW25113_RS03120,627845,628933,628389,,BW25113_0599,1
b0600,15,9,8,ybdL,22,BW25113_RS03125,629042,630202,629622,,BW25113_0600,0
b0601,6,2,0,ybdM,43,BW25113_RS03130,630203,630832,630517,,BW25113_0601,1
b0602,6,4,5,ybdN,15,BW25113_RS03135,630805,632025,631415,,BW25113_0602,1
b0603,7,2,2,ybdO,4,BW25113_RS03140,632172,633074,632623,,BW25113_0603,1
b0604,3,2,0,dsbG,87,BW25113_RS03145,633283,634029,633656,,BW25113_0604,1
b0605,23,10,16,ahpC,2358,BW25113_RS03150,634401,634964,634682,,BW25113_0605,0
b0606,1347,764,846,ahpF,429,BW25113_RS03155,635209,636774,635991,,BW25113_0606,0
b0607,57,26,32,uspG,652,BW25113_RS03160,636895,637323,637109,,BW25113_0607,1
b0608,85,51,38,ybdR,21,BW25113_RS03165,637544,638782,638163,,BW25113_0608,0
b0610,12,9,1,rnk,22,BW25113_RS03175,639013,639423,639218,,BW25113_0610,1
b0611,43,25,20,rna,240,BW25113_RS03180,639653,640459,640056,,BW25113_0611,1
b0612,44,29,25,citT,1,BW25113_RS03185,640573,642036,641304,,BW25113_0612,1
b0613,1,1,0,citG,0,BW25113_RS03190,642087,642965,642526,citG,BW25113_0613,1
b0614,3,2,2,citX,0,BW25113_RS03195,642940,643491,643215,,BW25113_0614,1
b0615,1,1,0,citF,0,BW25113_RS03200,643495,645027,644261,,BW25113_0615,1
b0616,3,0,0,citE,0,BW25113_RS03205,645038,645946,645492,,BW25113_0616,1
b0617,0,0,1,citD,0,BW25113_RS03210,645943,646239,646091,,BW25113_0617,1
b0618,3,0,1,citC,0,BW25113_RS03215,646254,647312,646783,,BW25113_0618,1
b0619,14,5,3,citA,12,BW25113_RS03220,647691,649349,648520,dpiB,BW25113_0619,0
b0620,5,0,3,citB,39,BW25113_RS03225,649318,649998,649658,dpiA,BW25113_0620,0
b0621,16,11,15,dcuC,19,BW25113_RS03230,650039,651424,650731,,BW25113_0621,1
b0622,5,3,2,pagP,9,BW25113_RS03235,652013,652573,652293,pagP,BW25113_0622,0
b0623,7,3,3,cspE,1199,BW25113_RS03240,652748,652957,652852,,BW25113_0623,0
b0624,22,7,6,flc,45,BW25113_RS03245,653011,653394,653202,,BW25113_0624,1
b0627,5,2,0,tatE,290,BW25113_RS03255,654403,654606,654504,tatE,BW25113_0627,0
b0628,84,58,43,lipA,119,BW25113_RS03260,654707,655672,655189,,BW25113_0628,1
b0629,66,32,38,ybeF,8,BW25113_RS03265,655881,656834,656357,,BW25113_0629,1
b0630,1,0,0,lipB,48,BW25113_RS03275,657093,657734,657413,,BW25113_0630,1
b0631,11,1,3,ybeD,185,BW25113_RS03280,657835,658098,657966,,BW25113_0631,1
b0632,114,62,55,dacA,180,BW25113_RS03285,658208,659419,658813,,BW25113_0632,1
b0633,75,35,42,rlpA,75,BW25113_RS03290,659558,660646,660102,,BW25113_0633,1
b0634,87,48,60,mrdB,27,BW25113_RS03295,660657,661769,661213,,BW25113_0634,1
b0635,24,23,16,mrdA,51,BW25113_RS03300,661772,663673,662722,,BW25113_0635,1
b0636,9,4,5,rlmH,26,BW25113_RS03305,663704,664171,663937,,BW25113_0636,1
b0637,5,1,2,rsfS,300,BW25113_RS03310,664175,664492,664333,,BW25113_0637,1
b0638,43,23,23,cobC,23,BW25113_RS03315,664752,665363,665057,,BW25113_0638,1
b0639,6,2,2,nadD,359,BW25113_RS03320,665387,666028,665707,,BW25113_0639,1
b0640,30,25,17,holA,191,BW25113_RS03325,666030,667061,666545,,BW25113_0640,1
b0641,27,9,13,lptE,194,BW25113_RS03330,667061,667642,667351,,BW25113_0641,1
b0642,488,229,299,leuS,167,BW25113_RS03335,667657,670239,668948,,BW25113_0642,1
b0643,111,59,62,ybeL,484,BW25113_RS03340,670474,670956,670715,,BW25113_0643,0
b0644,122,74,71,ybeQ,0,BW25113_RS03345,671026,672003,671514,,BW25113_0644,1
b0645,2,0,0,ybeR,0,BW25113_RS03350,672167,672874,672520,,BW25113_0645,0
b0646,1,0,0,djlB,1,BW25113_RS03355,672871,674298,673584,,BW25113_0646,0
b0647,0,1,1,ybeT,2,BW25113_RS03360,674308,674862,674585,,BW25113_0647,1
b0648,2,0,1,ybeU,4,BW25113_RS03365,674964,675671,675317,,BW25113_0648,0
b0649,4,3,2,djlC,2,BW25113_RS03370,675668,677119,676393,,BW25113_0649,0
b0650,8,3,3,hscC,7,BW25113_RS03375,677179,678849,678014,,BW25113_0650,1
b0651,8,2,3,rihA,66,BW25113_RS03380,678933,679868,679400,,BW25113_0651,1
b0652,2,6,6,gltL,30,BW25113_RS03385,679986,680711,680348,artP,BW25113_0652,1
b0653,15,12,14,gltK,26,BW25113_RS03390,680711,681385,681048,,BW25113_0653,1
b0654,7,3,3,gltJ,15,BW25113_RS03395,681385,682125,681755,,BW25113_0654,1
b0655,61,33,26,gltI,653,BW25113_RS03400,682295,683203,682749,,BW25113_0655,1
b0656,82,37,55,insH1,186,BW25113_RS03405,683453,684469,683961,,BW25113_0656,1
b0657,25,9,19,lnt,120,BW25113_RS03410,684799,686337,685568,,BW25113_0657,1
b0658,59,30,30,ybeX,145,BW25113_RS03415,686362,687240,686801,,BW25113_0658,1
b0659,62,41,33,ybeY,345,BW25113_RS03420,687330,687797,687563,,BW25113_0659,1
b0660,266,125,123,ybeZ,761,BW25113_RS03425,687794,688834,688314,,BW25113_0660,1
b0661,213,101,126,miaB,105,BW25113_RS03430,688987,690411,689699,,BW25113_0661,1
b0662,44,36,20,ubiF,30,BW25113_RS03435,690557,691732,691144,ubiF,BW25113_0662,0
b0674,171,92,98,asnB,65,BW25113_RS03475,692969,694633,693801,asnB,BW25113_0674,1
b0675,82,49,46,umpH,180,BW25113_RS03480,695030,695782,695406,,BW25113_0675,1
b0676,90,34,47,nagC,203,BW25113_RS03485,695830,697050,696440,,BW25113_0676,1
