locus_tag,gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_locus_tag,gbk_strand,norm_exp
ECDH10B_0303,yahB,308275,309207,308741,,ECDH10B_RS01550,1,17.7611807983743
ECDH10B_0304,yahC,309299,309796,309547,,ECDH10B_RS01555,1,0.554595157479488
ECDH10B_0305,yahD,310054,310659,310356,,ECDH10B_RS01560,0,2.98815578977303
ECDH10B_0306,yahE,310699,311562,311130,,ECDH10B_RS01565,0,0.543064248166242
ECDH10B_0307,yahF,311552,313099,312325,fdrA,ECDH10B_RS01570,0,1.32437031733456
ECDH10B_0309,yaiL,315327,315866,315596,,ECDH10B_RS01585,0,49.5217041709186
ECDH10B_0310,frmB,316090,316923,316506,,ECDH10B_RS01590,1,420.446566358698
ECDH10B_0311,frmA,317017,318126,317571,,ECDH10B_RS01595,1,1272.3241076817
ECDH10B_0312,frmR,318161,318436,318298,frmR,ECDH10B_RS01600,1,212.721852609347
ECDH10B_0313,yaiO,318624,319397,319010,yaiO,ECDH10B_RS01605,1,5.09383217627592
ECDH10B_0317,insD-1,319861,321134,320497,,ECDH10B_RS01625,0,1.63049516935742
ECDH10B_0319,yaiP,321294,322490,321892,,ECDH10B_RS01630,1,2.18509032683691
ECDH10B_0320,yaiS,322614,323171,322892,,ECDH10B_RS01635,1,0.984955162230663
ECDH10B_0321,tauA,323787,324749,324268,tauA,ECDH10B_RS01640,0,1.34743213596106
ECDH10B_0322,tauB,324762,325529,325145,tauB,ECDH10B_RS01645,0,0.339415155103901
ECDH10B_0323,tauC,325526,326353,325939,tauC,ECDH10B_RS01650,0,0.622478188500269
ECDH10B_0324,tauD,326350,327201,326775,tauD,ECDH10B_RS01655,0,3.37239215727122
ECDH10B_0325,hemB,327308,328282,327795,hemB,ECDH10B_RS01660,1,318.338002222056
ECDH10B_0329,insF-2,330294,331160,330727,,ECDH10B_RS01675,1,9.14635706861363
ECDH10B_0330,insE-2,331157,331456,331306,,ECDH10B_RS26190,1,6.67820370838035
ECDH10B_0332,yaiV,333061,333684,333372,iprA,ECDH10B_RS01695,0,2.47838184468783
ECDH10B_0333,ampH,333685,334842,334263,,ECDH10B_RS01700,1,58.0597188100626
ECDH10B_0334,sbmA,335194,336414,335804,sbmA,ECDH10B_RS01710,0,32.3740755014488
ECDH10B_0335,yaiW,336427,337521,336974,yaiW,ECDH10B_RS01715,0,31.8053445849386
ECDH10B_0336,yaiY,337580,337888,337734,,ECDH10B_RS01720,1,6.56419704010659
ECDH10B_0337,yaiZ,338148,338360,338254,,ECDH10B_RS25875,0,68.1768952818763
ECDH10B_0338,ddl,338384,339478,338931,,ECDH10B_RS01730,1,218.010025990259
ECDH10B_0339,iraP,339941,340201,340071,iraP,ECDH10B_RS01740,0,19.2635335404273
ECDH10B_0340,phoA,340302,341717,341009,phoA,ECDH10B_RS01745,0,19.2994286932257
ECDH10B_0341,psiF,341836,342156,341996,psiF,ECDH10B_RS01750,0,6.64491340529931
ECDH10B_0342,adrA,342258,343373,342815,adrA,ECDH10B_RS01755,0,4.56229883742292
ECDH10B_0343,proC,343390,344199,343794,proC,ECDH10B_RS01760,1,89.2834991443192
ECDH10B_0344,yaiI,344319,344777,344548,,ECDH10B_RS01765,0,43.1304707705107
ECDH10B_0345,aroL,344960,345484,345222,aroL,ECDH10B_RS01770,0,76.26409294736
ECDH10B_0346,yaiA,345534,345725,345629,yaiA,ECDH10B_RS01775,0,17.8956444355571
ECDH10B_0347,aroM,345983,346660,346321,,ECDH10B_RS01785,0,12.0320370994261
ECDH10B_0348,yaiE,346732,347016,346874,ppnP,ECDH10B_RS01790,0,121.380641907835
ECDH10B_0349,ykiA,347164,347505,347334,,ECDH10B_RS01795,0,7.82068432642037
ECDH10B_0350,rdgC,347663,348574,348118,rdgC,ECDH10B_RS01800,1,170.672300635734
ECDH10B_0351,mak,348699,349607,349153,mak,ECDH10B_RS01805,0,91.2009646216491
ECDH10B_0352,araJ,349852,351036,350444,araJ,ECDH10B_RS01810,1,17.1374001850153
ECDH10B_0353,sbcC,351162,354308,352735,sbcC,ECDH10B_RS01815,1,103.25736596456
ECDH10B_0354,sbcD,354305,355507,354906,sbcD,ECDH10B_RS01820,1,44.9633126080718
ECDH10B_0355,phoB,355697,356386,356041,phoB,ECDH10B_RS01825,0,35.6990415966083
ECDH10B_0356,phoR,356444,357739,357091,phoR,ECDH10B_RS01830,0,20.2959147647696
ECDH10B_0357,brnQ,358146,359465,358805,brnQ,ECDH10B_RS01835,0,275.308356932864
ECDH10B_0358,proY,359541,360914,360227,proY,ECDH10B_RS01840,0,132.078652948717
ECDH10B_0359,malZ,361070,362887,361978,malZ,ECDH10B_RS01845,0,43.3328174387144
ECDH10B_0360,acpH,362892,363473,363182,acpH,ECDH10B_RS01850,1,30.9241676065272
ECDH10B_0361,queA,363566,364636,364101,queA,ECDH10B_RS01855,0,105.929359332271
ECDH10B_0362,tgt,364692,365819,365255,tgt,ECDH10B_RS01860,0,849.258408607304
ECDH10B_0363,yajC,365842,366174,366008,yajC,ECDH10B_RS01865,0,199.598668228568
ECDH10B_0364,secD,366202,368049,367125,secD,ECDH10B_RS01870,0,1013.53487286249
ECDH10B_0365,secF,368060,369031,368545,secF,ECDH10B_RS01875,0,376.360175601678
ECDH10B_0366,yajD,369160,369507,369333,,ECDH10B_RS01880,0,64.8658740313323
ECDH10B_0367,tsx,369684,370568,370126,,ECDH10B_RS01890,1,816.635794848305
ECDH10B_0368,yajI,370867,371406,371136,,ECDH10B_RS01895,1,15.7297086527706
ECDH10B_0369,nrdR,371557,372006,371781,nrdR,ECDH10B_RS01900,0,69.3091474154618
ECDH10B_0370,ribD,372010,373113,372561,ribD,ECDH10B_RS01905,0,224.332455763618
ECDH10B_0371,ribH,373202,373672,373437,ribE,ECDH10B_RS01910,0,266.020260445114
ECDH10B_0372,nusB,373692,374111,373901,nusB,ECDH10B_RS01915,0,265.332694989725
ECDH10B_0373,thiL,374189,375166,374677,thiL,ECDH10B_RS01920,0,54.5245914975473
ECDH10B_0374,pgpA,375144,375662,375403,pgpA,ECDH10B_RS01925,0,103.454693847744
ECDH10B_0375,yajO,375716,376690,376203,yajO,ECDH10B_RS01930,1,186.892246860709
ECDH10B_0376,dxs,376870,378732,377801,dxs,ECDH10B_RS01935,1,232.418160089828
ECDH10B_0377,ispA,378757,379656,379206,ispA,ECDH10B_RS01940,1,161.237861748704
ECDH10B_0378,xseB,379656,379898,379777,xseB,ECDH10B_RS01945,1,48.9684114382978
ECDH10B_0379,thiI,380104,381552,380828,thiI,ECDH10B_RS01950,0,246.963553590711
ECDH10B_0380,yajL,381606,382196,381901,yajL,ECDH10B_RS01955,1,44.6532804814728
ECDH10B_0381,panE,382159,383070,382614,panE,ECDH10B_RS01960,1,59.941098220179
ECDH10B_0382,yajQ,383238,383729,383483,yajQ,ECDH10B_RS01965,0,362.891793623116
ECDH10B_0383,yajR,383857,385221,384539,,ECDH10B_RS01970,1,38.4221773865917
ECDH10B_0384,cyoE,385370,386260,385815,cyoE,ECDH10B_RS01975,1,1159.93960714467
ECDH10B_0385,cyoD,386272,386601,386436,,ECDH10B_RS01980,1,76.7214220453138
ECDH10B_0386,cyoC,386601,387215,386908,,ECDH10B_RS01985,1,464.508088081081
ECDH10B_0387,cyoB,387205,389196,388200,cyoB,ECDH10B_RS01990,1,3588.52452506107
ECDH10B_0388,cyoA,389218,390165,389691,cyoA,ECDH10B_RS01995,1,1439.86118044677
ECDH10B_0389,ampG,390625,392100,391362,ampG,ECDH10B_RS02000,1,98.5416398603193
ECDH10B_0390,yajG,392144,392722,392433,,ECDH10B_RS02005,1,237.629715294538
ECDH10B_0391,bolA,393027,393344,393185,bolA,ECDH10B_RS02010,0,116.201074581347
ECDH10B_0392,tig,393688,394986,394337,tig,ECDH10B_RS02020,0,3600.87331835998
ECDH10B_0393,clpP,395232,395855,395543,clpP,ECDH10B_RS02025,0,599.691249471054
ECDH10B_0394,clpX,395981,397255,396618,clpX,ECDH10B_RS02030,0,1141.36690563887
ECDH10B_0395,lon,397443,399797,398620,lon,ECDH10B_RS02035,0,1245.7795515796
ECDH10B_0396,hupB,400006,400278,400142,hupB,ECDH10B_RS02040,0,874.481826995266
ECDH10B_0397,ppiD,400470,402341,401405,ppiD,ECDH10B_RS02045,0,874.816448255812
ECDH10B_0398,ybaV,402492,402863,402677,,ECDH10B_RS02050,0,10.0301388967425
ECDH10B_0399,ybaW,402957,403355,403156,,ECDH10B_RS02055,0,5.24112914763072
ECDH10B_0400,queC,403407,404102,403754,queC,ECDH10B_RS02060,1,47.2239096006666
ECDH10B_0401,ybaE,404167,405867,405017,,ECDH10B_RS02065,1,49.323073862876
ECDH10B_0402,cof,405967,406785,406376,cof,ECDH10B_RS02070,0,25.6919645184923
ECDH10B_0403,ybaO,406938,407396,407167,,ECDH10B_RS02075,0,43.7272822906671
ECDH10B_0404,mdlA,407426,409198,408312,,ECDH10B_RS02080,0,47.5339417272656
ECDH10B_0405,mdlB,409191,410972,410081,,ECDH10B_RS02085,0,36.6635397899299
ECDH10B_0406,glnK,411153,411491,411322,glnK,ECDH10B_RS02090,0,0
ECDH10B_0407,amtB,411521,412807,412164,amtB,ECDH10B_RS02095,0,10.1876643525518
ECDH10B_0408,tesB,412856,413716,413286,tesB,ECDH10B_RS02100,1,91.1572549196984
ECDH10B_0409,ybaY,413934,414506,414220,,ECDH10B_RS02105,0,57.7625200176356
ECDH10B_0410,ybaZ,414537,414848,414692,,ECDH10B_RS02110,1,24.1332596547318
ECDH10B_0411,ffs,415011,415107,415059,ffs,ECDH10B_RS23295,0,1.02977637462495
ECDH10B_0412,ybaA,415227,415580,415403,,ECDH10B_RS02115,0,9.21424009963441
ECDH10B_0413,ylaB,415622,417172,416397,pdeB,ECDH10B_RS02120,1,28.9901524348643
ECDH10B_0414,ylaC,417336,417806,417571,,ECDH10B_RS02125,1,36.7083610023242
ECDH10B_0415,maa,417922,418473,418197,maa,ECDH10B_RS02130,1,29.8060512319724
ECDH10B_0416,hha,418645,418863,418754,hha,ECDH10B_RS02135,1,23.7988632846476
ECDH10B_0417,ybaJ,418889,419263,419076,tomB,ECDH10B_RS02140,1,130.186281396486
ECDH10B_0418,acrB,419809,422958,421383,,ECDH10B_RS02145,1,1027.31525112203
ECDH10B_0419,acrA,422981,424174,423577,acrA,ECDH10B_RS02150,1,472.663134801539
ECDH10B_0420,acrR,424316,424963,424639,acrR,ECDH10B_RS02155,0,8.87352251967181
ECDH10B_0421,kefA,425091,428453,426772,mscK,ECDH10B_RS02160,0,221.586449069423
ECDH10B_0422,ybaM,428665,428826,428745,rsmS,ECDH10B_RS02170,1,10.2888376866537
ECDH10B_0423,priC,428840,429367,429103,priC,ECDH10B_RS02175,1,35.181644016786
ECDH10B_0424,ybaN,429437,429814,429625,,ECDH10B_RS02180,0,25.1784742132461
ECDH10B_0425,apt,429967,430518,430242,apt,ECDH10B_RS02185,0,329.390136920318
ECDH10B_0426,dnaX,430647,432578,431612,dnaX,ECDH10B_RS02190,0,284.782216418438
ECDH10B_0427,ybaB,432631,432960,432795,,ECDH10B_RS02195,0,185.667017771004
ECDH10B_0428,recR,432960,433565,433262,recR,ECDH10B_RS02200,0,376.98637015034
ECDH10B_0429,htpG,433675,435549,434612,htpG,ECDH10B_RS02205,0,839.734573220129
ECDH10B_0430,adk,435730,436374,436052,adk,ECDH10B_RS02210,0,617.740355149476
ECDH10B_0431,hemH,436610,437572,437091,hemH,ECDH10B_RS02215,0,76.5958844677268
ECDH10B_0432,aes,437569,438528,438048,aes,ECDH10B_RS02220,1,20.6340274950148
ECDH10B_0433,gsk,438680,439984,439332,,ECDH10B_RS02225,0,122.512164359807
ECDH10B_0434,ybaL,440117,441793,440955,,ECDH10B_RS02230,1,207.111543449277
ECDH10B_0435,fsr,442031,443251,442641,,ECDH10B_RS02235,1,20.6686202229546
ECDH10B_0436,ushA,443469,445121,444295,,ECDH10B_RS02240,0,164.249999953132
ECDH10B_0437,ybaK,445158,445637,445397,ybaK,ECDH10B_RS02245,1,24.2690257167733
ECDH10B_0439,ybaP,445841,446635,446238,,ECDH10B_RS02250,1,46.5566101997721
ECDH10B_0440,ybaQ,446773,447114,446943,,ECDH10B_RS02255,0,96.1372713421156
ECDH10B_0441,copA,447430,449934,448682,copA,ECDH10B_RS02260,1,567.932185461737
ECDH10B_0442,ybaS,450196,451128,450662,glsA,ECDH10B_RS02265,0,4.17676004506603
ECDH10B_0443,ybaT,451131,452423,451777,,ECDH10B_RS02270,0,8.62505221421518
ECDH10B_0444,cueR,452548,452955,452751,,ECDH10B_RS02275,0,49.1450914381576
ECDH10B_0445,ybbJ,452956,453414,453185,,ECDH10B_RS02280,1,23.6452451034144
ECDH10B_0446,qmcA,453411,454328,453869,,ECDH10B_RS02285,1,89.2820058050454
ECDH10B_0447,ybbL,454474,455151,454812,fetA,ECDH10B_RS02290,0,20.97214022526
ECDH10B_0448,ybbM,455138,455917,455527,fetB,ECDH10B_RS02295,0,12.6660461972397
ECDH10B_0449,ybbN,455980,456834,456407,cnoX,ECDH10B_RS02300,1,317.321597948802
ECDH10B_0450,ybbO,456895,457704,457299,ybbO,ECDH10B_RS02305,1,48.28958112809
ECDH10B_0451,tesA,457694,458317,458005,tesA,ECDH10B_RS02310,1,34.8063337088836
ECDH10B_0452,ybbA,458288,458974,458631,,ECDH10B_RS02315,0,43.614578047252
ECDH10B_0453,ybbP,458971,461385,460178,,ECDH10B_RS02320,0,58.0212188075468
ECDH10B_0454,rhsD,461816,466096,463956,,ECDH10B_RS02325,0,23.6478499531318
ECDH10B_0455,ybbC,466136,466504,466320,,ECDH10B_RS02330,0,1.60743335073093
ECDH10B_0456,ylbH,466507,467214,466860,,ECDH10B_RS02335,0,1.40378425766859
ECDH10B_0458,ylbG,468206,468571,468388,,ECDH10B_RS02345,1,6.62185158667282
ECDH10B_0459,ybbB,468687,469781,469234,mnmH,ECDH10B_RS02350,1,26.6590675615313
ECDH10B_0460,allS,469850,470776,470313,allS,ECDH10B_RS02355,1,2.33108487333302
ECDH10B_0461,allA,471006,471488,471247,allA,ECDH10B_RS02360,0,2.01473153685561
ECDH10B_0462,allR,471566,472381,471973,allR,ECDH10B_RS02365,0,243.907323855503
ECDH10B_0463,gcl,472471,474252,473361,gcl,ECDH10B_RS02370,0,7.68622068923751
ECDH10B_0464,hyi,474265,475041,474653,hyi,ECDH10B_RS02375,0,0.554595157479488
ECDH10B_0465,glxR,475141,476019,475580,glxR,ECDH10B_RS02380,0,1.0182454653117
ECDH10B_0467,ybbW,476188,477642,476915,,ECDH10B_RS02385,0,0.418829095437928
ECDH10B_0468,allB,477702,479063,478382,allB,ECDH10B_RS02390,0,3.90522792098291
ECDH10B_0469,ybbY,479120,480421,479770,,ECDH10B_RS02395,0,2.15049759889717
ECDH10B_0470,glxK,480443,481588,481015,glxK,ECDH10B_RS02400,0,4.9913564173154
ECDH10B_0471,ylbA,481816,482601,482208,allE,ECDH10B_RS02405,1,10.4809558704027
ECDH10B_0472,allC,482612,483847,483229,allC,ECDH10B_RS02410,1,3.47486791623174
ECDH10B_0473,allD,483869,484918,484393,allD,ECDH10B_RS02415,1,3.20333579214862
ECDH10B_0474,fdrA,485235,486902,486068,,ECDH10B_RS02420,0,0.746713341228583
ECDH10B_0475,ylbE,486912,488171,487541,,ECDH10B_RS02425,0,1.87896547481405
ECDH10B_0476,ylbF,488182,488997,488589,,ECDH10B_RS02430,0,1.17707334597976
ECDH10B_0477,ybcF,488994,489887,489440,,ECDH10B_RS02435,0,1.81108244379327
ECDH10B_0478,purK,490082,491149,490615,purK,ECDH10B_RS02440,1,60.3577042947297
ECDH10B_0479,purE,491146,491655,491400,purE,ECDH10B_RS02445,1,13.4832474192064
ECDH10B_0480,lpxH,491773,492495,492134,lpxH,ECDH10B_RS02450,1,42.2031701548463
ECDH10B_0481,ppiB,492498,492992,492745,ppiB,ECDH10B_RS02455,1,384.063866581278
ECDH10B_0482,cysS,493166,494551,493858,cysS,ECDH10B_RS02460,0,268.332572603227
ECDH10B_0483,ybcI,494587,495108,494847,,ECDH10B_RS02465,1,2.78450669671069
ECDH10B_0484,ybcJ,495216,495428,495322,ybcJ,ECDH10B_RS02470,1,6.83703158904841
ECDH10B_0485,folD,495430,496296,495863,folD,ECDH10B_RS02475,1,293.577245593805
ECDH10B_0486,sfmA,496767,497309,497038,fimA,ECDH10B_RS02480,0,2.10567638650289
ECDH10B_0487,sfmC,497529,498221,497875,fimC,ECDH10B_RS02485,0,0.0678830310207802
ECDH10B_0488,sfmD,498252,500855,499553,,ECDH10B_RS02490,0,3.65675761552628
ECDH10B_0489,sfmH,500834,501874,501354,fimH,ECDH10B_RS02495,0,0.13576606204156
ECDH10B_0490,sfmF,501885,502400,502142,sfmF,ECDH10B_RS02500,0,0.418829095437928
ECDH10B_0491,fimZ,502403,503035,502719,,ECDH10B_RS02505,1,1.53955031971015
ECDH10B_0492,argU,503278,503354,503316,,ECDH10B_RS02510,0,11.0483843620542
ECDH10B_0493,intD,503370,504533,503951,,ECDH10B_RS02515,1,56.5393230344029
ECDH10B_0494,ybcC,504653,504916,504784,,ECDH10B_RS02520,1,0.826127281562609
ECDH10B_0495,ybcD,504931,505242,505086,,ECDH10B_RS02525,0,1.99297214308782
ECDH10B_0496,insE-3,505397,505696,505546,,ECDH10B_RS26200,0,0
ECDH10B_0497,insF-3,505693,506559,506126,,ECDH10B_RS02540,0,0
ECDH10B_0498,renD,506590,506802,506696,,ECDH10B_RS02545,0,0.713423038147542
ECDH10B_0499,emrE,506870,507202,507036,emrE,ECDH10B_RS02550,0,23.9655057144679
ECDH10B_0500,ybcK,507457,508983,508220,,ECDH10B_RS02560,0,3.30581155110914
ECDH10B_0501,ybcL,509448,509999,509723,ybcL,ECDH10B_RS02565,0,3.69004791860732
ECDH10B_0502,ybcM,510009,510806,510407,,ECDH10B_RS02570,0,14.8191486458542
ECDH10B_0503,ybcN,511021,511476,511248,ybcN,ECDH10B_RS02575,0,0.418829095437928
ECDH10B_0504,ninE,511476,511646,511561,,ECDH10B_RS02580,0,0
ECDH10B_0505,ybcO,511639,511929,511784,,ECDH10B_RS02585,0,0
ECDH10B_0506,rusA,511926,512288,512107,rusA,ECDH10B_RS02590,0,0.283063033396367
ECDH10B_0507,ylcG,512285,512425,512355,,ECDH10B_RS02595,0,0
ECDH10B_0508,ybcQ,512511,512894,512702,quuD,ECDH10B_RS02600,0,0.973424252917416
ECDH10B_0509,nmpC,514313,515380,514846,,ECDH10B_RS02615,1,5.70477945546294
ECDH10B_0510,insH-2,513292,514308,513800,,ECDH10B_RS02610,1,0
ECDH10B_0511,essD,515953,516168,516060,essD,ECDH10B_RS02620,0,0
ECDH10B_0512,ybcS,516168,516665,516416,,ECDH10B_RS02625,0,0
ECDH10B_0514,rzoD,516882,517064,516973,rzoD,ECDH10B_RS25890,0,0
ECDH10B_0515,borD,517155,517448,517301,bor,ECDH10B_RS02635,1,0
ECDH10B_0516,ybcV,517739,518149,517944,,ECDH10B_RS02645,1,0
ECDH10B_0517,ybcW,518435,518641,518538,,ECDH10B_RS02650,0,0
ECDH10B_0518,nohB,519389,519934,519661,,ECDH10B_RS02665,0,0
ECDH10B_0520,ybcY,520707,521333,521020,,ECDH10B_RS02675,1,0
ECDH10B_0521,tfaX,521430,521690,521560,,ECDH10B_RS02680,0,0
ECDH10B_0522,appY,522236,522985,522610,,ECDH10B_RS02685,0,0
ECDH10B_0523,ompT,523235,524188,523711,ompT,ECDH10B_RS02690,1,0
ECDH10B_0524,envY,524702,525463,525082,,ECDH10B_RS02700,1,0
ECDH10B_0525,ybcH,525646,526536,526091,,ECDH10B_RS02705,1,0
ECDH10B_0526,nfrA,526537,529509,528023,nfrA,ECDH10B_RS02710,1,0
ECDH10B_0527,nfrB,529496,531733,530614,nrfB,ECDH10B_RS02715,1,0
ECDH10B_0528,cusS,531883,533325,532604,cusS,ECDH10B_RS02720,1,0
ECDH10B_0529,cusR,533315,533998,533656,cusR,ECDH10B_RS02725,1,0
ECDH10B_0530,cusC,534155,535528,534841,cusC,ECDH10B_RS02730,0,0
ECDH10B_0531,cusF,535686,536018,535852,cusF,ECDH10B_RS02735,0,0
ECDH10B_0532,cusB,536034,537257,536645,cusB,ECDH10B_RS02740,0,0
ECDH10B_0533,cusA,537269,540412,538840,cusA,ECDH10B_RS02745,0,0
ECDH10B_0534,pheP,540514,541890,541202,pheP,ECDH10B_RS02750,0,0
ECDH10B_0535,ybdG,541971,543218,542594,,ECDH10B_RS02755,1,0
ECDH10B_0536,nfnB,543326,543979,543652,nfsB,ECDH10B_RS02760,1,0
ECDH10B_0537,ybdF,544073,544441,544257,,ECDH10B_RS02765,1,0
ECDH10B_0538,ybdJ,544506,544754,544630,,ECDH10B_RS02770,1,0
ECDH10B_0539,ybdK,544820,545938,545379,,ECDH10B_RS02775,1,0
ECDH10B_0540,hokE,546391,546543,546467,,ECDH10B_RS02785,0,0
ECDH10B_0541,insL-2,546620,547732,547176,,ECDH10B_RS02790,0,0
ECDH10B_0542,entD,548014,548634,548324,entD,ECDH10B_RS02795,1,0
ECDH10B_0543,fepA,548809,551049,549929,fepA,ECDH10B_RS02800,1,0
ECDH10B_0544,fes,551292,552494,551893,fes,ECDH10B_RS02805,0,0
ECDH10B_0545,ybdZ,552497,552715,552606,,ECDH10B_RS02810,0,0
ECDH10B_0546,entF,552712,556593,554652,entF,ECDH10B_RS02815,0,0
ECDH10B_0547,fepE,556809,557942,557375,fepE,ECDH10B_RS02820,0,0
ECDH10B_0548,fepC,557939,558754,558346,fepC,ECDH10B_RS02825,1,0
ECDH10B_0549,fepG,558751,559743,559247,fepG,ECDH10B_RS02830,1,0
ECDH10B_0550,fepD,559740,560744,560242,fepD,ECDH10B_RS02835,1,0
ECDH10B_0551,entS,560855,562105,561480,entS,ECDH10B_RS02840,0,0
ECDH10B_0552,fepB,562109,563065,562587,fepB,ECDH10B_RS02845,1,0
ECDH10B_0553,entC,563440,564615,564027,entC,ECDH10B_RS02850,0,0
ECDH10B_0554,entE,564625,566235,565430,entE,ECDH10B_RS02855,0,0
ECDH10B_0555,entB,566249,567106,566677,entB,ECDH10B_RS02860,0,0
ECDH10B_0556,entA,567106,567852,567479,dhbA,ECDH10B_RS02865,0,0
ECDH10B_0557,ybdB,567855,568268,568061,entH,ECDH10B_RS02870,0,0
ECDH10B_0558,cstA,568449,570554,569501,cstA,ECDH10B_RS02875,0,0
ECDH10B_0559,ybdD,570737,570934,570835,,ECDH10B_RS02880,0,0
ECDH10B_0560,ybdH,570944,572032,571488,hcxA,ECDH10B_RS02885,1,0
ECDH10B_0561,ybdL,572141,573301,572721,ybdL,ECDH10B_RS02890,0,0
ECDH10B_0562,ybdM,573302,573931,573616,,ECDH10B_RS02895,1,0
ECDH10B_0563,ybdN,573904,575124,574514,,ECDH10B_RS02900,1,0
ECDH10B_0564,ybdO,575271,576173,575722,,ECDH10B_RS02905,1,0
ECDH10B_0565,dsbG,576382,577128,576755,dsbG,ECDH10B_RS02910,1,0
ECDH10B_0566,ahpC,577500,578063,577781,ahpC,ECDH10B_RS02915,0,0
ECDH10B_0567,ahpF,578308,579873,579090,ahpF,ECDH10B_RS02920,0,0
ECDH10B_0568,uspG,579994,580422,580208,uspG,ECDH10B_RS02925,1,0
ECDH10B_0569,ybdR,580643,581881,581262,,ECDH10B_RS02930,0,0
ECDH10B_0570,rnk,582112,582522,582317,rnk,ECDH10B_RS02940,1,0
ECDH10B_0571,rna,582752,583558,583155,rna,ECDH10B_RS02945,1,0
ECDH10B_0572,citT,583672,585135,584403,citT,ECDH10B_RS02950,1,0
ECDH10B_0573,citG,585186,586064,585625,citG,ECDH10B_RS02955,1,0
ECDH10B_0574,citX,586039,586590,586314,citX,ECDH10B_RS02960,1,0
ECDH10B_0575,citF,586594,588126,587360,citF,ECDH10B_RS02965,1,0
ECDH10B_0576,citE,588137,589045,588591,citE,ECDH10B_RS02970,1,0
ECDH10B_0577,citD,589042,589338,589190,citD,ECDH10B_RS02975,1,0
ECDH10B_0578,citC,589353,590411,589882,citC,ECDH10B_RS02980,1,0
ECDH10B_0579,citA,590790,592448,591619,dpiB,ECDH10B_RS02985,0,0
ECDH10B_0580,dpiA,592417,593097,592757,dpiA,ECDH10B_RS02990,0,0
ECDH10B_0581,dcuC,593138,594523,593830,dcuC,ECDH10B_RS02995,1,0
ECDH10B_0582,pagP,595112,595672,595392,,ECDH10B_RS03000,0,0
ECDH10B_0583,cspE,595847,596056,595951,cspE,ECDH10B_RS03005,0,0
ECDH10B_0584,crcB,596110,596493,596301,crcB,ECDH10B_RS03010,1,0
ECDH10B_0586,ybeM,596586,597373,596979,,ECDH10B_RS03015,0,0
ECDH10B_0588,tatE,597502,597705,597603,tatE,ECDH10B_RS03020,0,0
ECDH10B_0589,lipA,597806,598771,598288,lipA,ECDH10B_RS03025,1,0
ECDH10B_0590,ybeF,598980,599933,599456,,ECDH10B_RS03030,1,0
ECDH10B_0591,lipB,600192,600833,600512,lipB,ECDH10B_RS03040,1,0
ECDH10B_0592,ybeD,600934,601197,601065,,ECDH10B_RS03045,1,0
ECDH10B_0593,dacA,601307,602518,601912,dacA,ECDH10B_RS03050,1,0
ECDH10B_0594,rlpA,602657,603745,603201,rlpA,ECDH10B_RS03055,1,0
ECDH10B_0595,mrdB,603756,604868,604312,mrdB,ECDH10B_RS03060,1,0
ECDH10B_0596,mrdA,604871,606772,605821,mrdA,ECDH10B_RS03065,1,0
ECDH10B_0597,ybeA,606803,607270,607036,rlmH,ECDH10B_RS03070,1,0
ECDH10B_0598,ybeB,607274,607591,607432,rsfS,ECDH10B_RS03075,1,0
ECDH10B_0599,cobC,607851,608462,608156,,ECDH10B_RS03080,1,0
ECDH10B_0600,nadD,608486,609127,608806,nadD,ECDH10B_RS03085,1,0
ECDH10B_0601,holA,609129,610160,609644,holA,ECDH10B_RS03090,1,0
ECDH10B_0602,rlpB,610160,610741,610450,lptE,ECDH10B_RS03095,1,0
ECDH10B_0603,leuS,610756,613338,612047,leuS,ECDH10B_RS03100,1,0
ECDH10B_0604,ybeL,613573,614055,613814,,ECDH10B_RS03105,0,0
ECDH10B_0605,ybeQ,614125,615102,614613,,ECDH10B_RS03110,1,0
ECDH10B_0606,ybeR,615266,615973,615619,,ECDH10B_RS03115,0,0
ECDH10B_0607,djlB,615970,617397,616683,,ECDH10B_RS03120,0,0
ECDH10B_0608,ybeT,617407,617961,617684,,ECDH10B_RS03125,1,0
ECDH10B_0609,ybeU,618063,618770,618416,,ECDH10B_RS03130,0,0
ECDH10B_0610,djlC,618767,620218,619492,djlC,ECDH10B_RS03135,0,0
ECDH10B_0611,hscC,620278,621948,621113,,ECDH10B_RS03140,1,0
ECDH10B_0612,rihA,622032,622967,622499,rihA,ECDH10B_RS03145,1,0
ECDH10B_0613,gltL,623085,623810,623447,gltL,ECDH10B_RS03150,1,0
ECDH10B_0614,gltK,623810,624484,624147,gltK,ECDH10B_RS03155,1,0
ECDH10B_0615,gltJ,624484,625224,624854,gltJ,ECDH10B_RS03160,1,0
ECDH10B_0616,gltI,625394,626302,625848,gltI,ECDH10B_RS03165,1,0
ECDH10B_0617,insH-3,626552,627568,627060,,ECDH10B_RS03170,1,0
ECDH10B_0618,nmpC,627573,628640,628106,,ECDH10B_RS03175,1,0
ECDH10B_0619,essD,629213,629428,629320,essD,ECDH10B_RS03180,0,0
ECDH10B_0620,ybcS,629428,629925,629676,,ECDH10B_RS03185,0,0
ECDH10B_0622,rzoD,630142,630324,630233,rzoD,ECDH10B_RS25895,0,0
ECDH10B_0623,borD,630415,630708,630561,bor,ECDH10B_RS03195,1,0
