gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand,GSE94978_1,GSE94978_2
DR76_RS02250,491198,491536,491367,,DR76_435,1,2854,4350
DR76_RS02255,491597,492931,492264,,DR76_436,1,1343,1799
DR76_RS02260,492921,493634,493277,,DR76_437,1,1140,1151
DR76_RS02265,493799,495226,494512,,DR76_438,1,1623,1423
DR76_RS02270,495802,499689,497745,,DR76_439,1,4326,12613
DR76_RS02275,499947,501503,500725,,DR76_441,0,490,345
DR76_RS02280,501500,502036,501768,,DR76_440,1,613,438
DR76_RS02285,502061,502696,502378,,DR76_442,1,1381,1237
DR76_RS02290,502905,503753,503329,,DR76_443,0,204,247
DR76_RS02295,503809,504069,503939,,DR76_444,0,157,102
DR76_RS02300,504263,504343,504303,,,1,9,12
DR76_RS02305,504340,504504,504422,,,1,356,1166
DR76_RS02310,504764,505144,504954,acpS,DR76_445,1,484,684
DR76_RS02315,505144,505875,505509,,DR76_446,1,2079,2824
DR76_RS02320,505887,506615,506251,,DR76_447,1,926,895
DR76_RS02325,506627,507532,507079,,DR76_448,1,4094,3967
DR76_RS02330,507529,508209,507869,,DR76_449,1,3417,2322
DR76_RS02335,508481,509455,508968,,DR76_450,1,3693,5827
DR76_RS02340,509471,511270,510370,,DR76_451,1,9510,11590
DR76_RS02345,511468,511947,511707,,DR76_452,1,1938,1267
DR76_RS02350,511944,512900,512422,,DR76_453,1,8102,6389
DR76_RS02355,512900,513550,513225,,DR76_454,1,18651,19756
DR76_RS02360,513583,514158,513870,,DR76_455,1,8484,6875
DR76_RS02370,514566,516188,515377,,DR76_457,0,1223,1011
DR76_RS02375,516173,516910,516541,,DR76_456,1,930,703
DR76_RS02380,517042,518376,517709,,DR76_458,0,4535,3986
DR76_RS02385,518409,519290,518849,,DR76_459,1,916,873
DR76_RS02390,519393,519980,519686,,DR76_460,0,481,916
DR76_RS02395,520036,520419,520227,,DR76_461,1,24963,160331
DR76_RS02400,520724,521413,521068,,DR76_462,0,1576,2220
DR76_RS02405,521461,522498,521979,,DR76_463,1,3722,5505
DR76_RS02410,522488,522691,522589,,,1,66,89
DR76_RS02415,522705,523124,522914,,DR76_464,0,2103,1062
DR76_RS02420,523193,523891,523542,,DR76_465,0,715,697
DR76_RS02425,523923,526583,525253,,DR76_466,0,14121,13713
DR76_RS02430,526697,528052,527374,pssA,DR76_467,0,10231,10060
DR76_RS02435,528098,528421,528259,,DR76_469,0,201,210
DR76_RS02440,528418,529716,529067,,DR76_468,1,395,318
DR76_RS02445,530040,530158,530099,rrf,DR76_470,1,3,0
DR76_RS02450,530243,533167,531705,,DR76_471,1,4,3
DR76_RS02455,533352,533427,533389,,DR76_472,1,0,0
DR76_RS02460,533501,535056,534278,,DR76_473,1,4,8
DR76_RS02465,535427,536284,535855,,DR76_475,1,2443,2601
DR76_RS02470,536229,538073,537151,,DR76_476,1,6930,19638
DR76_RS02475,538442,539542,538992,,DR76_477,0,1753,1598
DR76_RS02480,539582,539941,539761,,DR76_478,1,2620,3565
DR76_RS02485,539941,540588,540264,,DR76_479,1,5443,6328
DR76_RS02490,540695,542011,541353,,DR76_480,1,107,147
DR76_RS02495,542054,543220,542637,,DR76_481,1,127,142
DR76_RS02500,543550,544950,544250,,DR76_483,0,19923,11158
DR76_RS02505,544933,545850,545391,,DR76_482,1,7804,18479
DR76_RS02510,546102,547385,546743,,DR76_484,1,33,128
DR76_RS02515,547452,548666,548059,,DR76_485,1,38,96
DR76_RS02520,549164,550537,549850,,DR76_486,1,577,703
DR76_RS02525,550598,551374,550986,,DR76_487,1,225,173
DR76_RS02530,551382,552386,551884,,DR76_488,1,684,424
DR76_RS02535,552540,553691,553115,,DR76_489,0,1191,1826
DR76_RS02540,553993,556644,555318,,DR76_490,0,7961,20954
DR76_RS02545,556827,558560,557693,,DR76_491,0,2815,4160
DR76_RS02550,558786,559637,559211,,DR76_493,0,711,752
DR76_RS02555,559624,559965,559794,,DR76_492,1,51,80
DR76_RS02560,559967,560845,560406,,DR76_494,1,129,238
DR76_RS02565,560811,563108,561959,,DR76_495,1,451,842
DR76_RS02570,563159,563479,563319,,DR76_496,1,45,113
DR76_RS02575,563494,564573,564033,,DR76_497,1,58,188
DR76_RS02580,564882,567383,566132,,DR76_498,0,334,417
DR76_RS02585,567395,568057,567726,,DR76_499,0,2040,5407
DR76_RS02590,568068,569171,568619,gldA,DR76_500,0,25857,41543
DR76_RS02600,569447,570064,569755,,DR76_501,0,206,180
DR76_RS02605,570091,570996,570543,,DR76_502,1,914,987
DR76_RS02610,571090,573270,572180,,DR76_503,1,21060,86798
DR76_RS02615,573599,574489,574044,,DR76_504,1,3336,1829
DR76_RS02620,574871,576424,575647,,DR76_505,1,229,289
DR76_RS02625,576557,577681,577119,,DR76_506,0,169,203
DR76_RS02630,577914,579464,578689,,DR76_507,0,149,209
DR76_RS02635,579505,581124,580314,,DR76_508,0,114,154
DR76_RS02640,581201,582061,581631,,DR76_509,0,37,134
DR76_RS02645,582279,584711,583495,metL,DR76_510,1,1586,3283
DR76_RS02650,584714,585874,585294,,DR76_511,1,654,1056
DR76_RS02655,586151,586468,586309,,DR76_512,0,1226,1110
DR76_RS02660,586528,587136,586832,,DR76_513,0,224,228
DR76_RS02665,587197,587409,587303,,DR76_514,1,11147,8838
DR76_RS02670,587612,589810,588711,,DR76_515,0,1312,1403
DR76_RS02675,589966,590991,590478,,DR76_516,0,2523,5117
DR76_RS02680,591083,592042,591562,,DR76_517,0,3166,4101
DR76_RS02685,592135,592665,592400,,DR76_518,0,1126,6427
DR76_RS02690,592675,594006,593340,,DR76_519,0,3316,27111
DR76_RS02695,594073,594999,594536,,DR76_520,0,666,1123
DR76_RS02700,595092,595577,595334,,DR76_521,0,9909,10753
DR76_RS02705,595662,595907,595784,,DR76_522,1,11307,7688
DR76_RS02710,596332,597177,596754,,DR76_523,0,1292,1513
DR76_RS02715,597200,598708,597954,,DR76_524,0,4251,8085
DR76_RS02720,598879,599889,599384,,DR76_525,0,1752,4688
DR76_RS02725,599986,600732,600359,,DR76_526,0,1621,1490
DR76_RS02730,600737,601165,600951,,DR76_527,1,3025,2497
DR76_RS02735,601192,601491,601341,,DR76_528,1,1243,1187
DR76_RS02740,601703,602143,601923,,DR76_529,1,250,187
DR76_RS02745,602244,602843,602543,,DR76_530,0,482,533
DR76_RS02750,602951,603718,603334,,DR76_531,0,9844,38065
DR76_RS02755,603773,604528,604150,,DR76_532,1,234,238
DR76_RS02760,604635,605624,605129,,DR76_533,1,383,1714
DR76_RS02770,605944,606906,606425,,DR76_534,1,5051,8951
DR76_RS02775,607087,607989,607538,,DR76_535,1,2243,2266
DR76_RS02780,608138,608638,608388,cpxP,DR76_536,1,17234,9832
DR76_RS02785,608788,609486,609137,,DR76_537,0,4411,5366
DR76_RS02790,609483,610856,610169,,DR76_538,0,4753,5579
DR76_RS02795,610962,611636,611299,,DR76_539,1,1875,2820
DR76_RS02800,611785,612768,612276,,DR76_540,1,168,213
DR76_RS02810,613028,613648,613338,,DR76_541,1,1511,1083
DR76_RS02815,613934,614968,614451,,DR76_543,0,100,155
DR76_RS02820,614965,615903,615434,,DR76_542,1,279,400
DR76_RS02825,615887,616723,616305,,DR76_544,1,186,196
DR76_RS02835,617011,618480,617745,,DR76_545,0,52,53
DR76_RS02840,618477,619736,619106,,DR76_546,0,46,71
DR76_RS02845,620197,621021,620609,,DR76_547,0,103,192
DR76_RS02850,621031,621345,621188,,DR76_548,0,29,74
DR76_RS02855,621386,622759,622072,,DR76_549,1,41,28
DR76_RS02860,623113,>623667,623390,,DR76_550,1,19,6
DR76_RS02865,623755,624588,624171,,DR76_551,1,1028,831
DR76_RS02870,624782,625369,625075,,DR76_552,0,20409,12250
DR76_RS02875,625418,627832,626625,,DR76_553,0,67021,26053
DR76_RS02880,627845,628747,628296,,DR76_554,0,16759,5377
DR76_RS02885,628744,629379,629061,,DR76_555,0,9217,2851
DR76_RS02890,629376,630305,629840,,DR76_556,0,6530,6199
DR76_RS02895,630521,630733,630627,,DR76_557,1,45,12
DR76_RS02900,631135,631413,631274,,DR76_558,1,2057,2150
DR76_RS02905,631475,631687,631581,,DR76_559,1,2091,1942
DR76_RS02910,631772,632062,631917,,DR76_560,1,2110,2193
DR76_RS02915,632063,632374,632218,,DR76_561,1,1085,935
DR76_RS02920,632604,633512,633058,,DR76_562,0,3202,5345
DR76_RS02925,633576,634565,634070,,DR76_563,1,2014,2696
DR76_RS02930,634562,634999,634780,,DR76_564,1,1009,1243
DR76_RS02935,634996,635868,635432,,DR76_565,1,868,1012
DR76_RS02940,635862,636461,636161,,DR76_566,1,1164,2077
DR76_RS02945,636602,637489,637045,,DR76_567,1,164,324
DR76_RS02950,637479,638828,638153,,DR76_568,1,65,61
DR76_RS02955,638927,640360,639643,,DR76_569,1,152,151
DR76_RS02960,640430,641440,640935,,DR76_570,1,81,153
DR76_RS02965,641473,642360,641916,,DR76_571,1,57,74
DR76_RS02970,642385,643263,642824,,DR76_572,1,60,75
DR76_RS02975,643436,644332,643884,,DR76_573,0,480,521
DR76_RS02980,644372,645160,644766,,DR76_574,0,912,933
DR76_RS02985,645220,646485,645852,,DR76_575,1,314,408
DR76_RS02990,646587,647567,647077,,DR76_576,1,352,432
DR76_RS02995,647575,648285,647930,,DR76_577,1,474,494
DR76_RS03000,648503,650326,649414,,DR76_578,1,23399,30364
DR76_RS03010,650699,652108,651403,,DR76_579,0,25218,16008
DR76_RS03015,652282,653331,652806,,DR76_580,0,1692,1161
DR76_RS03020,653343,654752,654047,,DR76_581,0,2105,1852
DR76_RS03025,654864,654974,654919,,DR76_582,0,564,504
DR76_RS03030,655207,656580,655893,,DR76_583,1,5119,8195
DR76_RS03035,656769,657278,657023,,DR76_584,1,1310,1607
DR76_RS03040,657860,658492,658176,,DR76_585,0,3399,4601
DR76_RS03045,658874,661660,660267,,DR76_586,1,13035,18094
DR76_RS03050,661662,661904,661783,,,0,31,9
DR76_RS03055,662024,662956,662490,,DR76_588,0,293,134
DR76_RS03060,662997,664427,663712,,DR76_589,1,175,153
DR76_RS03065,664582,665208,664895,,DR76_590,1,4148,7414
DR76_RS03070,665225,666211,665718,,DR76_591,1,6379,5493
DR76_RS03075,666288,666557,666422,,DR76_592,1,1931,7182
DR76_RS03080,666627,667211,666919,mobA,DR76_593,0,606,657
DR76_RS03085,667193,667720,667456,,DR76_594,0,337,290
DR76_RS03090,667825,667940,667882,rrf,DR76_595,1,0,3
DR76_RS03095,668023,670947,669485,,DR76_596,1,0,0
DR76_RS03100,671132,671207,671169,,DR76_597,1,0,0
DR76_RS03105,671281,672835,672058,,DR76_598,1,48,51
DR76_RS03110,673211,673756,673483,hemG,DR76_600,1,767,1063
DR76_RS03115,673768,675219,674493,,DR76_601,1,1981,2083
DR76_RS03120,675258,675872,675565,,DR76_602,1,1332,2045
DR76_RS03125,675872,677203,676537,,DR76_603,1,10533,19167
DR76_RS03130,677393,679582,678487,,DR76_604,0,2779,1054
DR76_RS03135,679592,680755,680173,,DR76_605,0,1387,751
DR76_RS03140,680947,681648,681297,,DR76_606,1,4827,4061
DR76_RS03145,681694,683187,682440,,DR76_607,1,11267,8644
DR76_RS03150,683354,683842,683598,,DR76_609,0,624,594
DR76_RS03155,683839,684621,684230,,DR76_608,1,750,1051
DR76_RS03160,684663,685439,685051,,DR76_610,1,2398,2548
DR76_RS03165,685442,685957,685699,,DR76_611,1,3341,4120
DR76_RS03170,685961,686230,686095,,DR76_612,1,5615,8949
DR76_RS03175,686309,687949,687129,ubiB,DR76_613,1,7610,10519
DR76_RS03180,687946,688551,688248,,DR76_614,1,3461,4740
DR76_RS03185,688565,689320,688942,,DR76_615,1,7099,9594
DR76_RS03190,689415,690842,690128,,DR76_616,1,5769,7271
DR76_RS03195,691059,691826,691442,,DR76_617,0,266,289
DR76_RS03200,691850,692854,692352,,DR76_618,0,214,365
DR76_RS03205,692844,693473,693158,,DR76_619,0,131,337
DR76_RS03210,693498,694472,693985,,DR76_620,0,401,1602
DR76_RS03215,694489,694995,694742,,DR76_621,0,100,307
DR76_RS03220,695008,696498,695753,,DR76_622,0,907,1658
DR76_RS03225,696533,697297,696915,,DR76_623,1,4298,13531
DR76_RS03230,697559,698368,697963,,DR76_624,0,1667,1376
DR76_RS03240,698625,699293,698959,,DR76_626,0,216,291
DR76_RS03245,699299,700159,699729,,DR76_627,0,121,166
DR76_RS03250,700254,701813,701033,,DR76_628,0,71,96
DR76_RS03255,701810,703234,702522,,DR76_629,0,69,104
DR76_RS03260,703227,704183,703705,,DR76_630,0,46,72
DR76_RS03265,704200,704589,704394,,DR76_631,0,21,39
DR76_RS03270,704615,705838,705226,,DR76_632,0,173,238
DR76_RS03275,705916,706821,706368,,DR76_633,0,474,379
DR76_RS03280,707022,707867,707444,,DR76_634,0,605,806
DR76_RS03285,707897,709894,708895,,DR76_635,1,713,2037
DR76_RS03290,709945,711453,710699,,DR76_636,1,612,866
DR76_RS03295,711495,712052,711773,,DR76_637,1,237,320
DR76_RS03305,712981,713670,713325,,,0,65,53
DR76_RS03310,713667,713924,713795,,DR76_640,0,179,117
DR76_RS03315,713999,714244,714121,,,0,217,158
DR76_RS03320,714413,716674,715543,,DR76_641,1,244,256
DR76_RS03325,716792,717745,717268,,DR76_643,0,119,196
DR76_RS03330,717633,718532,718082,,DR76_642,1,257,293
DR76_RS03335,718608,719408,719008,,DR76_644,1,946,1313
DR76_RS03340,719416,720438,719927,,DR76_645,1,2506,2588
DR76_RS03345,720549,721169,720859,rhtB,DR76_646,0,399,364
DR76_RS03350,721230,721850,721540,,DR76_647,1,2260,3060
DR76_RS03355,721914,723743,722828,,DR76_648,1,1643,1489
DR76_RS03360,723868,724737,724302,,DR76_649,1,2556,3030
DR76_RS03365,724901,725368,725134,,DR76_650,0,159,240
DR76_RS03370,725420,726310,725865,,DR76_651,0,455,538
DR76_RS03375,726621,727469,727045,,DR76_652,0,13,21
DR76_RS03380,727466,727963,727714,,DR76_653,0,6,1
DR76_RS03385,727999,728949,728474,,DR76_654,1,1728,1964
DR76_RS03395,729319,730083,729701,,DR76_655,0,212,223
DR76_RS03400,730166,731068,730617,,DR76_656,0,2529,2623
DR76_RS03405,731123,733285,732204,,DR76_657,1,8163,10720
DR76_RS03410,733369,734085,733727,,DR76_658,1,1362,2256
DR76_RS03415,734085,734981,734533,,DR76_659,1,1990,2278
DR76_RS03420,734978,735685,735331,,DR76_660,1,1216,1175
DR76_RS03425,735682,736506,736094,,DR76_661,1,2570,2628
DR76_RS03430,736543,736746,736644,,DR76_662,1,1286,1398
DR76_RS03435,736935,738404,737669,,DR76_663,0,739,392
DR76_RS03440,738401,739720,739060,,DR76_664,0,331,153
DR76_RS03445,739768,740088,739928,,DR76_665,0,701,930
DR76_RS03450,740128,742674,741401,,DR76_666,1,17694,12178
DR76_RS03455,743061,744002,743531,,DR76_667,0,8714,11436
DR76_RS03460,743999,744739,744369,,DR76_668,0,4100,4096
DR76_RS03465,744761,745972,745366,,DR76_669,0,7673,10996
DR76_RS03470,745975,747171,746573,,DR76_670,0,5823,11425
DR76_RS03475,747850,749505,748677,,DR76_671,0,438,303
DR76_RS03480,749663,750898,750280,,DR76_672,1,455,403
DR76_RS03485,751045,751121,751083,,DR76_673,1,4,4
DR76_RS03490,751164,751250,751207,,DR76_674,1,69,41
DR76_RS03495,751271,751346,751308,,DR76_675,1,211,156
DR76_RS03500,751405,751481,751443,,DR76_676,1,540,423
DR76_RS03505,751584,752969,752276,,DR76_677,1,553,550
DR76_RS03510,753160,753900,753530,,DR76_678,1,283,703
DR76_RS03515,753903,755255,754579,,DR76_679,1,335,712
DR76_RS03520,755252,756331,755791,,DR76_680,1,700,1464
DR76_RS03525,756328,757578,756953,,DR76_681,1,780,1229
DR76_RS03530,757580,758710,758145,,DR76_682,1,522,1840
DR76_RS03535,758715,759389,759052,,DR76_683,1,242,742
DR76_RS03540,759367,760248,759807,,DR76_684,1,834,2508
DR76_RS03545,760267,761334,760800,,DR76_685,1,1294,3092
DR76_RS03550,761334,762596,761965,,DR76_686,1,2164,4491
DR76_RS03555,762593,763723,763158,,DR76_687,1,2765,3742
DR76_RS03560,763779,764825,764302,,DR76_688,1,2697,2973
DR76_RS03565,764837,765940,765388,,DR76_689,1,3475,3179
DR76_RS03575,766180,767439,766809,,DR76_690,1,31721,34199
DR76_RS03580,767524,767625,767574,,,1,10439,8106
DR76_RS03585,767766,768095,767930,,DR76_691,1,12112,17911
DR76_RS03590,768226,769491,768858,,DR76_692,0,17466,21859
DR76_RS03595,769627,771111,770369,,DR76_693,0,6940,8785
DR76_RS03600,771158,773179,772168,,DR76_694,1,1823,1326
DR76_RS03605,773266,773547,773406,,DR76_695,0,358,486
DR76_RS03610,773593,775068,774330,,DR76_696,1,4452,1405
DR76_RS03615,775218,776108,775663,,DR76_698,0,1168,1435
DR76_RS03620,776105,777649,776877,,DR76_697,1,2035,2389
DR76_RS03625,777652,779502,778577,,DR76_699,1,3489,2797
DR76_RS03630,779567,780496,780031,,DR76_700,1,3102,3202
DR76_RS03635,780516,780779,780647,,DR76_701,1,295,127
DR76_RS03640,780776,782422,781599,,DR76_702,1,3007,1567
DR76_RS03645,782562,782660,782611,,,1,56,25
DR76_RS03650,783013,784533,783773,,DR76_703,0,481,365
DR76_RS03655,784558,784896,784727,,DR76_704,1,1445,1128
DR76_RS03660,785015,785854,785434,,DR76_705,0,2053,2689
DR76_RS03665,785950,786025,785987,,DR76_706,1,37,39
DR76_RS03670,786034,786110,786072,,DR76_707,1,5,4
DR76_RS03675,786164,786279,786221,rrf,DR76_708,1,0,0
DR76_RS03680,786363,789291,787827,,DR76_709,1,0,0
DR76_RS03685,789476,789551,789513,,DR76_710,1,0,0
DR76_RS03690,789625,791180,790402,,DR76_711,1,0,0
DR76_RS03695,791658,792350,792004,,DR76_713,0,5278,5061
DR76_RS03700,792373,793800,793086,,DR76_715,0,3012,1830
DR76_RS03705,793766,794758,794262,,DR76_714,1,2160,2174
DR76_RS03710,794762,795691,795226,,DR76_716,1,4458,5137
DR76_RS03715,795817,796707,796262,,DR76_717,1,27167,76738
DR76_RS03720,796732,797697,797214,,DR76_718,1,606,558
DR76_RS03725,797702,799207,798454,,DR76_719,1,984,881
DR76_RS03730,799215,799634,799424,,DR76_720,1,1109,1317
DR76_RS03735,799801,801669,800735,trkD,DR76_721,1,1019,989
DR76_RS03740,801892,803388,802640,,DR76_722,0,3160,3616
DR76_RS03745,803382,804833,804107,,DR76_723,0,2130,3052
DR76_RS03750,804838,805830,805334,,DR76_724,1,5309,8900
DR76_RS03755,805982,806440,806211,,DR76_725,0,650,1032
DR76_RS03760,806530,806973,806751,,DR76_726,0,5853,4965
DR76_RS03765,807352,809241,808296,,DR76_727,0,8671,7701
DR76_RS03770,809305,809928,809616,,DR76_728,0,1207,915
DR76_RS03775,810545,810925,810735,,DR76_729,0,2154,1414
DR76_RS03780,810934,811749,811341,,DR76_730,0,10183,11921
DR76_RS03785,811796,812035,811915,,DR76_731,0,6041,9661
DR76_RS03790,812097,812567,812332,,DR76_732,0,7715,12696
DR76_RS03795,812582,813115,812848,,DR76_733,0,5634,9628
DR76_RS03800,813128,814669,813898,,DR76_734,0,20469,45278
DR76_RS03805,814720,815583,815151,,DR76_735,0,8684,20696
DR76_RS03810,815610,816992,816301,,DR76_736,0,14831,38023
DR76_RS03815,817013,817432,817222,atpC,DR76_737,0,5058,12388
DR76_RS03820,817786,819156,818471,,DR76_738,0,19453,22995
DR76_RS03825,819317,821146,820231,,DR76_739,0,28121,42604
DR76_RS03830,821460,822500,821980,,DR76_740,0,1009,1864
DR76_RS03835,822587,823546,823066,,DR76_741,0,425,578
DR76_RS03840,823546,824436,823991,,DR76_742,0,390,472
DR76_RS03845,824527,825300,824913,,DR76_743,0,994,1475
DR76_RS03850,825315,826040,825677,,DR76_744,0,809,1265
DR76_RS03855,826326,827162,826744,,DR76_745,0,22,47
DR76_RS03860,827296,829170,828233,,DR76_746,0,78,67
DR76_RS03865,829189,830583,829886,,DR76_747,0,51,63
DR76_RS03870,830669,832285,831477,,DR76_748,0,60,86
DR76_RS03875,832312,833481,832896,,DR76_749,0,93,168
DR76_RS03880,833496,834218,833857,,DR76_750,0,35,86
DR76_RS03885,834300,834773,834536,,DR76_751,1,82,97
DR76_RS03890,834840,835505,835172,,DR76_752,1,726,1263
DR76_RS03895,835672,837009,836340,,DR76_753,0,2152,3390
DR76_RS03900,837063,837629,837346,,DR76_754,1,3947,5716
DR76_RS03905,837651,838400,838025,,DR76_755,1,4565,3797
DR76_RS03910,838557,839516,839036,,DR76_756,1,517,732
DR76_RS03915,839491,840666,840078,,DR76_757,1,178,951
DR76_RS03920,840798,842045,841421,,DR76_758,1,1055,45228
DR76_RS03925,842137,843552,842844,,DR76_759,1,11775,392054
DR76_RS03930,843773,843847,843810,,,1,133,5353
DR76_RS03935,844089,845453,844771,,DR76_760,1,1573,2417
DR76_RS03940,845559,847205,846382,,DR76_761,1,9789,15173
DR76_RS03945,847208,847465,847336,,,1,787,476
DR76_RS03950,847429,847788,847608,,DR76_762,1,1650,1354
DR76_RS03955,847805,847945,847875,,DR76_763,1,3520,2521
DR76_RS03960,848552,849955,849253,dnaA,DR76_764,0,8028,7241
DR76_RS03965,849960,851060,850510,,DR76_765,0,3859,4467
DR76_RS03970,851060,852133,851596,,DR76_766,0,1125,1344
DR76_RS03975,852162,854576,853369,,DR76_767,0,16900,23995
DR76_RS03985,854807,855214,855010,,DR76_768,0,222,213
DR76_RS03990,855329,856141,855735,,DR76_769,0,2851,3665
DR76_RS03995,856185,856841,856513,,DR76_770,1,210,121
DR76_RS04000,857120,857809,857464,,DR76_771,0,240,337
DR76_RS04005,857806,858684,858245,,DR76_772,0,176,204
DR76_RS04010,858668,859285,858976,,DR76_773,0,48,57
DR76_RS04015,859282,860430,859856,,DR76_774,0,71,104
DR76_RS04020,860550,861842,861196,,DR76_776,0,84,142
DR76_RS04025,861803,862903,862353,,DR76_775,1,57,74
DR76_RS04030,862971,864218,863594,,DR76_777,0,1550,2331
DR76_RS04035,864220,864552,864386,,DR76_778,1,547,735
DR76_RS04040,864858,865271,865064,,DR76_779,0,565,741
DR76_RS04045,865383,865811,865597,,DR76_780,0,181,159
DR76_RS04055,866008,867669,866838,,DR76_781,0,1630,1931
DR76_RS04060,867759,868625,868192,,DR76_782,1,150,129
DR76_RS04065,868792,870507,869649,,DR76_783,0,65,70
DR76_RS04070,870504,871997,871250,,DR76_784,0,146,150
DR76_RS04075,872057,872404,872230,,DR76_785,0,202,283
DR76_RS04080,872394,872756,872575,,DR76_786,0,193,208
DR76_RS04085,872753,873250,873001,,DR76_787,0,1666,1334
DR76_RS04090,873258,874442,873850,,DR76_788,1,1948,1250
DR76_RS04095,874843,874941,874892,,,0,845,650
DR76_RS04100,875047,876735,875891,,DR76_789,0,3054,2436
DR76_RS04105,876739,877029,876884,,DR76_790,0,428,233
DR76_RS04110,877220,878080,877650,,DR76_791,1,79,120
DR76_RS04115,878173,878373,878273,,,0,4,7
DR76_RS04120,878495,879085,878790,,DR76_792,0,305,245
DR76_RS04125,879085,880587,879836,,DR76_793,0,415,301
DR76_RS04130,880597,881916,881256,,DR76_794,0,307,345
DR76_RS04135,882054,883445,882749,,DR76_795,0,2974,893
DR76_RS04140,883492,885258,884375,,DR76_796,1,4661,1102
DR76_RS04145,885433,886767,886100,,DR76_797,0,573,107
DR76_RS04150,886820,887272,887046,,DR76_798,0,762,663
DR76_RS04155,887483,888673,888078,nepI,DR76_799,0,879,693
DR76_RS04160,888714,889076,888895,,DR76_800,1,32,23
DR76_RS04170,889229,890047,889638,,DR76_801,0,1068,1024
DR76_RS04175,890051,890974,890512,,DR76_802,1,1681,1151
DR76_RS04180,891141,891638,891389,,DR76_803,1,18,8
DR76_RS04185,891779,892000,891889,,,1,59,26
DR76_RS04190,892320,892706,892513,,,1,179,76
DR76_RS04195,892972,893181,893076,,,1,16,7
DR76_RS04200,893329,894060,893694,,DR76_804,1,1328,1008
DR76_RS04205,894057,895454,894755,,DR76_805,1,5182,5534
DR76_RS04210,895475,895900,895687,,DR76_806,1,51,31
DR76_RS04215,895931,896266,896098,,DR76_807,1,21,28
DR76_RS04220,896266,896739,896502,,DR76_808,1,23,31
DR76_RS04225,896769,897583,897176,,,1,37,16
DR76_RS04230,897819,898772,898295,,DR76_811,1,213,188
DR76_RS04235,899365,899979,899672,,DR76_812,0,52,53
DR76_RS04240,900097,900315,900206,,DR76_813,0,20,13
DR76_RS04245,900517,901302,900909,,DR76_814,1,50,63
DR76_RS04250,901314,902327,901820,,DR76_815,1,76,77
DR76_RS04255,902367,903083,902725,,DR76_816,1,85,72
DR76_RS04260,903504,904604,904054,,DR76_817,0,3076,2882
DR76_RS04265,904594,905079,904836,,DR76_818,0,984,1119
DR76_RS04270,905082,906908,905995,,DR76_819,0,3308,7431
DR76_RS04275,906947,907144,907045,,DR76_820,0,217,820
DR76_RS04280,907462,908787,908124,,DR76_821,0,9231,16973
DR76_RS04290,908986,910197,909591,,DR76_822,1,850,665
DR76_RS04295,910498,910592,910545,,DR76_823,1,121,84
