Locus_tag,gene_id,GSE98890_1,GSE98890_2,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_locus_tag,gbk_strand
ECDH10B_0332,yaiV,3,27,333061,333684,333372,iprA,ECDH10B_RS01695,0
ECDH10B_0333,ampH,143,402,333685,334842,334263,,ECDH10B_RS01700,1
ECDH10B_0334,sbmA,76,236,335194,336414,335804,sbmA,ECDH10B_RS01710,0
ECDH10B_0335,yaiW,62,272,336427,337521,336974,yaiW,ECDH10B_RS01715,0
ECDH10B_0336,yaiY,10,65,337580,337888,337734,,ECDH10B_RS01720,1
ECDH10B_0337,yaiZ,155,513,338148,338360,338254,,ECDH10B_RS25875,0
ECDH10B_0338,ddl,486,1671,338384,339478,338931,,ECDH10B_RS01730,1
ECDH10B_0339,iraP,34,176,339941,340201,340071,iraP,ECDH10B_RS01740,0
ECDH10B_0340,phoA,43,148,340302,341717,341009,phoA,ECDH10B_RS01745,0
ECDH10B_0341,psiF,17,44,341836,342156,341996,psiF,ECDH10B_RS01750,0
ECDH10B_0342,adrA,13,26,342258,343373,342815,adrA,ECDH10B_RS01755,0
ECDH10B_0343,proC,184,732,343390,344199,343794,proC,ECDH10B_RS01760,1
ECDH10B_0344,yaiI,114,274,344319,344777,344548,,ECDH10B_RS01765,0
ECDH10B_0345,aroL,197,499,344960,345484,345222,aroL,ECDH10B_RS01770,0
ECDH10B_0346,yaiA,39,140,345534,345725,345629,yaiA,ECDH10B_RS01775,0
ECDH10B_0347,aroM,25,98,345983,346660,346321,,ECDH10B_RS01785,0
ECDH10B_0348,yaiE,183,1208,346732,347016,346874,ppnP,ECDH10B_RS01790,0
ECDH10B_0349,ykiA,13,74,347164,347505,347334,,ECDH10B_RS01795,0
ECDH10B_0350,rdgC,431,1148,347663,348574,348118,rdgC,ECDH10B_RS01800,1
ECDH10B_0351,mak,209,681,348699,349607,349153,mak,ECDH10B_RS01805,0
ECDH10B_0352,araJ,38,132,349852,351036,350444,araJ,ECDH10B_RS01810,1
ECDH10B_0353,sbcC,242,754,351162,354308,352735,sbcC,ECDH10B_RS01815,1
ECDH10B_0354,sbcD,114,301,354305,355507,354906,sbcD,ECDH10B_RS01820,1
ECDH10B_0355,phoB,70,304,355697,356386,356041,phoB,ECDH10B_RS01825,0
ECDH10B_0356,phoR,47,150,356444,357739,357091,phoR,ECDH10B_RS01830,0
ECDH10B_0357,brnQ,822,1450,358146,359465,358805,brnQ,ECDH10B_RS01835,0
ECDH10B_0358,proY,369,776,359541,360914,360227,proY,ECDH10B_RS01840,0
ECDH10B_0359,malZ,108,296,361070,362887,361978,malZ,ECDH10B_RS01845,0
ECDH10B_0360,acpH,68,240,362892,363473,363182,acpH,ECDH10B_RS01850,1
ECDH10B_0361,queA,303,600,363566,364636,364101,queA,ECDH10B_RS01855,0
ECDH10B_0362,tgt,2329,5128,364692,365819,365255,tgt,ECDH10B_RS01860,0
ECDH10B_0363,yajC,573,1124,365842,366174,366008,yajC,ECDH10B_RS01865,0
ECDH10B_0364,secD,3265,4581,366202,368049,367125,secD,ECDH10B_RS01870,0
ECDH10B_0365,secF,1067,2162,368060,369031,368545,secF,ECDH10B_RS01875,0
ECDH10B_0366,yajD,121,572,369160,369507,369333,,ECDH10B_RS01880,0
ECDH10B_0367,tsx,1525,7196,369684,370568,370126,,ECDH10B_RS01890,1
ECDH10B_0368,yajI,16,181,370867,371406,371136,,ECDH10B_RS01895,1
ECDH10B_0369,nrdR,159,517,371557,372006,371781,nrdR,ECDH10B_RS01900,0
ECDH10B_0370,ribD,581,1463,372010,373113,372561,ribD,ECDH10B_RS01905,0
ECDH10B_0371,ribH,564,2131,373202,373672,373437,ribE,ECDH10B_RS01910,0
ECDH10B_0372,nusB,628,1918,373692,374111,373901,nusB,ECDH10B_RS01915,0
ECDH10B_0373,thiL,119,426,374189,375166,374677,thiL,ECDH10B_RS01920,0
ECDH10B_0374,pgpA,265,684,375144,375662,375403,pgpA,ECDH10B_RS01925,0
ECDH10B_0375,yajO,360,1612,375716,376690,376203,yajO,ECDH10B_RS01930,1
ECDH10B_0376,dxs,564,1636,376870,378732,377801,dxs,ECDH10B_RS01935,1
ECDH10B_0377,ispA,437,990,378757,379656,379206,ispA,ECDH10B_RS01940,1
ECDH10B_0378,xseB,114,360,379656,379898,379777,xseB,ECDH10B_RS01945,1
ECDH10B_0379,thiI,701,1416,380104,381552,380828,thiI,ECDH10B_RS01950,0
ECDH10B_0380,yajL,93,363,381606,382196,381901,yajL,ECDH10B_RS01955,1
ECDH10B_0381,panE,106,547,382159,383070,382614,panE,ECDH10B_RS01960,1
ECDH10B_0382,yajQ,888,2531,383238,383729,383483,yajQ,ECDH10B_RS01965,0
ECDH10B_0383,yajR,106,230,383857,385221,384539,,ECDH10B_RS01970,1
ECDH10B_0384,cyoE,3334,6519,385370,386260,385815,cyoE,ECDH10B_RS01975,1
ECDH10B_0385,cyoD,219,436,386272,386601,386436,,ECDH10B_RS01980,1
ECDH10B_0386,cyoC,1388,2443,386601,387215,386908,,ECDH10B_RS01985,1
ECDH10B_0387,cyoB,10534,19472,387205,389196,388200,cyoB,ECDH10B_RS01990,1
ECDH10B_0388,cyoA,3726,9400,389218,390165,389691,cyoA,ECDH10B_RS01995,1
ECDH10B_0389,ampG,304,488,390625,392100,391362,ampG,ECDH10B_RS02000,1
ECDH10B_0390,yajG,545,1773,392144,392722,392433,,ECDH10B_RS02005,1
ECDH10B_0391,bolA,193,1100,393027,393344,393185,bolA,ECDH10B_RS02010,0
ECDH10B_0392,tig,8891,24862,393688,394986,394337,tig,ECDH10B_RS02020,0
ECDH10B_0393,clpP,996,5677,395232,395855,395543,clpP,ECDH10B_RS02025,0
ECDH10B_0394,clpX,2365,9317,395981,397255,396618,clpX,ECDH10B_RS02030,0
ECDH10B_0395,lon,2248,11226,397443,399797,398620,lon,ECDH10B_RS02035,0
ECDH10B_0396,hupB,1726,7411,400006,400278,400142,hupB,ECDH10B_RS02040,0
ECDH10B_0397,ppiD,2173,5999,400470,402341,401405,ppiD,ECDH10B_RS02045,0
ECDH10B_0398,ybaV,28,59,402492,402863,402677,,ECDH10B_RS02050,0
ECDH10B_0399,ybaW,13,36,402957,403355,403156,,ECDH10B_RS02055,0
ECDH10B_0400,queC,104,366,403407,404102,403754,queC,ECDH10B_RS02060,1
ECDH10B_0401,ybaE,80,473,404167,405867,405017,,ECDH10B_RS02065,1
ECDH10B_0402,cof,44,239,405967,406785,406376,cof,ECDH10B_RS02070,0
ECDH10B_0403,ybaO,101,324,406938,407396,407167,,ECDH10B_RS02075,0
ECDH10B_0404,mdlA,125,304,407426,409198,408312,,ECDH10B_RS02080,0
ECDH10B_0405,mdlB,83,277,409191,410972,410081,,ECDH10B_RS02085,0
ECDH10B_0406,glnK,0,0,411153,411491,411322,glnK,ECDH10B_RS02090,0
ECDH10B_0407,amtB,24,74,411521,412807,412164,amtB,ECDH10B_RS02095,0
ECDH10B_0408,tesB,164,823,412856,413716,413286,tesB,ECDH10B_RS02100,1
ECDH10B_0409,ybaY,129,442,413934,414506,414220,,ECDH10B_RS02105,0
ECDH10B_0410,ybaZ,56,178,414537,414848,414692,,ECDH10B_RS02110,1
ECDH10B_0411,ffs,1,12,415011,415107,415059,ffs,ECDH10B_RS23295,0
ECDH10B_0412,ybaA,22,66,415227,415580,415403,,ECDH10B_RS02115,0
ECDH10B_0413,ylaB,71,202,415622,417172,416397,pdeB,ECDH10B_RS02120,1
ECDH10B_0414,ylaC,81,284,417336,417806,417571,,ECDH10B_RS02125,1
ECDH10B_0415,maa,77,195,417922,418473,418197,maa,ECDH10B_RS02130,1
ECDH10B_0416,hha,27,265,418645,418863,418754,hha,ECDH10B_RS02135,1
ECDH10B_0417,ybaJ,199,1287,418889,419263,419076,tomB,ECDH10B_RS02140,1
ECDH10B_0418,acrB,2588,6930,419809,422958,421383,,ECDH10B_RS02145,1
ECDH10B_0419,acrA,1065,3587,422981,424174,423577,acrA,ECDH10B_RS02150,1
ECDH10B_0420,acrR,16,80,424316,424963,424639,acrR,ECDH10B_RS02155,0
ECDH10B_0421,kefA,596,1375,425091,428453,426772,mscK,ECDH10B_RS02160,0
ECDH10B_0422,ybaM,21,85,428665,428826,428745,rsmS,ECDH10B_RS02170,1
ECDH10B_0423,priC,84,252,428840,429367,429103,priC,ECDH10B_RS02175,1
ECDH10B_0424,ybaN,76,130,429437,429814,429625,,ECDH10B_RS02180,0
ECDH10B_0425,apt,1038,1562,429967,430518,430242,apt,ECDH10B_RS02185,0
ECDH10B_0426,dnaX,737,1859,430647,432578,431612,dnaX,ECDH10B_RS02190,0
ECDH10B_0427,ybaB,501,1147,432631,432960,432795,,ECDH10B_RS02195,0
ECDH10B_0428,recR,1033,2279,432960,433565,433262,recR,ECDH10B_RS02200,0
ECDH10B_0429,htpG,985,9248,433675,435549,434612,htpG,ECDH10B_RS02205,0
ECDH10B_0430,adk,1325,4900,435730,436374,436052,adk,ECDH10B_RS02210,0
ECDH10B_0431,hemH,214,450,436610,437572,437091,hemH,ECDH10B_RS02215,0
ECDH10B_0432,aes,41,174,437569,438528,438048,aes,ECDH10B_RS02220,1
ECDH10B_0433,gsk,340,727,438680,439984,439332,,ECDH10B_RS02225,0
ECDH10B_0434,ybaL,471,1558,440117,441793,440955,,ECDH10B_RS02230,1
ECDH10B_0435,fsr,44,165,442031,443251,442641,,ECDH10B_RS02235,1
ECDH10B_0436,ushA,345,1326,443469,445121,444295,,ECDH10B_RS02240,0
ECDH10B_0437,ybaK,56,180,445158,445637,445397,ybaK,ECDH10B_RS02245,1
ECDH10B_0439,ybaP,105,353,445841,446635,446238,,ECDH10B_RS02250,1
ECDH10B_0440,ybaQ,225,703,446773,447114,446943,,ECDH10B_RS02255,0
ECDH10B_0441,copA,626,6382,447430,449934,448682,copA,ECDH10B_RS02260,1
ECDH10B_0442,ybaS,9,33,450196,451128,450662,glsA,ECDH10B_RS02265,0
ECDH10B_0443,ybaT,18,70,451131,452423,451777,,ECDH10B_RS02270,0
ECDH10B_0444,cueR,94,426,452548,452955,452751,,ECDH10B_RS02275,0
ECDH10B_0445,ybbJ,49,193,452956,453414,453185,,ECDH10B_RS02280,1
ECDH10B_0446,qmcA,125,919,453411,454328,453869,,ECDH10B_RS02285,1
ECDH10B_0447,ybbL,35,198,454474,455151,454812,fetA,ECDH10B_RS02290,0
ECDH10B_0448,ybbM,27,101,455138,455917,455527,fetB,ECDH10B_RS02295,0
ECDH10B_0449,ybbN,480,3153,455980,456834,456407,cnoX,ECDH10B_RS02300,1
ECDH10B_0450,ybbO,114,350,456895,457704,457299,ybbO,ECDH10B_RS02305,1
ECDH10B_0451,tesA,75,275,457694,458317,458005,tesA,ECDH10B_RS02310,1
ECDH10B_0452,ybbA,103,316,458288,458974,458631,,ECDH10B_RS02315,0
ECDH10B_0453,ybbP,122,468,458971,461385,460178,,ECDH10B_RS02320,0
ECDH10B_0454,rhsD,61,155,461816,466096,463956,,ECDH10B_RS02325,0
ECDH10B_0455,ybbC,4,11,466136,466504,466320,,ECDH10B_RS02330,0
ECDH10B_0456,ylbH,4,8,466507,467214,466860,,ECDH10B_RS02335,0
ECDH10B_0458,ylbG,15,50,468206,468571,468388,,ECDH10B_RS02345,1
ECDH10B_0459,ybbB,69,174,468687,469781,469234,mnmH,ECDH10B_RS02350,1
ECDH10B_0460,allS,2,28,469850,470776,470313,allS,ECDH10B_RS02355,1
ECDH10B_0461,allA,4,17,471006,471488,471247,allA,ECDH10B_RS02360,0
ECDH10B_0462,allR,642,1558,471566,472381,471973,allR,ECDH10B_RS02365,0
ECDH10B_0463,gcl,19,53,472471,474252,473361,gcl,ECDH10B_RS02370,0
ECDH10B_0464,hyi,1,5,474265,475041,474653,hyi,ECDH10B_RS02375,0
ECDH10B_0465,glxR,0,15,475141,476019,475580,glxR,ECDH10B_RS02380,0
ECDH10B_0467,ybbW,1,3,476188,477642,476915,,ECDH10B_RS02385,0
ECDH10B_0468,allB,9,29,477702,479063,478382,allB,ECDH10B_RS02390,0
ECDH10B_0469,ybbY,4,19,479120,480421,479770,,ECDH10B_RS02395,0
ECDH10B_0470,glxK,9,45,480443,481588,481015,glxK,ECDH10B_RS02400,0
ECDH10B_0471,ylbA,20,91,481816,482601,482208,allE,ECDH10B_RS02405,1
ECDH10B_0472,allC,7,29,482612,483847,483229,allC,ECDH10B_RS02410,1
ECDH10B_0473,allD,7,25,483869,484918,484393,allD,ECDH10B_RS02415,1
ECDH10B_0474,fdrA,0,11,485235,486902,486068,,ECDH10B_RS02420,0
ECDH10B_0475,ylbE,4,15,486912,488171,487541,,ECDH10B_RS02425,0
ECDH10B_0476,ylbF,2,11,488182,488997,488589,,ECDH10B_RS02430,0
ECDH10B_0477,ybcF,4,14,488994,489887,489440,,ECDH10B_RS02435,0
ECDH10B_0478,purK,201,252,490082,491149,490615,purK,ECDH10B_RS02440,1
ECDH10B_0479,purE,39,75,491146,491655,491400,purE,ECDH10B_RS02445,1
ECDH10B_0480,lpxH,116,254,491773,492495,492134,lpxH,ECDH10B_RS02450,1
ECDH10B_0481,ppiB,958,2621,492498,492992,492745,ppiB,ECDH10B_RS02455,1
ECDH10B_0482,cysS,688,1772,493166,494551,493858,cysS,ECDH10B_RS02460,0
ECDH10B_0483,ybcI,6,22,494587,495108,494847,,ECDH10B_RS02465,1
ECDH10B_0484,ybcJ,16,50,495216,495428,495322,ybcJ,ECDH10B_RS02470,1
ECDH10B_0485,folD,652,2258,495430,496296,495863,folD,ECDH10B_RS02475,1
ECDH10B_0486,sfmA,6,12,496767,497309,497038,fimA,ECDH10B_RS02480,0
ECDH10B_0487,sfmC,0,1,497529,498221,497875,fimC,ECDH10B_RS02485,0
ECDH10B_0488,sfmD,11,19,498252,500855,499553,,ECDH10B_RS02490,0
ECDH10B_0489,sfmH,0,2,500834,501874,501354,fimH,ECDH10B_RS02495,0
ECDH10B_0490,sfmF,1,3,501885,502400,502142,sfmF,ECDH10B_RS02500,0
ECDH10B_0491,fimZ,4,10,502403,503035,502719,,ECDH10B_RS02505,1
ECDH10B_0492,argU,28,74,503278,503354,503316,,ECDH10B_RS02510,0
ECDH10B_0493,intD,123,443,503370,504533,503951,,ECDH10B_RS02515,1
ECDH10B_0494,ybcC,1,9,504653,504916,504784,,ECDH10B_RS02520,1
ECDH10B_0495,ybcD,8,4,504931,505242,505086,,ECDH10B_RS02525,0
ECDH10B_0496,insE-3,0,0,505397,505696,505546,,ECDH10B_RS26200,0
ECDH10B_0497,insF-3,0,0,505693,506559,506126,,ECDH10B_RS02540,0
ECDH10B_0498,renD,3,1,506590,506802,506696,,ECDH10B_RS02545,0
ECDH10B_0499,emrE,65,147,506870,507202,507036,emrE,ECDH10B_RS02550,0
ECDH10B_0500,ybcK,10,17,507457,508983,508220,,ECDH10B_RS02560,0
ECDH10B_0501,ybcL,8,29,509448,509999,509723,ybcL,ECDH10B_RS02565,0
ECDH10B_0502,ybcM,43,82,510009,510806,510407,,ECDH10B_RS02570,0
ECDH10B_0503,ybcN,1,3,511021,511476,511248,ybcN,ECDH10B_RS02575,0
ECDH10B_0504,ninE,0,0,511476,511646,511561,,ECDH10B_RS02580,0
ECDH10B_0505,ybcO,0,0,511639,511929,511784,,ECDH10B_RS02585,0
ECDH10B_0506,rusA,1,1,511926,512288,512107,rusA,ECDH10B_RS02590,0
ECDH10B_0507,ylcG,0,0,512285,512425,512355,,ECDH10B_RS02595,0
ECDH10B_0508,ybcQ,2,8,512511,512894,512702,quuD,ECDH10B_RS02600,0
ECDH10B_0509,nmpC,12,46,514313,515380,514846,,ECDH10B_RS02615,1
ECDH10B_0510,insH-2,0,0,513292,514308,513800,,ECDH10B_RS02610,1
ECDH10B_0511,essD,0,0,515953,516168,516060,essD,ECDH10B_RS02620,0
ECDH10B_0512,ybcS,0,0,516168,516665,516416,,ECDH10B_RS02625,0
ECDH10B_0514,rzoD,0,0,516882,517064,516973,rzoD,ECDH10B_RS25890,0
ECDH10B_0515,borD,0,0,517155,517448,517301,bor,ECDH10B_RS02635,1
ECDH10B_0516,ybcV,0,0,517739,518149,517944,,ECDH10B_RS02645,1
ECDH10B_0517,ybcW,0,0,518435,518641,518538,,ECDH10B_RS02650,0
ECDH10B_0518,nohB,0,0,519389,519934,519661,,ECDH10B_RS02665,0
ECDH10B_0520,ybcY,0,0,520707,521333,521020,,ECDH10B_RS02675,1
ECDH10B_0521,tfaX,0,0,521430,521690,521560,,ECDH10B_RS02680,0
ECDH10B_0522,appY,0,0,522236,522985,522610,,ECDH10B_RS02685,0
ECDH10B_0523,ompT,0,0,523235,524188,523711,ompT,ECDH10B_RS02690,1
ECDH10B_0524,envY,0,0,524702,525463,525082,,ECDH10B_RS02700,1
ECDH10B_0525,ybcH,0,0,525646,526536,526091,,ECDH10B_RS02705,1
ECDH10B_0526,nfrA,0,0,526537,529509,528023,nfrA,ECDH10B_RS02710,1
ECDH10B_0527,nfrB,0,0,529496,531733,530614,nrfB,ECDH10B_RS02715,1
ECDH10B_0528,cusS,0,0,531883,533325,532604,cusS,ECDH10B_RS02720,1
ECDH10B_0529,cusR,0,0,533315,533998,533656,cusR,ECDH10B_RS02725,1
ECDH10B_0530,cusC,0,0,534155,535528,534841,cusC,ECDH10B_RS02730,0
ECDH10B_0531,cusF,0,0,535686,536018,535852,cusF,ECDH10B_RS02735,0
ECDH10B_0532,cusB,0,0,536034,537257,536645,cusB,ECDH10B_RS02740,0
ECDH10B_0533,cusA,0,0,537269,540412,538840,cusA,ECDH10B_RS02745,0
ECDH10B_0534,pheP,0,0,540514,541890,541202,pheP,ECDH10B_RS02750,0
ECDH10B_0535,ybdG,0,0,541971,543218,542594,,ECDH10B_RS02755,1
ECDH10B_0536,nfnB,0,0,543326,543979,543652,nfsB,ECDH10B_RS02760,1
ECDH10B_0537,ybdF,0,0,544073,544441,544257,,ECDH10B_RS02765,1
ECDH10B_0538,ybdJ,0,0,544506,544754,544630,,ECDH10B_RS02770,1
ECDH10B_0539,ybdK,0,0,544820,545938,545379,,ECDH10B_RS02775,1
ECDH10B_0540,hokE,0,0,546391,546543,546467,,ECDH10B_RS02785,0
ECDH10B_0541,insL-2,0,0,546620,547732,547176,,ECDH10B_RS02790,0
ECDH10B_0542,entD,0,0,548014,548634,548324,entD,ECDH10B_RS02795,1
ECDH10B_0543,fepA,0,0,548809,551049,549929,fepA,ECDH10B_RS02800,1
ECDH10B_0544,fes,0,0,551292,552494,551893,fes,ECDH10B_RS02805,0
ECDH10B_0545,ybdZ,0,0,552497,552715,552606,,ECDH10B_RS02810,0
ECDH10B_0546,entF,0,0,552712,556593,554652,entF,ECDH10B_RS02815,0
ECDH10B_0547,fepE,0,0,556809,557942,557375,fepE,ECDH10B_RS02820,0
ECDH10B_0548,fepC,0,0,557939,558754,558346,fepC,ECDH10B_RS02825,1
ECDH10B_0549,fepG,0,0,558751,559743,559247,fepG,ECDH10B_RS02830,1
ECDH10B_0550,fepD,0,0,559740,560744,560242,fepD,ECDH10B_RS02835,1
ECDH10B_0551,entS,0,0,560855,562105,561480,entS,ECDH10B_RS02840,0
ECDH10B_0552,fepB,0,0,562109,563065,562587,fepB,ECDH10B_RS02845,1
ECDH10B_0553,entC,0,0,563440,564615,564027,entC,ECDH10B_RS02850,0
ECDH10B_0554,entE,0,0,564625,566235,565430,entE,ECDH10B_RS02855,0
ECDH10B_0555,entB,0,0,566249,567106,566677,entB,ECDH10B_RS02860,0
ECDH10B_0556,entA,0,0,567106,567852,567479,dhbA,ECDH10B_RS02865,0
ECDH10B_0557,ybdB,0,0,567855,568268,568061,entH,ECDH10B_RS02870,0
ECDH10B_0558,cstA,0,0,568449,570554,569501,cstA,ECDH10B_RS02875,0
ECDH10B_0559,ybdD,0,0,570737,570934,570835,,ECDH10B_RS02880,0
ECDH10B_0560,ybdH,0,0,570944,572032,571488,hcxA,ECDH10B_RS02885,1
ECDH10B_0561,ybdL,0,0,572141,573301,572721,ybdL,ECDH10B_RS02890,0
ECDH10B_0562,ybdM,0,0,573302,573931,573616,,ECDH10B_RS02895,1
ECDH10B_0563,ybdN,0,0,573904,575124,574514,,ECDH10B_RS02900,1
ECDH10B_0564,ybdO,0,0,575271,576173,575722,,ECDH10B_RS02905,1
ECDH10B_0565,dsbG,0,0,576382,577128,576755,dsbG,ECDH10B_RS02910,1
ECDH10B_0566,ahpC,0,0,577500,578063,577781,ahpC,ECDH10B_RS02915,0
ECDH10B_0567,ahpF,0,0,578308,579873,579090,ahpF,ECDH10B_RS02920,0
ECDH10B_0568,uspG,0,0,579994,580422,580208,uspG,ECDH10B_RS02925,1
ECDH10B_0569,ybdR,0,0,580643,581881,581262,,ECDH10B_RS02930,0
ECDH10B_0570,rnk,0,0,582112,582522,582317,rnk,ECDH10B_RS02940,1
ECDH10B_0571,rna,0,0,582752,583558,583155,rna,ECDH10B_RS02945,1
ECDH10B_0572,citT,0,0,583672,585135,584403,citT,ECDH10B_RS02950,1
ECDH10B_0573,citG,0,0,585186,586064,585625,citG,ECDH10B_RS02955,1
ECDH10B_0574,citX,0,0,586039,586590,586314,citX,ECDH10B_RS02960,1
ECDH10B_0575,citF,0,0,586594,588126,587360,citF,ECDH10B_RS02965,1
ECDH10B_0576,citE,0,0,588137,589045,588591,citE,ECDH10B_RS02970,1
ECDH10B_0577,citD,0,0,589042,589338,589190,citD,ECDH10B_RS02975,1
ECDH10B_0578,citC,0,0,589353,590411,589882,citC,ECDH10B_RS02980,1
ECDH10B_0579,citA,0,0,590790,592448,591619,dpiB,ECDH10B_RS02985,0
ECDH10B_0580,dpiA,0,0,592417,593097,592757,dpiA,ECDH10B_RS02990,0
ECDH10B_0581,dcuC,0,0,593138,594523,593830,dcuC,ECDH10B_RS02995,1
ECDH10B_0582,pagP,0,0,595112,595672,595392,,ECDH10B_RS03000,0
ECDH10B_0583,cspE,0,0,595847,596056,595951,cspE,ECDH10B_RS03005,0
ECDH10B_0584,crcB,0,0,596110,596493,596301,crcB,ECDH10B_RS03010,1
ECDH10B_0586,ybeM,0,0,596586,597373,596979,,ECDH10B_RS03015,0
ECDH10B_0588,tatE,0,0,597502,597705,597603,tatE,ECDH10B_RS03020,0
ECDH10B_0589,lipA,0,0,597806,598771,598288,lipA,ECDH10B_RS03025,1
ECDH10B_0590,ybeF,0,0,598980,599933,599456,,ECDH10B_RS03030,1
ECDH10B_0591,lipB,0,0,600192,600833,600512,lipB,ECDH10B_RS03040,1
ECDH10B_0592,ybeD,0,0,600934,601197,601065,,ECDH10B_RS03045,1
ECDH10B_0593,dacA,0,0,601307,602518,601912,dacA,ECDH10B_RS03050,1
ECDH10B_0594,rlpA,0,0,602657,603745,603201,rlpA,ECDH10B_RS03055,1
ECDH10B_0595,mrdB,0,0,603756,604868,604312,mrdB,ECDH10B_RS03060,1
ECDH10B_0596,mrdA,0,0,604871,606772,605821,mrdA,ECDH10B_RS03065,1
ECDH10B_0597,ybeA,0,0,606803,607270,607036,rlmH,ECDH10B_RS03070,1
ECDH10B_0598,ybeB,0,0,607274,607591,607432,rsfS,ECDH10B_RS03075,1
ECDH10B_0599,cobC,0,0,607851,608462,608156,,ECDH10B_RS03080,1
ECDH10B_0600,nadD,0,0,608486,609127,608806,nadD,ECDH10B_RS03085,1
ECDH10B_0601,holA,0,0,609129,610160,609644,holA,ECDH10B_RS03090,1
ECDH10B_0602,rlpB,0,0,610160,610741,610450,lptE,ECDH10B_RS03095,1
ECDH10B_0603,leuS,0,0,610756,613338,612047,leuS,ECDH10B_RS03100,1
ECDH10B_0604,ybeL,0,0,613573,614055,613814,,ECDH10B_RS03105,0
ECDH10B_0605,ybeQ,0,0,614125,615102,614613,,ECDH10B_RS03110,1
ECDH10B_0606,ybeR,0,0,615266,615973,615619,,ECDH10B_RS03115,0
ECDH10B_0607,djlB,0,0,615970,617397,616683,,ECDH10B_RS03120,0
ECDH10B_0608,ybeT,0,0,617407,617961,617684,,ECDH10B_RS03125,1
ECDH10B_0609,ybeU,0,0,618063,618770,618416,,ECDH10B_RS03130,0
ECDH10B_0610,djlC,0,0,618767,620218,619492,djlC,ECDH10B_RS03135,0
ECDH10B_0611,hscC,0,0,620278,621948,621113,,ECDH10B_RS03140,1
ECDH10B_0612,rihA,0,0,622032,622967,622499,rihA,ECDH10B_RS03145,1
ECDH10B_0613,gltL,0,0,623085,623810,623447,gltL,ECDH10B_RS03150,1
ECDH10B_0614,gltK,0,0,623810,624484,624147,gltK,ECDH10B_RS03155,1
ECDH10B_0615,gltJ,0,0,624484,625224,624854,gltJ,ECDH10B_RS03160,1
ECDH10B_0616,gltI,0,0,625394,626302,625848,gltI,ECDH10B_RS03165,1
ECDH10B_0617,insH-3,0,0,626552,627568,627060,,ECDH10B_RS03170,1
ECDH10B_0618,nmpC,0,0,627573,628640,628106,,ECDH10B_RS03175,1
ECDH10B_0619,essD,0,0,629213,629428,629320,essD,ECDH10B_RS03180,0
ECDH10B_0620,ybcS,0,0,629428,629925,629676,,ECDH10B_RS03185,0
ECDH10B_0622,rzoD,0,0,630142,630324,630233,rzoD,ECDH10B_RS25895,0
ECDH10B_0623,borD,0,0,630415,630708,630561,bor,ECDH10B_RS03195,1
ECDH10B_0624,ybcV,0,0,630999,631409,631204,,ECDH10B_RS03200,1
ECDH10B_0625,ybcW,0,0,631695,631901,631798,,ECDH10B_RS03205,0
ECDH10B_0626,nohB,0,0,632649,633194,632921,,ECDH10B_RS03210,0
ECDH10B_0628,ybcY,0,0,633967,634593,634280,,ECDH10B_RS03220,1
ECDH10B_0629,tfaX,0,0,634690,634950,634820,,ECDH10B_RS03225,0
ECDH10B_0630,appY,0,0,635496,636245,635870,,ECDH10B_RS03230,0
ECDH10B_0631,ompT,0,0,636495,637448,636971,ompT,ECDH10B_RS03235,1
ECDH10B_0632,envY,0,0,637962,638723,638342,,ECDH10B_RS03240,1
ECDH10B_0633,ybcH,0,0,638906,639796,639351,,ECDH10B_RS03245,1
ECDH10B_0634,nfrA,0,0,639797,642769,641283,nfrA,ECDH10B_RS03250,1
ECDH10B_0635,nfrB,0,0,642756,644993,643874,nrfB,ECDH10B_RS03255,1
ECDH10B_0636,cusS,0,0,645143,646585,645864,cusS,ECDH10B_RS03260,1
ECDH10B_0637,cusR,0,0,646575,647258,646916,cusR,ECDH10B_RS03265,1
ECDH10B_0638,cusC,0,0,647415,648788,648101,cusC,ECDH10B_RS03270,0
ECDH10B_0639,cusF,0,0,648946,649278,649112,cusF,ECDH10B_RS03275,0
ECDH10B_0640,cusB,0,0,649294,650517,649905,cusB,ECDH10B_RS03280,0
ECDH10B_0641,cusA,0,0,650529,653672,652100,cusA,ECDH10B_RS03285,0
ECDH10B_0642,pheP,0,0,653774,655150,654462,pheP,ECDH10B_RS03290,0
ECDH10B_0643,ybdG,0,0,655231,656478,655854,,ECDH10B_RS03295,1
ECDH10B_0644,nfnB,0,0,656586,657239,656912,nfsB,ECDH10B_RS03300,1
ECDH10B_0645,ybdF,0,0,657333,657701,657517,,ECDH10B_RS03305,1
ECDH10B_0646,ybdJ,0,0,657766,658014,657890,,ECDH10B_RS03310,1
ECDH10B_0647,ybdK,0,0,658080,659198,658639,,ECDH10B_RS03315,1
ECDH10B_0648,hokE,0,0,659651,659803,659727,,ECDH10B_RS03320,0
ECDH10B_0649,insL-2,0,0,659880,660992,660436,,ECDH10B_RS03325,0
ECDH10B_0650,entD,0,0,661274,661894,661584,entD,ECDH10B_RS03330,1
ECDH10B_0651,fepA,0,0,662069,664309,663189,fepA,ECDH10B_RS03335,1
ECDH10B_0652,fes,0,0,664552,665754,665153,fes,ECDH10B_RS03340,0
ECDH10B_0653,ybdZ,0,0,665757,665975,665866,,ECDH10B_RS03345,0
