"","locus_tag","gene","lengthnt","start","end","strand","product","Nakamura","Lawrence","hns","conservation"
"449","b0365","tauA","1020","384399","385418","+","taurine transport","","","1","15"
"450","","","","","","","system periplasmic","","","",""
"451","b0366","tauB","768","385431","386198","+","taurine ATP-binding","","","","14"
"452","","","","","","","component of a","","","",""
"453","","","","","","","transport system","","","",""
"454","b0367","tauC","828","386195","387022","+","taurine transport","","","","15"
"455","","","","","","","system permease","","","",""
"456","b0368","tauD","852","387019","387870","+","taurine dioxygenase, 2-","","","","15"
"457","","","","","","","oxoglutarate-dependent","","","",""
"458","b0369","hemB","1008","387977","388984","-","5-aminolevulinate","","","1","21"
"459","","","","","","","dehydratase =","","","",""
"460","","","","","","","porphobilinogen","","","",""
"461","b0370","-","270","389121","389390","-","orf, hypothetical protein","1","1","1","4"
"462","b0371","yaiT","1461","389475","390935","+","orf, hypothetical protein","1","1","1","12"
"463","b0372","tra5_1","867","390963","391829","-","transposase insF for","1","1","","15"
"464","","","","","","","insertion sequence IS3","","","",""
"465","b0373","-","309","391826","392134","-","transposase insE for","","1","","9"
"466","","","","","","","insertion sequence IS3","","","",""
"467","b0374","yaiU","1404","392239","393642","+","putative flagellin","","","","19"
"468","","","","","","","structural protein","","","",""
"469","b0375","yaiV","669","393685","394353","+","orf, hypothetical protein","1","1","1","14"
"470","b0376","ampH","1158","394354","395511","-","beta-lactamase/D-ala","","","","20"
"471","","","","","","","carboxypeptidase ,","","","",""
"472","","","","","","","penicilling binding","","","",""
"473","b0377","sbmA","1221","395863","397083","+","sensitivity to microcin","","","","15"
"474","","","","","","","B17, possibly envelop","","","",""
"475","","","","","","","protein","","","",""
"476","b0378","yaiW","1095","397096","398190","+","orf, hypothetical protein","","","","16"
"477","b0379","yaiY","309","398249","398557","-","orf, hypothetical protein","","","","15"
"478","b0380","yaiZ","345","398685","399029","+","orf, hypothetical protein","1","","","15"
"479","b0381","ddlA","1095","399053","400147","-","D-alanine-D-alanine","","","","14"
"480","","","","","","","ligase A","","","",""
"481","b0382","yaiB","261","400610","400870","+","orf, hypothetical protein","","","1","16"
"482","b0383","phoA","1416","400971","402386","+","alkaline phosphatase","","","1","15"
"483","b0384","psiF","339","402487","402825","+","induced by phosphate","1","","","19"
"484","","","","","","","starvation","","","",""
"485","b0385","yaiC","1116","402927","404042","+","orf, hypothetical protein","1","","","16"
"486","b0386","proC","810","404059","404868","-","pyrroline-5-carboxylate","","","","21"
"487","","","","","","","reductase","","","",""
"488","b0387","yaiI","579","404868","405446","+","orf, hypothetical protein","1","","","20"
"489","b0388","aroL","525","405629","406153","+","shikimate kinase II","","","","21"
"490","b0389","yaiA","192","406203","406394","+","orf, hypothetical protein","1","1","","15"
"491","b0390","aroM","678","406652","407329","+","protein of aro operon,","","","1","14"
"492","","","","","","","regulated by aroR","","","",""
"493","b0391","yaiE","285","407401","407685","+","orf, hypothetical protein","","","1","20"
"494","b0392","ykiA","282","407893","408174","+","orf, hypothetical protein","","1","1","9"
"495","b0393","yaiD","912","408332","409243","-","orf, hypothetical protein","","","","21"
"496","b0394","yajF","1047","409230","410276","+","possible NAGC-like","","","","19"
"497","","","","","","","transcriptional regulator","","","",""
"498","b0396","araJ","1185","410521","411705","-","involved in either","","","","12"
"499","b0429","cyoD","330","446941","447270","-","cytochrome o ubiquinol","","","","19"
"500","","","","","","","oxidase subunit IV","","","",""
"501","b0430","cyoC","615","447270","447884","-","cytochrome o ubiquinol","","","","20"
"502","","","","","","","oxidase subunit III","","","",""
"503","b0431","cyoB","1992","447874","449865","-","cytochrome o ubiquinol","","","","18"
"504","","","","","","","oxidase subunit I","","","",""
"505","b0432","cyoA","948","449887","450834","-","cytochrome o ubiquinol","","","1","18"
"506","","","","","","","oxidase subunit II","","","",""
"507","b0433","ampG","1476","451294","452769","-","regulates beta-","","","","21"
"508","","","","","","","lactamase synthesis","","","",""
"509","b0434","yajG","681","452813","453493","-","putative","1","","","21"
"510","","","","","","","polymerase/proteinase","","","",""
"511","b0435","bolA","351","453663","454013","+","possible regulator of","1","","","21"
"512","","","","","","","murein genes","","","",""
"513","b0436","tig","1299","454357","455655","+","trigger factor; a","","","","21"
"514","","","","","","","molecular chaperone","","","",""
"515","","","","","","","involved in cell division","","","",""
"516","b0437","clpP","624","455901","456524","+","ATP-dependent","","","","21"
"517","","","","","","","proteolytic subunit of","","","",""
"518","","","","","","","clpA-clpP serine","","","",""
"519","","","","","","","protease, heat shock","","","",""
"520","b0438","clpX","1275","456650","457924","+","ATP-dependent","","","","21"
"521","","","","","","","specificity component of","","","",""
"522","","","","","","","clpP serine protease,","","","",""
"523","b0439","lon","2355","458112","460466","+","DNA-binding, ATP-","","","","21"
"524","","","","","","","dependent protease La;","","","",""
"525","","","","","","","heat shock K-protein","","","",""
"526","b0440","hupB","273","460675","460947","+","DNA-binding protein","","","","21"
"527","","","","","","","HU-beta, NS1 (HU-1)","","","",""
"528","b0441","ppiD","1872","461139","463010","+","peptidyl-prolyl cis-trans","","","","21"
"529","","","","","","","isomerase D","","","",""
"530","b0442","ybaV","372","463161","463532","+","orf, hypothetical protein","","","","21"
"531","b0443","ybaW","399","463626","464024","+","orf, hypothetical protein","","","","21"
"532","b0444","ybaX","696","464076","464771","-","orf, hypothetical protein","","","","21"
"533","b0445","ybaE","1701","464836","466536","-","orf, hypothetical protein","","","","18"
"534","b0446","cof","831","466624","467454","+","orf, hypothetical protein","","","","19"
"535","b0447","ybaO","546","467520","468065","+","putative LRP-like","","","","21"
"536","","","","","","","transcriptional regulator","","","",""
"537","b0448","mdlA","1773","468095","469867","+","ATP-binding","","","","21"
"538","","","","","","","component of a","","","",""
"539","b0449","mdlB","1782","469860","471641","+","putative ATP-binding","","","","21"
"540","","","","","","","component of a","","","",""
"541","","","","","","","transport system","","","",""
"542","b0450","glnK","339","471822","472160","+","nitrogen regulatory","","","","21"
"543","","","","","","","protein P-II 2","","","",""
"544","b0451","amtB","1287","472190","473476","+","probable ammonium","","","","21"
"545","","","","","","","transporter","","","",""
"546","b0452","tesB","861","473525","474385","-","acyl-CoA thioesterase II","","","","21"
"547","b0453","ybaY","573","474603","475175","+","glycoprotein/polysaccha","","","","20"
"548","","","","","","","ride metabolism","","","",""
"549","b0454","ybaZ","390","475206","475595","-","orf, hypothetical protein","1","","","20"
"550","b0456","ybaA","354","475896","476249","+","orf, hypothetical protein","","","","10"
"551","b0457","ylaB","1557","476291","477847","-","orf, hypothetical protein","","","","16"
"552","b0458","ylaC","510","478005","478514","-","orf, hypothetical protein","","","","20"
"553","b0459","maa","552","478591","479142","-","maltose O-","","","1","14"
"554","","","","","","","acetyltransferase","","","",""
"555","b0460","hha","219","479314","479532","-","haemolysin expression","","1","1","21"
"556","","","","","","","modulating protein","","","",""
"557","b0461","ybaJ","375","479558","479932","-","orf, hypothetical protein","1","1","1","20"
"558","b0462","acrB","3150","480478","483627","-","acridine efflux pump","","","","21"
"559","b0463","acrA","1194","483650","484843","-","acridine efflux pump","","","","21"
"560","b0464","acrR","648","484985","485632","+","acrAB operon repressor","1","","","20"
"561","b0465","kefA","3363","485760","489122","+","component of the MscS","","","","19"
"562","","","","","","","mechanosensitive","","","",""
"563","","","","","","","channel","","","",""
"564","b0466","ybaM","162","489334","489495","-","orf, hypothetical protein","","","","21"
"565","b0467","priC","528","489509","490036","-","primosomal replication","","","","19"
"566","","","","","","","protein N''","","","",""
"567","b0468","ybaN","378","490106","490483","+","putative gene 58","","","","19"
"568","b0469","apt","552","490636","491187","+","adenine","","","","21"
"569","b0470","dnaX","1932","491316","493247","+","DNA polymerase III, tau","","","","21"
"570","","","","","","","and gamma subunits;","","","",""
"571","","","","","","","DNA elongation factor","","","",""
"572","b0471","ybaB","330","493300","493629","+","orf, hypothetical protein","","","","21"
"573","b0472","recR","606","493629","494234","+","recombination and","","","","21"
"574","b0473","htpG","1875","494344","496218","+","chaperone Hsp90, heat","","","","21"
"575","","","","","","","shock protein C 62.5","","","",""
"576","b0474","adk","645","496399","497043","+","adenylate kinase","","","","21"
"577","","","","","","","activity; pleiotropic","","","",""
"578","","","","","","","effects on glycerol-3-","","","",""
"579","","","","","","","phosphate","","","",""
"580","b0475","hemH","963","497279","498241","+","ferrochelatase: final","","","","21"
"581","","","","","","","enzyme of heme","","","",""
"582","","","","","","","biosynthesis","","","",""
"583","b0476","aes","960","498238","499197","-","acetyl esterase","1","","","20"
"584","b0477","gsk","1305","499349","500653","+","inosine-guanosine","","","","20"
"585","b0478","ybaL","1677","500786","502462","-","putative transport","","","","21"
"586","b0479","fsr","1221","502700","503920","-","fosmidomycin","","","","19"
"587","","","","","","","resistance protein","","","",""
"588","b0480","ushA","1653","504138","505790","+","UDP-sugar hydrolase","","","","15"
"589","","","","","","","(5'-nucleotidase)","","","",""
"590","b0481","ybaK","480","505827","506306","-","orf, hypothetical protein","","","","21"
"591","b0482","ybaP","795","506510","507304","-","putative ligase","","","","21"
"592","b0483","ybaQ","396","507388","507783","+","orf, hypothetical protein","","","","11"
"593","b0484","copA","2505","508099","510603","-","Cu(I)-translocating P-","","","","21"
"594","","","","","","","type ATPase","","","",""
"595","b0485","ybaS","933","510865","511797","+","putative glutaminase","","","","13"
"596","b0486","ybaT","1293","511800","513092","+","putative amino","","","","11"
"597","","","","","","","acid/amine transport","","","",""
"598","b0487","cueR","408","513217","513624","+","copper responsive","","1","","21"
"599","","","","","","","transcription regulator","","","",""
"600","b0488","ybbJ","456","513625","514080","-","orf, hypothetical protein","","","","21"
"601","b0489","ybbK","918","514080","514997","-","putative protease","","","","20"
"602","b0490","ybbL","678","515143","515820","+","putative ATP-binding","","","1","15"
"603","","","","","","","component of a","","","",""
"604","","","","","","","transport system","","","",""
"605","b0491","ybbM","807","515780","516586","+","putative metal","","","1","14"
"606","","","","","","","resistance protein","","","",""
"607","b0492","ybbN","891","516649","517539","-","putative thioredoxin-like","","","","20"
"608","","","","","","","protein","","","",""
"609","b0493","ybbO","810","517564","518373","-","putative oxidoreductase","","","","21"
"610","b0494","tesA","627","518363","518989","-","acyl-CoA thioesterase I;","","","","19"
"611","","","","","","","also functions as","","","",""
"612","","","","","","","protease I","","","",""
"613","b0495","ybbA","687","518957","519643","+","putative ATP-binding","","","","21"
"614","","","","","","","component of a","","","",""
"615","","","","","","","transport system","","","",""
