ID,K-12 gene namea,dN (average),dS (average),HTGb,H-NS bindingc,H-NS binding (excluded genes in which H-NS-bound regions were restricted at the 3' end and length is less than 10% of total gene length)d,Genes included in transcriptional units H-NS bounde,Transcription unit namef
1411,yhhA,0.004228118,0.087843552,x,FALSE,FALSE,FALSE, 
1412,ugpQ,0.009172833,0.117818499,x,FALSE,FALSE,FALSE, 
1413,ugpC,0.008550211,0.150359197,l,FALSE,FALSE,FALSE, 
1414,ugpE,0.002584144,0.127964799,L,FALSE,FALSE,FALSE, 
1415,ugpB,0.001901691,0.127829704,l,FALSE,FALSE,FALSE, 
1416,livF,0.000823467,0.153260359,x,FALSE,FALSE,TRUE,livKHMGF
1417,livG,0.000687421,0.134124419,x,FALSE,FALSE,TRUE,livKHMGF
1418,livM,0.003354757,0.147893869,x,FALSE,FALSE,TRUE,livKHMGF
1419,livH,0.001531078,0.138497992,x,FALSE,FALSE,TRUE,livKHMGF
1420,livK,0.00327019,0.098856131,x,TRUE,TRUE,TRUE,livKHMGF
1421,yhhK,0.008844926,0.114083192,x,FALSE,FALSE,TRUE,yhhK
1422,rpoH,0.00055222,0.072270402,x,FALSE,FALSE,FALSE, 
1423,ftsE,0.000572939,0.053295455,x,FALSE,FALSE,FALSE, 
1424,ftsY,0.005992283,0.063964376,x,FALSE,FALSE,FALSE, 
1425,yhhF,0.002123996,0.036625793,x,FALSE,FALSE,FALSE, 
1426,yhhM,0.00545592,0.052364059,N,FALSE,FALSE,FALSE, 
1427,yhhN,0.000848837,0.069735941,n,FALSE,FALSE,FALSE, 
1428,zntA,0.005097569,0.124531818,x,FALSE,FALSE,FALSE, 
1429,yhhQ,0.001968288,0.125844292,x,FALSE,FALSE,FALSE, 
1430,dcrB,0.001387526,0.035773573,x,FALSE,FALSE,FALSE, 
1431,yhhS,0.004531712,0.066904651,x,FALSE,FALSE,FALSE, 
1432,yhhT,0.00379852,0.075567548,h,FALSE,FALSE,FALSE, 
1433,acpT,0.003434144,0.048196723,H/l,FALSE,FALSE,FALSE, 
1434,nikA,0.002791121,0.084457611,h/L,FALSE,FALSE,FALSE, 
1435,nikB,0.00217315,0.119366596,H/L,FALSE,FALSE,FALSE, 
1436,nikC,0.002377378,0.123258562,H/L,FALSE,FALSE,FALSE, 
1437,nikD,0.004276744,0.146338584,H/L,FALSE,FALSE,FALSE, 
1438,nikE,0.009150951,0.127812685,H/L,FALSE,FALSE,FALSE, 
1439,nikR,0.00075,0.175339746,H/L/n,FALSE,FALSE,FALSE, 
1440,yhhJ,0.001542495,0.077044926,l/n,FALSE,FALSE,TRUE,yhiJ
1441,yhiN,0.004494503,0.063810465,l/n,TRUE,FALSE,FALSE, 
1442,yhiO,0.000213636,0.016644609,N,FALSE,FALSE,FALSE, 
1443,uspA,0,0.054408562,n,FALSE,FALSE,FALSE, 
1444,yhiP,0.001736469,0.076108562,x,FALSE,FALSE,FALSE, 
1445,yhiQ,0.003439006,0.17474556,x,FALSE,FALSE,FALSE, 
1446,prlC,0.001259302,0.155934461,x,FALSE,FALSE,FALSE, 
1447,yhiR,0.002483404,0.090737104,x,FALSE,FALSE,FALSE, 
1448,gor,0.002217336,0.097000106,x,FALSE,FALSE,FALSE, 
1449,yhiF,0.006102643,0.060450106,H/L/N,TRUE,TRUE,TRUE,slp-dctR
1450,yhiD,0.001638478,0.040957822,H/L/n,TRUE,TRUE,TRUE,yhiD
1451,hdeB,0.001526427,0.042283298,H/L/N,TRUE,TRUE,TRUE,hdeAB-yhiD
1452,hdeA,0.004013214,0.026097146,h/L/n,TRUE,TRUE,TRUE,hdeAB-yhiD
1453,hdeD,0.006226956,0.073901057,H/L,TRUE,TRUE,TRUE,hdeD
1454,gadE,0,0.06302759,H/l,TRUE,TRUE,TRUE,gadE
1455,mdtE,0.001062791,0.038227907,h,TRUE,TRUE,TRUE,gadE-mdtEF
1456,gadW,0.012780127,0.095032347,h/l/n,TRUE,TRUE,TRUE,gadW
1457,treF,0.000892178,0.048813531,n,TRUE,TRUE,TRUE,treF
1458,yhjB,0.002700106,0.04564408,N,TRUE,TRUE,TRUE,yhjB
1459,yhjC,0.011990592,0.043087844,n,TRUE,TRUE,TRUE,yhjC
1460,yhjD,0.001939218,0.051774419,x,FALSE,FALSE,FALSE, 
1461,yhjE,0.003952537,0.105445243,x,FALSE,FALSE,FALSE, 
1462,yhjH,0.004576744,0.038095349,n,FALSE,FALSE,FALSE, 
1463,kdgK,0.002832875,0.040358668,N,FALSE,FALSE,FALSE, 
1464,yhjJ,0.001966279,0.0631963,n,FALSE,FALSE,FALSE, 
1465,dctA,0.000427061,0.021905285,x,FALSE,FALSE,FALSE, 
1466,dppD,0.001907188,0.099307717,x,FALSE,FALSE,FALSE, 
1467,dppC,6.82E-05,0.095616913,x,FALSE,FALSE,FALSE, 
1468,dppB,0.000751163,0.113453805,x,FALSE,FALSE,FALSE, 
1469,eptB,0.002580127,0.126696512,x,FALSE,FALSE,FALSE, 
1470,yhjX,0.006223467,0.179083615,x,FALSE,FALSE,FALSE, 
1471,yiaC,0.012786258,0.065001691,n,FALSE,FALSE,FALSE, 
1472,yiaD,0.001167548,0.04377315,x,FALSE,FALSE,FALSE, 
1473,tiaE,0.001913531,0.04169778,n,FALSE,FALSE,FALSE, 
1474,yiaF,0.000793975,0.041517336,N,FALSE,FALSE,FALSE, 
1475,glyQ,6.36E-05,0.033841226,x,FALSE,FALSE,FALSE, 
1476,xylF,0.003097357,0.066836047,x,TRUE,TRUE,TRUE,xylFGHR
1477,xylH,0.000753488,0.070183827,x,FALSE,FALSE,TRUE,xylFGHR
1478,bax,0.000313636,0.06247537,N,FALSE,FALSE,FALSE, 
1479,malS,0.008584989,0.059990169,n,FALSE,FALSE,FALSE, 
1480,avtA,0.001636047,0.048111522,n,FALSE,FALSE,FALSE, 
1481,yiaI,0.010455497,0.032853171,N,FALSE,FALSE,FALSE, 
1482,yiaY,0.003052326,0.115031818,x,TRUE,TRUE,TRUE,yiaY
1483,selB,0.004149471,0.096374736,x,TRUE,TRUE,TRUE,selB
1484,selA,0.002299683,0.047688266,x,FALSE,FALSE,FALSE, 
1485,yibI,0.011061734,0.070001797,N,FALSE,FALSE,FALSE, 
1486,mtlA,0.002113319,0.067751163,n,FALSE,FALSE,FALSE, 
1487,mtlD,0.003800106,0.132479704,n,FALSE,FALSE,FALSE, 
1488,mtlR,0.001310042,0.055505814,N,FALSE,FALSE,FALSE, 
1489,lldR,0.00482167,0.098775581,x,FALSE,FALSE,FALSE, 
1490,lldD,0.002129915,0.150645772,x,FALSE,FALSE,FALSE, 
1491,yibK,0.004259514,0.070412474,x,FALSE,FALSE,FALSE, 
1492,cysE,0.000284144,0.176478753,x,FALSE,FALSE,FALSE, 
1493,gpsA,0.00024482,0.075201691,x,FALSE,FALSE,FALSE, 
1494,yibN,0.000422727,0.039473362,x,FALSE,FALSE,FALSE, 
1495,gpmI,0.001184778,0.06405814,x,FALSE,FALSE,FALSE, 
1496,envC,0.001127061,0.117552537,x,FALSE,FALSE,FALSE, 
1497,yibQ,0.005268499,0.076242495,n,TRUE,TRUE,TRUE,gpmM-envC-yibQ
1498,tdh,0.001458774,0.117721142,n,TRUE,TRUE,TRUE,kbl-tdh
1499,kbl,0.002222093,0.095402537,l/n,FALSE,FALSE,TRUE,htrL
1500,rfaD,0.001537632,0.114396723,L/n,TRUE,TRUE,TRUE,rfaD-waaFC-rfaL
1501,rfaF,0.001882452,0.069406554,L,FALSE,FALSE,TRUE,rfaD-waaFC-rfaL
1502,rfaC,0.026291543,0.083998837,h/L/n,TRUE,TRUE,TRUE,rfaD-waaFC-rfaL
1503,rfaP,0.0310963,0.10875012,H/L/N,TRUE,TRUE,TRUE,waaQGP-rfaS-waaBIJY-rfaZ-waaK
1504,rfaG,0.01084778,0.058208203,H/L/N,TRUE,TRUE,TRUE,waaQGP-rfaS-waaBIJY-rfaZ-waaK
1505,rfaQ,0.031505603,0.028457108,H/L/N,TRUE,TRUE,TRUE,waaQGP-rfaS-waaBIJY-rfaZ-waaK
1506,kdtA,0.000621564,0.059395772,h/l/n,TRUE,TRUE,TRUE,waaA
1507,yicR,0.000641543,0.04564334,x,FALSE,FALSE,FALSE, 
1508,dfp,0.001166279,0.040442812,x,FALSE,FALSE,FALSE, 
1509,dut,0.001510888,0.012644715,x,FALSE,FALSE,FALSE, 
1510,ttk,0.002169027,0.07272537,x,FALSE,FALSE,FALSE, 
1511,pyrE,0.002924524,0.088864059,x,FALSE,FALSE,FALSE, 
1512,yicC,0.006535624,0.105976321,n,FALSE,FALSE,FALSE, 
1513,yicG,0,0.065511522,n,FALSE,FALSE,FALSE, 
1514,gmk,0.000578436,0.022336469,x,FALSE,FALSE,FALSE, 
1515,rpoZ,0,0.006489852,x,FALSE,FALSE,FALSE, 
1516,spoT,0.000157611,0.079642178,x,FALSE,FALSE,FALSE, 
1517,trmH,0.001875899,0.095186786,x,FALSE,FALSE,FALSE, 
1518,recG,0.003725159,0.156168499,x,FALSE,FALSE,FALSE, 
1519,yicE,0.000316068,0.045847357,x,FALSE,FALSE,FALSE, 
1520,yicH,0.005660148,0.060598732,x,FALSE,FALSE,FALSE, 
1521,nlpA,0.006733192,0.13294926,n,TRUE,TRUE,TRUE,nlpA
1522,yicN,0.001519027,0.059049049,n,FALSE,FALSE,FALSE, 
1523,uhpA,0.000787738,0.117065433,x,FALSE,FALSE,FALSE, 
1524,emrD,0.001398943,0.059910888,n,FALSE,FALSE,FALSE, 
1525,yidF,0.013790909,0.063809302,N,FALSE,FALSE,FALSE, 
1526,yidG,0.001421987,0.032067865,N,FALSE,FALSE,FALSE, 
1527,yidH,0.001836047,0.076763636,n,FALSE,FALSE,FALSE, 
1528,ibpB,0.000145455,0.026446617,x,FALSE,FALSE,FALSE, 
1529,ibpA,0,0.027977801,n,FALSE,FALSE,FALSE, 
1530,yidR,0.011000423,0.130665539,n,FALSE,FALSE,FALSE, 
1531,cbrA,0.009353277,0.109027378,x,FALSE,FALSE,FALSE, 
1532,yidA,0.000863002,0.070697357,h/l/n,FALSE,FALSE,FALSE, 
1533,yidB,0.008752008,0.100420402,x,FALSE,FALSE,FALSE, 
1534,recF,0.000323573,0.064125581,x,FALSE,FALSE,FALSE, 
1535,dnaN,0.002855814,0.086284778,x,FALSE,FALSE,FALSE, 
1536,rnpA,0.004113319,0,N,FALSE,FALSE,FALSE, 
1537,yidC,0.000310359,0.026820296,x,FALSE,FALSE,FALSE, 
1538,trmE,0.00184334,0.137156448,x,TRUE,FALSE,FALSE, 
1539,tnaA,0.000872304,0.077428647,l/n,TRUE,TRUE,TRUE,tnaCAB
1540,mdtL,0.007630127,0.102434778,x,FALSE,FALSE,FALSE, 
1541,yidZ,0.006861628,0.109297463,l/n,FALSE,FALSE,FALSE, 
1542,yieF,0.00385592,0.035101374,n,FALSE,FALSE,FALSE, 
1543,phoU,0.003614271,0.093730973,n,TRUE,TRUE,TRUE,phoU
1544,pstB,0,0.053224207,x,FALSE,FALSE,FALSE, 
1545,pstC,0.000391015,0.079243869,x,FALSE,FALSE,FALSE, 
1546,pstS,0.001871247,0.080527484,x,FALSE,FALSE,FALSE, 
1547,glmS,0.00070666,0.086809725,x,FALSE,FALSE,FALSE, 
1548,atpD,4.55E-05,0.015780973,x,FALSE,FALSE,TRUE,atpIBEFHAGDC
1549,atpG,0.000730761,0.002315328,x,FALSE,FALSE,TRUE,atpIBEFHAGDC
1550,atpB,0.000886681,0.015628224,n,FALSE,FALSE,TRUE,atpIBEFHAGDC
1551,atpI,0,0.006739112,N,TRUE,TRUE,TRUE,atpIBEFHAGDC
1552,gidA,0.000510042,0.053741332,x,FALSE,FALSE,FALSE, 
1553,mioC,0.006772622,0.037844397,x,FALSE,FALSE,FALSE, 
1554,asnC,0.000195455,0.080407928,x,FALSE,FALSE,FALSE, 
1555,asnA,0.002906025,0.07584778,x,FALSE,FALSE,FALSE, 
1556,yieM,0.0014926,0.067742389,x,FALSE,FALSE,FALSE, 
1557,yieN,0.003309937,0.050137844,x,FALSE,FALSE,FALSE, 
1558,trkD,0.000536575,0.041413108,x,FALSE,FALSE,FALSE, 
1559,rbsA,0.001375476,0.050839852,x,FALSE,FALSE,FALSE, 
1560,yieP,0.001809619,0.040581184,x,FALSE,FALSE,FALSE, 
1561,hdfR,0.003396512,0.071418816,x,FALSE,FALSE,FALSE, 
1562,yifE,0,0.027398732,x,FALSE,FALSE,FALSE, 
1563,yifB,0.006073573,0.063493023,x,FALSE,FALSE,FALSE, 
1564,ilvE,0.000567548,0.091653171,x,FALSE,FALSE,FALSE, 
1565,ilvD,0.003609725,0.159634461,x,FALSE,FALSE,FALSE, 
1566,ilvA,0.002656977,0.199091121,x,FALSE,FALSE,FALSE, 
1567,ilvY,0.003884884,0.220890803,x,FALSE,FALSE,FALSE, 
1568,ppiC,0.001680021,0.129961311,n,FALSE,FALSE,FALSE, 
1569,rep,0.003302854,0.13022685,n,FALSE,FALSE,FALSE, 
1570,rhlB,0.000865011,0.045342495,x,FALSE,FALSE,FALSE, 
1571,rho,0.000145137,0.034122516,n,FALSE,FALSE,FALSE, 
1572,rfe,0.001599471,0.034932452,N,FALSE,FALSE,FALSE, 
1573,wzzE,0.002478224,0.053278647,n,FALSE,FALSE,FALSE, 
1574,rffE,0.001596723,0.059284672,x,FALSE,FALSE,FALSE, 
1575,rffD,0.002090803,0.066740275,x,FALSE,FALSE,FALSE, 
1576,rffG,0.005296089,0.045845772,x,FALSE,FALSE,FALSE, 
1577,rffH,0.004162051,0.087515328,x,FALSE,FALSE,FALSE, 
1578,rffC,0.005678541,0.034659197,x,FALSE,FALSE,FALSE, 
1579,rffA,0.00259704,0.05996945,x,FALSE,FALSE,FALSE, 
1580,wzxE,0.004161945,0.059583827,n,FALSE,FALSE,FALSE, 
1581,rffT,0.006885095,0.06781649,N,FALSE,FALSE,FALSE, 
1582,wzyE,0.00207463,0.073085095,n,FALSE,FALSE,FALSE, 
1583,rffM,0.003221353,0.051009091,x,FALSE,FALSE,FALSE, 
1584,yifK,0.00102611,0.062923256,x,FALSE,FALSE,FALSE, 
1585,aslB,0.012915751,0.180079704,x,FALSE,FALSE,FALSE, 
1586,hemY,0.000533721,0.102677378,x,FALSE,FALSE,FALSE, 
1587,hemD,0.005114799,0.021726427,x,FALSE,FALSE,FALSE, 
1588,cyaA,0.002511416,0.111687209,x,FALSE,FALSE,FALSE, 
1589,cyaY,0.004530973,0.205994397,n,FALSE,FALSE,FALSE, 
1590,dapF,0.000585835,0.066956448,x,FALSE,FALSE,FALSE, 
1591,xerC,0.003773362,0.102070296,x,FALSE,FALSE,FALSE, 
1592,yigB,0.001700634,0.075506765,x,FALSE,FALSE,FALSE, 
1593,uvrD,0.000757294,0.145235095,n,FALSE,FALSE,FALSE, 
1594,pldA,0.003057082,0.158855708,x,FALSE,FALSE,FALSE, 
1595,rhtC,0.006129598,0.217182347,n,FALSE,FALSE,FALSE, 
1596,pldB,0.001183192,0.048176321,n,FALSE,FALSE,FALSE, 
1597,yigL,0.003868288,0.116631607,x,FALSE,FALSE,FALSE, 
1598,udp,0.000991332,0.030960465,n,FALSE,FALSE,FALSE, 
1599,rmuC,0.001493763,0.100809302,x,FALSE,FALSE,FALSE, 
1600,ubiE,0.00092389,0.015167019,x,FALSE,FALSE,FALSE, 
1601,yigP,0.00462093,0.035784778,x,FALSE,FALSE,FALSE, 
1602,ubiB,0.00087019,0.039245349,x,FALSE,FALSE,FALSE, 
1603,tatA,0.001081078,0.008589006,x,FALSE,FALSE,FALSE, 
1604,tatB,0.001619027,0.032836152,x,FALSE,FALSE,FALSE, 
1605,tatC,0.000973573,0.038392283,x,FALSE,FALSE,FALSE, 
1606,tatD,0.006269662,0.03560148,x,FALSE,FALSE,FALSE, 
1607,rfaH,0.0023574,0.140899683,x,FALSE,FALSE,FALSE, 
1608,ubiD,0.001431712,0.128397992,x,FALSE,FALSE,FALSE, 
1609,fre,0.000811416,0.056884038,x,FALSE,FALSE,FALSE, 
1610,fadA,0.005151057,0.11124408,x,FALSE,FALSE,FALSE, 
1611,pepQ,0.00147241,0.094317548,x,FALSE,FALSE,FALSE, 
1612,yigZ,0.003113953,0.043270507,x,FALSE,FALSE,FALSE, 
1613,trkH,0.000623362,0.034926321,x,FALSE,FALSE,FALSE, 
1614,hemG,0.00205,0.097988478,x,FALSE,FALSE,FALSE, 
1615,yihE,0.002492706,0.047224419,N,FALSE,FALSE,FALSE, 
1616,dsbA,0.001276427,0.049069662,l/N,TRUE,TRUE,TRUE,rrsA-ileT-alaT-rrlA-rrfA
1617,yihA,0.003068393,0.056450317,x,FALSE,FALSE,FALSE, 
1618,yihI,0.005567125,0.053235412,x,FALSE,FALSE,FALSE, 
1619,hemN,0.001996406,0.0618926,x,FALSE,FALSE,FALSE, 
1620,bipA,3.64E-05,0.029495983,x,FALSE,FALSE,FALSE, 
1621,yihU,0.113783192,0.063773092,x,FALSE,FALSE,FALSE, 
1622,yihV,0.149763848,0.092875502,x,FALSE,FALSE,FALSE, 
1623,yihW,0.097441543,0.058291968,x,FALSE,FALSE,FALSE, 
1624,yihX,0.00525592,0.113954651,x,FALSE,FALSE,FALSE, 
1625,rbn,0.000554545,0.082340063,x,FALSE,FALSE,FALSE, 
1626,dtd,0.000924524,0.04412241,x,FALSE,FALSE,FALSE, 
1627,fdhE,0.002338901,0.065800846,l/n,FALSE,FALSE,TRUE,fdhD
1628,fdoI,0.00037685,0.023369133,x,FALSE,FALSE,TRUE,fdhD
1629,fdhD,0.000693446,0.101385941,x,TRUE,TRUE,TRUE,fdhD
1630,rhaD,0.009784038,0.172554968,x,FALSE,FALSE,TRUE,rhaBAD
1631,sodA,0.002972622,0.086869345,x,FALSE,FALSE,FALSE, 
1632,kdgT,0.003201163,0.045522516,n,FALSE,FALSE,FALSE, 
1633,yiiM,0.006806871,0.094414165,N,FALSE,FALSE,FALSE, 
1634,cpxR,0.002892495,0.053273573,n,FALSE,FALSE,FALSE, 
1635,cpxP,0.001115856,0.012745032,N,FALSE,FALSE,FALSE, 
1636,fieF,0.000919662,0.020431395,n,FALSE,FALSE,FALSE, 
1637,pfkA,0.00018203,0.031110888,x,FALSE,FALSE,FALSE, 
1638,sbp,0.00322537,0.050306554,x,FALSE,FALSE,FALSE, 
1639,cdh,0.007495349,0.111500951,x,FALSE,FALSE,FALSE, 
1640,yiiR,0.002327696,0.041143658,N,TRUE,TRUE,TRUE,yiiR
1641,yiiT,0.004198309,0.026684249,N,TRUE,TRUE,TRUE,yiiS-uspD
1642,fpr,0.006230761,0.130580973,n,FALSE,FALSE,FALSE, 
1643,glpX,0.001021776,0.083799789,x,FALSE,FALSE,FALSE, 
1644,glpF,0.000358879,0.020186892,N,FALSE,FALSE,FALSE, 
1645,hslU,0.000813953,0.03662463,x,FALSE,FALSE,FALSE, 
1646,hslV,0.000723044,0.041677378,x,FALSE,FALSE,FALSE, 
1647,ftsN,0.002225053,0.047908034,x,FALSE,FALSE,FALSE, 
1648,metJ,0,0.034224947,x,FALSE,FALSE,FALSE, 
1649,metB,0.002921036,0.056449577,x,FALSE,FALSE,FALSE, 
1650,metL,0.001267653,0.118374947,x,FALSE,FALSE,TRUE,metBL
1651,metF,0.002704545,0.136625159,x,TRUE,TRUE,TRUE,metF
1652,katG,0.000705285,0.081152114,x,FALSE,FALSE,FALSE, 
1653,yijE,0.002843235,0.078831818,x,FALSE,FALSE,FALSE, 
1654,gldA,0.001627061,0.133984567,x,FALSE,FALSE,FALSE, 
1655,fsaB,0.004698097,0.217949049,x,FALSE,FALSE,FALSE, 
1656,pflD,0.003173679,0.075932664,x,FALSE,FALSE,FALSE, 
1657,pflC,0.005936364,0.071603911,x,FALSE,FALSE,FALSE, 
1658,frwD,0.003242389,0.113028964,x,FALSE,FALSE,FALSE, 
1659,yijO,0.004555708,0.080725687,x,FALSE,FALSE,FALSE, 
1660,argE,0.004322727,0.101291438,x,FALSE,FALSE,FALSE, 
1661,argC,0.005283721,0.062553911,x,FALSE,FALSE,FALSE, 
1662,argB,0.003219027,0.052089218,x,FALSE,FALSE,FALSE, 
1663,argH,0.003333615,0.098080127,x,FALSE,FALSE,FALSE, 
1664,oxyR,6.89E-05,0.050999789,x,FALSE,FALSE,FALSE, 
1665,sthA,0.000684989,0.057130973,x,FALSE,FALSE,FALSE, 
1666,fabR,0.001263214,0.037200211,x,FALSE,FALSE,FALSE, 
1667,yijD,0.000510148,0.066024313,x,FALSE,FALSE,FALSE, 
1668,trmA,0.003336892,0.100201691,x,FALSE,FALSE,FALSE, 
1669,murI,0.003014905,0.044705708,l,FALSE,FALSE,FALSE, 
1670,secE,0.000336364,0.014682135,x,FALSE,FALSE,FALSE, 
1671,nusG,0.001065539,0.016974841,x,FALSE,FALSE,FALSE, 
1672,rplK,0,0.011388584,x,FALSE,FALSE,FALSE, 
1673,rplJ,0,0.002555814,x,FALSE,FALSE,FALSE, 
1674,thiH,0.007713953,0.122349894,l/n,FALSE,FALSE,FALSE, 
1675,thiG,0.007846829,0.0657,x,FALSE,FALSE,FALSE, 
1676,nudC,0.003218499,0.040973256,x,FALSE,FALSE,FALSE, 
1677,hemE,0.001588372,0.075896934,x,FALSE,FALSE,FALSE, 
1678,nfi,0.000680761,0.069583932,x,FALSE,FALSE,FALSE, 
1679,yjaG,0.002640698,0.08957093,x,FALSE,FALSE,FALSE, 
1680,hupA,0.000671247,0.000659302,x,FALSE,FALSE,FALSE, 
1681,yjaH,0.001698309,0.060234355,n,FALSE,FALSE,FALSE, 
1682,zraP,0.004404123,0.05517907,N,FALSE,FALSE,FALSE, 
1683,zraS,0.016742389,0.112802431,n,FALSE,FALSE,FALSE, 
1684,metA,0.003009619,0.067142283,n,FALSE,FALSE,FALSE, 
1685,aceB,0.005287209,0.076395243,x,FALSE,FALSE,FALSE, 
1686,aceA,0.000737421,0.085150106,x,FALSE,FALSE,FALSE, 
1687,aceK,0.002861839,0.140621776,l/n,FALSE,FALSE,FALSE, 
1688,iclR,0.002076638,0.094681712,l/n,FALSE,FALSE,FALSE, 
1689,metH,0.002380761,0.134424947,x,FALSE,FALSE,FALSE, 
1690,yjbB,0.000955814,0.097343763,x,FALSE,FALSE,FALSE, 
1691,pepE,0.000887209,0.082743023,x,FALSE,FALSE,FALSE, 
1692,yjbC,0.00494334,0.106919133,x,FALSE,FALSE,FALSE, 
1693,lysC,0.001759091,0.044439958,x,TRUE,TRUE,TRUE,lysC
1694,pgi,0.000967442,0.067206342,n,TRUE,FALSE,FALSE, 
1695,yjbF,0.008945455,0.097410888,n,FALSE,FALSE,TRUE,yjbEFGH
1696,yjbG,0.012614905,0.078425053,x,FALSE,FALSE,TRUE,yjbEFGH
1697,yjbA,0.002233721,0.040328118,x,FALSE,FALSE,FALSE, 
1698,malE,0.00305592,0.065522304,x,FALSE,FALSE,FALSE, 
1699,malK,0.000393235,0.044243235,x,FALSE,FALSE,FALSE, 
1700,lamB,0.008095772,0.055095455,x,FALSE,FALSE,FALSE, 
1701,malM,0.002368393,0.06978277,l/n,FALSE,FALSE,FALSE, 
1702,ubiC,0.00424926,0.022202326,l/N,FALSE,FALSE,FALSE, 
1703,ubiA,0.000949577,0.058546089,n,FALSE,FALSE,FALSE, 
1704,dgkA,0.001670085,0.066462579,x,FALSE,FALSE,FALSE, 
1705,lexA,0,0.036582135,x,FALSE,FALSE,FALSE, 
1706,dinF,0.004570296,0.067954017,x,FALSE,FALSE,FALSE, 
1707,yjbN,0.011466596,0.099270507,l/n,FALSE,FALSE,FALSE, 
1708,dnaB,0.002075581,0.071706871,x,FALSE,FALSE,FALSE, 
1709,alr,0.006209831,0.112320719,x,FALSE,FALSE,FALSE, 
1710,tyrB,0.008666913,0.052873996,x,TRUE,TRUE,TRUE,tyrB
1711,yjbQ,0.002500317,0.023474841,x,FALSE,FALSE,TRUE,yjbQR
1712,yjbR,0.001199471,0.052704968,x,FALSE,FALSE,TRUE,yjbQR
1713,soxR,0.002210254,0.061111099,n,FALSE,FALSE,FALSE, 
1714,yjcE,0.001190592,0.064761099,l/n,FALSE,FALSE,FALSE, 
1715,actP,0.002044292,0.125241332,l/n,FALSE,FALSE,FALSE, 
1716,acs,0.002237738,0.086968499,x,FALSE,FALSE,FALSE, 
1717,nrfA,0.000359408,0.048767019,x,FALSE,FALSE,FALSE, 
1718,nrfB,0.001366385,0.031144186,n,FALSE,FALSE,FALSE, 
1719,nrfC,0.003039112,0.056246829,N,FALSE,FALSE,FALSE, 
1720,nrfD,0.004011945,0.058193446,n,FALSE,FALSE,FALSE, 
1721,nrfG,0.00977019,0.068635307,x,FALSE,FALSE,FALSE, 
1722,gltP,0.00110518,0.050733404,x,FALSE,FALSE,FALSE, 
1723,yjcO,0.000843552,0.080883827,x,FALSE,FALSE,FALSE, 
1724,yjcP,0.004834355,0.060978858,x,FALSE,FALSE,TRUE,sdsRQP
1725,yjcQ,0.007034567,0.081484884,x,FALSE,FALSE,TRUE,sdsRQP
1726,yjcR,0.00587907,0.131017125,x,TRUE,TRUE,TRUE,sdsRQP
1727,phnP,0.014345243,0.146477273,H/L/n,FALSE,FALSE,FALSE, 
1728,phnM,0.009045032,0.177234672,H/L,FALSE,FALSE,FALSE, 
1729,phnL,0.013934461,0.203239958,H/L,FALSE,FALSE,FALSE, 
1730,phnK,0.004078753,0.181142072,H/L,FALSE,FALSE,FALSE, 
1731,phnH,0.011705497,0.129567336,H/L,FALSE,FALSE,FALSE, 
1732,phnG,0.010386998,0.143167336,H/L,FALSE,FALSE,FALSE, 
1733,phnF,0.003164271,0.10660814,H/L/n,FALSE,FALSE,FALSE, 
1734,phnD,0.00703277,0.148099049,h/L/n,FALSE,FALSE,FALSE, 
1735,phnC,0.009130127,0.123663214,H/L,FALSE,FALSE,FALSE, 
1736,yjcZ,0.009065751,0.059188055,N,FALSE,FALSE,TRUE,yjdA-yjcZ
1737,proP,0.001489852,0.039265751,n,FALSE,FALSE,FALSE, 
1738,basS,0.003720719,0.039680655,x,FALSE,FALSE,FALSE, 
1739,basR,0.003459514,0.139871353,x,FALSE,FALSE,FALSE, 
1740,eptA,0.008803383,0.185383932,x,FALSE,FALSE,FALSE, 
1741,adiC,0.000396829,0.056142178,l/n,TRUE,TRUE,TRUE,adiC
1742,adiY,0.000973996,0.047322199,L/N,TRUE,TRUE,TRUE,adiY
1743,melA,0.002571882,0.073890063,n,FALSE,FALSE,FALSE, 
1744,dcuR,0.000681184,0.060420402,N,TRUE,TRUE,TRUE,dcuR
1745,dipZ,0.004658985,0.044289112,n,FALSE,FALSE,FALSE, 
1746,yjeH,0.003037632,0.066381818,x,FALSE,FALSE,FALSE, 
1747,efp,0,0.029833615,x,FALSE,FALSE,FALSE, 
1748,frdD,0.001667019,0.061996934,n,FALSE,FALSE,FALSE, 
1749,frdC,0.000758351,0.032007294,x,FALSE,FALSE,FALSE, 
1750,frdB,0.00057389,0.016096723,x,FALSE,FALSE,FALSE, 
1751,frdA,0.001604863,0.038204017,x,FALSE,FALSE,FALSE, 
1752,poxA,0.000488795,0.035876744,n,TRUE,FALSE,FALSE, 
1753,yjeM,0.002290063,0.044189112,N,TRUE,TRUE,TRUE,yjeM
1754,rsgA,0.001234461,0.065725264,x,FALSE,FALSE,FALSE, 
1755,yjeF,0.007453805,0.053333615,x,FALSE,FALSE,FALSE, 
1756,yjeE,0,0.017478647,x,FALSE,FALSE,FALSE, 
1757,amiB,0.006257611,0.094160571,x,FALSE,FALSE,FALSE, 
1758,mutL,0.00443351,0.074291226,n,FALSE,FALSE,FALSE, 
1759,miaA,0.003311945,0.013750634,N,FALSE,FALSE,FALSE, 
1760,hfq,0.000386364,0.018915751,n,FALSE,FALSE,FALSE, 
