locus_tag,gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_locus_tag,gbk_strand,norm_exp,block,taxa,start,end,rev_comp,inversion,strain,gbk_old_locus_tag
,DR76_RS01445,311692,312837,312264,,,1,2.00008113877468,Block675,CP009072,304304,317937,0,0,ATCC,DR76_278
,DR76_RS01450,312911,313855,313383,,,1,1.04423486117258,Block675,CP009072,304304,317937,0,0,ATCC,DR76_279
,DR76_RS01455,313925,315619,314772,,,1,3.3429743080577303,Block675,CP009072,304304,317937,0,0,ATCC,DR76_280
,DR76_RS01460,315673,316923,316298,,,1,3.12518897092418,Block675,CP009072,304304,317937,0,0,ATCC,DR76_281
,DR76_RS01470,318362,318637,318499,,,0,0.42180959182713,Block677,CP009072,318356,324427,0,0,ATCC,DR76_283
,DR76_RS01480,318714,318956,318835,,,1,25.7289451252699,Block677,CP009072,318356,324427,0,0,ATCC,DR76_284
,DR76_RS01485,319309,320229,319769,,,0,551.272253894148,Block677,CP009072,318356,324427,0,0,ATCC,DR76_285
,DR76_RS01490,320721,321959,321340,,,1,199.869873995089,Block677,CP009072,318356,324427,0,0,ATCC,DR76_286
,DR76_RS01495,322336,324033,323184,,,0,113.683314520376,Block677,CP009072,318356,324427,0,0,ATCC,DR76_287
,DR76_RS01505,324798,325655,325226,,,0,33.0381657725623,Block678,CP009072,324431,335086,0,0,ATCC,DR76_289
,DR76_RS01515,328178,329215,328696,,,1,3.09184471711357,Block678,CP009072,324431,335086,0,0,ATCC,DR76_291
,DR76_RS01520,329215,330300,329757,,,1,3.5027301191718703,Block678,CP009072,324431,335086,0,0,ATCC,DR76_292
,DR76_RS01525,330316,331563,330939,,,1,1.82173722170974,Block678,CP009072,324431,335086,0,0,ATCC,DR76_293
,DR76_RS01530,331585,331911,331748,,,1,0.379954660003104,Block678,CP009072,324431,335086,0,0,ATCC,DR76_294
,DR76_RS01535,332130,333095,332612,,,1,172.295769302575,Block678,CP009072,324431,335086,0,0,ATCC,DR76_295
,DR76_RS01540,333299,334555,333927,,,0,29.3159352627445,Block678,CP009072,324431,335086,0,0,ATCC,DR76_296
,DR76_RS01545,334670,334996,334833,,,0,176.89073425141498,Block678,CP009072,324431,335086,0,0,ATCC,DR76_297
,DR76_RS01555,335137,336375,335756,,,1,70.1077427017554,Block680,CP009072,335119,337935,0,0,ATCC,DR76_298
,DR76_RS01560,336711,337913,337312,,,0,174.98555502731205,Block680,CP009072,335119,337935,0,0,ATCC,DR76_299
,DR76_RS01565,337962,340151,339056,,,1,96.3190457005167,Block681,CP009072,337948,343321,0,0,ATCC,DR76_300
,DR76_RS01570,340358,340433,340395,,,1,1.3481435737096,Block681,CP009072,337948,343321,0,0,ATCC,DR76_301
,DR76_RS01575,340473,340548,340510,,,1,2.19360458461516,Block681,CP009072,337948,343321,0,0,ATCC,DR76_302
,DR76_RS01580,340784,341128,340956,,,0,189.54821528491001,Block681,CP009072,337948,343321,0,0,ATCC,DR76_303
,DR76_RS01585,341130,341522,341326,,,0,209.375129457886,Block681,CP009072,337948,343321,0,0,ATCC,DR76_304
,DR76_RS01590,341573,342988,342280,,,1,443.52610132064,Block681,CP009072,337948,343321,0,0,ATCC,DR76_305
,DR76_RS01605,343488,343563,343525,,,0,0.50310594371977,Block682,CP009072,343441,343645,0,0,ATCC,DR76_308
,DR76_RS01610,343568,343643,343605,,,0,0.7817576995438679,Block682,CP009072,343441,343645,0,0,ATCC,DR76_309
,DR76_RS01615,343754,344638,344196,,,1,18.6800632051782,Block683,CP009072,343684,353021,0,0,ATCC,DR76_310
,DR76_RS01620,344679,344837,344758,,,1,0.473170267084418,Block683,CP009072,343684,353021,0,0,ATCC,
,DR76_RS01625,344890,346146,345518,,,1,6.52860631675673,Block683,CP009072,343684,353021,0,0,ATCC,DR76_311
,DR76_RS01630,346207,347040,346623,,,1,3.2216648515923603,Block683,CP009072,343684,353021,0,0,ATCC,DR76_312
,DR76_RS01635,347288,348052,347670,,,0,3.87984788650383,Block683,CP009072,343684,353021,0,0,ATCC,DR76_313
,DR76_RS01640,348091,349017,348554,,,1,20.0530188248355,Block683,CP009072,343684,353021,0,0,ATCC,DR76_314
,DR76_RS01645,349107,350105,349606,,,0,68.5948679898324,Block683,CP009072,343684,353021,0,0,ATCC,DR76_316
,DR76_RS01650,350102,350320,350211,,,1,4.79284416686206,Block683,CP009072,343684,353021,0,0,ATCC,DR76_315
,DR76_RS01655,350322,352337,351329,ligA,,1,163.22102066219,Block683,CP009072,343684,353021,0,0,ATCC,DR76_317
,DR76_RS01665,353636,354397,354016,,,0,92.3410284096818,Block684,CP009072,353048,359876,0,0,ATCC,DR76_319
,DR76_RS01670,354582,355553,355067,,,0,899.675057251428,Block684,CP009072,353048,359876,0,0,ATCC,DR76_320
,DR76_RS01675,355937,356194,356065,,,0,381.392916716957,Block684,CP009072,353048,359876,0,0,ATCC,DR76_321
,DR76_RS01680,356239,357966,357102,,,0,1684.2052908749,Block684,CP009072,353048,359876,0,0,ATCC,DR76_322
,DR76_RS01685,358007,358516,358261,,,0,767.594876130178,Block684,CP009072,353048,359876,0,0,ATCC,DR76_323
,DR76_RS01690,358559,359410,358984,pdxK,,1,126.32699141173201,Block684,CP009072,353048,359876,0,0,ATCC,DR76_324
,DR76_RS01700,359886,360797,360341,,,1,134.985884133674,Block687,CP009072,359884,360817,0,0,ATCC,DR76_326
,DR76_RS01705,360932,362029,361480,,,1,303.076366594697,Block689,CP009072,360864,364858,0,0,ATCC,DR76_327
,DR76_RS01710,362019,362894,362456,,,1,123.569778066789,Block689,CP009072,360864,364858,0,0,ATCC,DR76_328
,DR76_RS01720,363727,364743,364235,,,1,361.831823693237,Block689,CP009072,360864,364858,0,0,ATCC,DR76_330
,DR76_RS01725,364901,365692,365296,,,1,495.81813135196603,Block691,CP009072,364859,365819,0,0,ATCC,DR76_331
,DR76_RS01730,365972,366868,366420,,,0,53.8675220590773,Block692,CP009072,365886,368296,0,0,ATCC,DR76_332
,DR76_RS01740,368474,369373,368923,,,1,614.497532003244,Block697,CP009072,368444,377525,0,0,ATCC,DR76_334
,DR76_RS01745,369469,370044,369756,,,1,45.6209164663947,Block697,CP009072,368444,377525,0,0,ATCC,DR76_335
,DR76_RS01750,370105,370554,370329,,,1,9.14444387411474,Block697,CP009072,368444,377525,0,0,ATCC,DR76_336
,DR76_RS01755,370541,370966,370753,,,1,20.4030378082033,Block697,CP009072,368444,377525,0,0,ATCC,DR76_337
,DR76_RS01760,371180,372049,371614,,,0,97.36376853215341,Block697,CP009072,368444,377525,0,0,ATCC,DR76_338
,DR76_RS01765,372053,372952,372502,,,0,50.037956068370896,Block697,CP009072,368444,377525,0,0,ATCC,DR76_339
,DR76_RS01770,372958,374010,373484,,,1,12.5810571701695,Block697,CP009072,368444,377525,0,0,ATCC,DR76_340
,DR76_RS01775,374056,374556,374306,,,1,6.611596192312268,Block697,CP009072,368444,377525,0,0,ATCC,DR76_341
,DR76_RS01780,374569,375228,374898,,,1,6.65444618955614,Block697,CP009072,368444,377525,0,0,ATCC,DR76_342
,DR76_RS01785,375238,376125,375681,,,1,7.28921409500599,Block697,CP009072,368444,377525,0,0,ATCC,DR76_343
,DR76_RS01790,376146,377507,376826,,,1,13.8179471855017,Block697,CP009072,368444,377525,0,0,ATCC,DR76_344
,DR76_RS01800,378919,380145,379532,,,1,7.55893179190095,Block698,CP009072,377526,380227,0,0,ATCC,DR76_346
,DR76_RS01805,380362,381549,380955,,,1,3.33005998744921,Block700,CP009072,380262,393683,0,0,ATCC,DR76_347
,DR76_RS01810,381539,382375,381957,,,1,2.86398195204264,Block700,CP009072,380262,393683,0,0,ATCC,DR76_348
,DR76_RS01815,382386,383789,383087,,,1,4.44183011807446,Block700,CP009072,380262,393683,0,0,ATCC,DR76_349
,DR76_RS01820,383801,384088,383944,,,1,1.35807269805859,Block700,CP009072,380262,393683,0,0,ATCC,DR76_350
,DR76_RS01825,384195,384488,384341,,,1,12.3659604221187,Block700,CP009072,380262,393683,0,0,ATCC,DR76_351
,DR76_RS01835,385540,386343,385941,,,1,6.91040280401113,Block700,CP009072,380262,393683,0,0,ATCC,DR76_353
,DR76_RS01840,386340,387041,386690,,,1,8.91147900820565,Block700,CP009072,380262,393683,0,0,ATCC,DR76_354
,DR76_RS01845,387016,387495,387255,,,1,3.26735174150737,Block700,CP009072,380262,393683,0,0,ATCC,DR76_355
,DR76_RS01850,387508,387843,387675,,,1,1.26585215639712,Block700,CP009072,380262,393683,0,0,ATCC,DR76_356
,DR76_RS01855,388136,390415,389275,,,1,332.74949438116903,Block700,CP009072,380262,393683,0,0,ATCC,DR76_357
,DR76_RS01870,393780,394823,394301,,,1,184.009330529729,Block702,CP009072,393772,405010,0,0,ATCC,DR76_360
,DR76_RS01875,394949,395524,395236,,,1,69.9472023130003,Block702,CP009072,393772,405010,0,0,ATCC,DR76_361
,DR76_RS01880,395592,397571,396581,,,1,80.98921646315421,Block702,CP009072,393772,405010,0,0,ATCC,DR76_362
,DR76_RS01885,397777,399477,398627,,,0,123.847075965826,Block702,CP009072,393772,405010,0,0,ATCC,DR76_363
,DR76_RS01890,399641,402754,401197,,,0,75.5042757284237,Block702,CP009072,393772,405010,0,0,ATCC,DR76_364
,DR76_RS01900,403293,403649,403471,,,0,95.7070997101749,Block702,CP009072,393772,405010,0,0,ATCC,DR76_365
,DR76_RS01905,403653,404780,404216,,,0,202.724874017788,Block702,CP009072,393772,405010,0,0,ATCC,DR76_366
,DR76_RS01910,404808,405008,404908,,,0,37.2649206724354,Block702,CP009072,393772,405010,0,0,ATCC,DR76_367
,DR76_RS01915,405089,405787,405438,,,1,53.5352444198289,Block704,CP009072,405062,409700,0,0,ATCC,DR76_368
,DR76_RS01920,405861,407876,406868,,,1,92.6803767507586,Block704,CP009072,405062,409700,0,0,ATCC,DR76_369
,DR76_RS01925,407891,408754,408322,,,1,88.7553921289944,Block704,CP009072,405062,409700,0,0,ATCC,DR76_370
,DR76_RS01930,408922,409635,409278,,,1,188.33659654006698,Block704,CP009072,405062,409700,0,0,ATCC,DR76_371
,DR76_RS01940,409848,410882,410365,,,1,770.842285908947,Block706,CP009072,409731,413006,0,0,ATCC,DR76_372
,DR76_RS01945,410899,411777,411338,,,1,1011.6702173607699,Block706,CP009072,409731,413006,0,0,ATCC,DR76_374
,DR76_RS01950,411923,412495,412209,,,0,105.961407298115,Block706,CP009072,409731,413006,0,0,ATCC,DR76_375
,DR76_RS01955,412495,412965,412730,,,0,201.62402567157397,Block706,CP009072,409731,413006,0,0,ATCC,DR76_376
,DR76_RS01965,414338,415801,415069,,,0,182.30049492500302,Block707,CP009072,413075,433686,0,0,ATCC,DR76_378
,DR76_RS01975,416319,417065,416692,,,1,182.50691356695998,Block707,CP009072,413075,433686,0,0,ATCC,DR76_380
,DR76_RS01980,417115,418404,417759,,,1,20.7693796893548,Block707,CP009072,413075,433686,0,0,ATCC,DR76_381
,DR76_RS01985,418490,419116,418803,,,1,133.207948914929,Block707,CP009072,413075,433686,0,0,ATCC,DR76_382
,DR76_RS01990,419441,420478,419959,,,0,203.719711993978,Block707,CP009072,413075,433686,0,0,ATCC,DR76_383
,DR76_RS01995,420478,421116,420797,,,0,86.9474566440658,Block707,CP009072,413075,433686,0,0,ATCC,DR76_384
,DR76_RS02005,423359,424900,424129,,,0,260.516722894728,Block707,CP009072,413075,433686,0,0,ATCC,DR76_386
,DR76_RS02010,424939,427182,426060,,,1,24.954554734731197,Block707,CP009072,413075,433686,0,0,ATCC,DR76_387
,DR76_RS02015,427364,427516,427440,,,1,0.0513606752572875,Block707,CP009072,413075,433686,0,0,ATCC,DR76_388
,DR76_RS02020,427534,427725,427629,,,0,58.869028546214196,Block707,CP009072,413075,433686,0,0,ATCC,DR76_389
,DR76_RS02025,428036,428554,428295,,,0,6.67091739092831,Block707,CP009072,413075,433686,0,0,ATCC,DR76_390
,DR76_RS02030,428570,429109,428839,,,0,8.68475961214296,Block707,CP009072,413075,433686,0,0,ATCC,DR76_391
,DR76_RS02035,429203,430780,429991,,,1,713.210532509998,Block707,CP009072,413075,433686,0,0,ATCC,DR76_392
,DR76_RS02040,430849,432315,431582,,,1,325.062861764726,Block707,CP009072,413075,433686,0,0,ATCC,DR76_393
,DR76_RS02065,445512,445727,445619,,,1,3.0172172159830497,Block708,CP009072,445510,452266,0,0,ATCC,DR76_398
,DR76_RS02070,445790,447262,446526,,,1,205.513950986015,Block708,CP009072,445510,452266,0,0,ATCC,DR76_399
,DR76_RS02075,447380,448558,447969,,,1,570.110828989887,Block708,CP009072,445510,452266,0,0,ATCC,DR76_400
,DR76_RS02080,448569,449189,448879,,,1,221.635380927873,Block708,CP009072,445510,452266,0,0,ATCC,DR76_401
,DR76_RS02085,449207,450481,449844,,,1,607.839990681194,Block708,CP009072,445510,452266,0,0,ATCC,DR76_402
,DR76_RS02090,450592,451710,451151,,,1,437.857953801708,Block708,CP009072,445510,452266,0,0,ATCC,DR76_403
,DR76_RS02105,454333,454764,454548,,,1,50.0554008053134,Block709,CP009072,452281,463448,0,0,ATCC,DR76_406
,DR76_RS02110,454913,457225,456069,,,1,80.4297338627368,Block709,CP009072,452281,463448,0,0,ATCC,DR76_407
,DR76_RS02115,457226,462187,459706,,,1,642.787459432412,Block709,CP009072,452281,463448,0,0,ATCC,DR76_408
,DR76_RS02120,462394,463239,462816,,,0,729.9107818922391,Block709,CP009072,452281,463448,0,0,ATCC,DR76_409
,DR76_RS02125,463736,464512,464124,,,1,99.1760382594133,Block710,CP009072,463359,464582,0,0,ATCC,DR76_410
,DR76_RS02130,464655,465938,465296,,,1,308.563122816114,Block712,CP009072,464650,465950,0,0,ATCC,DR76_411
,DR76_RS02140,466209,466544,466376,,,1,100.78049964430299,Block713,CP009072,466006,471779,0,0,ATCC,DR76_413
,DR76_RS02145,466546,468396,467471,,,1,253.55985102851798,Block713,CP009072,466006,471779,0,0,ATCC,DR76_414
,DR76_RS02150,468413,468928,468670,hscB,,1,67.8922682077531,Block713,CP009072,466006,471779,0,0,ATCC,DR76_415
,DR76_RS02155,469024,469347,469185,,,1,245.194454735015,Block713,CP009072,466006,471779,0,0,ATCC,DR76_416
,DR76_RS02160,469364,469750,469557,,,1,257.029808578384,Block713,CP009072,466006,471779,0,0,ATCC,DR76_417
,DR76_RS02165,469778,470992,470385,,,1,759.5096075306799,Block713,CP009072,466006,471779,0,0,ATCC,DR76_418
,DR76_RS02170,471104,471592,471348,,,1,222.000414417294,Block713,CP009072,466006,471779,0,0,ATCC,DR76_419
,DR76_RS02175,471863,472603,472233,,,1,330.077072084692,Block714,CP009072,471859,477210,0,0,ATCC,DR76_420
,DR76_RS02180,472722,473525,473123,,,0,40.2728856924631,Block714,CP009072,471859,477210,0,0,ATCC,DR76_421
,DR76_RS02185,473670,474524,474097,,,0,4.704455583291571,Block714,CP009072,471859,477210,0,0,ATCC,DR76_422
,DR76_RS02190,474715,475995,475355,,,0,79.5368709084038,Block714,CP009072,471859,477210,0,0,ATCC,DR76_424
,DR76_RS02195,475987,477126,476556,,,1,38.10654972525,Block714,CP009072,471859,477210,0,0,ATCC,DR76_423
,DR76_RS02200,477495,477917,477706,,,0,2.9563507972925,Block715,CP009072,477429,477920,0,0,ATCC,DR76_425
,DR76_RS02205,478077,478949,478513,,,1,5.282464105469192,Block716,CP009072,478059,488355,0,0,ATCC,DR76_426
,DR76_RS02210,478961,480022,479491,,,1,6.205961194680519,Block716,CP009072,478059,488355,0,0,ATCC,DR76_427
,DR76_RS02215,480088,481086,480587,,,1,2.7685011367943,Block716,CP009072,478059,488355,0,0,ATCC,DR76_428
,DR76_RS02220,481111,482622,481866,,,1,6.485756319512861,Block716,CP009072,478059,488355,0,0,ATCC,DR76_429
,DR76_RS02225,482645,483628,483136,,,1,3.75711998370289,Block716,CP009072,478059,488355,0,0,ATCC,DR76_430
,DR76_RS02230,483725,487006,485365,,,1,15.6775806072055,Block716,CP009072,478059,488355,0,0,ATCC,DR76_431
,DR76_RS02235,487124,488317,487720,,,0,25.0514755261646,Block716,CP009072,478059,488355,0,0,ATCC,DR76_432
,DR76_RS02240,488381,489634,489007,,,1,1495.24880201654,Block718,CP009072,488370,492198,0,0,ATCC,DR76_433
,DR76_RS02250,491198,491536,491367,,,1,149.82140990179198,Block718,CP009072,488370,492198,0,0,ATCC,DR76_435
,DR76_RS02270,495802,499689,497745,,,1,332.994160798415,Block721,CP009072,495769,518420,0,0,ATCC,DR76_439
,DR76_RS02275,499947,501503,500725,,,0,18.652964421214,Block721,CP009072,495769,518420,0,0,ATCC,DR76_441
,DR76_RS02280,501500,502036,501768,,,1,23.447798718915703,Block721,CP009072,495769,518420,0,0,ATCC,DR76_440
,DR76_RS02290,502905,503753,503329,,,0,9.584269887388553,Block721,CP009072,495769,518420,0,0,ATCC,DR76_443
,DR76_RS02295,503809,504069,503939,,,0,5.8263031418542015,Block721,CP009072,495769,518420,0,0,ATCC,DR76_444
,DR76_RS02300,504263,504343,504303,,,1,0.4422395250292221,Block721,CP009072,495769,518420,0,0,ATCC,
,DR76_RS02305,504340,504504,504422,,,1,29.6556854548876,Block721,CP009072,495769,518420,0,0,ATCC,
,DR76_RS02310,504764,505144,504954,acpS,,1,24.462923135435,Block721,CP009072,495769,518420,0,0,ATCC,DR76_445
,DR76_RS02315,505144,505875,505509,,,1,103.07216838936,Block721,CP009072,495769,518420,0,0,ATCC,DR76_446
,DR76_RS02320,505887,506615,506251,,,1,39.5257639193264,Block721,CP009072,495769,518420,0,0,ATCC,DR76_447
,DR76_RS02325,506627,507532,507079,,,1,174.926894037955,Block721,CP009072,495769,518420,0,0,ATCC,DR76_448
,DR76_RS02330,507529,508209,507869,,,1,128.600753789947,Block721,CP009072,495769,518420,0,0,ATCC,DR76_449
,DR76_RS02335,508481,509455,508968,,,1,197.35213403644104,Block721,CP009072,495769,518420,0,0,ATCC,DR76_450
,DR76_RS02340,509471,511270,510370,,,1,448.123350602139,Block721,CP009072,495769,518420,0,0,ATCC,DR76_451
,DR76_RS02345,511468,511947,511707,,,1,72.05887667702821,Block721,CP009072,495769,518420,0,0,ATCC,DR76_452
,DR76_RS02350,511944,512900,512422,,,1,320.464031419526,Block721,CP009072,495769,518420,0,0,ATCC,DR76_453
,DR76_RS02355,512900,513550,513225,,,1,826.532085841328,Block721,CP009072,495769,518420,0,0,ATCC,DR76_454
,DR76_RS02360,513583,514158,513870,,,1,338.824138091711,Block721,CP009072,495769,518420,0,0,ATCC,DR76_455
,DR76_RS02370,514566,516188,515377,,,0,49.1936168966241,Block721,CP009072,495769,518420,0,0,ATCC,DR76_457
,DR76_RS02380,517042,518376,517709,,,0,186.58619070227505,Block721,CP009072,495769,518420,0,0,ATCC,DR76_458
,DR76_RS02385,518409,519290,518849,,,1,38.881913651359,Block723,CP009072,518405,529887,0,0,ATCC,DR76_459
,DR76_RS02390,519393,519980,519686,,,0,28.46746752573,Block723,CP009072,518405,529887,0,0,ATCC,DR76_460
,DR76_RS02395,520036,520419,520227,,,1,3461.76804959195,Block723,CP009072,518405,529887,0,0,ATCC,DR76_461
,DR76_RS02400,520724,521413,521068,,,0,79.5287620814567,Block723,CP009072,518405,529887,0,0,ATCC,DR76_462
,DR76_RS02405,521461,522498,521979,,,1,192.431904776705,Block723,CP009072,518405,529887,0,0,ATCC,DR76_463
,DR76_RS02410,522488,522691,522589,,,1,3.2606828907452403,Block723,CP009072,518405,529887,0,0,ATCC,
,DR76_RS02415,522705,523124,522914,,,0,72.68955907690909,Block723,CP009072,518405,529887,0,0,ATCC,DR76_464
,DR76_RS02420,523193,523891,523542,,,0,30.623790654554,Block723,CP009072,518405,529887,0,0,ATCC,DR76_465
,DR76_RS02430,526697,528052,527374,pssA,,0,439.721522020034,Block723,CP009072,518405,529887,0,0,ATCC,DR76_467
,DR76_RS02435,528098,528421,528259,,,0,8.85628637485738,Block723,CP009072,518405,529887,0,0,ATCC,DR76_469
,DR76_RS02440,528418,529716,529067,,,1,15.738320252157099,Block723,CP009072,518405,529887,0,0,ATCC,DR76_468
,DR76_RS02465,535427,536284,535855,,,1,108.49656324778401,Block1034,CP009072,535405,540728,1,1,ATCC,DR76_475
,DR76_RS02470,536229,538073,537151,,,1,523.4568697133429,Block1034,CP009072,535405,540728,1,1,ATCC,DR76_476
,DR76_RS02475,538442,539542,538992,,,0,73.13131063147429,Block1034,CP009072,535405,540728,1,1,ATCC,DR76_477
,DR76_RS02480,539582,539941,539761,,,1,130.001674079892,Block1034,CP009072,535405,540728,1,1,ATCC,DR76_478
,DR76_RS02485,539941,540588,540264,,,1,251.106838192574,Block1034,CP009072,535405,540728,1,1,ATCC,DR76_479
,DR76_RS02500,543550,544950,544250,,,0,707.9325128198351,Block1033,CP009072,543453,546061,1,1,ATCC,DR76_483
,DR76_RS02505,544933,545850,545391,,,1,525.511150825404,Block1033,CP009072,543453,546061,1,1,ATCC,DR76_482
,DR76_RS02525,550598,551374,550986,,,1,8.821671978299591,Block1032,CP009072,549176,553656,1,1,ATCC,DR76_487
,DR76_RS02530,551382,552386,551884,,,1,25.0248001231161,Block1032,CP009072,549176,553656,1,1,ATCC,DR76_488
,DR76_RS02540,553993,556644,555318,,,0,573.0857391472081,Block1030,CP009072,553780,556748,1,1,ATCC,DR76_490
,DR76_RS02545,556827,558560,557693,,,0,145.477199033394,Block1029,CP009072,556803,558633,1,1,ATCC,DR76_491
,DR76_RS02550,558786,559637,559211,,,0,31.488686533241896,Block1028,CP009072,558684,569261,1,1,ATCC,DR76_493
,DR76_RS02555,559624,559965,559794,,,1,2.7171404615370203,Block1028,CP009072,558684,569261,1,1,ATCC,DR76_492
,DR76_RS02560,559967,560845,560406,,,1,7.4999072004617,Block1028,CP009072,558684,569261,1,1,ATCC,DR76_494
,DR76_RS02565,560811,563108,561959,,,1,26.3951723975802,Block1028,CP009072,558684,569261,1,1,ATCC,DR76_495
,DR76_RS02570,563159,563479,563319,,,1,3.14362877328658,Block1028,CP009072,558684,569261,1,1,ATCC,DR76_496
,DR76_RS02575,563494,564573,564033,,,1,4.79695120228038,Block1028,CP009072,558684,569261,1,1,ATCC,DR76_497
,DR76_RS02590,568068,569171,568619,gldA,,0,1394.88417284119,Block1028,CP009072,558684,569261,1,1,ATCC,DR76_500
,DR76_RS02600,569447,570064,569755,,,0,8.45689684707203,Block1027,CP009072,569356,571018,1,1,ATCC,DR76_501
,DR76_RS02605,570091,570996,570543,,,1,40.836159596630296,Block1027,CP009072,569356,571018,1,1,ATCC,DR76_502
,DR76_RS02610,571090,573270,572180,,,1,2067.86864246484,Block1026,CP009072,571082,574638,1,1,ATCC,DR76_503
,DR76_RS02615,573599,574489,574044,,,1,117.847277460267,Block1026,CP009072,571082,574638,1,1,ATCC,DR76_504
,DR76_RS02650,584714,585874,585294,,,1,35.373191609818704,Block1025,CP009072,582303,586470,1,1,ATCC,DR76_511
,DR76_RS02655,586151,586468,586309,,,0,51.0123689220743,Block1025,CP009072,582303,586470,1,1,ATCC,DR76_512
,DR76_RS02665,587197,587409,587303,,,1,441.746015759048,Block1024,CP009072,586587,598670,1,1,ATCC,DR76_514
,DR76_RS02670,587612,589810,588711,,,0,58.3756388337067,Block1024,CP009072,586587,598670,1,1,ATCC,DR76_515
,DR76_RS02675,589966,590991,590478,,,0,154.815080233951,Block1024,CP009072,586587,598670,1,1,ATCC,DR76_516
,DR76_RS02680,591083,592042,591562,,,0,153.453008149722,Block1024,CP009072,586587,598670,1,1,ATCC,DR76_517
,DR76_RS02685,592135,592665,592400,,,0,141.986531662283,Block1024,CP009072,586587,598670,1,1,ATCC,DR76_518
,DR76_RS02690,592675,594006,593340,,,0,562.120921411231,Block1024,CP009072,586587,598670,1,1,ATCC,DR76_519
,DR76_RS02695,594073,594999,594536,,,0,36.8600893769362,Block1024,CP009072,586587,598670,1,1,ATCC,DR76_520
,DR76_RS02700,595092,595577,595334,,,0,443.644430391561,Block1024,CP009072,586587,598670,1,1,ATCC,DR76_521
,DR76_RS02705,595662,595907,595784,,,1,425.62287316903604,Block1024,CP009072,586587,598670,1,1,ATCC,DR76_522
,DR76_RS02710,596332,597177,596754,,,0,59.79726653953861,Block1024,CP009072,586587,598670,1,1,ATCC,DR76_523
,DR76_RS02720,598879,599889,599384,,,0,127.468125534488,Block1023,CP009072,598791,613870,1,1,ATCC,DR76_525
,DR76_RS02725,599986,600732,600359,,,0,67.8414576871505,Block1023,CP009072,598791,613870,1,1,ATCC,DR76_526
