qseqid	sseqid	A_gene	B_gene
sp|P0A6A0|UBIB_ECOLI	sp|P0A6A0|UBIB_ECOLI	ubiB	ubiB
sp|P0A6A3|ACKA_ECOLI	sp|P0A6A3|ACKA_ECOLI	ackA	ackA
sp|P0A6A6|LEUC_ECOLI	sp|P0A6A6|LEUC_ECOLI	leuC	leuC
sp|P0A6A8|ACP_ECOLI	sp|P0A6A8|ACP_ECOLI	acpP	acpP
sp|P0A6B4|ALR1_ECOLI	sp|P0A6B4|ALR1_ECOLI	alr	alr
sp|P0A6B7|ISCS_ECOLI	sp|P0A6B7|ISCS_ECOLI	iscS	iscS
sp|P0A6C1|END4_ECOLI	sp|P0A6C1|END4_ECOLI	nfo	nfo
sp|P0A6C5|ARGA_ECOLI	sp|P0A6C5|ARGA_ECOLI	argA	argA
sp|P0A6C8|ARGB_ECOLI	sp|P0A6C8|ARGB_ECOLI	argB	argB
sp|P0A6D0|ARGR_ECOLI	sp|P0A6D0|ARGR_ECOLI	argR	argR
sp|P0A6D3|AROA_ECOLI	sp|P0A6D3|AROA_ECOLI	aroA	aroA
sp|P0A6D5|YDIB_ECOLI	sp|P0A6D5|YDIB_ECOLI	ydiB	ydiB
sp|P0A6D7|AROK_ECOLI	sp|P0A6D7|AROK_ECOLI	aroK	aroK
sp|P0A6E1|AROL_ECOLI	sp|P0A6E1|AROL_ECOLI	aroL	aroL
sp|P0A6E4|ASSY_ECOLI	sp|P0A6E4|ASSY_ECOLI	argG	argG
sp|P0A6E6|ATPE_ECOLI	sp|P0A6E6|ATPE_ECOLI	atpC	atpC
sp|P0A6E9|BIOD2_ECOLI	sp|P0A6E9|BIOD2_ECOLI	bioD2	bioD2
sp|P0A6F1|CARA_ECOLI	sp|P0A6F1|CARA_ECOLI	carA	carA
sp|P0A6F3|GLPK_ECOLI	sp|P0A6F3|GLPK_ECOLI	glpK	glpK
sp|P0A6F5|CH60_ECOLI	sp|P0A6F5|CH60_ECOLI	groL	groL
sp|P0A6F9|CH10_ECOLI	sp|P0A6F9|CH10_ECOLI	groS	groS
sp|P0A6G3|PNCC_ECOLI	sp|P0A6G3|PNCC_ECOLI	pncC	pncC
sp|P0A6G5|CITX_ECOLI	sp|P0A6G5|CITX_ECOLI	citX	citX
sp|P0A6G7|CLPP_ECOLI	sp|P0A6G7|CLPP_ECOLI	clpP	clpP
sp|P0A6H1|CLPX_ECOLI	sp|P0A6H1|CLPX_ECOLI	clpX	clpX
sp|P0A6H5|HSLU_ECOLI	sp|P0A6H5|HSLU_ECOLI	hslU	hslU
sp|P0A6H8|CLSA_ECOLI	sp|P0A6H8|CLSA_ECOLI	clsA	clsA
sp|P0A6I0|KCY_ECOLI	sp|P0A6I0|KCY_ECOLI	cmk	cmk
sp|P0A6I3|COAA_ECOLI	sp|P0A6I3|COAA_ECOLI	coaA	coaA
sp|P0A6I6|COAD_ECOLI	sp|P0A6I6|COAD_ECOLI	coaD	coaD
sp|P0A6I9|COAE_ECOLI	sp|P0A6I9|COAE_ECOLI	coaE	coaE
sp|P0A6J1|CYSC_ECOLI	sp|P0A6J1|CYSC_ECOLI	cysC	cysC
sp|P0A6J3|CYSZ_ECOLI	sp|P0A6J3|CYSZ_ECOLI	cysZ	cysZ
sp|P0A6J5|DADA_ECOLI	sp|P0A6J5|DADA_ECOLI	dadA	dadA
sp|P0A6J8|DDLA_ECOLI	sp|P0A6J8|DDLA_ECOLI	ddlA	ddlA
sp|P0A6K1|DAPF_ECOLI	sp|P0A6K1|DAPF_ECOLI	dapF	dapF
sp|P0A6K3|DEF_ECOLI	sp|P0A6K3|DEF_ECOLI	def	def
sp|P0A6K6|DEOB_ECOLI	sp|P0A6K6|DEOB_ECOLI	deoB	deoB
sp|P0A6L0|DEOC_ECOLI	sp|P0A6L0|DEOC_ECOLI	deoC	deoC
sp|P0A6L2|DAPA_ECOLI	sp|P0A6L2|DAPA_ECOLI	dapA	dapA
sp|P0A6L4|NANA_ECOLI	sp|P0A6L4|NANA_ECOLI	nanA	nanA
sp|P0A6L7|UXAB_ECOLI	sp|P0A6L7|UXAB_ECOLI	uxaB	uxaB
sp|P0A6L9|HSCB_ECOLI	sp|P0A6L9|HSCB_ECOLI	hscB	hscB
sp|P0A6M2|DSBB_ECOLI	sp|P0A6M2|DSBB_ECOLI	dsbB	dsbB
sp|P0A6M4|DTD_ECOLI	sp|P0A6M4|DTD_ECOLI	dtd	dtd
sp|P0A6M8|EFG_ECOLI	sp|P0A6M8|EFG_ECOLI	fusA	fusA
sp|P0A6N4|EFP_ECOLI	sp|P0A6N4|EFP_ECOLI	efp	efp
sp|P0A6N8|EFPL_ECOLI	sp|P0A6N8|EFPL_ECOLI	yeiP	yeiP
sp|P0A6P1|EFTS_ECOLI	sp|P0A6P1|EFTS_ECOLI	tsf	tsf
sp|P0A6P5|DER_ECOLI	sp|P0A6P5|DER_ECOLI	der	der
sp|P0A6P7|ENGB_ECOLI	sp|P0A6P7|ENGB_ECOLI	engB	engB
sp|P0A6P9|ENO_ECOLI	sp|P0A6P9|ENO_ECOLI	eno	eno
sp|P0A6Q3|FABA_ECOLI	sp|P0A6Q3|FABA_ECOLI	fabA	fabA
sp|P0A6Q6|FABZ_ECOLI	sp|P0A6Q6|FABZ_ECOLI	fabZ	fabZ
sp|P0A6R0|FABH_ECOLI	sp|P0A6R0|FABH_ECOLI	fabH	fabH
sp|P0A6R3|FIS_ECOLI	sp|P0A6R3|FIS_ECOLI	fis	fis
sp|P0A6S0|FLGH_ECOLI	sp|P0A6S0|FLGH_ECOLI	flgH	flgH
sp|P0A6S3|FLGI_ECOLI	sp|P0A6S3|FLGI_ECOLI	flgI	flgI
sp|P0A6S5|FTSB_ECOLI	sp|P0A6S5|FTSB_ECOLI	ftsB	ftsB
sp|P0A6S7|GPDA_ECOLI	sp|P0A6S7|GPDA_ECOLI	gpsA	gpsA
sp|P0A6T1|G6PI_ECOLI	sp|P0A6T1|G6PI_ECOLI	pgi	pgi
sp|P0A6T3|GAL1_ECOLI	sp|P0A6T3|GAL1_ECOLI	galK	galK
sp|P0A6T5|GCH1_ECOLI	sp|P0A6T5|GCH1_ECOLI	folE	folE
sp|P0A6T9|GCSH_ECOLI	sp|P0A6T9|GCSH_ECOLI	gcvH	gcvH
sp|P0A6U3|MNMG_ECOLI	sp|P0A6U3|MNMG_ECOLI	mnmG	mnmG
sp|P0A6U5|RSMG_ECOLI	sp|P0A6U5|RSMG_ECOLI	rsmG	rsmG
sp|P0A6U8|GLGA_ECOLI	sp|P0A6U8|GLGA_ECOLI	glgA	glgA
sp|P0A6V1|GLGC_ECOLI	sp|P0A6V1|GLGC_ECOLI	glgC	glgC
sp|P0A6V5|GLPE_ECOLI	sp|P0A6V5|GLPE_ECOLI	glpE	glpE
sp|P0A6V8|GLK_ECOLI	sp|P0A6V8|GLK_ECOLI	glk	glk
sp|P0A6W0|GLSA2_ECOLI	sp|P0A6W0|GLSA2_ECOLI	glsA2	glsA2
sp|P0A6W3|MRAY_ECOLI	sp|P0A6W3|MRAY_ECOLI	mraY	mraY
sp|P0A6W5|GREA_ECOLI	sp|P0A6W5|GREA_ECOLI	greA	greA
sp|P0A6W9|GSH1_ECOLI	sp|P0A6W9|GSH1_ECOLI	gshA	gshA
sp|P0A6X1|HEM1_ECOLI	sp|P0A6X1|HEM1_ECOLI	hemA	hemA
sp|P0A6X3|HFQ_ECOLI	sp|P0A6X3|HFQ_ECOLI	hfq	hfq
sp|P0A6X7|IHFA_ECOLI	sp|P0A6X7|IHFA_ECOLI	ihfA	ihfA
sp|P0A6Y1|IHFB_ECOLI	sp|P0A6Y1|IHFB_ECOLI	ihfB	ihfB
sp|P0A6Y5|HSLO_ECOLI	sp|P0A6Y5|HSLO_ECOLI	hslO	hslO
sp|P0A6Y8|DNAK_ECOLI	sp|P0A6Y8|DNAK_ECOLI	dnaK	dnaK
sp|P0A6Z1|HSCA_ECOLI	sp|P0A6Z1|HSCA_ECOLI	hscA	hscA
sp|P0A6Z3|HTPG_ECOLI	sp|P0A6Z3|HTPG_ECOLI	htpG	htpG
sp|P0A6Z6|NIKR_ECOLI	sp|P0A6Z6|NIKR_ECOLI	nikR	nikR
sp|P0A700|HYPA_ECOLI	sp|P0A700|HYPA_ECOLI	hypA	hypA
sp|P0A703|HYBF_ECOLI	sp|P0A703|HYBF_ECOLI	hybF	hybF
sp|P0A705|IF2_ECOLI	sp|P0A705|IF2_ECOLI	infB	infB
sp|P0A707|IF3_ECOLI	sp|P0A707|IF3_ECOLI	infC	infC
sp|P0A710|YCIB_ECOLI	sp|P0A710|YCIB_ECOLI	yciB	yciB
sp|P0A712|KDGT_ECOLI	sp|P0A712|KDGT_ECOLI	kdgT	kdgT
sp|P0A715|KDSA_ECOLI	sp|P0A715|KDSA_ECOLI	kdsA	kdsA
sp|P0A717|KPRS_ECOLI	sp|P0A717|KPRS_ECOLI	prs	prs
sp|P0A720|KTHY_ECOLI	sp|P0A720|KTHY_ECOLI	tmk	tmk
sp|P0A722|LPXA_ECOLI	sp|P0A722|LPXA_ECOLI	lpxA	lpxA
sp|P0A725|LPXC_ECOLI	sp|P0A725|LPXC_ECOLI	lpxC	lpxC
sp|P0A729|NTPPB_ECOLI	sp|P0A729|NTPPB_ECOLI	yceF	yceF
sp|P0A731|MGSA_ECOLI	sp|P0A731|MGSA_ECOLI	mgsA	mgsA
sp|P0A734|MINE_ECOLI	sp|P0A734|MINE_ECOLI	minE	minE
sp|P0A738|MOAC_ECOLI	sp|P0A738|MOAC_ECOLI	moaC	moaC
sp|P0A742|MSCL_ECOLI	sp|P0A742|MSCL_ECOLI	mscL	mscL
sp|P0A744|MSRA_ECOLI	sp|P0A744|MSRA_ECOLI	msrA	msrA
sp|P0A746|MSRB_ECOLI	sp|P0A746|MSRB_ECOLI	msrB	msrB
sp|P0A749|MURA_ECOLI	sp|P0A749|MURA_ECOLI	murA	murA
sp|P0A752|NADD_ECOLI	sp|P0A752|NADD_ECOLI	nadD	nadD
sp|P0A754|KEFF_ECOLI	sp|P0A754|KEFF_ECOLI	kefF	kefF
sp|P0A756|KEFG_ECOLI	sp|P0A756|KEFG_ECOLI	kefG	kefG
sp|P0A759|NAGB_ECOLI	sp|P0A759|NAGB_ECOLI	nagB	nagB
sp|P0A761|NANE_ECOLI	sp|P0A761|NANE_ECOLI	nanE	nanE
sp|P0A763|NDK_ECOLI	sp|P0A763|NDK_ECOLI	ndk	ndk
sp|P0A766|RSXA_ECOLI	sp|P0A766|RSXA_ECOLI	rsxA	rsxA
sp|P0A769|MNTH_ECOLI	sp|P0A769|MNTH_ECOLI	mntH	mntH
sp|P0A772|NRDI_ECOLI	sp|P0A772|NRDI_ECOLI	nrdI	nrdI
sp|P0A776|RPPH_ECOLI	sp|P0A776|RPPH_ECOLI	rppH	rppH
sp|P0A780|NUSB_ECOLI	sp|P0A780|NUSB_ECOLI	nusB	nusB
sp|P0A784|ORN_ECOLI	sp|P0A784|ORN_ECOLI	orn	orn
sp|P0A786|PYRB_ECOLI	sp|P0A786|PYRB_ECOLI	pyrB	pyrB
sp|P0A790|PAND_ECOLI	sp|P0A790|PAND_ECOLI	panD	panD
sp|P0A794|PDXJ_ECOLI	sp|P0A794|PDXJ_ECOLI	pdxJ	pdxJ
sp|P0A796|PFKA_ECOLI	sp|P0A796|PFKA_ECOLI	pfkA	pfkA
sp|P0A799|PGK_ECOLI	sp|P0A799|PGK_ECOLI	pgk	pgk
sp|P0A7A2|GPMB_ECOLI	sp|P0A7A2|GPMB_ECOLI	gpmB	gpmB
sp|P0A7A5|PIMT_ECOLI	sp|P0A7A5|PIMT_ECOLI	pcm	pcm
sp|P0A7A7|PLSB_ECOLI	sp|P0A7A7|PLSB_ECOLI	plsB	plsB
sp|P0A7A9|IPYR_ECOLI	sp|P0A7A9|IPYR_ECOLI	ppa	ppa
sp|P0A7B1|PPK1_ECOLI	sp|P0A7B1|PPK1_ECOLI	ppk	ppk
sp|P0A7B3|NADK_ECOLI	sp|P0A7B3|NADK_ECOLI	nadK	nadK
sp|P0A7B5|PROB_ECOLI	sp|P0A7B5|PROB_ECOLI	proB	proB
sp|P0A7B8|HSLV_ECOLI	sp|P0A7B8|HSLV_ECOLI	hslV	hslV
sp|P0A7C2|LEXA_ECOLI	sp|P0A7C2|LEXA_ECOLI	lexA	lexA
sp|P0A7C6|PEPE_ECOLI	sp|P0A7C6|PEPE_ECOLI	pepE	pepE
sp|P0A7C8|PSIE_ECOLI	sp|P0A7C8|PSIE_ECOLI	psiE	psiE
sp|P0A7D1|PTH_ECOLI	sp|P0A7D1|PTH_ECOLI	pth	pth
sp|P0A7D4|PURA_ECOLI	sp|P0A7D4|PURA_ECOLI	purA	purA
sp|P0A7D7|PUR7_ECOLI	sp|P0A7D7|PUR7_ECOLI	purC	purC
sp|P0A7E1|PYRD_ECOLI	sp|P0A7E1|PYRD_ECOLI	pyrD	pyrD
sp|P0A7E3|PYRE_ECOLI	sp|P0A7E3|PYRE_ECOLI	pyrE	pyrE
sp|P0A7E5|PYRG_ECOLI	sp|P0A7E5|PYRG_ECOLI	pyrG	pyrG
sp|P0A7E9|PYRH_ECOLI	sp|P0A7E9|PYRH_ECOLI	pyrH	pyrH
sp|P0A7F3|PYRI_ECOLI	sp|P0A7F3|PYRI_ECOLI	pyrI	pyrI
sp|P0A7F6|SPED_ECOLI	sp|P0A7F6|SPED_ECOLI	speD	speD
sp|P0A7F9|QUEA_ECOLI	sp|P0A7F9|QUEA_ECOLI	queA	queA
sp|P0A7G2|RBFA_ECOLI	sp|P0A7G2|RBFA_ECOLI	rbfA	rbfA
sp|P0A7G6|RECA_ECOLI	sp|P0A7G6|RECA_ECOLI	recA	recA
sp|P0A7H0|RECF_ECOLI	sp|P0A7H0|RECF_ECOLI	recF	recF
sp|P0A7H3|RECO_ECOLI	sp|P0A7H3|RECO_ECOLI	recO	recO
sp|P0A7H6|RECR_ECOLI	sp|P0A7H6|RECR_ECOLI	recR	recR
sp|P0A7I0|RF1_ECOLI	sp|P0A7I0|RF1_ECOLI	prfA	prfA
sp|P0A7I4|RF3_ECOLI	sp|P0A7I4|RF3_ECOLI	prfC	prfC
sp|P0A7I7|RIBA_ECOLI	sp|P0A7I7|RIBA_ECOLI	ribA	ribA
sp|P0A7J0|RIBB_ECOLI	sp|P0A7J0|RIBB_ECOLI	ribB	ribB
sp|P0A7J3|RL10_ECOLI	sp|P0A7J3|RL10_ECOLI	rplJ	rplJ
sp|P0A7J7|RL11_ECOLI	sp|P0A7J7|RL11_ECOLI	rplK	rplK
sp|P0A7K2|RL7_ECOLI	sp|P0A7K2|RL7_ECOLI	rplL	rplL
sp|P0A7K6|RL19_ECOLI	sp|P0A7K6|RL19_ECOLI	rplS	rplS
sp|P0A7L0|RL1_ECOLI	sp|P0A7L0|RL1_ECOLI	rplA	rplA
sp|P0A7L3|RL20_ECOLI	sp|P0A7L3|RL20_ECOLI	rplT	rplT
sp|P0A7L8|RL27_ECOLI	sp|P0A7L8|RL27_ECOLI	rpmA	rpmA
sp|P0A7M2|RL28_ECOLI	sp|P0A7M2|RL28_ECOLI	rpmB	rpmB
sp|P0A7M6|RL29_ECOLI	sp|P0A7M6|RL29_ECOLI	rpmC	rpmC
sp|P0A7M9|RL31_ECOLI	sp|P0A7M9|RL31_ECOLI	rpmE	rpmE
sp|P0A7N1|RL31B_ECOLI	sp|P0A7N1|RL31B_ECOLI	ykgM	ykgM
sp|P0A7N4|RL32_ECOLI	sp|P0A7N4|RL32_ECOLI	rpmF	rpmF
sp|P0A7N9|RL33_ECOLI	sp|P0A7N9|RL33_ECOLI	rpmG	rpmG
sp|P0A7P5|RL34_ECOLI	sp|P0A7P5|RL34_ECOLI	rpmH	rpmH
sp|P0A7Q1|RL35_ECOLI	sp|P0A7Q1|RL35_ECOLI	rpmI	rpmI
sp|P0A7Q6|RL36_ECOLI	sp|P0A7Q6|RL36_ECOLI	rpmJ	rpmJ
sp|P0A7R1|RL9_ECOLI	sp|P0A7R1|RL9_ECOLI	rplI	rplI
sp|P0A7R5|RS10_ECOLI	sp|P0A7R5|RS10_ECOLI	rpsJ	rpsJ
sp|P0A7R9|RS11_ECOLI	sp|P0A7R9|RS11_ECOLI	rpsK	rpsK
sp|P0A7S3|RS12_ECOLI	sp|P0A7S3|RS12_ECOLI	rpsL	rpsL
sp|P0A7S9|RS13_ECOLI	sp|P0A7S9|RS13_ECOLI	rpsM	rpsM
sp|P0A7T3|RS16_ECOLI	sp|P0A7T3|RS16_ECOLI	rpsP	rpsP
sp|P0A7T7|RS18_ECOLI	sp|P0A7T7|RS18_ECOLI	rpsR	rpsR
sp|P0A7U3|RS19_ECOLI	sp|P0A7U3|RS19_ECOLI	rpsS	rpsS
sp|P0A7U7|RS20_ECOLI	sp|P0A7U7|RS20_ECOLI	rpsT	rpsT
sp|P0A7V0|RS2_ECOLI	sp|P0A7V0|RS2_ECOLI	rpsB	rpsB
sp|P0A7V3|RS3_ECOLI	sp|P0A7V3|RS3_ECOLI	rpsC	rpsC
sp|P0A7V8|RS4_ECOLI	sp|P0A7V8|RS4_ECOLI	rpsD	rpsD
sp|P0A7W1|RS5_ECOLI	sp|P0A7W1|RS5_ECOLI	rpsE	rpsE
sp|P0A7W7|RS8_ECOLI	sp|P0A7W7|RS8_ECOLI	rpsH	rpsH
sp|P0A7X3|RS9_ECOLI	sp|P0A7X3|RS9_ECOLI	rpsI	rpsI
sp|P0A7X6|RIMM_ECOLI	sp|P0A7X6|RIMM_ECOLI	rimM	rimM
sp|P0A7Y0|RNC_ECOLI	sp|P0A7Y0|RNC_ECOLI	rnc	rnc
sp|P0A7Y4|RNH_ECOLI	sp|P0A7Y4|RNH_ECOLI	rnhA	rnhA
sp|P0A7Y8|RNPA_ECOLI	sp|P0A7Y8|RNPA_ECOLI	rnpA	rnpA
sp|P0A7Z0|RPIA_ECOLI	sp|P0A7Z0|RPIA_ECOLI	rpiA	rpiA
sp|P0A7Z4|RPOA_ECOLI	sp|P0A7Z4|RPOA_ECOLI	rpoA	rpoA
sp|P0A800|RPOZ_ECOLI	sp|P0A800|RPOZ_ECOLI	rpoZ	rpoZ
sp|P0A805|RRF_ECOLI	sp|P0A805|RRF_ECOLI	frr	frr
sp|P0A809|RUVA_ECOLI	sp|P0A809|RUVA_ECOLI	ruvA	ruvA
sp|P0A812|RUVB_ECOLI	sp|P0A812|RUVB_ECOLI	ruvB	ruvB
sp|P0A814|RUVC_ECOLI	sp|P0A814|RUVC_ECOLI	ruvC	ruvC
sp|P0A817|METK_ECOLI	sp|P0A817|METK_ECOLI	metK	metK
sp|P0A821|SELA_ECOLI	sp|P0A821|SELA_ECOLI	selA	selA
sp|P0A823|SFSA_ECOLI	sp|P0A823|SFSA_ECOLI	sfsA	sfsA
sp|P0A825|GLYA_ECOLI	sp|P0A825|GLYA_ECOLI	glyA	glyA
sp|P0A828|SMG_ECOLI	sp|P0A828|SMG_ECOLI	smg	smg
sp|P0A830|DCTA_ECOLI	sp|P0A830|DCTA_ECOLI	dctA	dctA
sp|P0A832|SSRP_ECOLI	sp|P0A832|SSRP_ECOLI	smpB	smpB
sp|P0A836|SUCC_ECOLI	sp|P0A836|SUCC_ECOLI	sucC	sucC
sp|P0A840|SURE_ECOLI	sp|P0A840|SURE_ECOLI	surE	surE
sp|P0A843|TATE_ECOLI	sp|P0A843|TATE_ECOLI	tatE	tatE
sp|P0A847|TGT_ECOLI	sp|P0A847|TGT_ECOLI	tgt	tgt
sp|P0A850|TIG_ECOLI	sp|P0A850|TIG_ECOLI	tig	tig
sp|P0A853|TNAA_ECOLI	sp|P0A853|TNAA_ECOLI	tnaA	tnaA
sp|P0A855|TOLB_ECOLI	sp|P0A855|TOLB_ECOLI	tolB	tolB
sp|P0A858|TPIS_ECOLI	sp|P0A858|TPIS_ECOLI	tpiA	tpiA
sp|P0A862|TPX_ECOLI	sp|P0A862|TPX_ECOLI	tpx	tpx
sp|P0A867|TALA_ECOLI	sp|P0A867|TALA_ECOLI	talA	talA
sp|P0A870|TALB_ECOLI	sp|P0A870|TALB_ECOLI	talB	talB
sp|P0A873|TRMD_ECOLI	sp|P0A873|TRMD_ECOLI	trmD	trmD
sp|P0A877|TRPA_ECOLI	sp|P0A877|TRPA_ECOLI	trpA	trpA
sp|P0A879|TRPB_ECOLI	sp|P0A879|TRPB_ECOLI	trpB	trpB
sp|P0A881|TRPR_ECOLI	sp|P0A881|TRPR_ECOLI	trpR	trpR
sp|P0A884|TYSY_ECOLI	sp|P0A884|TYSY_ECOLI	thyA	thyA
sp|P0A887|UBIE_ECOLI	sp|P0A887|UBIE_ECOLI	ubiE	ubiE
sp|P0A890|TUSA_ECOLI	sp|P0A890|TUSA_ECOLI	tusA	tusA
sp|P0A894|RAPZ_ECOLI	sp|P0A894|RAPZ_ECOLI	rapZ	rapZ
sp|P0A898|YBEY_ECOLI	sp|P0A898|YBEY_ECOLI	ybeY	ybeY
sp|P0A8A0|YEBC_ECOLI	sp|P0A8A0|YEBC_ECOLI	yebC	yebC
sp|P0A8A2|YEEN_ECOLI	sp|P0A8A2|YEEN_ECOLI	yeeN	yeeN
sp|P0A8A4|PSRP_ECOLI	sp|P0A8A4|PSRP_ECOLI	ppsR	ppsR
sp|P0A8A8|RIMP_ECOLI	sp|P0A8A8|RIMP_ECOLI	rimP	rimP
sp|P0A8B2|YFCN_ECOLI	sp|P0A8B2|YFCN_ECOLI	yfcN	yfcN
sp|P0A8B5|YBAB_ECOLI	sp|P0A8B5|YBAB_ECOLI	ybaB	ybaB
sp|P0A8C1|YBJQ_ECOLI	sp|P0A8C1|YBJQ_ECOLI	ybjQ	ybjQ
sp|P0A8C4|YGFB_ECOLI	sp|P0A8C4|YGFB_ECOLI	ygfB	ygfB
sp|P0A8C8|YIDD_ECOLI	sp|P0A8C8|YIDD_ECOLI	yidD	yidD
sp|P0A8D0|NRDR_ECOLI	sp|P0A8D0|NRDR_ECOLI	nrdR	nrdR
sp|P0A8D3|YAII_ECOLI	sp|P0A8D3|YAII_ECOLI	yaiI	yaiI
sp|P0A8D6|YMDB_ECOLI	sp|P0A8D6|YMDB_ECOLI	ymdB	ymdB
sp|P0A8D9|YFBV_ECOLI	sp|P0A8D9|YFBV_ECOLI	yfbV	yfbV
sp|P0A8E1|YCFP_ECOLI	sp|P0A8E1|YCFP_ECOLI	ycfP	ycfP
sp|P0A8E5|YACL_ECOLI	sp|P0A8E5|YACL_ECOLI	yacL	yacL
sp|P0A8E7|YAJQ_ECOLI	sp|P0A8E7|YAJQ_ECOLI	yajQ	yajQ
sp|P0A8F0|UPP_ECOLI	sp|P0A8F0|UPP_ECOLI	upp	upp
sp|P0A8F4|URK_ECOLI	sp|P0A8F4|URK_ECOLI	udk	udk
sp|P0A8F8|UVRB_ECOLI	sp|P0A8F8|UVRB_ECOLI	uvrB	uvrB
sp|P0A8G0|UVRC_ECOLI	sp|P0A8G0|UVRC_ECOLI	uvrC	uvrC
sp|P0A8G3|UXAC_ECOLI	sp|P0A8G3|UXAC_ECOLI	uxaC	uxaC
sp|P0A8G6|NQOR_ECOLI	sp|P0A8G6|NQOR_ECOLI	wrbA	wrbA
sp|P0A8G9|EX7S_ECOLI	sp|P0A8G9|EX7S_ECOLI	xseB	xseB
sp|P0A8H3|ZUPT_ECOLI	sp|P0A8H3|ZUPT_ECOLI	zupT	zupT
sp|P0A8H6|YIHI_ECOLI	sp|P0A8H6|YIHI_ECOLI	yihI	yihI
sp|P0A8H8|YACG_ECOLI	sp|P0A8H8|YACG_ECOLI	yacG	yacG
sp|P0A8I1|YQGF_ECOLI	sp|P0A8I1|YQGF_ECOLI	yqgF	yqgF
sp|P0A8I3|YAAA_ECOLI	sp|P0A8I3|YAAA_ECOLI	yaaA	yaaA
sp|P0A8I5|TRMB_ECOLI	sp|P0A8I5|TRMB_ECOLI	trmB	trmB
sp|P0A8I8|RLMH_ECOLI	sp|P0A8I8|RLMH_ECOLI	rlmH	rlmH
sp|P0A8J2|DNAT_ECOLI	sp|P0A8J2|DNAT_ECOLI	dnaT	dnaT
sp|P0A8J4|YBED_ECOLI	sp|P0A8J4|YBED_ECOLI	ybeD	ybeD
sp|P0A8J8|RHLB_ECOLI	sp|P0A8J8|RHLB_ECOLI	rhlB	rhlB
sp|P0A8K1|PSD_ECOLI	sp|P0A8K1|PSD_ECOLI	psd	psd
sp|P0A8K5|YAEP_ECOLI	sp|P0A8K5|YAEP_ECOLI	yaeP	yaeP
sp|P0A8K8|YIHY_ECOLI	sp|P0A8K8|YIHY_ECOLI	yihY	yihY
sp|P0A8L1|SYS_ECOLI	sp|P0A8L1|SYS_ECOLI	serS	serS
sp|P0A8L5|YCGN_ECOLI	sp|P0A8L5|YCGN_ECOLI	ycgN	ycgN
sp|P0A8L7|YCIU_ECOLI	sp|P0A8L7|YCIU_ECOLI	yciU	yciU
sp|P0A8M0|SYN_ECOLI	sp|P0A8M0|SYN_ECOLI	asnS	asnS
sp|P0A8M3|SYT_ECOLI	sp|P0A8M3|SYT_ECOLI	thrS	thrS
sp|P0A8M6|YEEX_ECOLI	sp|P0A8M6|YEEX_ECOLI	yeeX	yeeX
sp|P0A8N0|MATP_ECOLI	sp|P0A8N0|MATP_ECOLI	matP	matP
sp|P0A8N3|SYK1_ECOLI	sp|P0A8N3|SYK1_ECOLI	lysS	lysS
sp|P0A8N5|SYK2_ECOLI	sp|P0A8N5|SYK2_ECOLI	lysU	lysU
sp|P0A8N7|EPMA_ECOLI	sp|P0A8N7|EPMA_ECOLI	epmA	epmA
sp|P0A8P1|LFTR_ECOLI	sp|P0A8P1|LFTR_ECOLI	aat	aat
sp|P0A8P3|FETP_ECOLI	sp|P0A8P3|FETP_ECOLI	yggX	yggX
sp|P0A8P6|XERC_ECOLI	sp|P0A8P6|XERC_ECOLI	xerC	xerC
sp|P0A8P8|XERD_ECOLI	sp|P0A8P8|XERD_ECOLI	xerD	xerD
sp|P0A8Q0|FRDC_ECOLI	sp|P0A8Q0|FRDC_ECOLI	frdC	frdC
sp|P0A8Q3|FRDD_ECOLI	sp|P0A8Q3|FRDD_ECOLI	frdD	frdD
sp|P0A8Q6|CLPS_ECOLI	sp|P0A8Q6|CLPS_ECOLI	clpS	clpS
sp|P0A8R0|RRAA_ECOLI	sp|P0A8R0|RRAA_ECOLI	rraA	rraA
sp|P0A8R4|SLYX_ECOLI	sp|P0A8R4|SLYX_ECOLI	slyX	slyX
sp|P0A8R7|YCJF_ECOLI	sp|P0A8R7|YCJF_ECOLI	ycjF	ycjF
sp|P0A8R9|HDFR_ECOLI	sp|P0A8R9|HDFR_ECOLI	hdfR	hdfR
sp|P0A8S1|ARGP_ECOLI	sp|P0A8S1|ARGP_ECOLI	argP	argP
sp|P0A8S5|USPB_ECOLI	sp|P0A8S5|USPB_ECOLI	uspB	uspB
sp|P0A8S9|FLHD_ECOLI	sp|P0A8S9|FLHD_ECOLI	flhD	flhD
sp|P0A8T1|PRMA_ECOLI	sp|P0A8T1|PRMA_ECOLI	prmA	prmA
sp|P0A8T5|FLIE_ECOLI	sp|P0A8T5|FLIE_ECOLI	fliE	fliE
sp|P0A8T7|RPOC_ECOLI	sp|P0A8T7|RPOC_ECOLI	rpoC	rpoC
sp|P0A8U0|SYDP_ECOLI	sp|P0A8U0|SYDP_ECOLI	syd	syd
sp|P0A8U2|YAFD_ECOLI	sp|P0A8U2|YAFD_ECOLI	yafD	yafD
sp|P0A8U6|METJ_ECOLI	sp|P0A8U6|METJ_ECOLI	metJ	metJ
sp|P0A8V0|RBN_ECOLI	sp|P0A8V0|RBN_ECOLI	rbn	rbn
sp|P0A8V2|RPOB_ECOLI	sp|P0A8V2|RPOB_ECOLI	rpoB	rpoB
