Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Annotation	Gene names  (primary )	Gene names  (ordered locus )
P67339	YOAH_ECOL6	reviewed	UPF0181 protein YoaH	yoaH c2216	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	59	1 out of 5	yoaH	c2216
P64497	YOAG_ECOL6	reviewed	Protein YoaG	yoaG c2202	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	60	1 out of 5	yoaG	c2202
P64494	YOAF_ECOL6	reviewed	Uncharacterized protein YoaF	yoaF c2198	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	84	1 out of 5	yoaF	c2198
P0AEC1	YOAE_ECOL6	reviewed	UPF0053 inner membrane protein YoaE	yoaE c2222	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	518	2 out of 5	yoaE	c2222
A0A0H2VA76	A0A0H2VA76_ECOL6	unreviewed	EAL domain-containing protein	yoaD c2221	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	542	1 out of 5	yoaD	c2221
A0A0H2VA71	A0A0H2VA71_ECOL6	unreviewed	Uncharacterized protein	yoaC c2214	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	119	1 out of 5	yoaC	c2214
P0AEB8	YOAB_ECOL6	reviewed	RutC family protein YoaB	yoaB c2213	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	114	1 out of 5	yoaB	c2213
A0A0H2V7U8	A0A0H2V7U8_ECOL6	unreviewed	Uncharacterized protein	ynjH c2161	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	90	1 out of 5	ynjH	c2161
A0A0H2V800	A0A0H2V800_ECOL6	unreviewed	Uncharacterized protein	ynjF c2159	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	208	1 out of 5	ynjF	c2159
A0A0H2V938	A0A0H2V938_ECOL6	unreviewed	Hypothetical ABC transporter ATP-binding protein ynjD	ynjD c2157	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	228	1 out of 5	ynjD	c2157
A0A0H2V7U4	A0A0H2V7U4_ECOL6	unreviewed	Hypothetical ABC transporter permease protein ynjC	ynjC c2156	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	519	1 out of 5	ynjC	c2156
A0A0H2V7Z5	A0A0H2V7Z5_ECOL6	unreviewed	CMD domain-containing protein	ynjA c2154	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	182	1 out of 5	ynjA	c2154
A0A0H2V7Q6	A0A0H2V7Q6_ECOL6	unreviewed	Uncharacterized protein	yniC c2126	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	222	1 out of 5	yniC	c2126
A0A0H2V915	A0A0H2V915_ECOL6	unreviewed	Uncharacterized protein	yniB c2125	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	178	1 out of 5	yniB	c2125
A0A0H2V7S2	A0A0H2V7S2_ECOL6	unreviewed	Uncharacterized protein	yniA c2124	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	286	1 out of 5	yniA	c2124
A0A0H2V8Y1	A0A0H2V8Y1_ECOL6	unreviewed	LysM domain-containing protein	ynhG c2073	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	334	1 out of 5	ynhG	c2073
A0A0H2V9X7	A0A0H2V9X7_ECOL6	unreviewed	SufB protein	ynhE c2078	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	508	1 out of 5	ynhE	c2078
A0A0H2V7V5	A0A0H2V7V5_ECOL6	unreviewed	Probable ATP-dependent transporter sufC	ynhD c2077	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	248	1 out of 5	ynhD	c2077
A0A0H2V7L8	A0A0H2V7L8_ECOL6	unreviewed	SufD protein	ynhC c2076	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	423	1 out of 5	ynhC	c2076
A0A0H2V9S0	A0A0H2V9S0_ECOL6	unreviewed	Hypothetical transport protein ynfM	ynfM c1987	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	417	1 out of 5	ynfM	c1987
A0A0H2V7Q2	A0A0H2V7Q2_ECOL6	unreviewed	Hypothetical transcriptional regulator ynfL	ynfL c1986	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	297	1 out of 5	ynfL	c1986
A0A0H2V8R7	A0A0H2V8R7_ECOL6	unreviewed	ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	ynfK bioD c1984	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	235	3 out of 5	ynfK	c1984
A0A0H2V7J0	A0A0H2V7J0_ECOL6	unreviewed	Anaerobic dimethyl sulfoxide reductase chain ynfH	ynfH c1981	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	284	1 out of 5	ynfH	c1981
P0AAJ2	YNFG_ECOL6	reviewed	Probable anaerobic dimethyl sulfoxide reductase chain YnfG (DMSO reductase iron-sulfur subunit YnfG)	ynfG c1979	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	205	2 out of 5	ynfG	c1979
A0A0H2V7P8	A0A0H2V7P8_ECOL6	unreviewed	Probable dimethyl sulfoxide reductase chain ynfF (EC 1.8.99.-)	ynfF c1978	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	808	1 out of 5	ynfF	c1978
A0A0H2V7F7	A0A0H2V7F7_ECOL6	unreviewed	Putative dimethyl sulfoxide reductase chain ynfE (EC 1.8.99.-)	ynfE c1977	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	808	1 out of 5	ynfE	c1977
A0A0H2V8R2	A0A0H2V8R2_ECOL6	unreviewed	Uncharacterized protein	ynfD c1976	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	115	1 out of 5	ynfD	c1976
Q8FHC4	YNFC_ECOL6	reviewed	UPF0257 lipoprotein YnfC	ynfC c1975	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	236	2 out of 5	ynfC	c1975
Q8CW20	YNFB_ECOL6	reviewed	UPF0482 protein YnfB	ynfB c1973	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	113	1 out of 5	ynfB	c1973
Q8FHC6	YNFA_ECOL6	reviewed	UPF0060 membrane protein YnfA	ynfA c1972	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	108	2 out of 5	ynfA	c1972
A0A0H2V7N1	A0A0H2V7N1_ECOL6	unreviewed	Hypothetical transcriptional regulator yneJ	yneJ c1949	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	293	1 out of 5	yneJ	c1949
A0A0H2V7D8	A0A0H2V7D8_ECOL6	unreviewed	Aldehyde-dehydrogenase like protein yneI (EC 1.2.1.-)	yneI c1948	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	470	1 out of 5	yneI	c1948
A0A0H2V8N8	A0A0H2V8N8_ECOL6	unreviewed	Uncharacterized protein	yneG c1946	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	119	1 out of 5	yneG	c1946
A0A0H2V7G6	A0A0H2V7G6_ECOL6	unreviewed	GGDEF domain-containing protein	yneF c1945	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	472	1 out of 5	yneF	c1945
A0A0H2V9P0	A0A0H2V9P0_ECOL6	unreviewed	Uncharacterized protein	yneE c1943	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	321	1 out of 5	yneE	c1943
A0A0H2V774	A0A0H2V774_ECOL6	unreviewed	Uncharacterized protein	yncJ c1860	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	76	1 out of 5	yncJ	c1860
A0A0H2V7I7	A0A0H2V7I7_ECOL6	unreviewed	Uncharacterized protein	yncE c1877	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	353	1 out of 5	yncE	c1877
A0A0H2V8H2	A0A0H2V8H2_ECOL6	unreviewed	Hypothetical acetyltransferase yncA (EC 2.3.1.-)	yncA c1873	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	193	1 out of 5	yncA	c1873
P64449	YNBE_ECOL6	reviewed	Uncharacterized protein YnbE	ynbE c1829	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	61	1 out of 5	ynbE	c1829
A0A0H2V8D6	A0A0H2V8D6_ECOL6	unreviewed	TYR_PHOSPHATASE_2 domain-containing protein	ynbD c1837	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	463	1 out of 5	ynbD	c1837
A0A0H2V781	A0A0H2V781_ECOL6	unreviewed	Uncharacterized protein	ynbC c1836	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	585	1 out of 5	ynbC	c1836
A0A0H2V9H2	A0A0H2V9H2_ECOL6	unreviewed	Uncharacterized protein	ynbB c1835	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	298	1 out of 5	ynbB	c1835
A0A0H2V7F3	A0A0H2V7F3_ECOL6	unreviewed	Uncharacterized protein	ynbA c1834	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	201	1 out of 5	ynbA	c1834
P64446	YNAJ_ECOL6	reviewed	Uncharacterized protein YnaJ	ynaJ c1805	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	85	1 out of 5	ynaJ	c1805
A0A0H2V728	A0A0H2V728_ECOL6	unreviewed	Uncharacterized protein	ynaI c1804	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	343	1 out of 5	ynaI	c1804
A0A0H2V706	A0A0H2V706_ECOL6	unreviewed	Uncharacterized protein	ymjA c1772	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	81	1 out of 5	ymjA	c1772
Q8FI35	YMGG_ECOL6	reviewed	UPF0757 protein YmgG	ymgG c1617	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	114	1 out of 5	ymgG	c1617
A0A0H2V739	A0A0H2V739_ECOL6	unreviewed	Transglycosylase associated protein	ymgE c1645	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	95	1 out of 5	ymgE	c1645
P0AB47	YMGD_ECOL6	reviewed	Uncharacterized protein YmgD	ymgD c1616	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	109	1 out of 5	ymgD	c1616
A0A0H2VC87	A0A0H2VC87_ECOL6	unreviewed	Uncharacterized protein	ymfL c3195	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	202	1 out of 5	ymfL	c3195
A0A0H2V6D6	A0A0H2V6D6_ECOL6	unreviewed	Uncharacterized protein	ymfA c1397	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	167	1 out of 5	ymfA	c1397
A0A0H2V762	A0A0H2V762_ECOL6	unreviewed	Cardiolipin synthase C (CL synthase) (EC 2.7.8.-)	ymdC clsC c1310	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	493	2 out of 5	ymdC	c1310
P0A8D7	YMDB_ECOL6	reviewed	O-acetyl-ADP-ribose deacetylase (EC 3.1.1.106) (Regulator of RNase III activity)	ymdB c1309	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	177	3 out of 5	ymdB	c1309
A0A0H2V697	A0A0H2V697_ECOL6	unreviewed	Uncharacterized protein	ymdA c1308	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	103	1 out of 5	ymdA	c1308
P0AAA6	YMCE_ECOL6	reviewed	Uncharacterized protein YmcE	ymcE c1124	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	76	1 out of 5	ymcE	c1124
A0A0H2V5R7	A0A0H2V5R7_ECOL6	unreviewed	ABC_trans_aux domain-containing protein	ymbA c1088	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	187	1 out of 5	ymbA	c1088
A0A0H2V5J6	A0A0H2V5J6_ECOL6	unreviewed	GSDH domain-containing protein	yliI c0922	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	371	1 out of 5	yliI	c0922
A0A0H2V7N0	A0A0H2V7N0_ECOL6	unreviewed	Uncharacterized protein	yliH c0921	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	138	1 out of 5	yliH	c0921
A0A0H2V5K5	A0A0H2V5K5_ECOL6	unreviewed	Hypothetical membrane protein yliF	yliF c0919	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	442	1 out of 5	yliF	c0919
A0A0H2V5H2	A0A0H2V5H2_ECOL6	unreviewed	EAL domain-containing protein	yliE c0918	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	782	1 out of 5	yliE	c0918
A0A0H2V7A1	A0A0H2V7A1_ECOL6	unreviewed	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (EC 1.14.13.-)	yleB c0748	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	398	1 out of 5	yleB	c0748
A0A0H2V7J7	A0A0H2V7J7_ECOL6	unreviewed	Uncharacterized protein	ylcE c1475	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	88	1 out of 5	ylcE	c1475
A0A0H2V501	A0A0H2V501_ECOL6	unreviewed	Uncharacterized protein	ylbF c0634	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	302	1 out of 5	ylbF	c0634
A0A0H2V734	A0A0H2V734_ECOL6	unreviewed	Uncharacterized protein	ylbE c0633	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	419	1 out of 5	ylbE	c0633
A0A0H2V5M5	A0A0H2V5M5_ECOL6	unreviewed	Allantoate amidohydrolase (EC 3.5.3.-)	ylbB c0630	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	417	2 out of 5	ylbB	c0630
A0A0H2V4Z7	A0A0H2V4Z7_ECOL6	unreviewed	Uncharacterized protein	ylbA c0629	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	261	1 out of 5	ylbA	c0629
A0A0H2V5J1	A0A0H2V5J1_ECOL6	unreviewed	Maltose O-acetyltransferase (EC 2.3.1.79)	ylaD c0577	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	183	1 out of 5	ylaD	c0577
A0A0H2V4W2	A0A0H2V4W2_ECOL6	unreviewed	Uncharacterized protein	ylaC c0576	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	169	1 out of 5	ylaC	c0576
A0A0H2V6Y3	A0A0H2V6Y3_ECOL6	unreviewed	EAL domain-containing protein	ylaB c0575	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	518	1 out of 5	ylaB	c0575
A0A0H2V6U1	A0A0H2V6U1_ECOL6	unreviewed	Uncharacterized protein	ykiA c0501	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	93	1 out of 5	ykiA	c0501
A0A0H2V6M0	A0A0H2V6M0_ECOL6	unreviewed	DUF1471 domain-containing protein	ykgI c0419	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	83	1 out of 5	ykgI	c0419
A0A0H2V4L8	A0A0H2V4L8_ECOL6	unreviewed	Uncharacterized protein	ykgH c0425	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	222	1 out of 5	ykgH	c0425
A0A0H2V6M5	A0A0H2V6M5_ECOL6	unreviewed	LUD_dom domain-containing protein	ykgG c0424	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	282	1 out of 5	ykgG	c0424
A0A0H2V4N8	A0A0H2V4N8_ECOL6	unreviewed	Putative electron transport protein ykgF	ykgF c0423	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	475	1 out of 5	ykgF	c0423
A0A0H2V4N2	A0A0H2V4N2_ECOL6	unreviewed	Uncharacterized protein	ykgE c0422	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	239	1 out of 5	ykgE	c0422
A0A0H2V598	A0A0H2V598_ECOL6	unreviewed	Hypothetical transcriptional regulator ykgD	ykgD c0421	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	301	1 out of 5	ykgD	c0421
A0A0H2V4L2	A0A0H2V4L2_ECOL6	unreviewed	Probable pyridine nucleotide-disulfide oxidoreductase ykgC	ykgC c0420	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	450	2 out of 5	ykgC	c0420
A0A0H2V4N3	A0A0H2V4N3_ECOL6	unreviewed	Uncharacterized protein	ykgB c0418	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	200	1 out of 5	ykgB	c0418
A0A0H2V593	A0A0H2V593_ECOL6	unreviewed	Hypothetical transcriptional regulator ykgA	ykgA c0416	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	296	1 out of 5	ykgA	c0416
A0A0H2V565	A0A0H2V565_ECOL6	unreviewed	Inhibitor of vertebrate lysozyme	ykfE c0370	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	157	1 out of 5	ykfE	c0370
A0A0H2VDV4	A0A0H2VDV4_ECOL6	unreviewed	Uncharacterized protein	yjjY c5489	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	46	1 out of 5	yjjY	c5489
Q8FA41	NCPP_ECOL6	reviewed	Inosine/xanthosine triphosphatase (ITPase/XTPase) (EC 3.6.1.-) (Non-canonical purine NTP phosphatase) (Non-standard purine NTP phosphatase) (Nucleoside-triphosphate phosphatase) (NTPase)	yjjX c5481	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	175	3 out of 5	yjjX	c5481
A0A0H2VDY4	A0A0H2VDY4_ECOL6	unreviewed	Uncharacterized protein	yjjW c5462	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	287	1 out of 5	yjjW	c5462
A0A0H2VGJ5	A0A0H2VGJ5_ECOL6	unreviewed	Putative deoxyribonuclease yjjV (EC 3.1.21.-)	yjjV c5461	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	259	1 out of 5	yjjV	c5461
A0A0H2VEA9	A0A0H2VEA9_ECOL6	unreviewed	PNPLA domain-containing protein	yjjU c5460	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	369	1 out of 5	yjjU	c5460
A0A0H2VDT0	A0A0H2VDT0_ECOL6	unreviewed	HTH luxR-type domain-containing protein	yjjQ c5444	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	241	1 out of 5	yjjQ	c5444
A0A0H2VFG5	A0A0H2VFG5_ECOL6	unreviewed	ThrE domain-containing protein	yjjP c5443	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	277	1 out of 5	yjjP	c5443
A0A0H2VE98	A0A0H2VE98_ECOL6	unreviewed	FCD domain-containing protein	yjjM c5436	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	301	1 out of 5	yjjM	c5436
A0A0H2VGJ8	A0A0H2VGJ8_ECOL6	unreviewed	HipA_C domain-containing protein	yjjJ c5470	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	443	1 out of 5	yjjJ	c5470
A0A0H2VFH7	A0A0H2VFH7_ECOL6	unreviewed	Uncharacterized protein	yjjI c5463	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	516	1 out of 5	yjjI	c5463
A0A0H2VDY0	A0A0H2VDY0_ECOL6	unreviewed	Uncharacterized protein	yjjG c5454	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	225	1 out of 5	yjjG	c5454
P0ADD3	YJJB_ECOL6	reviewed	UPF0442 protein YjjB	yjjB c5442	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	157	2 out of 5	yjjB	c5442
A0A0H2VDX2	A0A0H2VDX2_ECOL6	unreviewed	Uncharacterized protein	yjjA c5439	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	165	1 out of 5	yjjA	c5439
A0A0H2VEK1	A0A0H2VEK1_ECOL6	unreviewed	Hypothetical transport protein yjjL	yjiZ c4921	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	427	1 out of 5	yjiZ	c4921
A0A0H2VFF6	A0A0H2VFF6_ECOL6	unreviewed	Uncharacterized protein	yjiY c5429	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	721	1 out of 5	yjiY	c5429
P0ADC9	YJIX_ECOL6	reviewed	Uncharacterized protein YjiX	yjiX c5428	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	67	1 out of 5	yjiX	c5428
A0A0H2VE87	A0A0H2VE87_ECOL6	unreviewed	Uncharacterized protein	yjiN c5419	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	438	1 out of 5	yjiN	c5419
A0A0H2VDR8	A0A0H2VDR8_ECOL6	unreviewed	Uncharacterized protein	yjiM c5418	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	390	1 out of 5	yjiM	c5418
A0A0H2VFE8	A0A0H2VFE8_ECOL6	unreviewed	BcrAD_BadFG domain-containing protein	yjiL c5417	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	257	1 out of 5	yjiL	c5417
Q8FA95	YJIK_ECOL6	reviewed	Uncharacterized protein YjiK	yjiK c5415	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	286	2 out of 5	yjiK	c5415
A0A0H2VGH8	A0A0H2VGH8_ECOL6	unreviewed	MFS_4 domain-containing protein	yjiJ c5414	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	392	1 out of 5	yjiJ	c5414
A0A0H2VDR3	A0A0H2VDR3_ECOL6	unreviewed	Gate domain-containing protein	yjiH c5410	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	231	1 out of 5	yjiH	c5410
P0AEH9	YJIG_ECOL6	reviewed	Inner membrane protein YjiG	yjiG c5409	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	153	2 out of 5	yjiG	c5409
A0A0H2VDV2	A0A0H2VDV2_ECOL6	unreviewed	Hypothetical transcriptional regulator yjiE	yjiE c5407	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	329	1 out of 5	yjiE	c5407
A0A0H2VDW5	A0A0H2VDW5_ECOL6	unreviewed	CobW C-terminal domain-containing protein	yjiA c5427	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	331	1 out of 5	yjiA	c5427
A0A0H2VGF3	A0A0H2VGF3_ECOL6	unreviewed	DUF853 domain-containing protein	yjgR c5364	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	500	1 out of 5	yjgR	c5364
A0A0H2VDN4	A0A0H2VDN4_ECOL6	unreviewed	Protein yjgK	yjgK c5352	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	150	1 out of 5	yjgK	c5352
P0AF94	RIDA_ECOL6	reviewed	2-iminobutanoate/2-iminopropanoate deaminase (EC 3.5.99.10) (Enamine/imine deaminase)	yjgF c5342	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	128	3 out of 5	yjgF	c5342
A0A0H2VE43	A0A0H2VE43_ECOL6	unreviewed	Regulator of ribonuclease activity B	yjgD rraB c5354	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	138	2 out of 5	yjgD	c5354
A0A0H2VGF6	A0A0H2VGF6_ECOL6	unreviewed	Hypothetical zinc-type alcohol dehydrogenase-like protein yjgB	yjgB c5370	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	353	1 out of 5	yjgB	c5370
Q8FAF3	YJGA_ECOL6	reviewed	UPF0307 protein YjgA	yjgA c5332	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	183	1 out of 5	yjgA	c5332
P0AF87	YJFY_ECOL6	reviewed	Uncharacterized protein YjfY	yjfY c5289	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	91	1 out of 5	yjfY	c5289
A0A0H2VDL9	A0A0H2VDL9_ECOL6	unreviewed	Peptidase_S9 domain-containing protein	yjfP c5278	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	249	1 out of 5	yjfP	c5278
A0A0H2VG77	A0A0H2VG77_ECOL6	unreviewed	Hypothetical lipoprotein yjfO	yjfO c5277	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	142	1 out of 5	yjfO	c5277
P0AF83	YJFN_ECOL6	reviewed	Uncharacterized protein YjfN	yjfN c5276	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	91	2 out of 5	yjfN	c5276
A0A0H2VF46	A0A0H2VF46_ECOL6	unreviewed	Uncharacterized protein	yjfM c5272	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	171	1 out of 5	yjfM	c5272
A0A0H2VDG2	A0A0H2VDG2_ECOL6	unreviewed	Uncharacterized protein	yjfL c5268	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	129	1 out of 5	yjfL	c5268
A0A0H2VF43	A0A0H2VF43_ECOL6	unreviewed	Uncharacterized protein	yjfK c5267	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	219	1 out of 5	yjfK	c5267
P0AF79	YJFJ_ECOL6	reviewed	Uncharacterized protein YjfJ	yjfJ c5266	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	232	1 out of 5	yjfJ	c5266
A0A0H2VDL1	A0A0H2VDL1_ECOL6	unreviewed	Uncharacterized protein	yjfI c5265	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	133	1 out of 5	yjfI	c5265
A0A0H2VE28	A0A0H2VE28_ECOL6	unreviewed	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase (EC 6.3.2.45) (Murein peptide ligase) (UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase)	yjfG mpl c5331	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	457	3 out of 5	yjfG	c5331
A0A0H2VFA7	A0A0H2VFA7_ECOL6	unreviewed	Hypothetical ABC transporter permease protein yjfF	yjfF c5328	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	331	1 out of 5	yjfF	c5328
A0A0H2VDG8	A0A0H2VDG8_ECOL6	unreviewed	GSP_synth domain-containing protein	yjfC c5274	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	306	1 out of 5	yjfC	c5274
A0A0H2VDW8	A0A0H2VDW8_ECOL6	unreviewed	Uncharacterized protein	yjeT c5260	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	65	1 out of 5	yjeT	c5260
