gene_id,Locus_tag,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_locus_tag,norm_exp
lon,b0439,454344,456698,455521,,BW25113_RS02275,226.156757386787
hupB,b0440,456907,457179,457043,,BW25113_RS02280,254.946002140639
ppiD,b0441,457371,459242,458306,,BW25113_RS02285,295.44964812796
ybaV,b0442,459393,459764,459578,,BW25113_RS02290,5.19912420896272
fadM,b0443,459858,460256,460057,,BW25113_RS02295,33.3693215818149
queC,b0444,460308,461003,460655,,BW25113_RS02300,9.56084222682216
ybaE,b0445,461068,462768,461918,,BW25113_RS02305,11.4436635989502
cof,b0446,462868,463686,463277,,BW25113_RS02310,79.3955153626081
ybaO,b0447,463839,464297,464068,,BW25113_RS02315,11.6080254650461
mdlA,b0448,464327,466099,465213,,BW25113_RS02320,7.09681646774074
mdlB,b0449,466092,467873,466982,,BW25113_RS02325,2.26981247290115
glnK,b0450,468054,468392,468223,,BW25113_RS02330,6.31780407098806
amtB,b0451,468422,469708,469065,,BW25113_RS02335,1.20685258001869
tesB,b0452,469757,470617,470187,,BW25113_RS02340,37.9532987653946
ybaY,b0453,470835,471407,471121,,BW25113_RS02345,375.409031546201
ybaA,b0456,472128,472481,472304,,BW25113_RS02355,7.13107386307105
ylaB,b0457,472523,474073,473298,,BW25113_RS02360,42.891030502598
ylaC,b0458,474237,474707,474472,,BW25113_RS02365,48.415618848392
maa,b0459,474823,475374,475098,,BW25113_RS02370,42.6589743890828
hha,b0460,475546,475764,475655,,BW25113_RS02375,290.115362860474
tomB,b0461,475790,476164,475977,,BW25113_RS02380,206.659268886686
acrB,b0462,476710,479859,478284,,BW25113_RS02385,40.5104929856414
acrA,b0463,479882,481075,480478,,BW25113_RS02390,100.164750471584
acrR,b0464,481217,481864,481540,,BW25113_RS02395,6.42996778971802
mscK,b0465,481992,485354,483673,,BW25113_RS02400,13.5715794660352
ybaM,b0466,485566,485727,485646,,BW25113_RS02410,3.69038198193526
priC,b0467,485741,486268,486004,,BW25113_RS02415,7.02077052439229
ybaN,b0468,486338,486715,486526,,BW25113_RS02420,81.568505443671
apt,b0469,486868,487419,487143,,BW25113_RS02425,38.6871551601135
dnaX,b0470,487548,489479,488513,,BW25113_RS02430,170.717398587235
ybaB,b0471,489532,489861,489696,,BW25113_RS02435,275.497727619869
recR,b0472,489861,490466,490163,,BW25113_RS02440,120.682326902803
htpG,b0473,490576,492450,491513,,BW25113_RS02445,460.43005286256
adk,b0474,492631,493275,492953,,BW25113_RS02450,92.1079100073618
hemH,b0475,493511,494473,493992,,BW25113_RS02455,15.4389051085904
aes,b0476,494470,495429,494949,,BW25113_RS02460,2.24404249088351
gsk,b0477,495581,496885,496233,,BW25113_RS02465,37.0494282829426
ybaL,b0478,497018,498694,497856,,BW25113_RS02470,26.3410481688636
fsr,b0479,498932,500152,499542,,BW25113_RS02475,8.71411880366526
ushA,b0480,500370,502022,501196,ushA,BW25113_RS02480,35.3924956737033
ybaK,b0481,502059,502538,502298,,BW25113_RS02485,5.63855801046883
ybaP,b0482,502742,503536,503139,,BW25113_RS02490,30.8253134342016
ybaQ,b0483,503674,504015,503844,,BW25113_RS02495,64.7425029060509
copA,b0484,504331,506835,505583,copA,BW25113_RS02500,18.9238053462468
glsA,b0485,507097,508029,507563,,BW25113_RS02505,23.6411740492805
ybaT,b0486,508032,509324,508678,,BW25113_RS02510,25.267681291678
cueR,b0487,509449,509856,509652,,BW25113_RS02515,87.5901450743933
ybbJ,b0488,509857,510315,510086,,BW25113_RS02520,92.5725093542404
qmcA,b0489,510312,511229,510770,,BW25113_RS02525,83.5562666352566
fetA,b0490,511375,512052,511713,,BW25113_RS02530,50.8542000566996
fetB,b0491,512039,512818,512428,,BW25113_RS02535,10.7752073924147
ybbN,b0492,512881,513735,513308,,BW25113_RS02540,223.923189265634
ybbO,b0493,513796,514605,514200,,BW25113_RS02545,111.325125480076
tesA,b0494,514595,515221,514908,,BW25113_RS02550,60.121062661108
ybbA,b0495,515189,515875,515532,,BW25113_RS02555,30.8498190081143
ybbP,b0496,515872,518286,517079,,BW25113_RS02560,12.5835084783873
rhsD,b0497,518717,522997,520857,,BW25113_RS02565,5.54078775555549
ybbC,b0498,523037,523405,523221,,BW25113_RS02570,1.074652972228
mnmH,b0503,525588,526682,526135,,BW25113_RS02590,7.02315434771889
allS,b0504,526751,527677,527214,,BW25113_RS02595,7.40415012256158
allA,b0505,527907,528389,528148,,BW25113_RS02600,1.05096883562112
allR,b0506,528467,529282,528874,,BW25113_RS02605,26.3941314631414
gcl,b0507,529372,531153,530262,,BW25113_RS02610,2.65895393949202
hyi,b0508,531166,531942,531554,,BW25113_RS02615,2.13791084302629
glxR,b0509,532042,532920,532481,,BW25113_RS02620,0.561457589594613
ybbW,b0511,533089,534543,533816,,BW25113_RS02625,0.040849082492843
allB,b0512,534603,535964,535283,,BW25113_RS02630,4.75304389690191
ybbY,b0513,536021,537322,536671,,BW25113_RS02635,6.32949715033358
glxK,b0514,537344,538489,537916,,BW25113_RS02640,0.566333500303402
allE,b0515,538717,539502,539109,,BW25113_RS02645,19.5041970827299
allC,b0516,539513,540748,540130,,BW25113_RS02650,31.2404220168918
allD,b0517,540770,541819,541294,,BW25113_RS02655,0.0236841366068789
fdrA,b0518,542136,543803,542969,,BW25113_RS02660,0.0119910572613514
ylbF,b0520,545083,545898,545490,,BW25113_RS02670,2.12591978576494
ybcF,b0521,545895,546788,546341,,BW25113_RS02675,0.0119910572613514
purK,b0522,546983,548050,547516,,BW25113_RS02680,15.906637353958
purE,b0523,548047,548556,548301,,BW25113_RS02685,43.9269741670715
lpxH,b0524,548674,549396,549035,,BW25113_RS02690,17.1218694886342
ppiB,b0525,549399,549893,549646,,BW25113_RS02695,1617.60443435087
cysS,b0526,550067,551452,550759,,BW25113_RS02700,80.3603816555978
ybcI,b0527,551488,552009,551748,,BW25113_RS02705,0.371722775101893
ybcJ,b0528,552117,552329,552223,,BW25113_RS02710,3.20027478007711
folD,b0529,552331,553197,552764,,BW25113_RS02715,98.7155847261052
sfmA,b0530,553668,554210,553939,,BW25113_RS02720,0.21315722946191
sfmC,b0531,554430,555122,554776,,BW25113_RS02725,0.0359731717840542
sfmD,b0532,555153,557756,556454,,BW25113_RS02730,0.0710524098206367
sfmH,b0533,557735,558775,558255,,BW25113_RS02735,0.0119910572613514
sfmF,b0534,558786,559301,559043,,BW25113_RS02740,0
sfmZ,b0535,559304,559936,559620,,BW25113_RS02745,1.05096883562112
intD,b0537,560271,561434,560852,,BW25113_RS02755,30.5802189392445
insF1,b0541,562298,563460,562879,,BW25113_RS02780,3.67839092467391
emrE,b0543,563771,564103,563937,,BW25113_RS02790,3.15290650686335
ybcK,b0544,564358,565884,565121,,BW25113_RS02800,0.119910572613514
ybcL,b0545,566349,566900,566624,,BW25113_RS02805,2.12236221248866
ybcM,b0546,566910,567707,567308,,BW25113_RS02810,40.0789205732437
ybcN,b0547,567922,568377,568149,,BW25113_RS02815,0.107919515352163
ninE,b0548,568377,568547,568462,,BW25113_RS02820,0.573448646855964
ybcO,b0549,568540,568830,568685,,BW25113_RS02825,1.05096883562112
rusA,b0550,568827,569189,569008,,BW25113_RS02830,0.0119910572613514
quuD,b0551,569412,569795,569603,,BW25113_RS02840,0.525484417810559
insH1,b0552,570193,571209,570701,,BW25113_RS02850,98.2655861305745
essD,b0554,572854,573069,572961,,BW25113_RS02860,1.96451953711368
rrrD,b0555,573069,573566,573317,,BW25113_RS02865,1.58844431069303
rzpD,b0556,573563,574024,573793,,BW25113_RS02870,4.21586639974582
borD,b0557,574056,574349,574202,,BW25113_RS02875,122.458293891107
ybcV,b0558,574640,575050,574845,,BW25113_RS02880,6.41373252907887
ybcW,b0559,575336,575542,575439,,BW25113_RS02885,3.15290650686335
nohD,b0560,576290,576835,576562,,BW25113_RS02900,0.597430761378667
appY,b0564,579137,579886,579511,,BW25113_RS02920,3.18887967864741
ompT,b0565,580136,581089,580612,,BW25113_RS02925,1560.35657650147
envY,b0566,581603,582364,581983,,BW25113_RS02935,17.5977837464867
ybcH,b0567,582547,583437,582992,,BW25113_RS02940,5.82829282496155
nfrA,b0568,583438,586410,584924,,BW25113_RS02945,11.7738144212942
nfrB,b0569,586397,588634,587515,nfrB,BW25113_RS02950,9.01493326776518
cusS,b0570,588784,590226,589505,,BW25113_RS02955,19.4788966307747
cusR,b0571,590216,590899,590557,,BW25113_RS02960,13.7105590921199
cusC,b0572,591056,592429,591742,,BW25113_RS02965,54.1861686582268
cusF,b0573,592587,592919,592753,,BW25113_RS02970,100.367523801817
cusB,b0574,592935,594158,593546,,BW25113_RS02975,22.165082094471
cusA,b0575,594170,597313,595741,,BW25113_RS02980,4.85190700777356
pheP,b0576,597415,598791,598103,,BW25113_RS02985,14.2720166817145
ybdG,b0577,598872,600119,599495,,BW25113_RS02990,9.16106519074517
nfsB,b0578,600227,600880,600553,,BW25113_RS02995,148.366471681498
ybdF,b0579,600974,601342,601158,,BW25113_RS03000,93.3896881381789
ybdJ,b0580,601407,601655,601531,,BW25113_RS03005,18.699848399259
ybdK,b0581,601721,602839,602280,,BW25113_RS03010,286.19510120144
insL1,b0582,603521,604633,604077,,BW25113_RS03025,10.0552563482213
entD,b0583,604915,605535,605225,,BW25113_RS03030,71.465880822236
fepA,b0584,605710,607950,606830,,BW25113_RS03035,222.174852873075
fes,b0585,608193,609395,608794,,BW25113_RS03040,113.956791772506
entF,b0586,609613,613494,611553,entF,BW25113_RS03050,197.434848316055
fepE,b0587,613710,614843,614276,,BW25113_RS03055,3.07957961447841
fepC,b0588,614840,615655,615247,,BW25113_RS03060,50.5304415106431
fepG,b0589,615652,616644,616148,,BW25113_RS03065,58.2730504078292
fepD,b0590,616641,617645,617143,,BW25113_RS03070,50.6143789114726
entS,b0591,617756,619006,618381,,BW25113_RS03075,19.20338261863
fepB,b0592,619010,619966,619488,,BW25113_RS03080,156.89413293908
entC,b0593,620341,621516,620928,,BW25113_RS03085,171.488526474179
entE,b0594,621526,623136,622331,entE,BW25113_RS03090,247.19213485285
entB,b0595,623150,624007,623578,,BW25113_RS03095,142.712419963262
entA,b0596,624007,624753,624380,,BW25113_RS03100,248.86228782023
entH,b0597,624756,625169,624962,,BW25113_RS03105,56.1591305655395
cstA,b0598,625350,627455,626402,,BW25113_RS03110,15.4894797701777
ybdH,b0599,627845,628933,628389,,BW25113_RS03120,5.18501993622638
ybdL,b0600,629042,630202,629622,,BW25113_RS03125,11.7405230507526
ybdM,b0601,630203,630832,630517,,BW25113_RS03130,22.6431982390678
ybdN,b0602,630805,632025,631415,,BW25113_RS03135,7.9770028135859
ybdO,b0603,632172,633074,632623,,BW25113_RS03140,2.14930594445599
dsbG,b0604,633283,634029,633656,,BW25113_RS03145,45.7531175213027
ahpC,b0605,634401,634964,634682,,BW25113_RS03150,1239.36805151431
ahpF,b0606,635209,636774,635991,,BW25113_RS03155,242.711977135202
uspG,b0607,636895,637323,637109,,BW25113_RS03160,343.26942573237
ybdR,b0608,637544,638782,638163,,BW25113_RS03165,12.0544126412366
rnk,b0610,639013,639423,639218,,BW25113_RS03175,11.7045498789685
rna,b0611,639653,640459,640056,,BW25113_RS03180,126.631875736772
citT,b0612,640573,642036,641304,,BW25113_RS03185,1.05309093731002
citG,b0613,642087,642965,642526,citG,BW25113_RS03190,0.0119910572613514
citX,b0614,642940,643491,643215,,BW25113_RS03195,0.040849082492843
citF,b0615,643495,645027,644261,,BW25113_RS03200,0.0119910572613514
citE,b0616,645038,645946,645492,,BW25113_RS03205,0
citD,b0617,645943,646239,646091,,BW25113_RS03210,0
citC,b0618,646254,647312,646783,,BW25113_RS03215,0.0204245412464215
citA,b0619,647691,649349,648520,dpiB,BW25113_RS03220,6.4242336967611
citB,b0620,649318,649998,649658,dpiA,BW25113_RS03225,20.5538475809185
dcuC,b0621,650039,651424,650731,,BW25113_RS03230,10.2447294410763
pagP,b0622,652013,652573,652293,pagP,BW25113_RS03235,4.78931504660179
cspE,b0623,652748,652957,652852,,BW25113_RS03240,630.12686936468
flc,b0624,653011,653394,653202,,BW25113_RS03245,23.8125877577233
tatE,b0627,654403,654606,654504,tatE,BW25113_RS03255,152.437849438276
lipA,b0628,654707,655672,655189,,BW25113_RS03260,63.53989452941
ybeF,b0629,655881,656834,656357,,BW25113_RS03265,4.98000790984849
lipB,b0630,657093,657734,657413,,BW25113_RS03275,25.2232520549068
ybeD,b0631,657835,658098,657966,,BW25113_RS03280,97.2758909186926
dacA,b0632,658208,659419,658813,,BW25113_RS03285,95.9541757336946
rlpA,b0633,659558,660646,660102,,BW25113_RS03290,40.2691620681416
mrdB,b0634,660657,661769,661213,,BW25113_RS03295,15.3249178380153
mrdA,b0635,661772,663673,662722,,BW25113_RS03300,27.1264979682812
rlmH,b0636,663704,664171,663937,,BW25113_RS03305,13.7647175693066
rsfS,b0637,664175,664492,664333,,BW25113_RS03310,157.68617442566
cobC,b0638,664752,665363,665057,,BW25113_RS03315,12.601757071881
nadD,b0639,665387,666028,665707,,BW25113_RS03320,188.696274267204
holA,b0640,666030,667061,666545,,BW25113_RS03325,100.727255519657
lptE,b0641,667061,667642,667351,,BW25113_RS03330,102.209496091452
leuS,b0642,667657,670239,668948,,BW25113_RS03335,93.6075337179028
ybeL,b0643,670474,670956,670715,,BW25113_RS03340,255.66546557632
ybeQ,b0644,671026,672003,671514,,BW25113_RS03345,1.46290898588487
ybeR,b0645,672167,672874,672520,,BW25113_RS03350,0
djlB,b0646,672871,674298,673584,,BW25113_RS03355,0.525484417810559
ybeT,b0647,674308,674862,674585,,BW25113_RS03360,1.07139337686754
ybeU,b0648,674964,675671,675317,,BW25113_RS03365,2.12236221248866
djlC,b0649,675668,677119,676393,,BW25113_RS03370,1.09893306466652
hscC,b0650,677179,678849,678014,,BW25113_RS03375,3.74944333449455
rihA,b0651,678933,679868,679400,,BW25113_RS03380,34.7432451992361
gltL,b0652,679986,680711,680348,artP,BW25113_RS03385,15.8870797817953
gltK,b0653,680711,681385,681048,,BW25113_RS03390,13.9468045023571
gltJ,b0654,681385,682125,681755,,BW25113_RS03395,7.95331867697902
gltI,b0655,682295,683203,682749,,BW25113_RS03400,343.872779323237
insH1,b0656,683453,684469,683961,,BW25113_RS03405,98.7233684081947
lnt,b0657,684799,686337,685568,,BW25113_RS03410,63.3579065688008
ybeX,b0658,686362,687240,686801,,BW25113_RS03415,76.9027129609507
ybeY,b0659,687330,687797,687563,,BW25113_RS03420,182.035569694847
ybeZ,b0660,687794,688834,688314,,BW25113_RS03425,402.854159029695
miaB,b0661,688987,690411,689699,,BW25113_RS03430,57.7299590667765
ubiF,b0662,690557,691732,691144,ubiF,BW25113_RS03435,16.2921390538162
asnB,b0674,692969,694633,693801,asnB,BW25113_RS03475,36.2069579493774
umpH,b0675,695030,695782,695406,,BW25113_RS03480,95.5704619013314
nagC,b0676,695830,697050,696440,,BW25113_RS03485,107.633290254125
nagA,b0677,697059,698207,697633,,BW25113_RS03490,46.1530666143051
nagB,b0678,698267,699067,698667,,BW25113_RS03495,35.1556543076345
nagE,b0679,699400,701346,700373,,BW25113_RS03500,8.55627612829029
glnS,b0680,701549,703213,702381,,BW25113_RS03505,179.626884831554
chiP,b0681,703790,705196,704493,chiP,BW25113_RS03510,1.50662901155247
chiQ,b0682,705246,705572,705409,,BW25113_RS03515,4.20387534248447
fur,b0683,705656,706102,705879,,BW25113_RS03520,170.256951370621
fldA,b0684,706391,706921,706656,,BW25113_RS03535,39.2404078509061
ybfE,b0685,707061,707354,707207,,BW25113_RS03540,4.03116178045948
ybfF,b0686,707494,708258,707876,,BW25113_RS03545,42.5903420588669
seqA,b0687,708443,708988,708715,,BW25113_RS03550,641.25677868513
pgm,b0688,709014,710654,709834,,BW25113_RS03555,72.0313837626526
ybfP,b0689,710868,711362,711115,,BW25113_RS03560,0.694434402378332
potE,b0692,712402,713721,713061,,BW25113_RS03575,0.596536827631195
speF,b0693,713718,715916,714817,,BW25113_RS03580,1.14570538204863
kdpE,b0694,716512,717189,716850,,BW25113_RS03590,36.7839092467391
kdpD,b0695,717186,719870,718528,,BW25113_RS03595,10.8934021885744
kdpC,b0696,719863,720435,720149,,BW25113_RS03600,14.83198438173
kdpB,b0697,720444,722492,721468,,BW25113_RS03605,0.620220964238074
kdpA,b0698,722515,724188,723351,,BW25113_RS03610,0.0612736237392646
ybfA,b0699,724590,724796,724693,,BW25113_RS03620,17.3409857877484
rhsC,b0700,725039,729232,727135,,BW25113_RS03625,6.05567141028025
ybfB,b0702,729232,729558,729395,,BW25113_RS03630,3.15290650686335
ybfC,b0704,731106,731675,731390,,BW25113_RS03640,3.1937555893562
ybfD,b0706,733548,734309,733928,,BW25113_RS03655,1.08694200740517
ybgA,b0707,734457,734966,734711,,BW25113_RS03660,717.811714729223
phr,b0708,734963,736381,735672,,BW25113_RS03665,35.5955222769894
dtpD,b0709,736531,738012,737271,,BW25113_RS03670,2.52825213016606
ybgI,b0710,738283,739026,738654,,BW25113_RS03675,30.0955836039268
ybgJ,b0711,739049,739705,739377,,BW25113_RS03680,15.3272297207135
ybgK,b0712,739699,740631,740165,,BW25113_RS03685,64.105335395431
ybgL,b0713,740621,741355,740988,,BW25113_RS03690,28.8217237448416
nei,b0714,741391,742182,741786,,BW25113_RS03695,6.2776954646606
abrB,b0715,742179,743225,742702,,BW25113_RS03700,4.94251698975694
ybgO,b0716,743377,744438,743907,,BW25113_RS03705,0.0719463435681084
ybgP,b0717,744435,745163,744799,,BW25113_RS03710,1.074652972228
ybgQ,b0718,745178,747625,746401,,BW25113_RS03715,0.585439704117316
ybgD,b0719,747685,748251,747968,,BW25113_RS03720,1.06295989288247
gltA,b0720,748641,749924,749282,,BW25113_RS03725,770.55508469069
sdhC,b0721,750633,751022,750827,sdhC,BW25113_RS03735,162.237266969334
sdhD,b0722,751016,751363,751189,,BW25113_RS03740,50.4701882464205
sdhA,b0723,751363,753129,752246,,BW25113_RS03745,161.992172474377
sdhB,b0724,753145,753861,753503,sdhB,BW25113_RS03750,45.2390282049218
sucA,b0726,754162,756963,755562,,BW25113_RS03760,121.704375942128
sucB,b0727,756978,758195,757586,,BW25113_RS03765,99.0450048525623
sucC,b0728,758470,759636,759053,,BW25113_RS03770,107.312051248779
sucD,b0729,759636,760505,760070,,BW25113_RS03775,100.897252423005
mngR,b0730,760609,761331,760970,,BW25113_RS03780,8.78159556175974
mngA,b0731,761440,763416,762428,,BW25113_RS03785,0.143892687136217
mngB,b0732,763434,766067,764750,,BW25113_RS03790,4.8927560902664
cydA,b0733,766914,768482,767698,,BW25113_RS03800,262.69920289929
cydB,b0734,768498,769637,769067,,BW25113_RS03805,70.9948294954648
ybgE,b0735,769765,770058,769911,,BW25113_RS03815,5.82921394344067
ybgC,b0736,770208,770612,770410,,BW25113_RS03820,35.3627007417602
tolQ,b0737,770609,771301,770955,,BW25113_RS03825,19.3032749752323
tolR,b0738,771305,771733,771519,,BW25113_RS03830,22.3701219795773
tolA,b0739,771798,773063,772430,tolA,BW25113_RS03835,12.6617123581877
tolB,b0740,773196,774488,773842,,BW25113_RS03840,1416.29005985757
pal,b0741,774523,775044,774783,,BW25113_RS03845,407.957896181603
ybgF,b0742,775054,775845,775449,,BW25113_RS03850,199.054280042283
nadA,b0750,777541,778584,778062,,BW25113_RS03890,9.72676698371759
pnuC,b0751,778622,779341,778981,,BW25113_RS03895,129.22544675573
zitB,b0752,779338,780279,779808,,BW25113_RS03900,41.0601655221556
ybgS,b0753,780393,780773,780583,,BW25113_RS03905,314.362229098193
aroG,b0754,781089,782141,781615,,BW25113_RS03915,1163.32306992398
gpmA,b0755,782299,783051,782675,gpmA,BW25113_RS03920,1792.96842983432
galM,b0756,783253,784293,783773,galM,BW25113_RS03925,196.879445846762
galK,b0757,784287,785435,784861,,BW25113_RS03930,118.410166862853
galT,b0758,785439,786485,785962,,BW25113_RS03935,17.6015112904241
galE,b0759,786495,787511,787003,,BW25113_RS03940,102.775829591755
modF,b0760,787772,789244,788508,,BW25113_RS03945,80.909729456176
modE,b0761,789312,790100,789706,,BW25113_RS03955,52.250787451211
acrZ,b0762,790229,790378,790303,,BW25113_RS03960,95.1846259672792
modA,b0763,790545,791318,790931,,BW25113_RS03965,8.4458459584419
modB,b0764,791318,792007,791662,modB,BW25113_RS03970,9.5977290084037
modC,b0765,792010,793068,792539,,BW25113_RS03975,6.62507851875501
ybhA,b0766,793069,793887,793478,,BW25113_RS03980,20.5866977687903
pgl,b0767,794042,795037,794539,,BW25113_RS03985,184.464281375654
ybhD,b0768,795078,796031,795554,,BW25113_RS03990,4.90553261577239
ybhH,b0769,796215,797267,796741,,BW25113_RS03995,0
ybhI,b0770,797343,798776,798059,,BW25113_RS04000,0.0204245412464215
ybhJ,b0771,798959,801220,800089,,BW25113_RS04005,0.586758041549823
ybhC,b0772,801454,802737,802095,,BW25113_RS04010,48.16682268134
ybhB,b0773,802889,803365,803127,,BW25113_RS04015,208.357348489185
bioA,b0774,803424,804713,804068,,BW25113_RS04020,25.8582903308333
bioB,b0775,804800,805840,805320,,BW25113_RS04025,184.593556094827
bioF,b0776,805837,806991,806414,,BW25113_RS04030,21.6580911456578
bioC,b0777,806978,807733,807355,,BW25113_RS04035,10.3394659875038
bioD,b0778,807726,808403,808064,,BW25113_RS04040,22.4180862086227
uvrB,b0779,808982,811003,809992,,BW25113_RS04045,46.2333115352756
ybhK,b0780,811195,812103,811649,,BW25113_RS04050,4.41259915948716
moaA,b0781,812500,813489,812994,moaA,BW25113_RS04060,125.207396258554
moaB,b0782,813511,814023,813767,,BW25113_RS04065,406.904805244293
moaC,b0783,814026,814511,814268,,BW25113_RS04070,44.5244049284502
